,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,10.2,0,1.95,0.17,Impurity,Weak,,,27,3.54,0,2.11,0.32,Artifact,Weak,,,53,2.43,0,3.37,0.65,Artifact,Weak,,,79,1.25,0.1,4.08,5.88,Compound,None,,
2,7.63,0,35.83,11.48,Compound,None,,,28,3.5,0.8,3.06,29.77,Compound,None,,,54,2.42,0,1.05,0.09,Artifact,Weak,,,80,1.23,0.3,4.74,20.74,Compound,None,,
3,7.22,0.2,9.01,28.46,Compound,None,,,29,3.49,0.1,35.56,53.21,Artifact,Weak,,,55,2.34,0.1,1.41,0.84,Solvent,Weak + C13_Sat,,,81,1.22,0,174.8,125.91,Compound,None,,
4,7.12,0,17.77,6.2,Compound,None,,,30,3.48,0.1,6.84,6.5,Artifact,Weak,,,56,2.33,0.2,2.27,6.49,Solvent,Weak + C13_Sat,,,82,1.19,0,1.4,0.28,Impurity,None,,
5,7.09,0.2,7.8,21.48,Compound,None,,,31,3.46,0,3.4,1.28,Artifact,Weak,,,57,2.33,0.4,2.39,12.41,Solvent,Weak + C13_Sat,,,83,1.16,0,1.84,0.13,Artifact,Weak,,
6,7.06,0,0.37,0.05,Impurity,Weak,,,32,3.45,0,3.1,1.64,Artifact,Weak,,,58,2.32,0.3,2.21,7.83,Solvent,Weak + C13_Sat,,,84,1.14,0.1,3.59,2.21,Compound,None,,
7,6.97,0.2,8.62,24.15,Compound,None,,,33,3.44,0,2.72,1.23,Artifact,Weak,,,59,2.32,0.1,1.92,2.73,Solvent,Weak + C13_Sat,,,85,1.11,0.1,1.85,1.42,Compound,None,,
8,6.92,0,1.77,0.18,Artifact,Weak,,,34,3.43,0,9.35,4.99,Artifact,Weak,,,60,2.23,0,2.75,1.62,Compound,None,,,86,1.06,0,1.83,0.56,Compound,None,,
9,6.82,0,16.31,1.73,Compound,None,,,35,3.42,0.1,3.69,1.98,Artifact,Weak,,,61,2.21,0.1,2.65,3.65,Compound,None,,,87,1.04,0.5,3.8,20.5,Compound,None,,
10,6.53,0,2.21,0.6,Compound,None,,,36,3.39,0.3,39.56,146.22,Artifact,Weak,,,62,2.19,0.1,3.57,2.59,Compound,None,,,88,1.03,0.5,4.38,26.34,Compound,None,,
11,6.52,0.2,2.32,6.16,Compound,None,,,37,3.23,0,1.98,0.19,Artifact,Weak,,,63,2.08,0,2.2,0.72,Impurity,None,,,89,1,0,5.06,1.51,Compound,None,,
12,5.26,0,1.46,0.08,Artifact,Weak,,,38,3.22,0,1.08,0.1,Artifact,Weak,,,64,2.06,0,11.4,2.28,Compound,None,,,90,0.89,0,3.99,1,Compound,None,,
13,5.26,0,8.36,1.43,Compound,None,,,39,2.93,0,12.76,5.4,Compound,None,,,65,1.91,0.1,1.75,1.46,Compound,None,,,91,0.87,0,4.66,1.53,Compound,None,,
14,5.22,0,3.51,0.43,Impurity,Weak,,,40,2.92,0,4.98,0.96,Compound,None,,,66,1.87,0,34.54,4.96,Compound,None,,,92,0.86,0,3.2,1.5,Compound,None,,
15,5.14,0,5.3,0.45,Artifact,Weak,,,41,2.8,0,0.22,0.02,Artifact,Weak,,,67,1.65,0,2.41,0.42,Impurity,None,,,93,0.85,0,3.33,0.86,Compound,None,,
16,5.12,0,0.81,0.07,Artifact,Weak,,,42,2.76,0,24.63,14.03,Compound,None,,,68,1.54,0,4.4,1.9,Compound,None,,,94,0.85,0.1,15.44,18.56,Compound,None,,
17,4.31,0,2.8,0.43,Impurity,Weak,,,43,2.68,0.1,1.77,1.64,Solvent,Weak + C13_Sat,,,69,1.52,0.1,5.58,4.21,Compound,None,,,95,0.84,0,51.8,20.39,Compound,None,,
18,4.29,0,1.53,0.16,Artifact,Weak,,,44,2.67,0.2,1.92,5.57,Solvent,Weak + C13_Sat,,,70,1.5,0.1,5.96,5.66,Compound,None,,,96,0.81,0,1.5,0.13,Artifact,Weak,,
19,4.02,0,16.11,3.23,Compound,None,,,45,2.67,0.4,2.42,13.15,Solvent,Weak + C13_Sat,,,71,1.48,0,3.76,1.75,Compound,None,,,97,0.81,0,2.56,0.47,Impurity,None,,
20,3.95,0,8.85,4.54,Compound,None,,,46,2.66,0.3,2.37,8.58,Solvent,Weak + C13_Sat,,,72,1.37,0,2.02,0.26,Compound,None,,,98,0.8,0,1.98,0.27,Impurity,Weak,,
21,3.94,0,6.78,0.89,Compound,None,,,47,2.66,0.1,2.01,2.95,Solvent,Weak + C13_Sat,,,73,1.35,0.1,2.41,3.79,Compound,None,,,99,0.35,0,0.72,0.06,Artifact,Weak,,
22,3.74,0,3.78,0.39,Impurity,Weak,,,48,2.51,14.1,1.46,210.49,Solvent,None,,,74,1.34,0,19.29,6.26,Compound,None,,,100,0.07,0.1,2.81,2.27,Compound,None,,
23,3.73,0,2.68,0.36,Compound,None,,,49,2.5,44.5,2.15,1188.66,Solvent,None,,,75,1.32,0,2.68,0.48,Compound,None,,,101,-1.71,0,0.75,0.07,Artifact,Weak,,
24,3.72,0,12.24,1.25,Compound,None,,,50,2.5,77.5,2.39,2432.94,Solvent,None,,,76,1.3,0,3.89,0.66,Impurity,None,,,102,-1.77,0,0.54,0.05,Artifact,Weak,,
25,3.57,0,1.51,0.09,Artifact,Weak,,,51,2.5,50.3,2.16,1323.16,Solvent,None,,,77,1.28,0,2.42,0.83,Compound,None,,,,,,,,,,,
26,3.55,0,54.14,36.74,Artifact,Weak,,,52,2.49,23.6,1.96,532.68,Solvent,None,,,78,1.26,0.1,15.27,18.04,Compound,None,,,,,,,,,,,
