,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.13,0,0.74,0.06,Artifact,Weak,,,26,4.65,0,0.99,0.06,Artifact,Weak,,,51,3.2,0,1.84,0.22,Artifact,Weak,,,76,2.2,0,1.41,0.19,Compound,Weak,,,101,1.26,0.1,10.81,9.22,Compound,None,,
2,12.28,0,0.59,0.04,Artifact,Weak,,,27,4.41,0,9.35,2.47,Compound,None,,,52,2.92,0,10.2,1.39,Compound,None,,,77,2.19,0,2.2,0.94,Compound,None,,,102,1.24,0.3,5.31,18.83,Compound,None,,
3,11.96,0,1.52,0.11,Artifact,Weak,,,28,4.4,0,1.55,0.17,Impurity,Weak,,,53,2.68,0.1,1.32,1.34,Solvent,Weak + C13_Sat,,,78,2.18,0,2.16,0.95,Compound,None,,,103,1.23,0.5,3.42,24.71,Compound,None,,
4,11.96,0,0.58,0.05,Artifact,Weak,,,29,4.18,0,1.26,0.26,Impurity,Weak,,,54,2.67,0.3,1.91,7.13,Solvent,Weak + C13_Sat,,,79,2.16,0,3.27,0.57,Compound,None,,,104,1.2,0,28.26,5.77,Compound,None,,
5,11.95,0,1.6,0.1,Artifact,Weak,,,30,4.02,0,0.56,0.04,Artifact,Weak,,,55,2.67,0.4,1.72,9.19,Solvent,Weak + C13_Sat,,,80,2.12,0,0.74,0.07,Impurity,Weak,,,105,1.16,0,4.32,0.67,Compound,None,,
6,11.94,0,0.55,0.04,Artifact,Weak,,,31,3.95,0,6.9,0.68,Artifact,Weak,,,56,2.66,0.3,1.84,7.64,Solvent,Weak + C13_Sat,,,81,2.08,0.1,0.96,0.77,Impurity,None,,,106,1.14,0,3.73,2.13,Compound,None,,
7,10.24,0,1.08,0.07,Artifact,Weak,,,32,3.66,0,6.28,1.5,Compound,None,,,57,2.66,0.1,1.72,2.98,Solvent,Weak + C13_Sat,,,82,2.06,0,1.24,0.15,Impurity,Weak,,,107,1.11,0,0.84,0.09,Impurity,Weak,,
8,8.93,0,0.47,0.03,Artifact,Weak,,,33,3.65,0,2.93,0.68,Compound,None,,,58,2.58,0.1,35.62,25.49,Artifact,Weak,,,83,2.04,0,2.83,0.5,Impurity,None,,,108,1.11,0.2,1.14,2.8,Compound,None,,
9,8.45,0,0.71,0.04,Artifact,Weak,,,34,3.64,0,2.45,0.53,Impurity,None,,,59,2.56,0,12.79,1.28,Artifact,Weak,,,84,2.03,0,1.2,0.12,Impurity,Weak,,,109,1.08,0,2.17,0.77,Impurity,None,,
10,7.96,0,1.36,0.11,Artifact,Weak,,,35,3.57,0.1,1.28,0.87,Impurity,None,,,60,2.52,0,1.73,0.76,Artifact,Weak,,,85,2.01,0,2.02,0.21,Impurity,Weak,,,110,1.04,1.4,3.4,51.1,Compound,None,,
11,7.63,0,32.55,5.56,Compound,None,,,36,3.57,0,0.74,0.11,Artifact,Weak,,,61,2.51,18.1,1.36,281.92,Solvent,None,,,86,1.94,0,0.8,0.06,Artifact,Weak,,,111,1.03,1.6,4.86,97.77,Compound,None,,
12,7.51,0,4.53,0.58,Impurity,Weak,,,37,3.54,0.1,131.53,147.99,Compound,None,,,62,2.5,50.8,1.69,1102.74,Solvent,None,,,87,1.92,0,0.96,0.05,Artifact,Weak,,,112,1.02,0.2,4.17,9.82,Compound,None,,
13,7.49,0,3.28,0.38,Impurity,Weak,,,38,3.52,0,2.98,0.81,Artifact,Weak,,,63,2.5,77.6,1.76,1723.75,Solvent,None,,,88,1.91,0.1,1.1,1.4,Compound,None,,,113,1,0.2,2.57,5.22,Compound,None,,
14,7.22,0,9.95,3.02,Compound,None,,,39,3.51,0.4,2.31,12.79,Compound,Weak,,,64,2.5,59.8,1.82,1420.99,Solvent,None,,,89,1.87,0,1.57,0.11,Artifact,Weak,,,114,0.87,0,1.62,0.4,Compound,None,,
15,7.13,0,1.11,0.12,Impurity,Weak,,,40,3.49,0.2,7.12,23.79,Artifact,Weak,,,65,2.49,26.9,1.83,646.83,Solvent,None,,,90,1.64,0,3.32,0.17,Artifact,Weak,,,115,0.87,0,4.01,1.77,Compound,None,,
16,7.11,0,1.93,0.11,Artifact,Weak,,,41,3.48,0.2,3.92,8.09,Artifact,Weak,,,66,2.34,0.1,1.49,1.67,Solvent,Weak + C13_Sat,,,91,1.52,0,2.21,0.65,Compound,None,,,116,0.86,0,1.61,0.84,Compound,None,,
17,7.09,0,64.51,4.4,Artifact,Weak,,,42,3.46,0.1,7.9,17,Artifact,Weak,,,67,2.33,0.2,1.71,5.53,Solvent,Weak + C13_Sat,,,92,1.52,0,3.37,0.95,Compound,None,,,117,0.85,0.1,1.87,1.38,Compound,None,,
18,7.09,0,8.91,3.36,Compound,None,,,43,3.44,0.2,4.23,10.79,Artifact,Weak,,,68,2.33,0.4,1.95,10.53,Solvent,Weak + C13_Sat,,,93,1.5,0,5.5,3.24,Compound,None,,,118,0.85,0,1.04,0.16,Impurity,Weak,,
19,6.96,0,10.66,3.38,Compound,None,,,44,3.43,0.1,4.8,4.49,Artifact,Weak,,,69,2.32,0.3,1.72,6.71,Solvent,Weak + C13_Sat,,,94,1.49,0,3.94,1.23,Compound,None,,,119,0.84,0.1,26.33,32.18,Compound,None,,
20,6.82,0,15.62,1.54,Compound,None,,,45,3.42,0.2,3.91,8.28,Artifact,Weak,,,70,2.32,0.2,1.95,3.91,Solvent,Weak + C13_Sat,,,95,1.41,0,7.22,1.38,Compound,None,,,120,0.79,0,1.6,0.21,Impurity,Weak,,
21,6.53,0,1.96,0.28,Compound,None,,,46,3.42,0.2,3.66,7.35,Artifact,Weak,,,71,2.3,0,2.62,0.37,Compound,None,,,96,1.38,0,9.67,2.86,Compound,None,,,121,0.69,0,1.17,0.09,Artifact,Weak,,
22,6.52,0.1,1.65,2.23,Compound,None,,,47,3.41,0.1,3.67,3.86,Artifact,Weak,,,72,2.28,0,8.88,4.16,Compound,None,,,97,1.32,0,3.57,0.37,Impurity,Weak,,,122,0.07,0,2.45,1.75,Compound,None,,
23,5.32,0,3.67,0.33,Artifact,Weak,,,48,3.41,0.1,3.94,4.96,Artifact,Weak,,,73,2.23,0,2.33,0.77,Compound,None,,,98,1.3,0,1.66,0.29,Impurity,Weak,,,123,-3.41,0,0.76,0.05,Artifact,Weak,,
24,5.26,0,9.41,0.85,Artifact,Weak,,,49,3.37,0.5,38.8,238.47,Artifact,Weak,,,74,2.21,0.1,2.2,1.62,Compound,None,,,99,1.3,0,1.4,0.14,Impurity,Weak,,,,,,,,,,,
25,4.89,0,1.15,0.08,Artifact,Weak,,,50,3.21,0,2.21,0.36,Artifact,Weak,,,75,2.2,0,0.45,0.03,Artifact,Weak,,,100,1.28,0,1.59,0.38,Compound,None,,,,,,,,,,,
