,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
12,4.36,0.1,1.91,2.21,Compound,None,,,38,3.42,0.2,1.56,4.65,Artifact,Weak,,,64,2.49,20.6,1.39,334,Solvent,None,,,90,1.54,0,4.01,0.51,Compound,None,,,116,1.04,0.5,1.23,8.59,Compound,None,,
13,4.34,0.2,1.98,4.84,Compound,None,,,39,3.42,0.1,1.92,2.25,Artifact,Weak,,,65,2.45,0,0.78,0.05,Artifact,Weak,,,91,1.52,0,7.9,2.04,Compound,None,,,117,1.03,0.2,2.13,5.77,Compound,None,,
14,4.33,0.1,1.74,2.92,Compound,None,,,40,3.41,0.1,2.01,2.6,Artifact,Weak,,,66,2.42,0,0.82,0.07,Artifact,Weak,,,92,1.5,0,4.09,0.89,Compound,None,,,118,1.03,0.6,1.4,12.17,Compound,None,,
15,4.31,0,1.36,0.17,Impurity,Weak,,,41,3.4,0.1,153.85,330.82,Artifact,Weak,,,67,2.35,0,7.96,1.72,Compound,None,,,93,1.49,0,4.97,0.87,Impurity,Weak,,,119,1.02,0,3.05,1.42,Compound,None,,
16,4.13,0,0.62,0.05,Artifact,Weak,,,42,3.38,0,12.14,4.26,Artifact,Weak,,,68,2.34,0.1,1.41,2.03,Solvent,Weak + C13_Sat,,,94,1.35,0,2.19,1.37,Compound,None,,,120,1,0,5.38,1.47,Compound,None,,
17,4.02,0,14.47,1.67,Compound,None,,,43,3.37,0.1,24.07,34.01,Artifact,Weak,,,69,2.33,0.3,1.77,6.89,Solvent,Weak + C13_Sat,,,95,1.34,0,1.28,0.12,Artifact,Weak,,,121,0.98,0,1.45,0.11,Impurity,Weak,,
18,3.95,0,7.72,2.19,Compound,None,,,44,3.3,2.2,5.9,154.8,Compound,None,,,70,2.33,0.4,1.77,9.86,Solvent,Weak + C13_Sat,,,96,1.33,0,1.71,0.15,Artifact,Weak,,,122,0.89,0,1.53,0.22,Impurity,Weak,,
19,3.79,0,1.66,0.21,Impurity,Weak,,,45,3.17,0,1.41,0.36,Artifact,Weak,,,71,2.32,0.3,1.63,5.72,Solvent,Weak + C13_Sat,,,97,1.3,0,2.38,0.52,Impurity,Weak,,,123,0.89,0,2.15,0.43,Compound,None,,
20,3.78,0,1.12,0.15,Impurity,Weak,,,46,3.16,0,1.14,0.28,Artifact,Weak,,,72,2.32,0.1,1.53,2.14,Solvent,Weak + C13_Sat,,,98,1.28,0,1.08,0.24,Impurity,Weak,,,124,0.87,0,5.31,2.36,Compound,None,,
21,3.78,0,1.08,0.24,Impurity,Weak,,,47,2.93,0,14.62,5.12,Artifact,Weak,,,73,2.27,0,0.73,0.07,Artifact,Weak,,,99,1.27,0,5.54,0.99,Compound,Weak,,,125,0.86,0,2.26,1.02,Compound,None,,
22,3.76,0,1.27,0.25,Impurity,Weak,,,48,2.92,0,0.95,0.07,Artifact,Weak,,,74,2.23,0,3.37,0.78,Compound,None,,,100,1.26,0,2.56,1.17,Compound,None,,,126,0.85,0.1,2.26,1.73,Compound,None,,
23,3.76,0,1.16,0.17,Impurity,Weak,,,49,2.78,0,5.07,0.32,Artifact,Weak,,,75,2.21,0,3.67,1.35,Compound,None,,,101,1.24,0.3,3.86,13.23,Compound,None,,,127,0.85,0,2.44,1.15,Compound,None,,
24,3.75,0,1.24,0.25,Impurity,Weak,,,50,2.77,0,3.85,0.72,Impurity,Weak,,,76,2.19,0,3.76,0.71,Compound,None,,,102,1.23,0.2,2.83,7.64,Compound,None,,,128,0.83,0,4.81,2.55,Compound,None,,
25,3.73,0,1.14,0.07,Artifact,Weak,,,51,2.75,0,2.56,0.25,Impurity,Weak,,,77,2.13,0,1.31,0.08,Artifact,Weak,,,103,1.22,0,9.23,2.88,Compound,None,,,129,0.12,0,0.71,0.05,Artifact,Weak,,
26,3.57,0,1.17,0.15,Artifact,Weak,,,52,2.68,0.1,1.46,1.84,Solvent,Weak + C13_Sat,,,78,2.08,0,0.88,0.15,Impurity,Weak,,,104,1.21,0,2.54,0.24,Artifact,Weak,,,130,0.06,0.1,2.42,1.4,Compound,None,,
