,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.69,0,0.86,0.06,Artifact,Weak,,,27,3.55,0,3.81,0.79,Artifact,Weak,,,53,2.67,0.3,1.91,7.63,Solvent,Weak + C13_Sat,,,79,2.07,0.1,0.94,0.58,Impurity,None,,,105,1.21,0,1.04,0.13,Impurity,Weak,,
2,13.7,0,0.6,0.05,Artifact,Weak,,,28,3.53,0,2.52,0.29,Artifact,Weak,,,54,2.67,0.4,1.75,9.49,Solvent,Weak + C13_Sat,,,80,2.02,0,46.2,4.85,Compound,None,,,106,1.19,0,1.44,0.49,Impurity,None,,
3,13.49,0,0.78,0.06,Artifact,Weak,,,29,3.5,0.6,2.45,17.18,Compound,None,,,55,2.66,0.3,1.74,6.81,Solvent,Weak + C13_Sat,,,81,1.99,0,1.92,0.1,Artifact,Weak,,,107,1.16,0,1.94,0.57,Compound,None,,
4,10.2,0,1.44,0.45,Impurity,Weak,,,30,3.49,0,4.72,2.29,Artifact,Weak,,,56,2.66,0.1,1.4,1.74,Solvent,Weak + C13_Sat,,,82,1.9,0.1,1.83,1.33,Compound,None,,,108,1.15,0,3.46,2.17,Compound,None,,
5,8.88,0,0.94,0.09,Artifact,Weak,,,31,3.48,0.1,5.63,4.33,Artifact,Weak,,,57,2.57,0.1,31.16,31.81,Artifact,Weak,,,83,1.88,0,17.77,1.2,Artifact,Weak,,,109,1.11,0,1.14,0.12,Impurity,Weak,,
6,7.08,1.5,20.83,406.56,Compound,None,,,32,3.47,0.1,1.29,0.94,Artifact,Weak,,,58,2.53,0.4,17.35,82.85,Artifact,Weak,,,84,1.84,0,13.42,2.07,Compound,None,,,110,1.11,0,1.22,0.16,Impurity,Weak,,
7,6.52,0,1.84,0.69,Impurity,None,,,33,3.46,0,2.99,0.7,Artifact,Weak,,,59,2.52,0.3,1.53,5.3,Solvent,Weak,,,85,1.82,0,17.37,1.72,Compound,None,,,111,1.07,0.5,1.01,5.89,Compound,None,,
8,6.45,0,0.54,0.04,Artifact,Weak,,,34,3.46,0.1,1.23,0.77,Artifact,Weak,,,60,2.51,22.1,1.54,433.67,Solvent,None,,,86,1.75,0,1.33,0.27,Impurity,Weak,,,112,1.06,0,4.21,0.69,Compound,Weak,,
9,5.22,0,2.64,0.23,Artifact,Weak,,,35,3.45,0.2,1.39,3.3,Artifact,Weak,,,61,2.5,54,1.77,1254.03,Solvent,None,,,87,1.69,0,1.72,0.14,Artifact,Weak,,,113,1.05,1,1.09,13.9,Compound,None,,
10,5.14,0,6.07,0.45,Artifact,Weak,,,36,3.44,0.2,1.4,3.33,Artifact,Weak,,,62,2.5,78.4,1.77,1768.71,Solvent,None,,,88,1.67,0,3.32,0.31,Artifact,Weak,,,114,1.05,0.2,2.06,5.22,Compound,None,,
11,5.11,0,3.91,0.31,Artifact,Weak,,,37,3.44,0.2,1.23,2.62,Artifact,Weak,,,63,2.5,55.1,1.71,1226.32,Solvent,None,,,89,1.56,0,4.12,0.41,Artifact,Weak,,,115,1.04,0.7,1.4,12.25,Compound,None,,
