,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
12,6.52,0.1,1.26,1.35,Compound,None,,,40,3.12,0,119.01,31.16,Artifact,Weak,,,68,2.18,0,1.48,0.08,Artifact,Weak,,,96,1.18,0,1.55,0.21,Compound,None,,,124,0.82,0,2.58,0.55,Compound,None,,
13,5.22,0,1.5,0.18,Impurity,None,,,41,2.96,0,1.86,0.2,Artifact,Weak,,,69,2.18,0,2.31,0.42,Compound,None,,,97,1.17,0,2.02,0.16,Compound,Weak,,,125,0.81,0,6.57,2.12,Compound,None,,
14,5.21,0,0.92,0.07,Artifact,Weak,,,42,2.95,0,1.61,0.33,Artifact,Weak,,,70,2.13,0,0.72,0.12,Impurity,None,,,98,1.16,0,2.73,0.45,Compound,None,,,126,0.78,0,1.09,0.13,Impurity,None,,
15,4.36,0,1.11,0.07,Artifact,Weak,,,43,2.95,0,9.64,1.98,Artifact,Weak,,,71,2.12,0,0.66,0.11,Impurity,None,,,99,1.15,0.1,3.57,2.4,Compound,None,,,127,0.76,0,1.24,0.1,Artifact,Weak,,
16,4.34,0,1.89,0.23,Impurity,None,,,44,2.77,0,19.76,6.04,Compound,None,,,72,2.1,0,17.18,1.25,Artifact,Weak,,,100,1.12,0,0.92,0.14,Impurity,None,,,128,0.74,0,2.14,0.15,Artifact,Weak,,
17,4.33,0,1.34,0.1,Impurity,Weak,,,45,2.68,0.1,1.3,1.74,Solvent,Weak + C13_Sat,,,73,2.08,0,0.75,0.26,Compound,None,,,101,1.11,0,1.47,0.34,Compound,None,,,129,0.73,0,1.33,0.13,Impurity,Weak,,
18,4.03,0,8.75,1.04,Compound,None,,,46,2.67,0.3,1.71,6.64,Solvent,Weak + C13_Sat,,,74,2.07,0,15.94,1.98,Compound,None,,,102,1.09,0,1.59,0.46,Compound,None,,,130,0.71,0,1.85,0.09,Artifact,Weak,,
19,3.95,0,13.01,1.63,Compound,None,,,47,2.67,0.4,1.63,9.12,Solvent,Weak + C13_Sat,,,75,2.04,0,2.23,0.48,Compound,None,,,103,1.08,0,1.8,0.27,Compound,None,,,131,0.13,0,0.8,0.21,Impurity,None,,
20,3.72,0,13.44,0.91,Compound,None,,,48,2.66,0.3,1.43,5.11,Solvent,Weak + C13_Sat,,,76,2.03,0,1.67,0.14,Artifact,Weak,,,104,1.07,0,0.77,0.4,Compound,None,,,132,0.09,0,1.27,0.12,Compound,None,,
21,3.64,0,1.26,0.1,Artifact,Weak,,,49,2.66,0.1,1.44,2.11,Solvent,Weak + C13_Sat,,,77,2.01,0,3.6,0.37,Compound,None,,,105,1.06,0,3.23,0.36,Compound,None,,,133,0.08,0.3,0.86,3.35,Compound,None,,
22,3.57,0,0.69,0.12,Artifact,Weak,,,50,2.52,0.1,0.93,1.66,Artifact,Weak,,,78,1.91,0.3,0.86,2.6,Compound,None,,,106,1.05,0.1,0.95,1,Compound,None,,,134,0.07,0,1.19,0.16,Compound,None,,
23,3.55,0,8.66,1.02,Artifact,Weak,,,51,2.51,21.2,1.3,320.9,Solvent,None,,,79,1.86,0,32.85,4.51,Compound,None,,,107,1.05,0.2,3.03,9.54,Compound,None,,,135,0.07,0,0.68,0.2,Compound,None,,
24,3.5,0.5,2.45,16.79,Compound,None,,,52,2.5,55.8,1.63,1189.45,Solvent,None,,,80,1.56,0,1.28,0.12,Compound,Weak,,,108,1.04,0.2,2.49,4.67,Compound,None,,,136,0.07,0,1.77,0.52,Compound,None,,
25,3.49,0,5.77,1.58,Artifact,Weak,,,53,2.5,83.2,1.59,1735,Solvent,None,,,81,1.54,0,3.91,0.65,Compound,None,,,109,1.03,0.3,3.32,12.44,Compound,None,,,137,-0.41,0,0.49,0.03,Artifact,Weak,,
26,3.48,0,5.38,3.18,Artifact,Weak,,,54,2.5,55.2,1.46,1018.89,Solvent,None,,,82,1.52,0,5.64,3.01,Compound,None,,,110,1.03,0.1,2.31,3.9,Compound,None,,,,,,,,,,,
27,3.47,0,8.47,2.3,Artifact,Weak,,,55,2.49,22,1.34,336.4,Solvent,None,,,83,1.5,0.1,4.37,3.01,Compound,None,,,111,1.02,0.1,2.28,1.54,Compound,None,,,,,,,,,,,
28,3.45,0,0.77,0.17,Artifact,Weak,,,56,2.36,0,16.88,0.95,Artifact,Weak,,,84,1.49,0,5.39,2.47,Compound,None,,,112,1.01,0,1.23,0.1,Compound,Weak,,,,,,,,,,,
