,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,8.97,0,18.78,3.97,Compound,None,,,25,3.47,0.4,5.7,26,Artifact,Weak,,,49,2.3,0,2.93,0.85,Artifact,Weak,,,73,1.3,0,5.49,2.44,Compound,None,,
2,7.64,0,36.64,17.12,Compound,None,,,26,3.46,0.2,4.43,8.23,Artifact,Weak,,,50,2.29,0.1,7.5,8.08,Artifact,Weak,,,74,1.28,0,3.59,0.84,Compound,Weak,,
3,7.25,0.1,13.06,14.23,Compound,None,,,27,3.45,0.5,6.69,42.38,Artifact,Weak,,,51,2.27,0,5.38,2.3,Artifact,Weak,,,75,1.27,0.1,15.91,26.18,Compound,None,,
4,7.23,0.3,5.98,24.98,Compound,None,,,28,3.42,0.5,6.73,47.09,Artifact,Weak,,,52,2.23,0.1,4.01,1.95,Artifact,Weak,,,76,1.25,0.5,7.07,50.49,Compound,None,,
5,7.12,0.1,11.03,9.84,Compound,None,,,29,3.41,0.3,5.51,23.01,Artifact,Weak,,,53,2.21,0.1,4.63,5.73,Artifact,Weak,,,77,1.23,0.3,5.75,19.43,Compound,None,,
6,7.1,0.4,6.16,27.37,Compound,None,,,30,3.23,0,3.67,0.93,Artifact,Weak,,,54,2.19,0.1,4.32,2.93,Artifact,Weak,,,78,1.2,0.1,39.95,36.82,Compound,None,,
7,6.97,0.4,6.27,27.27,Compound,None,,,31,3.21,0,5.05,1.91,Artifact,Weak,,,55,2.18,0,15.46,6.61,Artifact,Weak,,,79,1.18,0,2.62,0.34,Compound,Weak,,
8,6.52,0.1,4.4,5,Compound,None,,,32,3.2,0,4.39,1.62,Artifact,Weak,,,56,2.08,0,4.72,2.13,Compound,None,,,80,1.14,0.1,6.65,5.23,Compound,None,,
9,5.26,0,10.52,3.6,Compound,None,,,33,3.19,0,6.09,0.91,Artifact,Weak,,,57,2.05,0,29.95,9.83,Compound,None,,,81,1.11,0.1,4.8,5.44,Compound,None,,
10,5.1,0,33.43,5.8,Compound,None,,,34,3.18,0,2.49,0.3,Artifact,Weak,,,58,1.91,0.1,4.35,3.48,Compound,None,,,82,1.04,2.3,4.54,123.79,Compound,None,,
11,5.1,0,4.07,0.67,Artifact,Weak,,,35,3.17,0,0.96,0.14,Artifact,Weak,,,59,1.89,0,7.13,1.05,Artifact,Weak,,,83,1.03,2.7,5.45,182.48,Compound,None,,
12,4.42,0,1.88,0.19,Artifact,Weak,,,36,2.77,0.1,19.14,20.72,Artifact,Weak,,,60,1.86,0.1,28.04,19.65,Compound,None,,,84,1.01,0.3,5.91,24.5,Compound,None,,
13,4.41,0.1,9.24,5.7,Compound,None,,,37,2.75,0,17.67,6.59,Artifact,Weak,,,61,1.64,0,18.54,9.64,Compound,None,,,85,1,0.3,4.84,15.05,Compound,None,,
14,3.81,0.2,255.94,536.83,Artifact,Weak,,,38,2.75,0,42.94,18.33,Artifact,Weak,,,62,1.61,0,11.9,2.06,Compound,None,,,86,0.98,0,5.41,1.34,Artifact,Weak,,
15,3.74,0,4.21,1.74,Artifact,Weak,,,39,2.72,0.1,13.38,11.16,Artifact,Weak,,,63,1.54,0,6.18,4.13,Compound,None,,,87,0.97,0.1,45.48,51.52,Compound,None,,
16,3.72,0,8.92,3.74,Artifact,Weak,,,40,2.71,0.1,14.07,13.9,Artifact,Weak,,,64,1.52,0.1,8.88,17.43,Compound,None,,,88,0.89,0,5.81,1.39,Compound,Weak,,
17,3.71,0,13.57,2.56,Artifact,Weak,,,41,2.67,0.6,7.96,59.08,Solvent,Weak + C13_Sat,,,65,1.5,0.1,7.76,12.89,Compound,None,,,89,0.87,0.1,5.77,4.3,Compound,None,,
18,3.67,0.2,82.45,125.19,Artifact,Weak,,,42,2.62,0.1,29.77,52.38,Artifact,Weak,,,66,1.49,0.1,6.87,6.31,Compound,None,,,90,0.85,0.1,6.38,9.84,Compound,None,,
19,3.64,0,22.93,2.72,Artifact,Weak,,,43,2.6,0.1,20.05,21.46,Artifact,Weak,,,67,1.46,0,5.26,1.25,Compound,None,,,91,0.83,0.1,23.12,31.48,Compound,None,,
20,3.63,0,1.55,0.23,Artifact,Weak,,,44,2.59,0,2.2,0.67,Artifact,Weak,,,68,1.42,0.2,8.15,13.45,Compound,None,,,92,0.81,0,13.35,4.1,Compound,None,,
21,3.57,0.1,4.07,2.94,Artifact,Weak,,,45,2.58,0,0.71,0.15,Artifact,Weak,,,69,1.4,0,103.67,21.55,Compound,None,,,93,0.76,0,284.62,104.6,Compound,None,,
22,3.52,0,3.34,1.7,Artifact,Weak,,,46,2.5,99.9,6.55,7201.82,Solvent,None,,,70,1.38,0.2,7.3,21.23,Compound,None,,,94,0.07,0.1,3.39,2.56,CS Reference,None,,
23,3.51,0.2,6.98,23.19,Artifact,Weak,,,47,2.38,0.1,100.65,89.34,Artifact,Weak,,,71,1.35,0,41.93,12.32,Compound,None,,,,,,,,,,,
24,3.49,0.3,6.57,30.15,Artifact,Weak,,,48,2.33,0.5,7.03,41.91,Solvent,Weak + C13_Sat,,,72,1.32,0.1,7.59,6.52,Compound,None,,,,,,,,,,,
