,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,12.84,0,0.96,0.06,Artifact,Weak,,,28,4.32,0,2.55,0.23,Artifact,Weak,,,55,2.77,0,19.42,7.11,Compound,None,,,82,1.91,0.1,0.96,1.25,Compound,None,,,109,1.09,0,0.99,0.09,Impurity,Weak,,
2,11.72,0,0.98,0.1,Impurity,Weak,,,29,4.31,0,2.09,0.26,Impurity,Weak,,,56,2.68,0.1,1.34,1.4,Solvent,Weak + C13_Sat,,,83,1.88,0,46.41,7.4,Compound,None,,,110,1.07,0.1,0.95,0.99,Compound,None,,
3,10.84,0,0.55,0.03,Artifact,Weak,,,30,4.11,0,0.52,0.03,Artifact,Weak,,,57,2.67,0.3,2.03,8.11,Solvent,Weak + C13_Sat,,,84,1.86,0,22.37,3.37,Compound,None,,,111,1.06,0,1.88,0.87,Compound,None,,
4,10.2,0,1.28,0.29,Impurity,None,,,31,4.02,0,16.48,2.93,Compound,None,,,58,2.67,0.4,1.72,8.78,Solvent,Weak + C13_Sat,,,85,1.72,0,1.35,0.29,Impurity,None,,,112,1.05,0.2,1.01,2.11,Compound,None,,
5,8.13,0,1.94,0.31,Impurity,None,,,32,3.95,0,7.16,2.75,Compound,None,,,59,2.66,0.3,1.72,6.52,Solvent,Weak + C13_Sat,,,86,1.56,0,1.41,0.16,Compound,Weak,,,113,1.05,0.3,2.68,9.5,Compound,None,,
6,7.65,0,92.75,10.61,Compound,None,,,33,3.94,0,5.68,0.72,Compound,None,,,60,2.66,0.1,1.32,1.71,Solvent,Weak + C13_Sat,,,87,1.54,0,3.53,0.64,Compound,None,,,114,1.04,0.2,2.42,6.81,Compound,None,,
7,7.21,0.1,29.4,47.02,Compound,None,,,34,3.57,0,0.91,0.13,Artifact,Weak,,,61,2.52,0.1,0.94,1.23,Artifact,Weak,,,88,1.52,0,6.75,3.88,Compound,None,,,115,1.04,0.1,0.46,0.44,Compound,None,,
8,7.09,0.2,37.42,88.46,Compound,None,,,35,3.55,0,5.37,1.19,Artifact,Weak,,,62,2.51,20.8,1.38,334.71,Solvent,None,,,89,1.5,0.1,7.61,5.51,Compound,None,,,116,1.03,0.4,3.54,17.3,Compound,None,,
9,6.98,0.1,32.81,47.89,Compound,None,,,36,3.53,0,2.27,0.13,Artifact,Weak,,,63,2.5,56.4,1.78,1324.87,Solvent,None,,,90,1.49,0,4.06,1.11,Compound,None,,,117,1.02,0,2.62,1.27,Compound,None,,
10,6.92,0,1.77,0.43,Impurity,None,,,37,3.5,0.6,2.45,19.32,Compound,None,,,64,2.5,78.7,1.73,1738.19,Solvent,None,,,91,1.47,0,2.47,0.22,Compound,Weak,,,118,1.01,0,1.39,0.22,Compound,None,,
11,6.79,0,1.45,0.16,Impurity,Weak,,,38,3.49,0,3.18,1.36,Artifact,Weak,,,65,2.5,55.5,1.68,1209.62,Solvent,None,,,92,1.35,0.2,1.72,4.37,Compound,None,,,119,1,0,2.7,0.74,Compound,None,,
12,6.7,0,2.21,0.22,Impurity,None,,,39,3.48,0.1,5.03,4.48,Artifact,Weak,,,66,2.49,19.9,1.33,296.57,Solvent,None,,,93,1.33,0,2.59,0.28,Compound,Weak,,,120,0.89,0,5.98,1.1,Compound,None,,
13,6.62,0,1.23,0.09,Artifact,Weak,,,40,3.47,0,11.68,1.45,Artifact,Weak,,,67,2.41,0,0.51,0.04,Artifact,Weak,,,94,1.32,0,2.65,0.38,Impurity,None,,,121,0.88,0,13.05,2.9,Compound,None,,
14,6.52,0,1.99,0.26,Impurity,None,,,41,3.45,0,1.17,0.18,Artifact,Weak,,,68,2.34,0.1,1.48,2.06,Solvent,Weak + C13_Sat,,,95,1.3,0,1.86,0.3,Impurity,None,,,122,0.86,0,2.56,1.68,Compound,None,,
15,6.21,0,1.2,0.09,Artifact,Weak,,,42,3.45,0,2.91,1.15,Artifact,Weak,,,69,2.33,0.3,1.78,7.04,Solvent,Weak + C13_Sat,,,96,1.3,0,2.43,0.34,Impurity,None,,,123,0.86,0,1.45,0.53,Compound,None,,
16,5.82,0,1.15,0.13,Impurity,Weak,,,43,3.44,0,6.73,3.15,Artifact,Weak,,,70,2.33,0.4,1.72,9.61,Solvent,Weak + C13_Sat,,,97,1.26,0.1,16.88,12.95,Compound,None,,,124,0.84,0.1,18.41,22.68,Compound,None,,
17,5.75,0,2.14,0.19,Artifact,Weak,,,44,3.44,0,1.26,0.26,Artifact,Weak,,,71,2.32,0.3,1.54,5.57,Solvent,Weak + C13_Sat,,,98,1.24,0.1,4.38,5.76,Compound,None,,,125,0.81,0,0.32,0.02,Artifact,Weak,,
18,5.39,0,8.03,0.96,Compound,None,,,45,3.42,0.1,3.16,3.06,Artifact,Weak,,,72,2.32,0.1,1.57,2.04,Solvent,Weak + C13_Sat,,,99,1.23,0.2,3.41,7.13,Compound,None,,,126,0.13,0,1.05,0.34,Impurity,None,,
19,5.26,0,2.74,0.28,Impurity,Weak,,,46,3.42,0,3.25,1.77,Artifact,Weak,,,73,2.28,0,2.52,0.31,Impurity,Weak,,,100,1.22,0,0.99,0.1,Impurity,Weak,,,127,0.09,0,0.94,0.2,Compound,None,,
20,5.14,0,5.14,0.31,Artifact,Weak,,,47,3.41,0,3.64,1.09,Artifact,Weak,,,74,2.26,0,1.54,0.15,Artifact,Weak,,,101,1.22,0,9.12,2.08,Compound,None,,,128,0.08,0.6,0.97,6.98,Compound,None,,
21,5.11,0,6.06,0.34,Artifact,Weak,,,48,3.41,0,3.52,1.2,Artifact,Weak,,,75,2.23,0,2.67,1.55,Compound,None,,,102,1.19,0.1,1.56,1.03,Compound,None,,,129,0.07,0,1.09,0.11,Impurity,Weak,,
22,5.05,0,362.78,98.13,Compound,None,,,49,3.39,0.1,269.21,209.37,Artifact,Weak,,,76,2.21,0.1,2.52,2.79,Compound,None,,,103,1.16,0,1.65,0.47,Compound,None,,,130,0.07,0.1,1.05,0.72,Compound,None,,
23,4.97,0,33.88,3.09,Artifact,Weak,,,50,3.26,0,18.28,5.76,Artifact,Weak,,,77,2.19,0,2.87,1.84,Compound,None,,,104,1.15,0.1,3.62,2.56,Compound,None,,,131,0.06,0,2.25,0.74,Compound,None,,
24,4.89,0,147.72,11.55,Artifact,Weak,,,51,3.16,0,1.09,0.11,Artifact,Weak,,,78,2.18,0,2.58,0.25,Compound,Weak,,,105,1.12,0,1.04,0.11,Impurity,Weak,,,132,-0.07,0,1.09,0.05,Artifact,Weak,,
