,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.99,0,0.76,0.05,Artifact,Weak,,,27,3.57,0,0.49,0.04,Artifact,Weak,,,53,2.52,0.1,1.21,1.7,Artifact,Weak,,,79,2.04,0.1,2.64,1.69,Compound,None,,,105,1.11,0,1.85,0.17,Artifact,Weak,,
2,11.72,0,0.81,0.13,Impurity,Weak,,,28,3.52,0,1.8,0.41,Artifact,Weak,,,54,2.51,20.5,1.37,312.09,Solvent,None,,,80,2.01,0,4.16,0.6,Impurity,None,,,106,1.08,0,6.16,2.47,Compound,Weak,,
3,10.2,0,1.22,0.73,Impurity,None,,,29,3.51,0.1,3.09,3.57,Artifact,Weak,,,55,2.5,57,1.74,1301.04,Solvent,None,,,81,1.91,0.1,1.08,1.56,Compound,None,,,107,1.07,0.1,1.01,0.72,Compound,None,,
4,9.59,0,3.49,0.2,Artifact,Weak,,,30,3.5,0.1,16.7,13.16,Artifact,Weak,,,56,2.5,79.6,1.73,1735.33,Solvent,None,,,82,1.63,0,22.79,2.06,Compound,None,,,108,1.05,0.1,0.98,1.44,Compound,None,,
5,8.13,0,2.14,0.37,Impurity,None,,,31,3.49,0.2,4.5,8.86,Artifact,Weak,,,57,2.5,55.9,1.68,1196.84,Solvent,None,,,83,1.54,0,6.21,2.36,Compound,None,,,109,1.04,1.5,3.54,60.38,Compound,None,,
6,7.62,0,56.71,9.95,Compound,None,,,32,3.48,0.2,4.87,12.25,Artifact,Weak,,,58,2.49,20.1,1.3,281.21,Solvent,None,,,84,1.52,0,3.38,1.76,Compound,None,,,110,1.03,1.6,4.16,81.89,Compound,None,,
7,7.22,0.1,10,15.4,Compound,None,,,33,3.46,0.1,3.47,3.47,Artifact,Weak,,,59,2.44,0,0.63,0.05,Artifact,Weak,,,85,1.52,0,3.11,1.08,Compound,None,,,111,1.02,0.2,2.47,4.18,Compound,None,,
8,7.09,0.1,10.53,15.59,Compound,None,,,34,3.45,0,0.82,0.12,Artifact,Weak,,,60,2.41,0,0.84,0.07,Artifact,Weak,,,86,1.5,0.1,7.21,7.65,Compound,None,,,112,1,0.2,2.27,4.02,Compound,None,,
9,6.99,0,11.4,1.36,Compound,None,,,35,3.45,0.2,3.6,7.83,Artifact,Weak,,,61,2.34,0.1,1.37,1.65,Solvent,Weak + C13_Sat,,,87,1.49,0,2.97,1.26,Compound,None,,,113,0.99,0,1.21,0.09,Artifact,Weak,,
10,6.96,0.1,9.63,13.33,Compound,None,,,36,3.44,0.1,3.53,5.09,Artifact,Weak,,,62,2.33,0.3,1.75,6.37,Solvent,Weak + C13_Sat,,,88,1.48,0,1.56,0.14,Artifact,Weak,,,114,0.86,0,34.37,19.05,Compound,None,,
11,6.8,0,0.77,0.05,Artifact,Weak,,,37,3.43,0,0.64,0.14,Artifact,Weak,,,63,2.33,0.4,1.75,10.05,Solvent,Weak + C13_Sat,,,89,1.47,0,2.96,0.23,Compound,Weak,,,115,0.85,0,1.71,0.73,Compound,None,,
12,6.53,0.1,1.33,0.99,Impurity,None,,,38,3.42,0.2,3.13,8.53,Artifact,Weak,,,64,2.32,0.3,1.5,5.2,Solvent,Weak + C13_Sat,,,90,1.41,0.1,4.82,3.56,Compound,None,,,116,0.84,0,40.93,12.43,Compound,None,,
13,6.52,0.5,1.36,8.9,Compound,None,,,39,3.42,0.2,3.36,7.54,Artifact,Weak,,,65,2.32,0.1,1.5,2.04,Solvent,Weak + C13_Sat,,,91,1.39,0.1,5.27,3.99,Compound,None,,,117,0.84,0,2.62,0.82,Compound,None,,
14,5.75,0,0.72,0.05,Artifact,Weak,,,40,3.41,0.1,2.81,3.73,Artifact,Weak,,,66,2.29,0,2.13,0.25,Compound,None,,,92,1.37,0,5.68,2.7,Compound,None,,,118,0.83,0,2.33,0.27,Compound,Weak,,
15,5.07,0,98.85,18.98,Compound,None,,,41,3.4,0.1,2.98,4.61,Artifact,Weak,,,67,2.28,0,13.6,7.56,Compound,None,,,93,1.35,0,3.59,0.47,Impurity,Weak,,,119,0.13,0,0.96,0.21,Impurity,Weak,,
16,4.49,0,11.13,1.37,Compound,None,,,42,3.23,0,2.34,0.49,Artifact,Weak,,,68,2.26,0,2.71,0.34,Compound,None,,,94,1.32,0,4.32,2.2,Compound,None,,,120,0.09,0,1.16,0.21,Compound,None,,
17,4.41,0,11.46,3.41,Compound,None,,,43,3.21,0,3.81,1.23,Artifact,Weak,,,69,2.23,0,2.16,1.37,Compound,None,,,95,1.3,0,3.31,0.53,Compound,None,,,121,0.08,0.4,1.04,4.51,Compound,None,,
18,4.36,0,2.25,0.42,Impurity,None,,,44,3.2,0,2.79,0.45,Artifact,Weak,,,70,2.22,0,2.05,0.25,Compound,Weak,,,96,1.27,0.1,23.95,18.19,Compound,None,,,122,0.07,0,0.91,0.08,Impurity,Weak,,
