,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,12.58,0,0.64,0.04,Artifact,Weak,,,31,3.95,0,11.65,3.94,Compound,None,,,61,2.32,0.3,1.43,6.01,Solvent,Weak + C13_Sat,,,91,1.07,0,1.02,0.21,Compound,Weak,,
2,11.72,0,0.85,0.1,Impurity,Weak,,,32,3.57,0,0.69,0.04,Artifact,Weak,,,62,2.32,0.1,1.24,1.81,Solvent,Weak + C13_Sat,,,92,1.06,0,2.04,0.72,Compound,None,,
3,11.35,0,0.55,0.04,Artifact,Weak,,,33,3.51,0,82.52,49.35,Compound,None,,,63,2.28,0,1.62,0.13,Artifact,Weak,,,93,1.05,0.1,1.84,2.08,Compound,None,,
4,11.08,0,0.83,0.06,Artifact,Weak,,,34,3.51,0.7,2.13,18.18,Compound,None,,,64,2.27,0,5.58,0.52,Artifact,Weak,,,94,1.05,0.3,3.13,8.59,Compound,None,,
5,11.02,0,0.5,0.03,Artifact,Weak,,,35,3.49,0,1.37,0.14,Impurity,Weak,,,65,2.23,0,2.88,0.67,Compound,None,,,95,1.03,0.2,3.07,9.38,Compound,None,,
6,10.7,0,0.59,0.04,Artifact,Weak,,,36,3.48,0,4.14,1.01,Compound,None,,,66,2.21,0,3.13,1.07,Compound,None,,,96,1.03,0.2,2.65,5.33,Compound,None,,
7,10.2,0,1.01,0.34,Impurity,None,,,37,3.44,0,0.86,0.09,Artifact,Weak,,,67,2.19,0,4.82,0.97,Compound,None,,,97,1,0,1.97,0.5,Impurity,None,,
8,8.2,0,0.64,0.06,Artifact,Weak,,,38,3.42,0,3.67,1.44,Artifact,Weak,,,68,2.18,0,1.85,0.33,Compound,None,,,98,0.99,0,0.89,0.07,Artifact,Weak,,
9,7.67,0,0.62,0.04,Artifact,Weak,,,39,3.41,0,3.97,1.11,Artifact,Weak,,,69,2.16,0,2.04,0.22,Impurity,Weak,,,99,0.89,0,3.38,0.73,Compound,None,,
10,7.49,0,6.87,0.61,Artifact,Weak,,,40,3.38,0.3,29.21,121.72,Artifact,Weak,,,70,2.13,0,0.64,0.05,Artifact,Weak,,,100,0.86,0,2.29,1.49,Compound,None,,
11,7.22,0,18.24,8.16,Compound,None,,,41,3.25,0,0.68,0.04,Artifact,Weak,,,71,2.12,0,0.62,0.04,Artifact,Weak,,,101,0.86,0,1.65,0.55,Compound,None,,
12,7.1,0,24.54,14.33,Compound,None,,,42,2.95,0,5.3,0.71,Compound,None,,,72,2.08,0,1.12,0.08,Impurity,Weak,,,102,0.85,0,2.54,1.19,Compound,None,,
13,6.98,0,21.16,8.08,Compound,None,,,43,2.94,0,6.12,2.01,Compound,None,,,73,2.04,0,0.76,0.05,Artifact,Weak,,,103,0.85,0.1,2,1.4,Compound,None,,
14,6.92,0,1.09,0.1,Artifact,Weak,,,44,2.92,0,5.08,1.5,Compound,None,,,74,1.91,0.1,0.94,1.06,Compound,None,,,104,0.84,0,2.88,1,Compound,None,,
15,6.8,0,0.67,0.05,Artifact,Weak,,,45,2.76,0,18.12,1.31,Artifact,Weak,,,75,1.54,0,4.98,0.71,Compound,None,,,105,0.78,0,0.58,0.04,Artifact,Weak,,
16,6.53,0,1.9,0.42,Compound,None,,,46,2.68,0.1,1.32,1.99,Solvent,Weak + C13_Sat,,,76,1.52,0,4.11,0.51,Compound,None,,,106,0.73,0,1.43,0.11,Artifact,Weak,,
17,6.52,0.2,1.17,3.41,Compound,None,,,47,2.67,0.3,1.52,6.69,Solvent,Weak + C13_Sat,,,77,1.5,0,7.72,1.88,Compound,None,,,107,0.71,0,3.91,0.46,Impurity,Weak,,
18,6.45,0,1.56,0.1,Artifact,Weak,,,48,2.67,0.5,1.5,9.26,Solvent,Weak + C13_Sat,,,78,1.44,0,1.46,0.09,Artifact,Weak,,,108,0.13,0,0.91,0.11,Impurity,Weak,,
19,5.82,0,1.18,0.13,Impurity,Weak,,,49,2.66,0.3,1.43,5.66,Solvent,Weak + C13_Sat,,,79,1.35,0,2.04,1.39,Compound,None,,,109,0.09,0,1.02,0.13,Impurity,Weak,,
20,5.75,0,1.18,0.26,Impurity,Weak,,,50,2.66,0.1,1.31,1.92,Solvent,Weak + C13_Sat,,,80,1.3,0,1.67,0.24,Impurity,Weak,,,110,0.08,0.3,0.95,3.4,Compound,None,,
21,5.26,0,2.79,0.21,Artifact,Weak,,,51,2.52,0.2,1.09,3.04,Solvent,Weak,,,81,1.26,0,0.35,0.09,Impurity,Weak,,,111,0.07,0,0.61,0.04,Artifact,Weak,,
22,5.11,0,5.05,0.34,Artifact,Weak,,,52,2.52,0.2,0.82,1.52,Solvent,Weak,,,82,1.24,0.2,9.21,21.28,Compound,None,,,112,0.07,0,1.38,0.61,Compound,None,,
23,4.56,0,4.8,0.41,Artifact,Weak,,,53,2.51,23.9,1.32,378.7,Solvent,None,,,83,1.23,0.3,2.82,9.99,Compound,None,,,113,0.06,0,1.71,0.56,Compound,None,,
24,4.45,0,1.46,0.12,Artifact,Weak,,,54,2.5,59.9,1.64,1218.73,Solvent,None,,,84,1.19,0,1.12,0.49,Compound,None,,,114,-0.16,0,0.72,0.04,Artifact,Weak,,
25,4.35,0,1.09,0.16,Impurity,Weak,,,55,2.5,83.7,1.43,1492.44,Solvent,None,,,85,1.16,0,2,1.27,Compound,None,,,115,-0.35,0,0.53,0.04,Artifact,Weak,,
26,4.33,0,1.09,0.12,Impurity,Weak,,,56,2.5,57.6,1.46,1024.5,Solvent,None,,,86,1.16,0,1.8,0.26,Compound,None,,,116,-0.79,0,0.62,0.05,Artifact,Weak,,
27,4.32,0,1.25,0.18,Impurity,Weak,,,57,2.49,21.9,1.34,308.15,Solvent,None,,,87,1.15,0.1,3,2.22,Compound,None,,,117,-1.64,0,0.58,0.06,Artifact,Weak,,
28,4.31,0,1.43,0.37,Impurity,None,,,58,2.34,0.1,1.33,2.16,Solvent,Weak + C13_Sat,,,88,1.12,0,0.89,0.14,Compound,Weak,,,118,-2.27,0,0.83,0.05,Artifact,Weak,,
29,4.3,0,1.29,0.16,Impurity,Weak,,,59,2.33,0.3,1.43,6.24,Solvent,Weak + C13_Sat,,,89,1.11,0,1.2,0.1,Impurity,Weak,,,,,,,,,,,
30,4.02,0,16.44,2.22,Compound,None,,,60,2.33,0.5,1.44,8.8,Solvent,Weak + C13_Sat,,,90,1.09,0,0.84,0.1,Impurity,Weak,,,,,,,,,,,
