,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.6,0,1.05,0.09,Artifact,Weak,,,31,3.45,0,3.78,0.73,Artifact,Weak,,,61,2.32,0.3,1.5,5.14,Solvent,Weak + C13_Sat,,,91,1.16,0,2.11,0.32,Compound,None,,
2,14.86,0,0.59,0.03,Artifact,Weak,,,32,3.44,0.1,1.39,1,Artifact,Weak,,,62,2.32,0.1,1.44,1.92,Solvent,Weak + C13_Sat,,,92,1.15,0.1,3.42,2.34,Compound,None,,
3,14.69,0,0.54,0.04,Artifact,Weak,,,33,3.44,0.1,1.31,0.82,Artifact,Weak,,,63,2.23,0,2.29,0.69,Compound,None,,,93,1.12,0,1.58,0.19,Compound,None,,
4,12.47,0,0.5,0.04,Artifact,Weak,,,34,3.42,0.1,1.96,2.45,Artifact,Weak,,,64,2.21,0.1,2.35,1.62,Compound,None,,,94,1.11,0,1.62,0.23,Impurity,Weak,,
5,12.42,0,0.59,0.04,Artifact,Weak,,,35,3.42,0,2.54,1.37,Artifact,Weak,,,65,2.2,0,1.33,0.15,Impurity,Weak,,,95,1.09,0,1.71,0.39,Compound,None,,
6,11.07,0,1.34,0.1,Artifact,Weak,,,36,3.41,0.1,3,1.76,Artifact,Weak,,,66,2.19,0,2.37,0.98,Compound,None,,,96,1.08,0,2.19,0.31,Compound,Weak,,
7,10.2,0,1.14,0.31,Impurity,None,,,37,3.17,0,0.69,0.06,Artifact,Weak,,,67,2.18,0,3.53,0.45,Compound,None,,,97,1.07,0.1,1.12,1.49,Compound,None,,
8,9.1,0,0.58,0.04,Artifact,Weak,,,38,2.96,0,2.71,0.46,Impurity,None,,,68,2.16,0,1.98,0.2,Impurity,Weak,,,98,1.05,0.2,1.15,3.28,Compound,None,,
9,8.14,0,1.37,0.13,Artifact,Weak,,,39,2.96,0,1.11,0.14,Impurity,Weak,,,69,2.13,0,1.15,0.11,Impurity,Weak,,,99,1.05,0.3,3.29,10.06,Compound,None,,
10,7.47,0,0.49,0.02,Artifact,Weak,,,40,2.95,0,5.85,0.46,Impurity,Weak,,,70,2.12,0,1.04,0.12,Impurity,Weak,,,100,1.04,0.1,2.86,5.99,Compound,None,,
11,7.21,0.1,23.18,17.62,Compound,None,,,41,2.79,0,9.94,0.89,Compound,None,,,71,2.08,0,1.01,0.14,Impurity,Weak,,,101,1.03,0.2,3.72,10.29,Compound,None,,
12,7.09,0.1,30.58,35.47,Compound,None,,,42,2.77,0,7.17,1.47,Compound,None,,,72,2.07,0,1.21,0.09,Artifact,Weak,,,102,1.02,0.1,2.87,1.99,Compound,None,,
13,6.97,0.1,21.84,16.28,Compound,None,,,43,2.71,0,0.52,0.04,Artifact,Weak,,,73,2.06,0,23.86,2.88,Compound,None,,,103,1,0,2.86,1.16,Compound,None,,
14,6.79,0,1.32,0.12,Impurity,Weak,,,44,2.68,0.1,1.45,1.98,Solvent,Weak + C13_Sat,,,74,2.04,0,2.14,0.46,Impurity,None,,,104,0.99,0,0.8,0.06,Artifact,Weak,,
15,6.53,0,1.21,0.18,Impurity,Weak,,,45,2.67,0.3,1.7,6.58,Solvent,Weak + C13_Sat,,,75,2.01,0,2.4,0.23,Artifact,Weak,,,105,0.89,0,0.64,0.04,Artifact,Weak,,
16,6.52,0.1,1.23,2.11,Compound,None,,,46,2.67,0.4,1.7,9.56,Solvent,Weak + C13_Sat,,,76,1.91,0.2,1.08,1.87,Compound,None,,,106,0.87,0,5.31,0.82,Compound,None,,
17,4.49,0,5.25,0.42,Artifact,Weak,,,47,2.66,0.3,1.66,6.17,Solvent,Weak + C13_Sat,,,77,1.54,0,5.05,1.12,Compound,None,,,107,0.86,0,1.25,0.36,Compound,None,,
18,4.42,0,3.96,0.26,Artifact,Weak,,,48,2.66,0.1,1.4,2,Solvent,Weak + C13_Sat,,,78,1.52,0,4.41,1.06,Compound,None,,,108,0.85,0,2.98,1.49,Compound,None,,
19,4.36,0,1.48,0.52,Compound,None,,,49,2.59,0,1.44,0.12,Artifact,Weak,,,79,1.5,0,6.15,2.67,Compound,None,,,109,0.84,0.1,22.23,23.75,Compound,None,,
20,4.34,0.1,1.38,0.96,Compound,None,,,50,2.57,0,0.39,0.03,Artifact,Weak,,,80,1.49,0,4.67,1.33,Compound,None,,,110,0.78,0,1.04,0.07,Impurity,Weak,,
21,4.33,0,1.47,0.59,Compound,None,,,51,2.52,0.1,1.16,1.77,Artifact,Weak,,,81,1.47,0,9.2,0.63,Artifact,Weak,,,111,0.13,0,1.36,0.31,Impurity,None,,
22,4.1,0,0.37,0.02,Artifact,Weak,,,52,2.51,20,1.35,275.53,Solvent,None,,,82,1.36,0,1.22,0.09,Artifact,Weak,,,112,0.09,0,1.04,0.11,Impurity,Weak,,
23,4.03,0,9.38,0.92,Impurity,Weak,,,53,2.5,57.8,1.8,1331.9,Solvent,None,,,83,1.34,0,2.56,0.16,Artifact,Weak,,,113,0.08,0.3,1.12,4.06,Compound,None,,
24,3.58,0,144.22,19.41,Compound,None,,,54,2.5,78.9,1.68,1671.69,Solvent,None,,,84,1.32,0,2.73,0.26,Compound,None,,,114,0.07,0,0.94,0.06,Impurity,Weak,,
25,3.57,0,0.89,0.07,Artifact,Weak,,,55,2.5,56.3,1.69,1232.64,Solvent,None,,,85,1.3,0,5.48,0.97,Compound,None,,,115,0.07,0,1.42,0.58,Compound,None,,
26,3.51,0.4,2.55,13.14,Compound,None,,,56,2.49,19.7,1.28,271.08,Solvent,None,,,86,1.26,0,23.11,10.42,Compound,None,,,116,0.07,0,1.85,0.36,Compound,None,,
27,3.49,0,2.23,0.39,Artifact,Weak,,,57,2.43,0,0.86,0.06,Artifact,Weak,,,87,1.24,0.1,6.33,7.59,Compound,None,,,117,-1.31,0,0.59,0.05,Artifact,Weak,,
28,3.48,0.1,19.53,14.23,Artifact,Weak,,,58,2.34,0.1,1.35,1.65,Solvent,Weak + C13_Sat,,,88,1.23,0.2,3.59,9.71,Compound,None,,,118,-3.13,0,0.26,0.02,Artifact,Weak,,
29,3.46,0,0.61,0.05,Artifact,Weak,,,59,2.33,0.3,1.7,6.24,Solvent,Weak + C13_Sat,,,89,1.19,0,1.83,0.57,Impurity,None,,,,,,,,,,,
30,3.45,0,1.06,0.47,Artifact,Weak,,,60,2.33,0.5,1.89,11.12,Solvent,Weak + C13_Sat,,,90,1.18,0,1.55,0.2,Impurity,Weak,,,,,,,,,,,
