,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,10.2,0,0.65,0.05,Impurity,Weak,,,26,3.44,0,0.49,0.04,Artifact,Weak,,,51,2.34,0.1,1.2,1.83,Solvent,Weak + C13_Sat,,,76,1.15,0,3.34,1.76,Compound,None,,
2,9.26,0,0.42,0.02,Artifact,Weak,,,27,3.44,0,0.72,0.11,Artifact,Weak,,,52,2.33,0.3,1.4,5.59,Solvent,Weak + C13_Sat,,,77,1.12,0,0.56,0.06,Impurity,Weak,,
3,8.25,0,0.56,0.04,Artifact,Weak,,,28,3.42,0,4.19,1.97,Artifact,Weak,,,53,2.33,0.4,1.51,8.62,Solvent,Weak + C13_Sat,,,78,1.12,0,0.53,0.03,Artifact,Weak,,
4,7.72,0,0.59,0.04,Artifact,Weak,,,29,3.41,0,3.79,0.79,Artifact,Weak,,,54,2.32,0.3,1.39,5.73,Solvent,Weak + C13_Sat,,,79,1.08,0.1,1.23,0.89,Compound,None,,
5,7.59,0,0.44,0.03,Artifact,Weak,,,30,3.38,0,0.69,0.04,Artifact,Weak,,,55,2.32,0.1,1.23,1.82,Solvent,Weak + C13_Sat,,,80,1.07,0,0.8,0.33,Compound,None,,
6,7.07,0,1.02,0.1,Impurity,Weak,,,31,3.16,0,0.62,0.04,Artifact,Weak,,,56,2.23,0,1.9,0.45,Compound,None,,,81,1.05,0.1,0.83,0.71,Compound,None,,
7,6.53,0,1.15,0.61,Compound,None,,,32,3.1,0,83.31,5.39,Artifact,Weak,,,57,2.21,0,2.21,1.05,Compound,None,,,82,1.05,0.2,3.52,7.87,Compound,None,,
8,6.52,0.1,1.06,1.72,Compound,None,,,33,2.93,0,21.18,3.95,Compound,None,,,58,2.19,0,2.11,0.47,Compound,None,,,83,1.03,0.2,4.23,11.32,Compound,None,,
9,6.28,0,1.73,0.51,Impurity,None,,,34,2.78,0,2.12,0.41,Compound,None,,,59,2.18,0,0.8,0.05,Artifact,Weak,,,84,1.02,0,2.13,1.11,Compound,None,,
10,5.82,0,0.79,0.06,Artifact,Weak,,,35,2.77,0,3.78,1.04,Compound,None,,,60,2.07,0,0.76,0.07,Impurity,Weak,,,85,1.01,0,2.04,0.23,Compound,Weak,,
11,5.43,0,5.03,0.33,Artifact,Weak,,,36,2.75,0,2.56,0.47,Compound,None,,,61,2.04,0,2.19,0.36,Impurity,None,,,86,1,0,1.03,0.22,Compound,None,,
12,4.35,0,0.74,0.09,Impurity,Weak,,,37,2.68,0.1,1.24,1.69,Solvent,Weak + C13_Sat,,,62,1.91,0.1,1.08,0.87,Compound,None,,,87,1,0,1.55,0.43,Compound,None,,
13,4.34,0,0.76,0.21,Impurity,None,,,38,2.67,0.3,1.51,6,Solvent,Weak + C13_Sat,,,63,1.75,0,1.37,0.27,Impurity,None,,,88,0.99,0,0.75,0.09,Impurity,Weak,,
