,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.63,0,0.38,0.02,Artifact,Weak,,,30,4.31,0,1.59,0.3,Impurity,Weak,,,59,2.68,0.1,1.55,1.95,Solvent,Weak + C13_Sat,,,88,2.06,0,4.27,0.42,Impurity,Weak,,,117,1.14,0,0.83,0.04,Artifact,Weak,,
2,13.22,0,0.54,0.04,Artifact,Weak,,,31,4.3,0,1.2,0.12,Impurity,Weak,,,60,2.67,0.3,1.63,5.98,Solvent,Weak + C13_Sat,,,89,2.04,0,2.76,0.31,Impurity,Weak,,,118,1.13,0,0.72,0.04,Artifact,Weak,,
3,12.92,0,0.55,0.04,Artifact,Weak,,,32,4.02,0,20.93,2.99,Compound,None,,,61,2.67,0.4,1.74,9.75,Solvent,Weak + C13_Sat,,,90,1.99,0,1.22,0.11,Artifact,Weak,,,119,1.11,0,1.11,0.2,Impurity,Weak,,
4,10.2,0,0.87,0.09,Artifact,Weak,,,33,3.95,0,10.74,3.62,Compound,None,,,62,2.66,0.3,1.63,6.26,Solvent,Weak + C13_Sat,,,91,1.91,0.1,1.12,1.13,Compound,None,,,120,1.07,0.4,1.18,6.08,Compound,None,,
5,8.86,0,0.76,0.05,Artifact,Weak,,,34,3.79,0,1.07,0.18,Impurity,Weak,,,63,2.66,0.1,1.39,1.78,Solvent,Weak + C13_Sat,,,92,1.64,0,2.24,0.19,Artifact,Weak,,,121,1.05,0.9,1.22,13.63,Compound,None,,
6,8.79,0,0.75,0.06,Artifact,Weak,,,35,3.78,0,1.19,0.12,Impurity,Weak,,,64,2.56,0.2,35.73,77.55,Artifact,Weak,,,93,1.63,0,0.91,0.06,Artifact,Weak,,,122,1.05,0.2,2.19,5.45,Compound,None,,
7,8.74,0,0.58,0.04,Artifact,Weak,,,36,3.78,0,1.64,0.35,Impurity,Weak,,,65,2.53,0.2,13.97,32.29,Artifact,Weak,,,94,1.54,0,3.9,0.89,Compound,None,,,123,1.04,0.6,1.58,13.07,Compound,None,,
8,8.73,0,0.8,0.06,Artifact,Weak,,,37,3.77,0,1.33,0.26,Impurity,Weak,,,66,2.52,0.2,1.15,2.21,Artifact,Weak,,,95,1.52,0,4.86,2.27,Compound,None,,,124,1.04,0.5,1.44,9.32,Compound,None,,
9,8.12,0,0.89,0.07,Artifact,Weak,,,38,3.76,0,1.57,0.17,Impurity,Weak,,,67,2.51,20.6,1.43,335.52,Solvent,None,,,96,1.5,0,4.63,2.64,Compound,None,,,125,1.03,0.2,1.99,4.69,Compound,None,,
10,8.11,0,0.69,0.04,Artifact,Weak,,,39,3.75,0,1.98,0.25,Impurity,Weak,,,68,2.5,54.9,1.68,1194.05,Solvent,None,,,97,1.49,0,10.14,0.58,Artifact,Weak,,,126,1.03,0.6,1.59,11.64,Compound,None,,
11,7.68,0,44.01,5.07,Compound,None,,,40,3.57,0,1.06,0.09,Impurity,Weak,,,69,2.5,82.2,1.79,1842.59,Solvent,None,,,98,1.49,0,2.52,0.54,Compound,None,,,127,1.02,0.1,3.68,2.71,Compound,None,,
12,7.39,0,0.82,0.05,Artifact,Weak,,,41,3.55,0,6.48,0.9,Compound,None,,,70,2.5,54.2,1.63,1102.81,Solvent,None,,,99,1.47,0,7.97,0.66,Artifact,Weak,,,128,1,0,3.28,0.76,Compound,None,,
13,7.25,0.1,21.22,22.69,Compound,None,,,42,3.53,0,1.2,0.15,Impurity,Weak,,,71,2.49,21.4,1.44,337.73,Solvent,None,,,100,1.46,0,0.69,0.05,Artifact,Weak,,,129,0.98,0,1.59,0.11,Artifact,Weak,,
14,7.13,0.1,20.73,28.52,Compound,None,,,43,3.51,0.5,2.68,15.17,Compound,None,,,72,2.46,0,2.53,0.48,Artifact,Weak,,,101,1.36,0,0.71,0.05,Artifact,Weak,,,130,0.89,0,4.13,0.81,Impurity,None,,
15,7.01,0.1,19.66,20.57,Compound,None,,,44,3.47,0,1.13,0.62,Impurity,None,,,73,2.34,0.1,1.53,2.07,Solvent,Weak + C13_Sat,,,102,1.35,0,2.11,0.63,Impurity,None,,,131,0.86,0,2.93,1.93,Compound,None,,
16,7,0,0.77,0.08,Artifact,Weak,,,45,3.46,0,0.89,0.32,Artifact,Weak,,,74,2.33,0.3,1.63,6.14,Solvent,Weak + C13_Sat,,,103,1.34,0,2.36,0.17,Artifact,Weak,,,132,0.86,0,1.15,0.23,Compound,Weak,,
17,6.8,0,0.83,0.11,Impurity,Weak,,,46,3.45,0.1,1.32,2.61,Artifact,Weak,,,75,2.33,0.4,1.63,9.09,Solvent,Weak + C13_Sat,,,104,1.32,0,1.96,0.22,Impurity,Weak,,,133,0.85,0,2.16,1.02,Compound,None,,
18,6.53,0,1.85,0.58,Compound,None,,,47,3.44,0.1,1.46,2.84,Artifact,Weak,,,76,2.32,0.3,1.75,7,Solvent,Weak + C13_Sat,,,105,1.3,0,1.4,0.18,Impurity,Weak,,,134,0.85,0,2.07,0.74,Compound,None,,
19,6.52,0.1,1.39,2.21,Compound,None,,,48,3.44,0.2,1.39,2.62,Artifact,Weak,,,77,2.32,0.1,1.36,1.67,Solvent,Weak + C13_Sat,,,106,1.3,0,2.25,0.34,Impurity,Weak,,,135,0.84,0.1,36.84,25.71,Compound,None,,
20,6.45,0,1.05,0.08,Artifact,Weak,,,49,3.42,0.2,1.59,4.03,Artifact,Weak,,,78,2.28,0,1.76,0.2,Impurity,Weak,,,107,1.28,0,1.22,0.18,Compound,None,,,136,0.81,0,0.92,0.1,Impurity,Weak,,
