,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,12.18,0,0.46,0.04,Artifact,Weak,,,26,3.49,0.2,7.37,24.89,Artifact,Weak,,,51,2.32,0.3,1.91,7.12,Solvent,Weak + C13_Sat,,,76,1.26,0.1,21.27,17.44,Compound,None,,
2,11.72,0,1.14,0.14,Impurity,Weak,,,27,3.48,0.2,5.97,17.16,Artifact,Weak,,,52,2.32,0.1,1.74,2.77,Solvent,Weak + C13_Sat,,,77,1.24,0.3,5.16,17.6,Compound,None,,
3,10.21,0,2.58,0.29,Artifact,Weak,,,28,3.46,0.1,4.39,6.51,Artifact,Weak,,,53,2.29,0,2.9,0.9,Impurity,None,,,78,1.23,0.3,5.13,23.94,Compound,None,,
4,10.2,0,2.15,0.24,Impurity,Weak,,,29,3.44,0.2,5.94,15.45,Artifact,Weak,,,54,2.28,0,3.31,1,Impurity,None,,,79,1.18,0,5.35,0.98,Compound,Weak + C13_Sat,,
5,10.2,0.1,1.33,0.83,Impurity,None,,,30,3.42,0.1,5.26,10.33,Artifact,Weak,,,55,2.27,0,4.29,1.25,Impurity,None,,,80,1.16,0,3.24,0.6,Compound,None,,
6,9.59,0,1.42,0.2,Impurity,Weak,,,31,3.42,0.1,3.28,3.77,Artifact,Weak,,,56,2.26,0,1.48,0.22,Impurity,Weak,,,81,1.14,0.1,4.99,3.47,Compound,None,,
7,7.22,0.1,31.17,38.58,Compound,None,,,32,3.39,1.1,46.94,570.09,Artifact,Weak,,,57,2.23,0,2.22,0.75,Compound,None,,,82,1.12,0,1.97,0.31,Artifact,Weak,,
8,7.1,0.1,28.1,33.43,Compound,None,,,33,2.69,0,2.39,0.27,Artifact,Weak,,,58,2.21,0.1,2.51,2.23,Compound,None,,,83,1.12,0,1.06,0.12,Artifact,Weak,,
9,6.98,0.1,15.46,14.52,Compound,None,,,34,2.68,0.1,1.51,1.55,Solvent,Weak + C13_Sat,,,59,2.19,0,2.91,1.31,Compound,None,,,84,1.11,0,2.07,0.35,Artifact,Weak,,
10,6.52,0.1,1.63,1.14,Impurity,None,,,35,2.67,0.3,1.92,6.52,Solvent,Weak + C13_Sat,,,60,2.18,0,4.6,0.71,Impurity,Weak,,,85,1.08,0,2.21,0.4,Artifact,Weak,,
11,6.37,0,0.89,0.08,Artifact,Weak,,,36,2.67,0.4,1.92,10.13,Solvent,Weak + C13_Sat,,,61,2.04,0.1,2.95,3.34,Compound,None,,,86,1.07,0.1,1.07,0.8,Impurity,None,,
12,4.42,0,10.2,3.44,Compound,None,,,37,2.66,0.3,2.09,8.43,Solvent,Weak + C13_Sat,,,62,2.01,0,5.21,1.6,Impurity,None,,,87,1.05,0.1,0.72,0.39,Impurity,Weak,,
13,4.36,0,1.93,0.29,Impurity,Weak,,,38,2.66,0.1,1.8,2.59,Solvent,Weak + C13_Sat,,,63,1.91,0.1,1.27,1.64,Impurity,None,,,88,1.04,1.5,3.75,62.49,Compound,None,,
14,4.34,0,2.19,0.69,Impurity,None,,,39,2.62,0.1,22.04,18.58,Artifact,Weak,,,64,1.87,0,39.5,11.37,Compound,None,,,89,1.03,1.9,4.82,110.43,Compound,None,,
15,4.33,0,2.42,0.48,Impurity,Weak,,,40,2.58,0,1.14,0.12,Artifact,Weak,,,65,1.54,0,4.73,1.35,Impurity,None,,,90,1.02,0.3,3.82,15.79,Compound,None,,
16,4.13,0,6.96,1.46,Impurity,None,,,41,2.52,0,0.65,0.07,Artifact,Weak,,,66,1.52,0,1.42,0.16,Artifact,Weak,,,91,1,0.3,3.6,12.19,Compound,None,,
17,3.94,0,2.49,0.32,Impurity,Weak,,,42,2.51,17.6,1.5,260.34,Solvent,None,,,67,1.52,0,4.06,1.47,Compound,None,,,92,0.87,0,2.04,0.28,Compound,Weak + C13_Sat,,
18,3.74,0.1,248.86,475.15,Compound,None,,,43,2.5,47.3,1.66,976.44,Solvent,None,,,68,1.5,0.1,11.16,13.98,Compound,None,,,93,0.87,0,3.62,0.84,Impurity,Weak,,
19,3.66,0,5.99,2.31,Artifact,Weak,,,44,2.5,79.7,2.16,2202.99,Solvent,None,,,69,1.48,0,5.15,2.53,Compound,None,,,94,0.85,0,2.43,1.26,Compound,None,,
20,3.65,0,4.14,0.99,Artifact,Weak,,,45,2.5,52.8,1.92,1344.84,Solvent,None,,,70,1.4,0.1,3.91,3.93,Compound,None,,,95,0.84,0.1,45.62,68.87,Compound,None,,
21,3.64,0,3.14,0.82,Artifact,Weak,,,46,2.49,24.2,1.83,584.71,Solvent,None,,,71,1.39,0.1,7.21,9.76,Compound,None,,,96,0.13,0,0.86,0.2,Impurity,Weak,,
22,3.57,0.1,1.34,0.89,Artifact,Weak,,,47,2.38,0.1,184.19,310.68,Artifact,Weak,,,72,1.35,0,1.88,0.39,Impurity,Weak,,,97,0.08,0.4,1.14,6.05,Compound,None,,
23,3.54,0.2,104.64,239.52,Artifact,Weak,,,48,2.34,0.1,1.33,0.93,Solvent,Weak + C13_Sat,,,73,1.32,0,5.8,1.54,Impurity,None,,,98,0.07,0,10.49,2.22,Compound,None,,
