,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.97,0,0.71,0.05,Artifact,Weak,,,26,3.57,0,0.66,0.09,Impurity,Weak,,,51,2.67,0.4,1.55,9.15,Solvent,Weak + C13_Sat,,,76,2.18,0,2.04,0.29,Compound,None,,,101,1.11,0,1.21,0.11,Impurity,Weak,,
2,11.72,0,0.75,0.1,Impurity,Weak,,,27,3.52,0,7.38,3.32,Artifact,Weak,,,52,2.66,0.3,1.35,5.03,Solvent,Weak + C13_Sat,,,77,2.13,0,0.64,0.14,Impurity,Weak,,,102,1.08,0,1.98,0.13,Impurity,Weak,,
3,10.92,0,0.53,0.03,Artifact,Weak,,,28,3.51,0.1,4.29,6.06,Artifact,Weak,,,53,2.66,0.1,1.34,1.96,Solvent,Weak + C13_Sat,,,78,2.12,0,0.63,0.12,Impurity,Weak,,,103,1.07,0.1,0.77,0.69,Compound,None,,
4,10.2,0,0.93,0.42,Impurity,None,,,29,3.49,0.2,3.91,9.44,Artifact,Weak,,,54,2.56,0,28.47,16.96,Artifact,Weak,,,79,2.09,0,67.17,13.09,Compound,None,,,104,1.05,0.1,0.64,0.84,Compound,None,,
5,9.65,0,0.95,0.07,Artifact,Weak,,,30,3.48,0.2,4.1,10.93,Artifact,Weak,,,55,2.54,0.1,15.36,21.25,Artifact,Weak,,,80,2.08,0,0.62,0.13,Impurity,Weak,,,105,1.05,1.2,2.94,43.18,Compound,None,,
6,8.19,0,0.59,0.04,Artifact,Weak,,,31,3.46,0.1,3.5,4.58,Artifact,Weak,,,56,2.54,0,2.76,0.78,Artifact,Weak,,,81,2.05,0,11.88,2.42,Compound,None,,,106,1.04,0.9,2.47,25.56,Compound,None,,
7,8.13,0,2.64,0.55,Impurity,None,,,32,3.45,0,0.56,0.1,Artifact,Weak,,,57,2.52,0.2,0.96,2.41,Artifact,Weak,,,82,2.04,0,2.12,0.94,Compound,None,,,107,1.03,1.7,3.76,69.95,Compound,None,,
8,7.22,0.1,9.94,10.83,Compound,None,,,33,3.45,0.2,3.21,6.68,Artifact,Weak,,,58,2.52,0.1,0.52,0.48,Artifact,Weak,,,83,2.02,0,0.96,0.17,Compound,Weak,,,108,1.02,0.2,2.4,4.88,Compound,None,,
9,7.09,0.1,10.1,10,Compound,None,,,34,3.44,0.1,3.08,4.71,Artifact,Weak,,,59,2.51,22.1,1.19,312.14,Solvent,None,,,84,2.01,0,3.08,0.74,Compound,None,,,109,1.01,0.1,5.5,3.12,Compound,None,,
10,6.96,0.1,10.09,10.66,Compound,None,,,35,3.43,0,1.16,0.33,Artifact,Weak,,,60,2.5,60.7,1.59,1299.3,Solvent,None,,,85,1.91,0.3,0.79,2.88,Compound,None,,,110,1,0.2,1.82,3.42,Compound,None,,
11,6.53,0,1.54,0.29,Compound,None,,,36,3.42,0.2,2.57,6.38,Artifact,Weak,,,61,2.5,81.9,1.37,1428.04,Solvent,None,,,86,1.86,0,36.74,8.42,Compound,None,,,111,0.87,0.1,30.98,27.91,Compound,None,,
12,6.52,0.1,1.2,1.65,Compound,None,,,37,3.42,0.2,3.13,6.88,Artifact,Weak,,,62,2.5,57.6,1.39,1018.86,Solvent,None,,,87,1.52,0.1,14.21,10.82,Compound,None,,,112,0.86,0.1,1.16,0.9,Compound,None,,
13,4.41,0,9.44,2.86,Compound,None,,,38,3.41,0.1,2.4,2.69,Artifact,Weak,,,63,2.49,22.6,1.29,337.35,Solvent,None,,,88,1.5,0,5.22,2.51,Compound,None,,,113,0.85,0,2.26,1.02,Compound,None,,
14,4.36,0,1.28,0.18,Impurity,Weak,,,39,3.4,0.1,2.42,3.3,Artifact,Weak,,,64,2.34,0.1,1.27,1.86,Solvent,Weak + C13_Sat,,,89,1.49,0,3.15,0.92,Compound,None,,,114,0.85,0,4.71,1.21,Compound,None,,
15,4.34,0,1.6,0.54,Impurity,None,,,40,3.4,0.2,69.44,145.57,Artifact,Weak,,,65,2.33,0.3,1.39,5.55,Solvent,Weak + C13_Sat,,,90,1.41,0.1,3.54,5.25,Compound,None,,,115,0.84,0,3.07,2.03,Compound,None,,
16,4.33,0,1.25,0.21,Impurity,None,,,41,3.23,0,2.16,0.73,Artifact,Weak,,,66,2.33,0.4,1.58,9.27,Solvent,Weak + C13_Sat,,,91,1.39,0.1,5.2,6.22,Compound,None,,,116,0.79,0,1.04,0.09,Artifact,Weak,,
17,4.31,0,1.22,0.08,Artifact,Weak,,,42,3.22,0,1.45,0.2,Artifact,Weak,,,67,2.32,0.3,1.35,5.15,Solvent,Weak + C13_Sat,,,92,1.36,0,1.76,0.21,Impurity,Weak,,,117,0.76,0,1.55,0.11,Artifact,Weak,,
18,4.13,0,6.38,0.53,Impurity,Weak,,,43,3.21,0,1.89,0.68,Artifact,Weak,,,68,2.32,0.1,1.25,1.74,Solvent,Weak + C13_Sat,,,93,1.32,0,2.98,0.81,Compound,None,,,118,0.73,0,1.23,0.11,Impurity,Weak,,
19,4.03,0,9.42,1.08,Compound,None,,,44,3.2,0,2.11,0.49,Artifact,Weak,,,69,2.29,0,1.89,0.58,Compound,None,,,94,1.26,0.1,18.99,26.46,Compound,None,,,119,0.71,0,3.22,0.22,Artifact,Weak,,
20,3.68,0,1.47,0.08,Artifact,Weak,,,45,3.2,0,0.82,0.08,Artifact,Weak,,,70,2.28,0,4.34,1.05,Compound,None,,,95,1.24,0.2,4.48,12.81,Compound,None,,,120,0.13,0,0.74,0.15,CS Reference,Weak,,
21,3.66,0,5.02,1.11,Compound,None,,,46,3.19,0,0.78,0.06,Artifact,Weak,,,71,2.27,0,2.7,0.55,Compound,None,,,96,1.23,0.2,3.04,5.77,Compound,None,,,121,0.08,0.3,0.77,2.91,CS Reference,None,,
22,3.65,0,4.04,0.69,Compound,None,,,47,3.19,0,2.16,0.44,Artifact,Weak,,,72,2.26,0,1.47,0.11,Artifact,Weak,,,97,1.2,0,2.25,0.13,Artifact,Weak,,,122,0.07,0,2.96,0.99,CS Reference,None,,
23,3.64,0,3.77,0.59,Compound,None,,,48,2.96,0,6.84,1.23,Compound,None,,,73,2.23,0,1.63,0.6,Compound,None,,,98,1.19,0,1.5,0.22,Impurity,Weak,,,,,,,,,,,
24,3.62,0,0.68,0.06,Impurity,Weak,,,49,2.68,0.1,1.23,1.71,Solvent,Weak + C13_Sat,,,74,2.21,0.1,1.89,1.33,Compound,None,,,99,1.15,0,3.45,1.79,Compound,None,,,,,,,,,,,
25,3.57,0.1,0.96,0.81,Compound,None,,,50,2.67,0.3,1.59,6,Solvent,Weak + C13_Sat,,,75,2.19,0,1.96,0.77,Compound,None,,,100,1.12,0,0.53,0.04,Impurity,Weak,,,,,,,,,,,
