,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.61,0,0.7,0.05,Artifact,Weak,,,28,3.57,0.1,1.09,0.74,Impurity,None,,,55,2.67,0.4,1.63,9.53,Solvent,Weak + C13_Sat,,,82,2.08,0,1.06,0.2,Impurity,Weak,,,109,1.04,1.5,3.3,55.27,Compound,None,,
2,11.72,0,1.03,0.07,Artifact,Weak,,,29,3.57,0,0.68,0.07,Artifact,Weak,,,56,2.66,0.3,1.54,6.11,Solvent,Weak + C13_Sat,,,83,2.08,0,1.17,0.1,Artifact,Weak,,,110,1.03,1.6,4.01,79.44,Compound,None,,
3,11.52,0,0.95,0.06,Artifact,Weak,,,30,3.52,0,2.55,0.56,Artifact,Weak,,,57,2.66,0.1,1.33,1.73,Solvent,Weak + C13_Sat,,,84,2.04,0,2.63,1.45,Compound,None,,,111,1.02,0.1,2.68,5.21,Compound,None,,
4,10.2,0,1.08,0.51,Impurity,None,,,31,3.51,0.1,3.48,5.61,Artifact,Weak,,,58,2.52,0.2,1.11,1.98,Artifact,Weak,,,85,2.02,0,1.41,0.11,Artifact,Weak,,,112,1,0.2,2.29,3.87,Compound,None,,
5,9.65,0,0.53,0.03,Artifact,Weak,,,32,3.49,0.2,4.4,10.46,Artifact,Weak,,,59,2.51,21.3,1.28,314.62,Solvent,None,,,86,2.01,0,3.07,0.68,Impurity,None,,,113,0.99,0,0.84,0.16,Artifact,Weak,,
6,8.14,0,2.32,0.51,Impurity,None,,,33,3.48,0.2,4.07,10.07,Artifact,Weak,,,60,2.5,56.7,1.62,1198.94,Solvent,None,,,87,1.91,0.1,0.97,1.69,Compound,None,,,114,0.97,0,1.3,0.11,Artifact,Weak,,
7,7.85,0,0.65,0.05,Artifact,Weak,,,34,3.46,0.1,3.45,3.98,Artifact,Weak,,,61,2.5,81.4,1.61,1679.63,Solvent,None,,,88,1.88,0,27.69,5.83,Compound,None,,,115,0.87,0,4.3,0.83,Compound,None,,
8,7.22,0.1,15.48,11.54,Compound,None,,,35,3.45,0.2,3.32,6.33,Artifact,Weak,,,62,2.5,56.1,1.59,1148.45,Solvent,None,,,89,1.86,0,0.23,0.02,Artifact,Weak,,,116,0.85,0.1,1.9,1.12,Compound,None,,
9,7.09,0.1,14.24,12.38,Compound,None,,,36,3.44,0.1,3.28,5.32,Artifact,Weak,,,63,2.49,21,1.28,307.83,Solvent,None,,,90,1.84,0,15.26,2.31,Compound,None,,,117,0.84,0.1,37.88,30.7,Compound,None,,
10,7.08,0,3.2,0.42,Compound,Weak,,,37,3.43,0,2.26,0.71,Artifact,Weak,,,64,2.34,0.1,1.32,1.86,Solvent,Weak + C13_Sat,,,91,1.52,0.1,23.74,14.49,Compound,None,,,118,0.84,0,2.57,1.2,Compound,None,,
