,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.96,0.1,15.03,10.85,Compound,None,,,38,3.42,0.2,3.25,8.49,Artifact,Weak,,,65,2.33,0.3,1.63,6.38,Solvent,Weak + C13_Sat,,,92,1.5,0,2.39,0.42,Impurity,None,,,119,0.81,0,1.42,0.12,Impurity,Weak,,
12,6.53,0,1.25,0.18,Compound,None,,,39,3.42,0.2,3.36,7.59,Artifact,Weak,,,66,2.33,0.4,1.62,9.24,Solvent,Weak + C13_Sat,,,93,1.41,0.1,4.51,6.54,Compound,None,,,120,0.73,0,1.79,0.13,Artifact,Weak,,
13,6.52,0.1,1.31,1.35,Compound,None,,,40,3.41,0.1,2.41,3.05,Artifact,Weak,,,67,2.32,0.3,1.62,6.21,Solvent,Weak + C13_Sat,,,94,1.39,0.1,5.64,7.33,Compound,None,,,121,0.49,0,0.61,0.05,Artifact,Weak,,
14,5.12,0,0.63,0.04,Artifact,Weak,,,41,3.4,0.1,3,5.03,Artifact,Weak,,,68,2.32,0.1,1.29,1.8,Solvent,Weak + C13_Sat,,,95,1.35,0,1.85,0.57,Impurity,None,,,122,0.13,0,0.98,0.19,Impurity,Weak,,
15,4.9,0,0.62,0.04,Artifact,Weak,,,42,3.38,0,18.16,1.54,Artifact,Weak,,,69,2.31,0,1.97,0.27,Compound,Weak,,,96,1.32,0,4.27,0.7,Impurity,None,,,123,0.09,0,0.78,0.1,Impurity,Weak,,
16,4.41,0,10,2.83,Compound,None,,,43,3.37,0,2.27,0.3,Artifact,Weak,,,70,2.3,0,1.07,0.13,Impurity,Weak,,,97,1.24,0.3,7.57,35.94,Compound,None,,,124,0.08,0.3,0.93,3.58,Compound,None,,
17,4.36,0,1.12,0.13,Impurity,Weak,,,44,3.23,0,2.16,0.51,Artifact,Weak,,,71,2.29,0,3.7,2.25,Compound,None,,,98,1.23,0.2,2.74,4.95,Compound,None,,,125,0.07,0,0.92,0.11,Impurity,Weak,,
18,4.34,0,1.79,0.38,Impurity,None,,,45,3.22,0,1.68,0.22,Artifact,Weak,,,72,2.27,0,3.42,0.96,Compound,None,,,99,1.2,0,2.3,0.24,Impurity,Weak,,,126,0.07,0,1.14,0.38,Compound,None,,
19,4.33,0,1.61,0.18,Impurity,Weak,,,46,3.21,0,1.68,0.43,Artifact,Weak,,,73,2.23,0,2.66,0.73,Compound,None,,,100,1.19,0,1.41,0.14,Impurity,Weak,,,127,0.06,0,2.03,0.3,Compound,None,,
20,4.13,0,3.74,0.6,Impurity,None,,,47,3.2,0,1.52,0.25,Artifact,Weak,,,74,2.22,0,1.26,0.11,Impurity,Weak,,,101,1.18,0,4.07,0.39,Impurity,Weak,,,128,-0.01,0,0.42,0.03,CS Reference,Weak,,
21,4.03,0,4.78,0.53,Impurity,Weak,,,48,3.19,0,1.43,0.2,Artifact,Weak,,,75,2.21,0,2.39,1.44,Compound,None,,,102,1.16,0,3.42,0.71,Compound,None,,,129,-0.54,0,0.44,0.03,Artifact,Weak,,
22,3.68,0,2.5,0.22,Artifact,Weak,,,49,2.95,0,1.68,0.41,Impurity,None,,,76,2.2,0,3.15,0.72,Compound,None,,,103,1.15,0,3.48,1.82,Compound,None,,,130,-1.44,0,0.43,0.03,Artifact,Weak,,
23,3.67,0,3.39,0.45,Compound,None,,,50,2.95,0,1.49,0.21,Impurity,Weak,,,77,2.19,0,2.11,0.66,Compound,None,,,104,1.12,0,1.22,0.08,Artifact,Weak,,,131,-3.24,0,1.47,0.09,Artifact,Weak,,
24,3.66,0,1.4,0.23,Compound,None,,,51,2.95,0,0.95,0.09,Impurity,Weak,,,78,2.18,0,3.38,0.86,Compound,None,,,105,1.11,0,2.05,0.2,Artifact,Weak,,,,,,,,,,,
25,3.65,0,3.86,1.1,Compound,None,,,52,2.77,0,25.38,4.03,Compound,None,,,79,2.16,0,3.83,0.28,Compound,None,,,106,1.1,0,2.72,0.28,Artifact,Weak,,,,,,,,,,,
26,3.64,0,3.3,0.57,Compound,None,,,53,2.68,0.1,1.32,1.94,Solvent,Weak + C13_Sat,,,80,2.13,0,0.94,0.18,Impurity,Weak,,,107,1.08,0,3.35,0.39,Artifact,Weak,,,,,,,,,,,
27,3.62,0,2.44,0.18,Artifact,Weak,,,54,2.67,0.3,1.6,6.41,Solvent,Weak + C13_Sat,,,81,2.12,0,0.89,0.16,Impurity,Weak,,,108,1.07,0,0.67,0.2,Impurity,Weak,,,,,,,,,,,
