,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.32,0,0.69,0.04,Artifact,Weak,,,30,3.66,0,5.01,0.93,Impurity,Weak,,,59,2.69,0,1.91,0.09,Artifact,Weak,,,88,2.13,0,0.97,0.12,Impurity,Weak,,,117,1.11,0,0.89,0.11,Impurity,Weak,,
2,11.72,0,1.02,0.06,Artifact,Weak,,,31,3.65,0,3.7,1.06,Impurity,None,,,60,2.68,0.1,1.33,1.71,Solvent,Weak + C13_Sat,,,89,2.12,0,0.67,0.11,Impurity,Weak,,,118,1.07,0.1,0.87,0.75,Compound,None,,
3,11.07,0,1.13,0.11,Impurity,Weak,,,32,3.64,0,3.45,0.63,Impurity,Weak,,,61,2.67,0.3,1.66,6.33,Solvent,Weak + C13_Sat,,,90,2.08,0,1.03,0.24,Impurity,Weak,,,119,1.06,0,2.23,0.32,Compound,Weak,,
4,10.2,0,1.05,0.32,Impurity,None,,,33,3.62,0,1.99,0.22,Artifact,Weak,,,62,2.67,0.4,1.68,9.05,Solvent,Weak + C13_Sat,,,91,2.07,0,2.52,0.14,Artifact,Weak,,,120,1.05,0.2,0.85,1.76,Compound,None,,
5,9.65,0,1.96,0.13,Artifact,Weak,,,34,3.61,0,0.77,0.05,Artifact,Weak,,,63,2.66,0.3,1.53,5.79,Solvent,Weak + C13_Sat,,,92,2.05,0,22.56,9.6,Compound,None,,,121,1.04,1.6,3.44,60.77,Compound,None,,
6,9.65,0,1,0.1,Artifact,Weak,,,35,3.57,0.1,1,0.83,Artifact,Weak,,,64,2.66,0.1,1.32,1.83,Solvent,Weak + C13_Sat,,,93,2.04,0,2.49,1.44,Compound,None,,,122,1.03,1.7,4.1,81.61,Compound,None,,
7,9.59,0,2.44,0.12,Artifact,Weak,,,36,3.57,0,1.05,0.11,Artifact,Weak,,,65,2.52,0.2,0.96,1.74,Artifact,Weak,,,94,2.02,0,4.35,0.96,Compound,None,,,123,1.02,0.2,2.12,3.09,Compound,None,,
8,8.13,0,1.61,0.57,Impurity,None,,,37,3.52,0,3.83,0.98,Artifact,Weak,,,66,2.51,20.5,1.25,280.15,Solvent,None,,,95,2.01,0,3.33,0.67,Impurity,None,,,124,1,0.2,2.08,3.67,Compound,None,,
9,7.72,0,3.05,0.28,Artifact,Weak,,,38,3.51,0.1,4.4,7.39,Artifact,Weak,,,67,2.5,58.1,1.71,1287.84,Solvent,None,,,96,1.91,0.2,0.98,2.78,Compound,None,,,125,0.99,0,1.21,0.17,Impurity,Weak,,
10,7.68,0,1.58,0.14,Artifact,Weak,,,39,3.49,0.2,4.51,11.01,Artifact,Weak,,,68,2.5,84,1.58,1706.81,Solvent,None,,,97,1.87,0,40.56,11.45,Compound,None,,,126,0.87,0,11.18,7.99,Compound,None,,
