,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,7.63,0,48.36,5.6,Compound,None,,,40,3.48,0.2,4.39,11.41,Artifact,Weak,,,69,2.5,54.6,1.4,929.59,Solvent,None,,,98,1.57,0,5.45,0.37,Artifact,Weak,,,127,0.86,0,5.26,1.17,Compound,None,,
12,7.22,0.2,9.59,20.78,Compound,None,,,41,3.46,0.1,3.43,3.6,Artifact,Weak,,,70,2.49,22.8,1.52,369.4,Solvent,None,,,99,1.54,0,5.15,1.13,Compound,None,,,128,0.86,0.1,1.43,1.23,Compound,None,,
13,7.09,0.2,9.17,20.55,Compound,None,,,42,3.45,0,0.67,0.07,Artifact,Weak,,,71,2.34,0.1,1.31,1.71,Solvent,Weak + C13_Sat,,,100,1.52,0.1,11.39,8.71,Compound,None,,,129,0.85,0,2.44,1.51,Compound,None,,
14,6.98,0,11.52,3.03,Compound,None,,,43,3.45,0.2,3.31,6.5,Artifact,Weak,,,72,2.33,0.3,1.64,6.42,Solvent,Weak + C13_Sat,,,101,1.5,0,5.67,3.41,Compound,None,,,130,0.85,0,2.11,0.48,Compound,None,,
15,6.96,0.2,7.92,16.23,Compound,None,,,44,3.44,0.1,3.52,5.83,Artifact,Weak,,,73,2.33,0.4,1.65,9.28,Solvent,Weak + C13_Sat,,,102,1.49,0,4.03,1.38,Compound,None,,,131,0.84,0.1,3.98,3.8,Compound,None,,
16,6.53,0,1.33,0.56,Compound,None,,,45,3.43,0,0.77,0.12,Artifact,Weak,,,74,2.32,0.3,1.49,5.64,Solvent,Weak + C13_Sat,,,103,1.41,0.2,3.1,6.59,Compound,None,,,132,0.83,0,2.92,0.65,Compound,None,,
17,6.52,0.5,1.32,8.13,Compound,None,,,46,3.42,0.2,3.44,10.17,Artifact,Weak,,,75,2.32,0.1,1.28,1.68,Solvent,Weak + C13_Sat,,,104,1.39,0.1,3.82,6.04,Compound,None,,,133,0.82,0,21.02,14.81,Compound,None,,
18,5.75,0,1.95,0.21,Impurity,Weak,,,47,3.42,0.2,3.42,7.21,Artifact,Weak,,,76,2.31,0,1.25,0.16,Impurity,Weak,,,105,1.35,0,1.64,0.16,Impurity,Weak,,,134,0.78,0,1.29,0.09,Artifact,Weak,,
19,5.52,0,0.58,0.05,Artifact,Weak,,,48,3.41,0.1,3.2,4.45,Artifact,Weak,,,77,2.29,0,2.66,1.23,Compound,None,,,106,1.32,0,2.94,0.78,Impurity,None,,,135,0.73,0,1.54,0.18,Impurity,Weak,,
20,4.49,0,14.39,1.6,Compound,None,,,49,3.4,0.1,3.45,5.75,Artifact,Weak,,,78,2.28,0,4.81,1.28,Compound,None,,,107,1.3,0,1.97,0.31,Impurity,Weak,,,136,0.71,0,2.43,0.21,Artifact,Weak,,
21,4.41,0,8.71,2.84,Compound,None,,,50,3.39,0,31.65,5.17,Artifact,Weak,,,79,2.27,0,3.23,0.92,Compound,None,,,108,1.3,0,1.11,0.09,Artifact,Weak,,,137,0.13,0,0.96,0.19,Impurity,Weak,,
22,4.4,0,1.71,0.17,Impurity,Weak,,,51,3.23,0,2.28,0.62,Artifact,Weak,,,80,2.26,0,2.12,0.31,Compound,None,,,109,1.26,0.1,16.72,17.73,Compound,None,,,138,0.09,0,0.87,0.09,Impurity,Weak,,
23,4.36,0,1.87,0.29,Impurity,Weak,,,52,3.23,0.1,64.82,73.17,Artifact,Weak,,,81,2.23,0,2.2,0.77,Compound,None,,,110,1.24,0.3,5.23,18.85,Compound,None,,,139,0.08,0.3,0.95,3.4,Compound,None,,
24,4.34,0,1.97,0.66,Impurity,None,,,53,3.21,0,2.75,0.58,Artifact,Weak,,,82,2.22,0,1.29,0.14,Impurity,Weak,,,111,1.23,0.2,2.49,6.08,Compound,None,,,140,0.07,0,0.79,0.08,Impurity,Weak,,
25,4.33,0,2.25,0.41,Impurity,Weak,,,54,3.2,0,1.32,0.16,Artifact,Weak,,,83,2.21,0.1,2.16,1.6,Compound,None,,,112,1.2,0,1.85,0.13,Impurity,Weak,,,141,0.07,0,0.89,0.21,Impurity,Weak,,
26,4.13,0,6.64,0.81,Impurity,Weak,,,55,3.19,0,1.29,0.13,Artifact,Weak,,,84,2.2,0,3.32,0.47,Compound,None,,,113,1.19,0,1.52,0.18,Impurity,Weak,,,142,0.07,0,1.64,0.38,Compound,None,,
27,4.03,0,2.7,0.59,Impurity,None,,,56,2.96,0,0.85,0.11,Artifact,Weak,,,85,2.19,0,2.15,0.87,Compound,None,,,114,1.18,0,3.56,0.43,Impurity,Weak,,,,,,,,,,,
28,3.72,0,9.38,1.36,Compound,None,,,57,2.95,0,3.38,0.81,Impurity,Weak,,,86,2.18,0,3.61,0.57,Impurity,None,,,115,1.16,0,3.54,0.27,Compound,None,,,,,,,,,,,
29,3.71,0,2.22,0.17,Artifact,Weak,,,58,2.77,0,14.58,3.4,Compound,None,,,87,2.16,0,2.82,0.35,Impurity,Weak,,,116,1.15,0,3.51,1.96,Compound,None,,,,,,,,,,,
