,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.52,0.2,1.56,3.47,Compound,None,,,39,2.68,0.1,1.37,1.97,Solvent,Weak + C13_Sat,,,67,1.87,0,38.05,9.16,Compound,None,,,95,1.03,0.2,2.27,4.73,Compound,None,,
12,5.75,0,0.87,0.08,Impurity,Weak,,,40,2.67,0.3,1.64,6.39,Solvent,Weak + C13_Sat,,,68,1.72,0,1.37,0.1,Artifact,Weak,,,96,1.02,0,2.97,1.23,Compound,None,,
13,5.26,0,2.46,0.2,Artifact,Weak,,,41,2.67,0.4,1.68,9.54,Solvent,Weak + C13_Sat,,,69,1.54,0,4.4,0.71,Compound,None,,,97,1,0,2.71,0.59,Impurity,None,,
14,5.14,0,0.97,0.07,Artifact,Weak,,,42,2.66,0.3,1.48,5.25,Solvent,Weak + C13_Sat,,,70,1.52,0,5.47,2.37,Compound,None,,,98,0.98,0,0.57,0.04,Artifact,Weak,,
15,4.95,0,134.94,12.07,Artifact,Weak,,,43,2.66,0.1,1.49,2.24,Solvent,Weak + C13_Sat,,,71,1.5,0,6.63,4.49,Compound,None,,,99,0.91,0,1.25,0.1,Artifact,Weak,,
16,4.72,0,491.87,112.68,Compound,None,,,44,2.56,0,26.76,13.21,Artifact,Weak,,,72,1.49,0,3.89,1.29,Compound,None,,,100,0.89,0,1.73,0.23,Impurity,Weak,,
17,4.34,0,1.87,0.11,Artifact,Weak,,,45,2.52,0.2,0.95,1.61,Artifact,Weak,,,73,1.43,0,0.52,0.03,Artifact,Weak,,,101,0.86,0,3.68,2.5,Compound,None,,
18,4.31,0,6.16,0.69,Impurity,Weak,,,46,2.51,18.4,1.2,245.06,Solvent,None,,,74,1.35,0.1,1.53,2.31,Compound,None,,,102,0.86,0,1.12,0.37,Compound,None,,
19,4.03,0,5.01,1.39,Impurity,None,,,47,2.5,59.8,1.92,1583.69,Solvent,None,,,75,1.32,0,2.43,0.22,Impurity,Weak,,,103,0.85,0,1.95,0.62,Compound,None,,
20,3.95,0,8.41,2.92,Compound,None,,,48,2.5,75.9,1.55,1465.65,Solvent,None,,,76,1.3,0,2.02,0.3,Impurity,Weak,,,104,0.85,0,2.21,1.29,Compound,None,,
21,3.57,0,0.76,0.13,Artifact,Weak,,,49,2.5,56,1.62,1160.16,Solvent,None,,,77,1.27,0.1,200.32,196.07,Compound,None,,,105,0.84,0,2.76,1.05,Impurity,None,,
22,3.55,0,5.16,0.92,Artifact,Weak,,,50,2.49,21,1.29,311.85,Solvent,None,,,78,1.26,0,6.53,2.52,Compound,None,,,106,0.13,0,1.03,0.13,Impurity,Weak,,
23,3.51,0.5,2.45,15.77,Compound,None,,,51,2.34,0.1,1.35,1.92,Solvent,Weak + C13_Sat,,,79,1.24,0.1,4.96,4.68,Compound,None,,,107,0.09,0,0.85,0.09,Impurity,Weak,,
24,3.48,0.1,6.98,4.86,Artifact,Weak,,,52,2.33,0.3,1.71,6.55,Solvent,Weak + C13_Sat,,,80,1.23,0.2,3.44,7.06,Compound,None,,,108,0.08,0.3,0.88,3.11,Compound,None,,
25,3.45,0,0.51,0.04,Artifact,Weak,,,53,2.33,0.4,1.65,9.51,Solvent,Weak + C13_Sat,,,81,1.22,0,1.22,0.17,Impurity,Weak,,,109,0.07,0,1.76,0.15,Artifact,Weak,,
26,3.45,0,3.38,1.05,Artifact,Weak,,,54,2.32,0.3,1.61,5.96,Solvent,Weak + C13_Sat,,,82,1.19,0,1.27,0.58,Impurity,None,,,110,0.07,0,0.94,0.22,Impurity,Weak,,
27,3.43,0,1.12,0.13,Artifact,Weak,,,55,2.32,0.1,1.34,1.74,Solvent,Weak + C13_Sat,,,83,1.16,0,1.76,0.3,Impurity,Weak,,,111,0.07,0,1.87,0.54,Compound,None,,
28,3.42,0,3.78,1.81,Artifact,Weak,,,56,2.28,0,2.95,0.27,Impurity,Weak,,,84,1.15,0,3.26,2.02,Compound,None,,,112,-1.29,0,0.64,0.04,Artifact,Weak,,
