,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.67,0,0.47,0.02,Artifact,Weak,,,29,3.42,0,3.4,1.76,Artifact,Weak,,,57,2.23,0,2.2,0.88,Compound,None,,,85,1.12,0,0.7,0.05,Artifact,Weak,,
2,11.07,0,1.19,0.12,Impurity,Weak,,,30,3.41,0,2.23,0.63,Artifact,Weak,,,58,2.22,0,7.15,1,Compound,None,,,86,1.11,0,1.13,0.33,Impurity,Weak,,
3,9.89,0,0.44,0.03,Artifact,Weak,,,31,3.4,0,7.38,0.68,Artifact,Weak,,,59,2.21,0.1,2.11,2.03,Compound,None,,,87,1.09,0,1.15,0.21,Impurity,Weak,,
4,8.13,0,1.63,0.44,Impurity,None,,,32,3.4,0,13.87,0.84,Artifact,Weak,,,60,2.19,0,2.76,1.54,Compound,None,,,88,1.07,0,0.91,0.36,Impurity,None,,
5,7.22,0.1,21.93,40.27,Compound,None,,,33,3.39,0.1,157.32,247.67,Artifact,Weak,,,61,2.12,0,0.89,0.07,Artifact,Weak,,,89,1.06,0,1.8,0.72,Compound,None,,
6,7.09,0.2,25.09,58.16,Compound,None,,,34,3.16,0,1.53,0.14,Artifact,Weak,,,62,2.09,0,30.47,4.18,Compound,None,,,90,1.05,0.1,0.98,0.81,Compound,None,,
7,6.97,0.1,22.05,39.96,Compound,None,,,35,2.95,0,2.6,0.64,Impurity,None,,,63,2.08,0,0.85,0.25,Impurity,Weak,,,91,1.05,0.2,2.91,8.28,Compound,None,,
8,6.92,0,1.43,0.15,Impurity,Weak,,,36,2.95,0,1.64,0.21,Impurity,Weak,,,64,2.05,0,36.05,5.81,Compound,None,,,92,1.04,0.2,2.33,4.85,Compound,None,,
9,6.8,0,0.95,0.11,Impurity,Weak,,,37,2.92,0,1.99,0.27,Impurity,Weak,,,65,1.91,0.2,0.93,1.7,Impurity,None,,,93,1.04,0.1,1.12,0.71,Compound,None,,
10,6.53,0,1.61,0.53,Compound,None,,,38,2.76,0,15.86,4.67,Compound,None,,,66,1.9,0,0.85,0.05,Artifact,Weak,,,94,1.03,0.2,2.46,6.8,Compound,None,,
