,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.03,0,0.65,0.04,Artifact,Weak,,,28,3.65,0,1.32,0.17,Artifact,Weak,,,55,2.78,0,3.98,0.29,Artifact,Weak,,,82,2.19,0,2.2,0.86,Compound,None,,,109,1.11,0,1.44,0.22,Impurity,Weak,,
2,11.72,0,0.54,0.04,Artifact,Weak,,,29,3.65,0,2.45,0.41,Impurity,Weak,,,56,2.77,0,12.58,4.37,Compound,None,,,83,2.18,0,1.7,0.28,Impurity,Weak,,,110,1.1,0,1.93,0.23,Artifact,Weak,,
3,10.21,0,0.81,0.04,Artifact,Weak,,,30,3.63,0,2.77,0.58,Artifact,Weak,,,57,2.68,0.1,1.38,1.85,Solvent,Weak + C13_Sat,,,84,2.18,0,1.25,0.08,Artifact,Weak,,,111,1.08,0,1.25,0.08,Artifact,Weak,,
4,10.2,0,1.27,0.1,Impurity,Weak,,,31,3.62,0,1.9,0.13,Artifact,Weak,,,58,2.67,0.3,1.74,6.56,Solvent,Weak + C13_Sat,,,85,2.08,0,0.85,0.16,Impurity,Weak,,,112,1.07,0.1,0.97,0.96,Compound,None,,
5,9.08,0,0.33,0.02,Artifact,Weak,,,32,3.57,0.1,1.07,0.82,Artifact,Weak,,,59,2.67,0.4,1.74,9.72,Solvent,Weak + C13_Sat,,,86,2.06,0,1.95,0.19,Impurity,Weak,,,113,1.05,0.2,0.84,1.47,Compound,None,,
6,8.13,0,1.92,0.26,Impurity,Weak,,,33,3.57,0,0.85,0.12,Artifact,Weak,,,60,2.66,0.3,1.55,5.51,Solvent,Weak + C13_Sat,,,87,2.04,0,1.98,0.35,Impurity,Weak,,,114,1.04,1.4,3.83,60.48,Compound,None,,
7,7.62,0,29.45,3.28,Compound,None,,,34,3.52,0,2.44,0.63,Artifact,Weak,,,61,2.66,0.1,1.45,2.18,Solvent,Weak + C13_Sat,,,88,1.91,0.1,0.95,1.35,Impurity,None,,,115,1.03,1.3,3.52,52.77,Compound,None,,
8,7.58,0,4.38,0.3,Artifact,Weak,,,35,3.51,0.2,3.11,7.02,Artifact,Weak,,,62,2.52,0.2,1.41,2.58,Artifact,Weak,,,89,1.54,0,5.75,1.84,Compound,None,,,116,1.02,0.1,2.12,2.87,Compound,None,,
9,7.21,0.1,23.85,31.09,Compound,None,,,36,3.49,0.2,3.9,8.06,Artifact,Weak,,,63,2.51,19.4,1.27,266.15,Solvent,None,,,90,1.52,0,5.99,3.74,Compound,None,,,117,1,0,2.62,1.01,Compound,Weak,,
10,7.09,0.2,33.15,75.01,Compound,None,,,37,3.48,0.2,4.35,10.88,Artifact,Weak,,,64,2.5,56.3,1.75,1306.59,Solvent,None,,,91,1.5,0.1,6.19,4.78,Compound,None,,,118,1,0.1,1.95,3.07,Compound,None,,
11,6.98,0,15.28,3.72,Impurity,None,,,38,3.46,0.1,3.11,2.84,Artifact,Weak,,,65,2.5,79.3,1.65,1706.25,Solvent,None,,,92,1.49,0,4.55,2.05,Compound,None,,,119,0.99,0,2.03,0.18,Artifact,Weak,,
12,6.97,0.1,35.06,54.64,Compound,None,,,39,3.45,0.1,3.3,5.78,Artifact,Weak,,,66,2.5,55.8,1.65,1200.91,Solvent,None,,,93,1.47,0,2.72,0.21,Impurity,Weak,,,120,0.98,0,0.65,0.04,Artifact,Weak,,
13,6.77,0,0.94,0.06,Artifact,Weak,,,40,3.44,0.1,3.52,4.91,Artifact,Weak,,,67,2.49,20.1,1.26,273.62,Solvent,None,,,94,1.41,0,3.55,2.18,Compound,None,,,121,0.87,0,11.89,7.38,Compound,None,,
14,6.52,0,1.68,0.93,Impurity,None,,,41,3.43,0,0.89,0.12,Artifact,Weak,,,68,2.41,0,1.33,0.08,Artifact,Weak,,,95,1.39,0,4.51,2.06,Compound,None,,,122,0.86,0.1,1.69,1.26,Compound,None,,
15,6.21,0,0.73,0.05,Artifact,Weak,,,42,3.42,0.2,2.93,7.18,Artifact,Weak,,,69,2.4,0,4.56,0.28,Artifact,Weak,,,96,1.37,0,0.98,0.08,Artifact,Weak,,,123,0.84,0,3.52,1.4,Impurity,None,,
16,5.82,0,1.2,0.09,Impurity,Weak,,,43,3.42,0.2,3.42,6.87,Artifact,Weak,,,70,2.34,0.1,1.36,1.66,Solvent,Weak + C13_Sat,,,97,1.36,0,2.16,0.16,Impurity,Weak,,,124,0.13,0,0.96,0.3,Impurity,None,,
17,5.13,0,0.28,0.02,Artifact,Weak,,,44,3.41,0.1,2.9,4.22,Artifact,Weak,,,71,2.33,0.3,1.74,6.46,Solvent,Weak + C13_Sat,,,98,1.34,0,1.76,0.11,Artifact,Weak,,,125,0.09,0,1.42,0.28,Impurity,Weak,,
18,5.06,0,315.39,92.02,Compound,None,,,45,3.4,0.1,3.29,4.49,Artifact,Weak,,,72,2.33,0.4,1.65,9.06,Solvent,Weak + C13_Sat,,,99,1.32,0,5.28,1.62,Compound,None,,,126,0.08,0.4,0.96,4.73,Compound,None,,
