,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
17,5.1,0,16.31,2.57,Compound,None,,,46,3.41,0.1,3.21,6.07,Artifact,Weak,,,75,2.44,0,1.17,0.13,Artifact,Weak,,,104,1.52,0.1,6.28,6.44,Compound,None,,,133,0.86,0.1,2.29,2.38,Compound,None,,
18,5.07,0,9.39,0.8,Artifact,Weak,,,47,3.4,0.1,3.75,6.65,Artifact,Weak,,,76,2.43,0,0.6,0.04,Artifact,Weak,,,105,1.5,0.1,6.43,8.6,Compound,None,,,134,0.85,0,2.53,0.89,Compound,None,,
19,4.84,0,0.87,0.07,Artifact,Weak,,,48,3.39,0,79.43,22.33,Artifact,Weak,,,77,2.37,0,21.61,2.19,Artifact,Weak,,,106,1.49,0.1,4.41,2.75,Compound,None,,,135,0.83,0.1,6.98,5.48,Compound,None,,
20,4.72,0,8.42,0.77,Artifact,Weak,,,49,3.38,0,9.74,1.26,Artifact,Weak,,,78,2.34,0.1,1.41,1.44,Solvent,Weak + C13_Sat,,,107,1.47,0,2.83,0.76,Compound,None,,,136,0.81,0,9.24,4.72,Compound,None,,
21,4.42,0,4.65,0.95,Compound,None,,,50,3.23,0,2.98,0.89,Artifact,Weak,,,79,2.33,0.3,2.24,8.34,Solvent,Weak + C13_Sat,,,108,1.43,0.1,5.62,6.36,Compound,None,,,137,0.8,0,11.57,1.01,Artifact,Weak,,
22,4.4,0,8.21,2.2,Compound,None,,,51,3.22,0,1.42,0.19,Artifact,Weak,,,80,2.33,0.4,2.1,11.11,Solvent,Weak + C13_Sat,,,109,1.42,0,4.18,2.65,Compound,None,,,138,0.79,0,2.57,0.39,Impurity,None,,
23,4.13,0,3.51,0.48,Compound,None,,,52,3.21,0,2.21,0.88,Artifact,Weak,,,81,2.32,0.3,1.86,6.28,Solvent,Weak + C13_Sat,,,110,1.41,0,1.05,0.1,Compound,Weak,,,139,0.07,0,2.19,0.86,Compound,None,,
24,4.02,0,26.71,2.5,Artifact,Weak,,,53,3.2,0,4.71,1.73,Artifact,Weak,,,82,2.32,0.1,1.6,2.04,Solvent,Weak + C13_Sat,,,111,1.4,0,2.37,0.42,Compound,None,,,140,-0.08,0,1.57,0.15,Artifact,Weak,,
25,3.95,0,0.28,0.02,Artifact,Weak,,,54,3.19,0,2.12,0.35,Artifact,Weak,,,83,2.3,0,3.97,1.18,Compound,None,,,112,1.38,0.2,5.17,10.79,Compound,None,,,141,-3.14,0,0.72,0.05,Artifact,Weak,,
26,3.74,0,5.99,1.7,Compound,None,,,55,3.17,0,2.22,0.27,Artifact,Weak,,,84,2.28,0.1,5.29,4.83,Compound,None,,,113,1.34,0,1.45,0.25,Compound,None,,,,,,,,,,,
27,3.73,0,2.61,0.26,Compound,Weak,,,56,3.14,0.1,91.42,93.19,Artifact,Weak,,,85,2.27,0,3.67,1.27,Compound,None,,,114,1.32,0,2.93,1.59,Compound,None,,,,,,,,,,,
28,3.72,0,5.98,2.11,Compound,None,,,57,2.77,0,13.82,2.97,Compound,None,,,86,2.23,0.1,2.32,1.71,Compound,None,,,115,1.3,0,3.82,1.65,Compound,None,,,,,,,,,,,
29,3.68,0,1.35,0.09,Artifact,Weak,,,58,2.76,0,18.35,6.38,Compound,None,,,87,2.21,0.1,2.32,3.55,Compound,None,,,116,1.28,0.1,5.11,4,Compound,None,,,,,,,,,,,
