,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.79,0,0.52,0.03,Artifact,Weak,,,39,3.48,0.2,4.28,10.53,Artifact,Weak,,,67,2.51,21.4,1.37,352.99,Solvent,None,,,95,1.91,0,1.03,0.59,Compound,None,,,123,0.99,0,1.21,0.12,Artifact,Weak,,
12,6.53,0,1.3,0.16,Impurity,Weak,,,40,3.46,0.1,3.42,3.49,Artifact,Weak,,,68,2.5,55.7,1.69,1240.09,Solvent,None,,,96,1.86,0,3.42,0.41,Impurity,Weak,,,124,0.89,0,3.57,0.56,Impurity,Weak,,
13,6.52,0.1,1.54,1.39,Compound,None,,,41,3.45,0.2,3.46,7.65,Artifact,Weak,,,69,2.5,79.9,1.69,1714.55,Solvent,None,,,97,1.75,0,1.52,0.29,Impurity,Weak,,,125,0.87,0,4.08,1.25,Compound,None,,
14,6.29,0,2.09,0.14,Artifact,Weak,,,42,3.44,0.1,2.91,3.74,Artifact,Weak,,,70,2.5,56.4,1.63,1188.67,Solvent,None,,,98,1.54,0,3.79,1.27,Compound,None,,,126,0.86,0,25.24,14.09,Compound,None,,
15,5.07,0,19.07,2.39,Compound,None,,,43,3.43,0,1.72,0.57,Artifact,Weak,,,71,2.49,21,1.31,304.15,Solvent,None,,,99,1.52,0.1,4.7,5.21,Compound,None,,,127,0.86,0.1,1.27,0.85,Compound,None,,
16,4.71,0,1.05,0.1,Artifact,Weak,,,44,3.42,0.2,3.58,10.33,Artifact,Weak,,,72,2.34,0.1,1.45,2.02,Solvent,Weak + C13_Sat,,,100,1.5,0.1,5.42,6.77,Compound,None,,,128,0.85,0,2.08,0.85,Compound,None,,
17,4.69,0,1.51,0.13,Artifact,Weak,,,45,3.42,0.1,3.31,6.47,Artifact,Weak,,,73,2.33,0.3,1.65,6.29,Solvent,Weak + C13_Sat,,,101,1.49,0,2.58,1.43,Compound,None,,,129,0.84,0,10.17,7.06,Compound,None,,
18,4.57,0,1.15,0.09,Artifact,Weak,,,46,3.41,0,1.68,0.67,Artifact,Weak,,,74,2.33,0.4,1.64,9.2,Solvent,Weak + C13_Sat,,,102,1.47,0,1.3,0.17,Impurity,Weak,,,130,0.81,0,0.67,0.05,Artifact,Weak,,
19,4.49,0,11.04,1.29,Compound,None,,,47,3.41,0.2,4.63,9.71,Artifact,Weak,,,75,2.32,0.3,1.56,5.65,Solvent,Weak + C13_Sat,,,103,1.41,0,2.37,0.31,Impurity,Weak,,,131,0.62,0,0.49,0.04,Artifact,Weak,,
20,4.41,0,11.37,3.76,Compound,None,,,48,3.39,0,1.88,0.11,Artifact,Weak,,,76,2.32,0.1,1.52,2.21,Solvent,Weak + C13_Sat,,,104,1.37,0,9.9,1.46,Compound,None,,,132,0.23,0,1.39,0.1,Compound,Weak + C13_Sat,,
21,4.36,0,1.46,0.25,Impurity,Weak,,,49,3.37,0.1,60.42,110.22,Artifact,Weak,,,77,2.3,0,0.72,0.08,Impurity,Weak,,,105,1.35,0.1,213.36,144.53,Compound,None,,,133,0.13,0.1,0.96,0.74,Impurity,None,,
22,4.34,0,2.15,0.45,Impurity,None,,,50,3.24,0,2.36,0.15,Artifact,Weak,,,78,2.28,0,1.8,0.36,Compound,Weak,,,106,1.34,0,1.5,0.13,Impurity,Weak,,,134,0.09,0,1.14,0.74,Compound,None,,
23,4.33,0,1.49,0.26,Impurity,Weak,,,51,3.23,0,1.79,0.36,Artifact,Weak,,,79,2.28,0,2.18,0.52,Compound,None,,,107,1.32,0,3.8,1.21,Compound,None,,,135,0.08,1.7,1,19.89,Compound,None,,
24,4.14,0,0.87,0.09,Impurity,Weak,,,52,3.21,0,2.78,0.57,Artifact,Weak,,,80,2.27,0,14.53,4.12,Compound,None,,,108,1.3,0,4.42,2.06,Compound,None,,,136,0.07,0,0.78,0.26,Compound,None,,
25,4.13,0,1.84,0.16,Impurity,Weak,,,53,3.2,0,2.45,0.56,Artifact,Weak,,,81,2.23,0.1,2.03,1.42,Compound,None,,,109,1.27,0,7.73,1.08,Compound,None,,,137,0.07,0.2,1.18,3.26,Compound,None,,
26,4.13,0,5.49,0.6,Impurity,Weak,,,54,3.19,0,1.29,0.15,Artifact,Weak,,,82,2.21,0.1,2.08,2.91,Compound,None,,,110,1.26,0.1,10.58,9.64,Compound,None,,,138,0.06,0,1.32,0.24,Impurity,Weak,,
27,4.02,0,1.26,0.09,Artifact,Weak,,,55,3.17,0,25.89,3.99,Artifact,Weak,,,83,2.2,0,2.03,0.4,Compound,None,,,111,1.25,0.3,5.41,23.66,Compound,None,,,139,-0.07,0,1.7,0.17,Compound,Weak + C13_Sat,,
28,3.69,0,70.28,7.19,Compound,None,,,56,3.16,0,0.95,0.07,Artifact,Weak,,,84,2.19,0.1,1.83,1.36,Compound,None,,,112,1.23,0.2,3.74,11.15,Compound,None,,,140,-3.18,0,0.82,0.07,Artifact,Weak,,
