,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,12.78,0,0.54,0.04,Artifact,Weak,,,28,3.45,0,4.34,2.86,Artifact,Weak,,,55,2.32,0.3,1.74,6.42,Solvent,Weak + C13_Sat,,,82,1.25,0.1,3.81,4.74,Compound,None,,
2,10.2,0,1.2,0.09,Artifact,Weak,,,29,3.44,0,4.57,2.8,Artifact,Weak,,,56,2.32,0.1,1.46,1.83,Solvent,Weak + C13_Sat,,,83,1.23,0.2,3.96,12.46,Compound,None,,
3,9.29,0,0.79,0.06,Artifact,Weak,,,30,3.44,0,1.06,0.25,Artifact,Weak,,,57,2.28,0,2.8,0.24,Impurity,Weak,,,84,1.19,0.2,1.82,3.6,Compound,None,,
4,7.63,0,47.33,8.07,Compound,None,,,31,3.43,0,5.69,2.76,Artifact,Weak,,,58,2.26,0,1.71,0.26,Impurity,Weak,,,85,1.17,0,2.48,0.29,Compound,Weak,,
5,7.22,0.1,13.04,24.19,Compound,None,,,32,3.42,0.1,3.77,3.4,Artifact,Weak,,,59,2.23,0,2.23,1.32,Compound,None,,,86,1.16,0,2.2,0.79,Compound,None,,
6,7.1,0,26.49,14.95,Compound,None,,,33,3.42,0,3.63,2.08,Artifact,Weak,,,60,2.22,0,8.75,0.73,Artifact,Weak,,,87,1.15,0.1,3.3,1.81,Compound,None,,
7,7.09,0.1,9.77,11.08,Compound,None,,,34,3.41,0.1,9.36,17.12,Artifact,Weak,,,61,2.21,0.1,2.34,2.85,Compound,None,,,88,1.13,0,30.12,3.8,Compound,None,,
8,6.96,0.1,14.58,25.01,Compound,None,,,35,3.37,0.4,17.29,82.02,Artifact,Weak,,,62,2.19,0,2.37,1.52,Compound,None,,,89,1.11,0,0.82,0.17,Compound,Weak,,
9,6.8,0,1.41,0.39,Impurity,None,,,36,2.94,0,12.23,1.5,Compound,None,,,63,2.18,0,2.53,0.35,Compound,None,,,90,1.07,0.1,1.33,1.09,Compound,None,,
10,6.53,0,2.51,0.2,Compound,None,,,37,2.92,0,7.09,1.35,Compound,None,,,64,2.16,0,1.67,0.12,Artifact,Weak,,,91,1.06,0,2.39,0.45,Compound,None,,
11,6.52,0.1,1.64,1.28,Compound,None,,,38,2.79,0,4.92,0.49,Artifact,Weak,,,65,2.08,0,2.95,0.23,Artifact,Weak,,,92,1.05,0.1,1.55,2.5,Compound,None,,
12,4.36,0,1.74,0.15,Impurity,Weak,,,39,2.76,0,17.66,5.7,Compound,None,,,66,2.06,0,1.69,0.1,Artifact,Weak,,,93,1.04,0.4,3.63,15.98,Compound,None,,
13,4.34,0,2.11,0.5,Impurity,None,,,40,2.68,0.1,1.41,1.75,Solvent,Weak + C13_Sat,,,67,2.04,0,1.12,0.09,Artifact,Weak,,,94,1.03,0.4,4.11,17.73,Compound,None,,
14,4.33,0,1.56,0.21,Impurity,Weak,,,41,2.67,0.3,1.84,7.09,Solvent,Weak + C13_Sat,,,68,1.91,0.1,1.18,1.09,Compound,None,,,95,1.02,0,3.37,1.83,Compound,None,,
15,4.31,0,1.19,0.13,Impurity,Weak,,,42,2.67,0.4,1.96,10.94,Solvent,Weak + C13_Sat,,,69,1.7,0,1.14,0.23,Impurity,None,,,96,1,0,2.66,0.7,Compound,None,,
16,4.31,0,1.76,0.37,Impurity,None,,,43,2.66,0.3,1.67,5.81,Solvent,Weak + C13_Sat,,,70,1.56,0,2.28,0.28,Compound,Weak,,,97,0.99,0,1.06,0.08,Artifact,Weak,,
17,4.02,0,15.08,1.56,Compound,None,,,44,2.66,0.1,1.38,1.61,Solvent,Weak + C13_Sat,,,71,1.54,0,4.07,1.23,Compound,None,,,98,0.87,0,20.46,14.25,Compound,None,,
18,3.95,0,10.08,1.85,Compound,None,,,45,2.62,0,25.26,3.8,Artifact,Weak,,,72,1.52,0,4.37,2.59,Compound,None,,,99,0.86,0,1.27,0.42,Impurity,None,,
