,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.36,0,0.51,0.03,Artifact,Weak,,,27,3.79,0,0.76,0.08,Impurity,Weak,,,53,3.21,0,3.29,0.71,Artifact,Weak,,,79,2.21,0.1,2.08,2,Compound,None,,,105,1.15,0,3.5,2.07,Compound,None,,
2,15.21,0,0.88,0.08,Artifact,Weak,,,28,3.78,0,1.47,0.22,Impurity,Weak,,,54,3.2,0,2.12,0.24,Artifact,Weak,,,80,2.2,0,1.84,0.16,Impurity,Weak,,,106,1.12,0,1.1,0.12,Impurity,Weak,,
3,14.36,0,1.3,0.1,Artifact,Weak,,,29,3.77,0,0.91,0.13,Impurity,Weak,,,55,3.17,0,1.09,0.13,Artifact,Weak,,,81,2.19,0,1.93,0.82,Compound,None,,,107,1.11,0,2.07,0.28,Impurity,Weak,,
4,13.42,0,0.45,0.02,Artifact,Weak,,,30,3.76,0,0.88,0.11,Impurity,Weak,,,56,3.16,0,1.37,0.27,Artifact,Weak,,,82,2.18,0,2.93,0.38,Impurity,Weak,,,108,1.11,0,0.54,0.05,Impurity,Weak,,
5,10.2,0,1.34,0.27,Impurity,Weak,,,31,3.75,0,0.89,0.12,Impurity,Weak,,,57,2.93,0,17.64,1.52,Compound,None,,,83,2.16,0,2.84,0.28,Impurity,Weak,,,109,1.07,0.3,1.1,4.18,Compound,None,,
6,8.66,0,0.87,0.05,Artifact,Weak,,,32,3.73,0,5.66,0.63,Impurity,Weak,,,58,2.76,0,14.09,4.45,Compound,None,,,84,2.13,0,0.99,0.1,Impurity,Weak,,,110,1.06,0,0.69,0.06,Artifact,Weak,,
7,7.26,0.1,17.46,22.76,Compound,None,,,33,3.66,0,4.29,0.67,Impurity,Weak,,,59,2.68,0.1,1.44,2.01,Solvent,Weak + C13_Sat,,,85,2.12,0,0.7,0.04,Artifact,Weak,,,111,1.05,0.6,1.07,8.05,Compound,None,,
8,7.16,0,67.52,11.62,Compound,None,,,34,3.65,0,3.53,0.68,Impurity,None,,,60,2.67,0.3,1.63,6.33,Solvent,Weak + C13_Sat,,,86,2.08,0,0.89,0.21,Impurity,Weak,,,112,1.05,0.7,2.73,24.11,Compound,None,,
9,7.13,0.1,17.83,25.58,Compound,None,,,35,3.64,0,2.4,0.39,Impurity,Weak,,,61,2.67,0.4,1.63,9.13,Solvent,Weak + C13_Sat,,,87,2.07,0,0.95,0.48,Impurity,None,,,113,1.04,1,2.11,27.8,Compound,None,,
10,7.01,0.1,19.8,28.73,Compound,None,,,36,3.57,0,1.24,0.51,Impurity,None,,,62,2.66,0.3,1.63,6.16,Solvent,Weak + C13_Sat,,,88,2.04,0,2.71,1.01,Compound,None,,,114,1.04,0.4,1.53,8.87,Compound,None,,
11,6.95,0,0.49,0.03,Artifact,Weak,,,37,3.57,0,0.79,0.1,Impurity,Weak,,,63,2.66,0.1,1.34,1.74,Solvent,Weak + C13_Sat,,,89,2.01,0,1.59,0.15,Impurity,Weak,,,115,1.03,0.7,2.43,18.65,Compound,None,,
12,6.93,0,1.32,0.07,Artifact,Weak,,,38,3.52,0,5.1,1.5,Compound,None,,,64,2.52,0.1,1.02,1.52,Artifact,Weak,,,90,1.91,0.1,1.08,1.23,Compound,None,,,116,1.03,1.1,2.25,33.51,Compound,None,,
13,6.62,0,0.89,0.05,Artifact,Weak,,,39,3.51,0.1,3.87,4.9,Compound,None,,,65,2.51,21.6,1.37,321.63,Solvent,None,,,91,1.86,0,32.6,4.9,Compound,None,,,117,1.02,0.1,3.12,4.91,Compound,None,,
14,6.53,0,1.84,0.14,Artifact,Weak,,,40,3.49,0.1,3.92,5.48,Compound,None,,,66,2.5,55.4,1.63,1119.28,Solvent,None,,,92,1.54,0,2.29,0.53,Compound,None,,,118,1.01,0,2.7,0.78,Compound,None,,
15,6.52,0.1,1.39,0.87,Impurity,None,,,41,3.48,0.1,3.96,6.65,Artifact,Weak,,,67,2.5,83.6,1.68,1797.73,Solvent,None,,,93,1.52,0,4.15,2.56,Compound,None,,,119,1,0.1,2.29,3.24,Compound,None,,
16,6.4,0,0.42,0.02,Artifact,Weak,,,42,3.47,0,1.41,0.53,Artifact,Weak,,,68,2.5,54.2,1.62,1097.33,Solvent,None,,,94,1.5,0.1,4.03,2.78,Compound,None,,,120,0.99,0,1.57,0.17,Impurity,Weak,,
17,5.08,0,29.89,2.36,Artifact,Weak,,,43,3.46,0,2.64,1.12,Artifact,Weak,,,69,2.49,21.5,1.36,342.45,Solvent,None,,,95,1.49,0,2.69,0.84,Compound,None,,,121,0.87,0,5.69,2.85,Compound,None,,
