,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,11.07,0,0.91,0.08,Artifact,Weak,,,27,3.42,0.1,17.85,29.36,Artifact,Weak,,,53,2.3,0,3.88,0.43,Artifact,Weak,,,79,1.11,0,1.47,0.4,Compound,None,,
2,9.18,0,0.73,0.06,Artifact,Weak,,,28,3.4,0.2,22.69,47.43,Artifact,Weak,,,54,2.23,0,3.2,0.85,Compound,None,,,80,1.09,0,1.8,0.3,Impurity,None,,
3,8.14,0,2.56,0.91,Compound,None,,,29,3.16,0,3.23,0.53,Artifact,Weak,,,55,2.21,0,2.97,2.13,Compound,None,,,81,1.07,0,1.12,0.26,Compound,None,,
4,7.22,0.2,26.66,61.37,Compound,None,,,30,2.96,0,3.11,1.14,Artifact,Weak,,,56,2.19,0,5.87,2.39,Compound,None,,,82,1.05,0.1,1.47,1.13,Compound,None,,
5,7.18,0,179.87,55.99,Compound,None,,,31,2.95,0,1.53,0.31,Artifact,Weak,,,57,2.13,0,0.91,0.08,Artifact,Weak,,,83,1.04,0.3,3.55,11.5,Compound,None,,
6,7.12,0,20.55,7.33,Compound,None,,,32,2.75,0,1.52,0.17,Artifact,Weak,,,58,2.12,0,0.8,0.06,Artifact,Weak,,,84,1.03,0.4,4.77,22.54,Compound,None,,
7,7.1,0.1,36.72,46.48,Compound,None,,,33,2.69,0,0.57,0.07,Artifact,Weak,,,59,2.08,0,0.99,0.3,Impurity,None,,,85,1.02,0,3.37,1.82,Compound,None,,
8,7.09,0.1,15.84,14.81,Compound,None,,,34,2.68,0.1,1.39,1.26,Solvent,Weak + C13_Sat,,,60,2.06,0,2.22,0.24,Artifact,Weak,,,86,1,0,4.28,1.93,Compound,None,,
9,6.98,0.1,26.01,39.47,Compound,None,,,35,2.67,0.2,1.95,6.09,Solvent,Weak + C13_Sat,,,61,1.91,0.2,1.27,3.67,Compound,None,,,87,0.98,0,1.59,0.15,Artifact,Weak,,
10,6.97,0,10.24,2.13,Compound,None,,,36,2.67,0.4,2.15,11.22,Solvent,Weak + C13_Sat,,,62,1.54,0,1.25,0.15,Artifact,Weak,,,88,0.89,0,3.21,0.75,Compound,None,,
11,6.92,0,2.92,0.2,Artifact,Weak,,,37,2.66,0.3,2.08,8.27,Solvent,Weak + C13_Sat,,,63,1.52,0,5.96,2.12,Compound,None,,,89,0.87,0,5.89,1.88,Compound,None,,
12,6.52,0,1.56,0.22,Impurity,None,,,38,2.66,0.1,1.88,2.64,Solvent,Weak + C13_Sat,,,64,1.5,0,5.07,2.37,Compound,None,,,90,0.86,0.1,2.38,1.53,Compound,None,,
13,5.26,0,2.01,0.17,Artifact,Weak,,,39,2.58,0.1,162.49,152.27,Artifact,Weak,,,65,1.48,0,9.41,3.63,Compound,None,,,91,0.85,0.1,2.52,1.23,Compound,None,,
14,5.26,0,1.24,0.09,Artifact,Weak,,,40,2.57,0,59.99,20.65,Artifact,Weak,,,66,1.44,0,0.49,0.05,Artifact,Weak,,,92,0.85,0.1,3.52,2.87,Compound,None,,
15,5.22,0,2.81,0.2,Artifact,Weak,,,41,2.52,0,0.63,0.1,Artifact,Weak,,,67,1.37,0,3.55,0.36,Impurity,Weak,,,93,0.84,0,5.41,3.65,Compound,None,,
