,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
15,6.36,0,1,0.06,Artifact,Weak,,,43,2.66,0.1,1.26,1.52,Solvent,Weak + C13_Sat,,,71,1.52,0,3.34,1.29,Compound,None,,,99,0.99,0,1.17,0.09,Artifact,Weak,,
16,4.74,0,0.77,0.04,Artifact,Weak,,,44,2.52,0,2.64,0.75,Artifact,Weak,,,72,1.52,0,3.99,1.35,Compound,None,,,100,0.87,0,31.83,10.35,Compound,None,,
17,4.36,0,1.66,0.15,Impurity,Weak,,,45,2.51,21.1,1.33,319.06,Solvent,None,,,73,1.5,0,4.06,2.37,Compound,None,,,101,0.86,0,3.68,0.93,Impurity,None,,
18,4.34,0,1.85,0.45,Impurity,None,,,46,2.5,55.7,1.68,1212.98,Solvent,None,,,74,1.5,0,5.37,1,Compound,None,,,102,0.86,0,1.38,0.51,Impurity,None,,
19,4.33,0,1.8,0.23,Impurity,Weak,,,47,2.5,80.5,1.68,1737.31,Solvent,None,,,75,1.49,0,3.92,1.36,Compound,None,,,103,0.85,0,1.74,0.38,Impurity,None,,
20,4.31,0,8.31,0.51,Artifact,Weak,,,48,2.5,56,1.66,1203.26,Solvent,None,,,76,1.47,0,2.63,0.41,Compound,None,,,104,0.85,0,2.63,0.5,Impurity,None,,
21,4.02,0,14.63,1.62,Compound,None,,,49,2.49,19.9,1.25,268.71,Solvent,None,,,77,1.35,0,1.48,0.15,Impurity,Weak,,,105,0.83,0,19.28,10.45,Compound,None,,
22,3.95,0,10.95,1.33,Compound,None,,,50,2.44,0,1.56,0.17,Artifact,Weak,,,78,1.34,0,2.62,0.29,Impurity,Weak,,,106,0.13,0,1.03,0.24,Impurity,Weak,,
23,3.57,0,0.8,0.11,Impurity,Weak,,,51,2.43,0,0.53,0.05,Artifact,Weak,,,79,1.33,0,0.98,0.14,Impurity,Weak,,,107,0.09,0,0.96,0.11,Impurity,Weak,,
24,3.55,0,6.8,0.85,Artifact,Weak,,,52,2.43,0,1.39,0.11,Artifact,Weak,,,80,1.32,0,3.08,0.61,Compound,None,,,108,0.08,0.4,1.02,4.17,Compound,None,,
25,3.53,0,1.87,0.2,Artifact,Weak,,,53,2.34,0.1,1.39,1.93,Solvent,Weak + C13_Sat,,,81,1.3,0,4.8,1.57,Compound,None,,,109,0.07,0,1.27,0.12,Impurity,Weak,,
26,3.51,0.4,2.57,12.6,Compound,None,,,54,2.33,0.3,1.68,6.41,Solvent,Weak + C13_Sat,,,82,1.28,0,4.08,0.71,Compound,None,,,110,0.07,0,1.08,0.31,Compound,None,,
27,3.48,0,12.23,7.3,Artifact,Weak,,,55,2.33,0.4,1.68,9.56,Solvent,Weak + C13_Sat,,,83,1.25,0.1,11.57,18.48,Compound,None,,,111,0.06,0,2.26,0.63,Compound,None,,
28,3.45,0,0.73,0.09,Artifact,Weak,,,56,2.32,0.3,1.59,5.71,Solvent,Weak + C13_Sat,,,84,1.23,0.2,3.38,7.39,Compound,None,,,,,,,,,,,
