,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,13.65,0,0.82,0.06,Artifact,Weak,,,26,4.4,0,1.86,0.21,Impurity,Weak,,,51,3.04,0,2.17,0.2,Artifact,Weak,,,76,2.21,0.1,2.08,1.51,Compound,None,,,101,1.16,0,3.14,0.37,Compound,None,,
2,13,0,0.55,0.05,Artifact,Weak,,,27,4.36,0,1.54,0.39,Impurity,None,,,52,2.93,0,24.62,4.32,Compound,None,,,77,2.2,0,1.36,0.28,Compound,Weak,,,102,1.15,0.1,3.01,1.77,Compound,None,,
3,12.07,0,0.63,0.06,Artifact,Weak,,,28,4.34,0,1.8,0.84,Impurity,None,,,53,2.76,0,15.83,5.17,Compound,None,,,78,2.19,0,2.24,0.85,Compound,None,,,103,1.13,0,0.79,0.1,Artifact,Weak,,
4,11.72,0,1.43,0.17,Impurity,Weak,,,29,4.33,0,1.8,0.49,Impurity,None,,,54,2.68,0.1,1.58,2.48,Solvent,Weak + C13_Sat,,,79,2.18,0,2.64,0.68,Impurity,None,,,104,1.11,0,1.91,0.17,Artifact,Weak,,
5,10.2,0.1,1.25,1.25,Compound,None,,,30,4.18,0,0.57,0.04,Artifact,Weak,,,55,2.67,0.3,1.61,6.21,Solvent,Weak + C13_Sat,,,80,2.16,0,1.47,0.19,Impurity,Weak,,,105,1.07,0.1,0.97,0.94,Compound,None,,
6,10.14,0,0.62,0.05,Artifact,Weak,,,31,3.66,0,4.72,1.12,Impurity,None,,,56,2.67,0.4,1.61,8.95,Solvent,Weak + C13_Sat,,,81,2.08,0,0.96,0.16,Impurity,Weak,,,106,1.05,0.1,0.78,1.36,Compound,None,,
7,10.1,0,0.45,0.04,Artifact,Weak,,,32,3.65,0,3.77,0.95,Impurity,None,,,57,2.66,0.3,1.61,6.14,Solvent,Weak + C13_Sat,,,82,2.04,0,2.26,0.62,Impurity,None,,,107,1.04,1.5,3.63,61.49,Compound,None,,
8,8.87,0,0.65,0.04,Artifact,Weak,,,33,3.64,0,4.51,0.82,Impurity,None,,,58,2.66,0.1,1.58,2.55,Solvent,Weak + C13_Sat,,,83,2.01,0,2.12,0.19,Artifact,Weak,,,108,1.03,1.6,4.02,74.63,Compound,None,,
9,8.14,0,1.32,0.09,Artifact,Weak,,,34,3.62,0,0.96,0.1,Impurity,Weak,,,59,2.61,0,49.79,19.75,Compound,None,,,84,1.91,0.1,0.96,1.14,Impurity,None,,,109,1.02,0.2,2.58,5.37,Compound,None,,
10,7.53,0,1.18,0.1,Artifact,Weak,,,35,3.57,0,1.19,0.35,Impurity,None,,,60,2.53,0.6,25.65,198.09,Compound,None,,,85,1.87,0,21.13,3.58,Compound,None,,,110,1.01,0.1,4.12,3.1,Compound,None,,
