,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,7.5,0,3.9,0.66,Impurity,None,,,36,3.57,0,0.86,0.11,Artifact,Weak,,,61,2.52,0.3,1.49,5.4,Solvent,Weak,,,86,1.83,0,16.82,1.72,Compound,None,,,111,1,0.2,2.08,4.26,Compound,None,,
12,7.48,0,3.4,0.54,Impurity,Weak,,,37,3.53,0.1,120.27,94.98,Compound,None,,,62,2.51,21.1,1.46,375.09,Solvent,None,,,87,1.54,0,2.24,0.42,Compound,None,,,112,0.87,0,4.77,1.36,Compound,None,,
13,7.24,0.1,20.8,24.12,Compound,None,,,38,3.51,0.6,1.86,15.72,Compound,None,,,63,2.5,54.8,1.61,1159.94,Solvent,None,,,88,1.52,0,7.36,5.07,Compound,None,,,113,0.85,0.1,4.27,4.86,Compound,None,,
14,7.12,0.1,24.88,27.31,Compound,None,,,39,3.49,0.2,5.68,16.84,Compound,None,,,64,2.5,81,1.61,1726.86,Solvent,None,,,89,1.5,0,4.66,2.82,Compound,None,,,114,0.84,0,5.34,3.26,Compound,None,,
15,7.11,0,2.91,0.58,Compound,None,,,40,3.48,0.2,3.54,8.25,Artifact,Weak,,,65,2.5,53.4,1.61,1074.39,Solvent,None,,,90,1.49,0,6.2,2.99,Compound,None,,,115,0.83,0,1.11,0.11,Impurity,Weak,,
16,6.99,0.1,19.19,18.05,Compound,None,,,41,3.46,0.1,3.44,3.83,Artifact,Weak,,,66,2.49,23.4,1.58,450.8,Solvent,None,,,91,1.41,0.1,4.43,2.99,Compound,None,,,116,0.82,0,0.96,0.11,Impurity,Weak,,
17,6.52,0,1.43,0.7,Impurity,None,,,42,3.45,0.1,3.08,5.43,Artifact,Weak,,,67,2.41,0,111.06,80.81,Artifact,Weak,,,92,1.37,0,12.3,2.06,Compound,None,,,117,0.13,0,1.15,0.22,Impurity,Weak,,
18,6.21,0,1.43,0.21,Impurity,Weak,,,43,3.44,0.1,3.36,4.69,Artifact,Weak,,,68,2.34,0.1,1.45,1.85,Solvent,Weak + C13_Sat,,,93,1.32,0,4.64,0.7,Impurity,None,,,118,0.08,0.3,1.07,4.05,Compound,None,,
19,5.82,0,1.33,0.23,Impurity,Weak,,,44,3.42,0.2,2.46,5.49,Artifact,Weak,,,69,2.33,0.3,1.61,5.83,Solvent,Weak + C13_Sat,,,94,1.3,0,1.73,0.35,Impurity,Weak,,,119,0.08,0,4.99,0.7,Compound,None,,
20,5.75,0,2.44,0.25,Artifact,Weak,,,45,3.42,0.1,2.76,4.07,Artifact,Weak,,,70,2.33,0.4,1.81,10.18,Solvent,Weak + C13_Sat,,,95,1.3,0,1.67,0.24,Impurity,Weak,,,120,0.07,0,0.62,0.1,Impurity,Weak,,
21,5.08,0,1.32,0.08,Artifact,Weak,,,46,3.41,0.1,2.66,2.57,Artifact,Weak,,,71,2.32,0.3,1.61,5.93,Solvent,Weak + C13_Sat,,,96,1.28,0,5.05,0.68,Compound,None,,,121,0.06,0,2.59,1.09,Compound,None,,
22,4.82,0,1.64,0.27,Impurity,Weak,,,47,3.4,0.1,3.28,3.88,Artifact,Weak,,,72,2.32,0.1,1.49,2.25,Solvent,Weak + C13_Sat,,,97,1.26,0.1,8.65,6.49,Compound,None,,,122,-0.49,0,0.48,0.03,Artifact,Weak,,
23,4.81,0,1.81,0.33,Impurity,Weak,,,48,3.38,0.7,55.63,508.55,Artifact,Weak,,,73,2.28,0,16.32,3.12,Compound,None,,,98,1.24,0.3,5.42,22.83,Compound,None,,,123,-0.54,0,1.04,0.06,Artifact,Weak,,
24,4.46,0,0.87,0.06,Artifact,Weak,,,49,3.21,0,1.13,0.27,Artifact,Weak,,,74,2.25,0,206.17,86.53,Compound,None,,,99,1.23,0.3,3.95,17.28,Compound,None,,,,,,,,,,,
25,4.41,0,8.32,1.92,Compound,None,,,50,3.1,0,2.59,0.38,Artifact,Weak,,,75,2.23,0,2.14,0.72,Compound,None,,,100,1.2,0,0.82,0.08,Artifact,Weak,,,,,,,,,,,
