,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,10.2,0,1.28,0.49,Impurity,Weak,,,30,3.66,0,9.84,5.86,Compound,None,,,59,2.66,0.1,1.4,1.64,Solvent,Weak + C13_Sat,,,88,1.79,0,4.28,0.8,Impurity,Weak,,,117,0.97,0,1.74,0.22,Artifact,Weak,,
2,8.14,0,1.22,0.13,Artifact,Weak,,,31,3.65,0,5.4,2.17,Artifact,Weak,,,60,2.59,0,38.83,11.82,Artifact,Weak,,,89,1.75,0,1.84,0.81,Impurity,Weak,,,118,0.96,0.1,9,12.67,Compound,None,,
3,8.14,0,1.19,0.11,Artifact,Weak,,,32,3.64,0,2.43,0.74,Artifact,Weak,,,61,2.56,0.1,21.76,23.75,Artifact,Weak,,,90,1.56,0.2,36.09,111.36,Compound,None,,,119,0.91,0.1,5.91,3.91,Impurity,None,,
4,7.51,0,7,3.05,Impurity,None,,,33,3.57,0.1,1.22,0.88,Artifact,Weak,,,62,2.54,0.1,9.64,16.67,Artifact,Weak,,,91,1.54,0,6.11,1.88,Impurity,Weak,,,120,0.9,0,7.07,1.42,Impurity,Weak,,
5,7.49,0,5.85,2.99,Impurity,None,,,34,3.57,0,1.19,0.27,Artifact,Weak,,,63,2.52,0.1,1,1.51,Artifact,Weak,,,92,1.5,0,10.97,4.89,Compound,None,,,121,0.87,0,1.83,0.52,Impurity,Weak,,
6,7.26,0,9.2,2.2,Impurity,Weak,,,35,3.54,0.2,52.82,120.13,Compound,None,,,64,2.51,19.3,1.28,294.44,Solvent,None,,,93,1.41,0,2.32,0.38,Impurity,Weak,,,122,0.87,0.1,3.82,2.76,Compound,None,,
7,7.24,0,3.7,0.46,Impurity,Weak,,,36,3.51,4.9,1.96,116.85,Compound,None,,,65,2.5,53.6,1.81,1244.85,Solvent,None,,,94,1.37,0,18.79,3.9,Impurity,Weak,,,123,0.86,0,4.28,1.6,Compound,None,,
8,7.1,0.2,62.4,151.69,Compound,None,,,37,3.49,0.1,4.02,4.43,Artifact,Weak,,,66,2.5,80.5,1.73,1802.78,Solvent,None,,,95,1.34,0,0.66,0.05,Artifact,Weak,,,124,0.85,0.1,2.86,4.9,Compound,None,,
9,7.08,0.1,37.69,32.46,Compound,None,,,38,3.48,0.1,2.62,2.36,Artifact,Weak,,,67,2.5,53.9,1.68,1158.62,Solvent,None,,,96,1.33,0,1.37,0.18,Artifact,Weak,,,125,0.84,0,6.96,0.97,Impurity,Weak,,
10,6.53,0,1.01,0.2,Impurity,Weak,,,39,3.46,0,2.4,0.88,Artifact,Weak,,,68,2.49,20.9,1.38,333.6,Solvent,None,,,97,1.32,0,4.92,0.56,Artifact,Weak,,,126,0.84,0.1,6.61,8.54,Compound,None,,
11,6.52,0.1,1.51,1.22,Impurity,Weak,,,40,3.45,0,1.27,0.47,Artifact,Weak,,,69,2.42,0,0.83,0.12,Artifact,Weak,,,98,1.3,0,2.31,0.34,Artifact,Weak,,,127,0.82,0,2.75,1.43,Compound,Weak,,
12,5.49,0,21.13,7.39,Compound,None,,,41,3.45,0.1,4.06,4.56,Artifact,Weak,,,70,2.34,0.1,1.27,1.47,Solvent,Weak + C13_Sat,,,99,1.28,0,0.83,0.12,Artifact,Weak,,,128,0.81,0,1.74,0.54,Impurity,Weak,,
13,5.4,0,1.24,0.18,Impurity,Weak,,,42,3.44,0,1.96,0.32,Artifact,Weak,,,71,2.33,0.3,1.74,6.77,Solvent,Weak + C13_Sat,,,100,1.26,0.1,7.44,8.87,Compound,None,,,129,0.81,0.1,1.98,1.73,Compound,None,,
14,5.39,0,9.49,4.21,Impurity,None,,,43,3.44,0,0.74,0.11,Artifact,Weak,,,72,2.33,0.4,1.74,9.47,Solvent,Weak + C13_Sat,,,101,1.24,0.4,5.09,27.38,Compound,None,,,130,0.8,0.1,1.95,1.92,Compound,None,,
15,5.1,0,11.41,4,Impurity,None,,,44,3.42,0.2,2.89,4.55,Artifact,Weak,,,73,2.32,0.3,1.74,6.64,Solvent,Weak + C13_Sat,,,102,1.23,0.9,3.59,39.89,Compound,None,,,131,0.79,0.1,55.74,55.89,Compound,None,,
