,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
11,6.96,0.1,5.92,7.47,Compound,None,,,37,3.45,0.1,3.44,5.56,Artifact,Weak,,,63,2.49,28.7,1.77,628.7,Solvent,None,,,89,1.5,0,5.89,2.98,Compound,None,,,115,0.85,0,2.01,0.75,Compound,None,,
12,6.54,0,1.23,0.14,Impurity,Weak,,,38,3.44,0.1,2.81,3.18,Artifact,Weak,,,64,2.45,0,0.88,0.06,Artifact,Weak,,,90,1.49,0,7.43,2.52,Compound,None,,,116,0.84,0.1,23.9,30.28,Compound,None,,
13,6.53,0.1,1.56,2.13,Compound,None,,,39,3.42,0.1,2.84,5.33,Artifact,Weak,,,65,2.34,0.1,1.24,1.26,Solvent,Weak + C13_Sat,,,91,1.41,0.1,3.38,3.83,Compound,None,,,117,0.79,0,0.97,0.09,Artifact,Weak,,
14,6.52,0.9,1.71,18.55,Compound,None,,,40,3.42,0.1,3.03,5.19,Artifact,Weak,,,66,2.33,0.3,1.65,5.56,Solvent,Weak + C13_Sat,,,92,1.4,0,4.53,2.61,Compound,None,,,118,0.13,0,1.19,0.28,Impurity,Weak,,
15,6.19,0,0.44,0.03,Artifact,Weak,,,41,3.41,0.1,3.56,3.58,Artifact,Weak,,,67,2.33,0.4,1.92,10.64,Solvent,Weak + C13_Sat,,,93,1.39,0,10.34,2.31,Compound,None,,,119,0.09,0,0.61,0.04,Artifact,Weak,,
16,5.81,0,1,0.07,Artifact,Weak,,,42,3.39,0.2,66.22,207.94,Artifact,Weak,,,68,2.32,0.3,1.71,6.84,Solvent,Weak + C13_Sat,,,94,1.38,0,3.39,1.18,Compound,None,,,120,0.08,0.4,1.09,5.45,Compound,None,,
17,5.75,0,5.09,0.49,Artifact,Weak,,,43,3.23,0,2,0.21,Artifact,Weak,,,69,2.32,0.1,1.68,2.85,Solvent,Weak + C13_Sat,,,95,1.36,0,2.31,0.33,Compound,Weak,,,121,0.08,0.1,1.6,0.97,Compound,None,,
18,5.22,0,1.22,0.12,Impurity,Weak,,,44,3.21,0,1.55,0.32,Artifact,Weak,,,70,2.29,0,5.03,1.49,Compound,None,,,96,1.32,0,3.62,1.03,Compound,None,,,122,0.07,0,1.26,0.11,Impurity,Weak,,
19,4.41,0,7.77,1.9,Compound,None,,,45,3.2,0,1.15,0.15,Artifact,Weak,,,71,2.28,0,4.65,1.49,Compound,None,,,97,1.3,0,0.68,0.09,Impurity,Weak,,,123,0.07,0,1.2,0.5,Compound,None,,
20,4.4,0,2.64,0.38,Compound,None,,,46,3.19,0,1.59,0.21,Artifact,Weak,,,72,2.27,0,3.38,0.96,Compound,None,,,98,1.3,0,2.33,0.46,Impurity,None,,,124,0.07,0,2.39,0.69,Compound,None,,
21,4.36,0,2.41,0.32,Impurity,Weak,,,47,2.96,0,6.23,1.37,Compound,None,,,73,2.23,0,2.36,0.73,Compound,None,,,99,1.26,0,27.33,19.05,Compound,None,,,125,-1.51,0,0.62,0.04,Artifact,Weak,,
22,4.34,0,2.17,0.74,Impurity,None,,,48,2.77,0,17.23,3.01,Compound,None,,,74,2.21,0.1,2.83,2.16,Compound,None,,,100,1.25,0.3,6.63,22.99,Compound,None,,,126,-2.53,0,0.5,0.03,Artifact,Weak,,
23,4.33,0,1.85,0.22,Impurity,Weak,,,49,2.68,0.1,1.42,1.67,Solvent,Weak + C13_Sat,,,75,2.19,0,2.38,0.98,Compound,None,,,101,1.23,0.2,3.83,9.72,Compound,None,,,127,-2.99,0,0.7,0.06,Artifact,Weak,,
24,4.13,0,10.46,0.7,Artifact,Weak,,,50,2.67,0.3,1.68,5.98,Solvent,Weak + C13_Sat,,,76,2.18,0,5.64,0.76,Compound,None,,,102,1.21,0,0.96,0.09,Impurity,Weak,,,,,,,,,,,
25,4.03,0,5.06,1,Compound,None,,,51,2.67,0.4,1.68,9.27,Solvent,Weak + C13_Sat,,,77,2.16,0,1.02,0.09,Artifact,Weak,,,103,1.16,0,0.73,0.07,Impurity,Weak,,,,,,,,,,,
26,3.83,0,9.7,0.79,Impurity,Weak,,,52,2.66,0.3,1.76,7.21,Solvent,Weak + C13_Sat,,,78,2.08,0,1.43,0.16,Impurity,Weak,,,104,1.15,0,3.65,1.98,Compound,None,,,,,,,,,,,
