,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14,0,0.5,0.05,Artifact,Weak,,,27,3.72,0,15.8,1.53,Compound,None,,,53,2.66,0.1,1.74,3.23,Solvent,Weak + C13_Sat,,,79,2.07,0,19.26,3.06,Compound,None,,,105,1.12,0,0.82,0.08,Impurity,Weak,,
2,12.8,0,0.64,0.04,Artifact,Weak,,,28,3.66,0,2.35,0.47,Compound,None,,,54,2.58,0,40.23,5.51,Artifact,Weak,,,80,2.04,0,4.25,1.4,Compound,None,,,106,1.11,0,3.3,0.45,Impurity,Weak,,
3,10.2,0,1.54,0.21,Impurity,Weak,,,29,3.65,0,4.7,1.14,Compound,None,,,55,2.56,0,0.27,0.02,Artifact,Weak,,,81,2.01,0,4.06,0.79,Impurity,None,,,107,1.07,0.1,1.05,0.69,Compound,None,,
4,9.66,0,1.73,0.15,Artifact,Weak,,,30,3.63,0,2.78,0.3,Compound,None,,,56,2.56,0.1,30.95,30.61,Artifact,Weak,,,82,1.94,0,0.42,0.03,Artifact,Weak,,,108,1.05,0.1,0.9,1.21,Compound,None,,
5,8.13,0,1.34,0.4,Impurity,None,,,31,3.57,0,1.22,0.62,Impurity,None,,,57,2.55,0,17.36,4.49,Artifact,Weak,,,83,1.91,0.1,1.08,1.56,Compound,None,,,109,1.04,1.3,3.9,57.97,Compound,None,,
6,8.02,0,0.97,0.08,Artifact,Weak,,,32,3.52,0,2.16,0.35,Impurity,Weak,,,58,2.52,0.1,0.88,0.65,Artifact,Weak,,,84,1.9,0,1.26,0.28,Compound,None,,,110,1.03,1.3,3.74,62.01,Compound,None,,
7,7.71,0,2.56,0.27,Artifact,Weak,,,33,3.51,0.1,4.39,5.92,Artifact,Weak,,,59,2.51,16.7,1.33,228.14,Solvent,None,,,85,1.86,0,30.28,5.71,Compound,None,,,111,1.01,0.1,3.03,5.84,Compound,None,,
8,7.22,0.1,6.42,8.1,Compound,None,,,34,3.49,0.2,4.6,9.11,Artifact,Weak,,,60,2.5,52.2,1.72,1158.54,Solvent,None,,,86,1.75,0,0.95,0.08,Artifact,Weak,,,112,1,0.1,2.57,4.63,Compound,None,,
9,7.09,0.1,6.12,7.48,Compound,None,,,35,3.48,0.2,4.15,8.46,Artifact,Weak,,,61,2.5,79.3,1.68,1698.92,Solvent,None,,,87,1.54,0,11.15,3.72,Compound,None,,,113,0.99,0,0.96,0.1,Impurity,Weak,,
10,6.98,0,11.22,2.16,Compound,None,,,36,3.46,0.1,3.34,2.71,Artifact,Weak,,,62,2.5,60.1,1.69,1258.64,Solvent,None,,,88,1.52,0,6.57,2.86,Compound,None,,,114,0.86,0,1.44,0.75,Compound,None,,
