,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
18,5.14,0,4.21,0.29,Artifact,Weak,,,46,3.24,0,2.08,0.26,Artifact,Weak,,,74,2.32,0.3,1.75,6.34,Solvent,Weak + C13_Sat,,,102,1.23,0.2,3.41,7.93,Compound,None,,,130,0.85,0,2.49,1.56,Compound,None,,
19,5.12,0,0.85,0.05,Artifact,Weak,,,47,3.17,0,3.99,0.74,Artifact,Weak,,,75,2.32,0.1,1.38,1.54,Solvent,Weak + C13_Sat,,,103,1.22,0,2.13,0.43,Impurity,None,,,131,0.84,0,9.37,6.41,Compound,None,,
20,4.63,0,5.71,0.48,Artifact,Weak,,,48,3.16,0,1.2,0.13,Artifact,Weak,,,76,2.3,0,4.32,0.31,Impurity,Weak,,,104,1.18,0,1.42,0.23,Impurity,None,,,132,0.79,0,65.13,12.8,Compound,None,,
21,4.58,0,10.13,0.85,Artifact,Weak,,,49,3.1,0,4.89,0.65,Artifact,Weak,,,77,2.28,0,2.67,0.24,Impurity,Weak,,,105,1.16,0,1.83,0.15,Compound,Weak,,,133,0.13,0,1.03,0.18,Impurity,None,,
22,4.55,0,2.93,0.27,Artifact,Weak,,,50,2.96,0,1.21,0.17,Compound,None,,,78,2.23,0,2.89,0.69,Compound,None,,,106,1.15,0.1,3.82,2.72,Compound,None,,,134,0.08,0.3,1.03,3.68,Compound,None,,
23,4.36,0,2.6,0.25,Compound,None,,,51,2.95,0,4.85,1.27,Compound,None,,,79,2.21,0,2.29,1.1,Compound,None,,,107,1.13,0,2.09,0.32,Compound,None,,,135,0.07,0,3.36,1.27,Compound,None,,
24,4.34,0,2.14,0.5,Compound,None,,,52,2.94,0,3.9,0.76,Compound,None,,,80,2.19,0,2.53,0.55,Compound,None,,,108,1.11,0,7.71,1.99,Compound,None,,,136,-0.63,0,0.39,0.02,Artifact,Weak,,
25,4.33,0,2.13,0.32,Compound,None,,,53,2.93,0,2.53,0.51,Compound,None,,,81,2.13,0,0.81,0.08,Impurity,Weak,,,109,1.11,0,1.34,0.34,Compound,None,,,137,-1.49,0,0.64,0.04,Artifact,Weak,,
26,4.32,0,2.57,0.24,Artifact,Weak,,,54,2.92,0,6.05,1.89,Compound,None,,,82,2.12,0,1.17,0.06,Artifact,Weak,,,110,1.1,0,2.14,0.45,Compound,None,,,138,-1.89,0,0.53,0.04,Artifact,Weak,,
27,4.31,0,1.63,0.26,Impurity,None,,,55,2.9,0,1.22,0.11,Artifact,Weak,,,83,2.09,0,0.93,0.12,Compound,None,,,111,1.07,0.1,1.03,0.98,Compound,None,,,139,-3.15,0,0.6,0.03,Artifact,Weak,,
28,4.03,0,10.08,1.43,Compound,None,,,56,2.76,0,18.16,3.3,Compound,None,,,84,2.08,0,1.17,0.5,Compound,None,,,112,1.06,0,1.65,0.34,Compound,None,,,,,,,,,,,
