,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
15,5.94,0,0.65,0.05,Artifact,Weak,,,41,3.44,0,2.78,1.71,Artifact,Weak,,,67,2.33,0.3,1.83,6.43,Solvent,Weak + C13_Sat,,,93,1.23,0.2,3.16,8.94,Compound,None,,,119,0.83,0,1.11,0.08,Artifact,Weak,,
16,5.82,0,1.18,0.09,Artifact,Weak,,,42,3.44,0,1.31,0.53,Artifact,Weak,,,68,2.33,0.4,2.08,11.87,Solvent,Weak + C13_Sat,,,94,1.21,0,4.66,0.76,Impurity,None,,,120,0.82,0,9.03,4.68,Compound,None,,
17,5.75,0,1.94,0.18,Artifact,Weak,,,43,3.42,0.1,2.48,2.74,Artifact,Weak,,,69,2.32,0.3,1.76,6.09,Solvent,Weak + C13_Sat,,,95,1.18,0,1.51,0.39,Impurity,None,,,121,0.71,0,1.6,0.13,Artifact,Weak,,
18,5.39,0,11.1,0.93,Artifact,Weak,,,44,3.42,0,2.87,1.49,Artifact,Weak,,,70,2.32,0.1,1.43,1.61,Solvent,Weak + C13_Sat,,,96,1.16,0,2.32,1.15,Compound,None,,,122,0.13,0,1.16,0.29,Impurity,None,,
19,5.32,0,5.03,0.48,Artifact,Weak,,,45,3.41,0,2.32,0.68,Artifact,Weak,,,71,2.28,0,4.08,0.63,Compound,None,,,97,1.16,0,2.08,1,Compound,None,,,123,0.08,0.4,1.19,5.57,Compound,None,,
20,5.26,0,2.38,0.27,Impurity,Weak,,,46,3.4,0,19.05,2.54,Artifact,Weak,,,72,2.26,0,2.23,0.18,Compound,None,,,98,1.14,0.1,2.99,2.94,Compound,None,,,124,0.07,0,1.03,0.14,Compound,None,,
21,5.11,0,1.51,0.16,Impurity,Weak,,,47,3.2,0,1.02,0.1,Artifact,Weak,,,73,2.23,0,3.08,1.11,Compound,None,,,99,1.12,0,3.82,1.19,Compound,None,,,125,0.07,0,1.68,0.74,Compound,None,,
22,5.03,0,290.33,136.32,Compound,None,,,48,2.95,0,11.6,1.61,Compound,None,,,74,2.21,0.1,3.43,3.27,Compound,None,,,100,1.11,0,2.7,0.48,Compound,None,,,126,0.06,0,0.87,0.07,Artifact,Weak,,
23,4.57,0,1.15,0.06,Artifact,Weak,,,49,2.94,0,1.31,0.16,Compound,Weak,,,75,2.19,0,3.85,1.77,Compound,None,,,101,1.11,0,1.24,0.2,Compound,None,,,127,0.06,0,0.67,0.05,Artifact,Weak,,
24,4.45,0,9.33,1.12,Compound,None,,,50,2.79,0,1.01,0.07,Artifact,Weak,,,76,2.18,0,1.86,0.29,Compound,None,,,102,1.1,0,2.27,0.29,Impurity,Weak,,,128,0.01,0,0.85,0.05,CS Reference,Weak,,
25,4.36,0,1.83,0.49,Compound,None,,,51,2.78,0,2.45,0.15,Artifact,Weak,,,77,2.08,0,1.48,0.28,Impurity,None,,,103,1.08,0,1.41,0.18,Compound,Weak,,,,,,,,,,,
26,4.34,0,2.45,1.32,Compound,None,,,52,2.77,0,10.71,3.58,Compound,None,,,78,2.06,0,1.67,0.24,Impurity,Weak,,,104,1.07,0.1,1.09,1.86,Compound,None,,,,,,,,,,,
