,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,11.72,0,1.44,0.14,Impurity,Weak,,,27,3.76,0,2.29,0.23,Impurity,Weak,,,53,2.92,0,8.7,1.14,Compound,None,,,79,2.21,0.1,2.53,2.38,Compound,None,,,105,1.15,0.1,3.74,2.49,Compound,None,,
2,10.2,0,1.5,0.52,Impurity,None,,,28,3.75,0,1.52,0.21,Impurity,Weak,,,54,2.77,0,3.88,1.01,Compound,None,,,80,2.2,0,6.61,0.57,Artifact,Weak,,,106,1.12,0,4.91,0.54,Compound,None,,
3,9.65,0,1.42,0.1,Artifact,Weak,,,29,3.67,0,112.32,63.25,Artifact,Weak,,,55,2.75,0,3.2,0.72,Compound,None,,,81,2.19,0,2.27,1.19,Compound,None,,,107,1.11,0,2.62,0.3,Compound,Weak,,
4,9.63,0,0.84,0.07,Artifact,Weak,,,30,3.57,0,1.42,0.1,Artifact,Weak,,,56,2.7,0,0.63,0.04,Artifact,Weak,,,82,2.18,0,1.58,0.21,Compound,Weak,,,108,1.11,0,1.45,0.39,Compound,None,,
5,8.31,0,0.61,0.04,Artifact,Weak,,,31,3.55,0,9.53,2.73,Artifact,Weak,,,57,2.68,0.1,1.56,2.03,Solvent,Weak + C13_Sat,,,83,2.08,0,1.22,0.25,Impurity,Weak,,,109,1.09,0,15.81,2.51,Compound,None,,
6,8.14,0,1.39,0.1,Artifact,Weak,,,32,3.53,0,1.87,0.2,Artifact,Weak,,,58,2.67,0.3,1.92,7.14,Solvent,Weak + C13_Sat,,,84,2.07,0,1.08,0.55,Impurity,None,,,110,1.07,0.3,1.14,4.6,Compound,None,,
7,8.02,0,0.85,0.05,Artifact,Weak,,,33,3.52,0,1.1,0.09,Artifact,Weak,,,59,2.67,0.4,1.8,9.28,Solvent,Weak + C13_Sat,,,85,2.04,0,1.87,0.15,Artifact,Weak,,,111,1.05,0.7,1.23,10.99,Compound,None,,
8,7.11,0.2,93.26,192.88,Compound,None,,,34,3.5,0.6,2.57,18.02,Compound,None,,,60,2.66,0.3,1.8,6.65,Solvent,Weak + C13_Sat,,,86,1.91,0.1,1.19,1.11,Compound,None,,,112,1.05,0.2,2.29,6.07,Compound,None,,
9,6.52,0,1.53,0.28,Impurity,Weak,,,35,3.49,0,2.28,0.83,Artifact,Weak,,,61,2.66,0.1,1.46,1.68,Solvent,Weak + C13_Sat,,,87,1.85,0,34.46,1.74,Artifact,Weak,,,113,1.04,0.6,1.79,13.33,Compound,None,,
10,5.26,0,2.02,0.2,Artifact,Weak,,,36,3.48,0.1,11.34,12.61,Artifact,Weak,,,62,2.52,0,2.13,0.58,Artifact,Weak,,,88,1.83,0,0.48,0.03,Artifact,Weak,,,114,1.04,0.4,1.36,7.24,Compound,None,,
11,5.22,0,3.89,0.36,Impurity,Weak,,,37,3.47,0,1.71,0.8,Artifact,Weak,,,63,2.51,18.2,1.38,279.85,Solvent,None,,,89,1.75,0,1.75,0.18,Impurity,Weak,,,115,1.03,0.2,2.04,5.21,Compound,None,,
12,5.14,0,3.85,0.28,Artifact,Weak,,,38,3.46,0,1.55,0.19,Artifact,Weak,,,64,2.5,55.2,1.97,1447.81,Solvent,None,,,90,1.54,0,3.76,0.65,Compound,None,,,116,1.03,0.5,1.68,10.9,Compound,None,,
13,5.11,0,4.24,0.33,Artifact,Weak,,,39,3.46,0,1.41,0.31,Artifact,Weak,,,65,2.5,76.8,1.85,1844.94,Solvent,None,,,91,1.52,0,6.73,2.87,Compound,None,,,117,1.02,0.1,3.22,2.43,Compound,None,,
14,4.97,0,254.38,73.44,Compound,None,,,40,3.45,0.1,1.65,2.55,Artifact,Weak,,,66,2.5,53.8,1.8,1230.36,Solvent,None,,,92,1.5,0,6.15,3.65,Compound,None,,,118,1,0,3.32,1.25,Compound,None,,
15,4.36,0.1,2.2,1.47,Compound,None,,,41,3.45,0,2.82,1.43,Artifact,Weak,,,67,2.49,19,1.39,277.03,Solvent,None,,,93,1.49,0,4.54,1.33,Compound,None,,,119,0.99,0,1.58,0.19,Compound,Weak,,
16,4.34,0.1,2.22,3.53,Compound,None,,,42,3.44,0.1,1.94,3.15,Artifact,Weak,,,68,2.45,0,0.96,0.05,Artifact,Weak,,,94,1.35,0,2.04,0.44,Impurity,None,,,120,0.89,0,5.48,1.12,Compound,None,,
17,4.33,0.1,2.13,2.42,Compound,None,,,43,3.44,0.1,1.61,2.39,Artifact,Weak,,,69,2.41,0,1.28,0.07,Artifact,Weak,,,95,1.32,0,2.56,0.21,Impurity,Weak,,,121,0.87,0,5.3,2.39,Compound,None,,
18,4.32,0,1.92,0.16,Artifact,Weak,,,44,3.42,0.2,2.24,5.58,Artifact,Weak,,,70,2.39,0,0.51,0.04,Artifact,Weak,,,96,1.3,0,3.2,0.39,Impurity,Weak,,,122,0.86,0,2.66,1.45,Compound,None,,
19,4.31,0,1.59,0.27,Impurity,Weak,,,45,3.42,0.1,2.43,2.19,Artifact,Weak,,,71,2.35,0,2.06,0.22,Impurity,Weak,,,97,1.28,0,1.58,0.29,Compound,Weak,,,123,0.85,0,2.37,1.19,Compound,None,,
20,4.29,0,3.1,0.27,Artifact,Weak,,,46,3.41,0,4.15,1.2,Artifact,Weak,,,72,2.34,0.1,1.52,1.89,Solvent,Weak + C13_Sat,,,98,1.26,0.1,8.42,7.7,Compound,None,,,124,0.85,0,5.97,3.83,Compound,None,,
21,4.04,0,2.28,0.36,Compound,None,,,47,3.41,0.1,2.52,2.36,Artifact,Weak,,,73,2.33,0.3,1.8,6.32,Solvent,Weak + C13_Sat,,,99,1.24,0.1,4.06,6.23,Compound,None,,,125,0.84,0,20.03,14.33,Compound,None,,
22,4.02,0,10.94,1.49,Compound,None,,,48,3.4,0,67.31,5.85,Artifact,Weak,,,74,2.33,0.4,2.04,11.93,Solvent,Weak + C13_Sat,,,100,1.23,0.2,3.88,12.37,Compound,None,,,126,0.08,0,1.11,0.08,Artifact,Weak,,
23,3.94,0,12.44,3.47,Compound,None,,,49,3.21,0,147.25,11.93,Artifact,Weak,,,75,2.32,0.3,1.63,5.26,Solvent,Weak + C13_Sat,,,101,1.21,0,4.29,0.98,Compound,None,,,127,0.07,0,1.91,0.55,Impurity,None,,
24,3.79,0,0.89,0.07,Impurity,Weak,,,50,3.17,0,2.33,0.32,Artifact,Weak,,,76,2.32,0.1,1.6,2.18,Solvent,Weak + C13_Sat,,,102,1.21,0,1.91,0.18,Compound,Weak,,,128,-0.71,0,0.92,0.05,Artifact,Weak,,
25,3.78,0,1.12,0.1,Artifact,Weak,,,51,3.16,0,2.17,0.43,Artifact,Weak,,,77,2.28,0,1.2,0.09,Artifact,Weak,,,103,1.19,0,1.36,0.22,Impurity,Weak,,,,,,,,,,,
26,3.78,0,1.21,0.15,Impurity,Weak,,,52,2.94,0,8,1.95,Compound,None,,,78,2.23,0,2.88,0.97,Compound,None,,,104,1.16,0,1.64,0.11,Artifact,Weak,,,,,,,,,,,
