,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,12.87,0,0.69,0.05,Artifact,Weak,,,27,4.34,0,1.2,0.66,Impurity,None,,,53,3.17,0,1.69,0.86,Compound,None,,,79,2.21,0,3.44,0.97,Compound,None,,,105,1.03,0.3,3.4,11.93,Compound,None,,
2,12.61,0,1,0.05,Artifact,Weak,,,28,4.33,0,1.17,0.33,Impurity,None,,,54,2.96,0,0.96,0.13,Impurity,Weak,,,80,2.2,0,1.37,0.2,Compound,None,,,106,1.02,0,1.88,0.42,Compound,None,,
3,12.29,0,0.78,0.05,Artifact,Weak,,,29,4.32,0,1.44,0.21,Impurity,Weak,,,55,2.95,0,0.65,0.05,Artifact,Weak,,,81,2.18,0,1.22,0.17,Impurity,Weak,,,107,0.99,0,1.48,0.16,Impurity,Weak,,
4,11.89,0,0.47,0.03,Artifact,Weak,,,30,4.31,0,1.96,0.37,Impurity,None,,,56,2.94,0,22.25,7.6,Compound,None,,,82,2.16,0,0.78,0.07,Artifact,Weak,,,108,0.98,0,0.85,0.04,Artifact,Weak,,
5,11.76,0,0.78,0.05,Artifact,Weak,,,31,4.29,0,0.85,0.06,Artifact,Weak,,,57,2.92,0,0.77,0.09,Impurity,Weak,,,83,2.13,0,1.28,0.08,Artifact,Weak,,,109,0.89,0,0.82,0.09,Impurity,Weak,,
6,11.72,0,0.74,0.09,Impurity,Weak,,,32,4.03,0,14.74,2.05,Compound,None,,,58,2.76,0,23.25,2.8,Compound,None,,,84,2.12,0,1.34,0.11,Impurity,Weak,,,110,0.87,0,54.26,24.59,Compound,None,,
7,10.65,0,0.48,0.03,Artifact,Weak,,,33,3.95,0,10.35,3.02,Compound,None,,,59,2.68,0.1,1.39,2.2,Solvent,Weak + C13_Sat,,,85,2.08,0,0.81,0.11,Impurity,Weak,,,111,0.86,0.1,2.1,1.48,Compound,None,,
8,10.2,0,1.14,0.25,Impurity,None,,,34,3.59,0,0.75,0.04,Artifact,Weak,,,60,2.67,0.3,1.57,6.44,Solvent,Weak + C13_Sat,,,86,1.91,0.1,0.99,1.23,Compound,None,,,112,0.86,0,1.13,0.59,Compound,None,,
9,9.57,0,0.67,0.06,Artifact,Weak,,,35,3.57,0,1.09,0.15,Compound,None,,,61,2.67,0.5,1.45,8.27,Solvent,Weak + C13_Sat,,,87,1.52,0,2.96,0.3,Compound,None,,,113,0.85,0,1.85,0.71,Compound,None,,
10,9.49,0,0.71,0.05,Artifact,Weak,,,36,3.55,0,5.85,1.13,Compound,None,,,62,2.66,0.3,1.55,6.33,Solvent,Weak + C13_Sat,,,88,1.5,0,20.89,4.69,Compound,None,,,114,0.85,0,2.1,1.36,Compound,None,,
11,9.44,0,0.7,0.05,Artifact,Weak,,,37,3.53,0,2.11,0.24,Compound,None,,,63,2.66,0.1,1.11,1.21,Solvent,Weak + C13_Sat,,,89,1.43,0,0.78,0.04,Artifact,Weak,,,115,0.83,0.1,22.1,15.59,Compound,None,,
12,9.16,0,0.8,0.06,Artifact,Weak,,,38,3.51,0.4,2.41,12.33,Compound,None,,,64,2.65,0,0.56,0.04,Artifact,Weak,,,90,1.36,0,17.21,6.36,Compound,None,,,116,0.74,0,0.72,0.05,Artifact,Weak,,
13,8.49,0,0.84,0.06,Artifact,Weak,,,39,3.49,0,2.51,0.8,Compound,None,,,65,2.52,0.2,1.01,2.1,Artifact,Weak,,,91,1.3,0,1.71,0.23,Impurity,Weak,,,117,0.13,0,1.11,0.21,Impurity,Weak,,
14,8.13,0,1.37,0.17,Impurity,Weak,,,40,3.48,0,5.03,1.98,Compound,None,,,66,2.51,24.8,1.42,411.12,Solvent,None,,,92,1.26,0,1.33,0.16,Impurity,Weak,,,118,0.08,0.3,1.01,3.54,Compound,None,,
