,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
15,7.85,0,0.24,0.01,Artifact,Weak,,,41,3.47,0,3.33,1.34,Compound,None,,,67,2.5,57.8,1.45,1037.62,Solvent,None,,,93,1.24,0.1,11.92,20.9,Compound,None,,,119,0.07,0,3.1,1.3,Compound,None,,
16,7.23,0.1,11.29,8.33,Compound,None,,,42,3.46,0,0.62,0.06,Artifact,Weak,,,68,2.5,86.6,1.53,1684.47,Solvent,None,,,94,1.23,0.2,3.27,9.84,Compound,None,,,120,-0.22,0,0.62,0.04,Artifact,Weak,,
17,7.1,0.1,11.23,8.71,Compound,None,,,43,3.45,0,1.12,0.3,Compound,Weak,,,69,2.5,54.7,1.38,919.57,Solvent,None,,,95,1.15,0,3.11,1.71,Compound,None,,,121,-0.31,0,0.62,0.03,Artifact,Weak,,
18,6.97,0.1,11.98,8.9,Compound,None,,,44,3.45,0,3.11,1.33,Compound,None,,,70,2.49,22.1,1.41,305.95,Solvent,None,,,96,1.14,0,0.82,0.12,Impurity,Weak,,,122,-0.38,0,0.72,0.04,Artifact,Weak,,
19,6.53,0,0.87,0.13,Impurity,Weak,,,45,3.44,0,1.37,0.51,Compound,None,,,71,2.35,0,4.28,0.61,Impurity,None,,,97,1.12,0,0.81,0.11,Impurity,Weak,,,123,-0.47,0,0.6,0.04,Artifact,Weak,,
20,6.52,0.1,1.24,0.89,Compound,None,,,46,3.44,0,1.1,0.4,Compound,None,,,72,2.34,0.1,1.45,2.62,Solvent,Weak + C13_Sat,,,98,1.11,0,1.05,0.15,Impurity,Weak,,,124,-0.56,0,0.62,0.04,Artifact,Weak,,
21,6.45,0,0.83,0.06,Artifact,Weak,,,47,3.43,0,3.21,0.56,Artifact,Weak,,,73,2.33,0.3,1.57,6.64,Solvent,Weak + C13_Sat,,,99,1.07,0.1,0.97,0.77,Compound,None,,,125,-1.01,0,0.68,0.04,Artifact,Weak,,
22,5.75,0,0.74,0.08,Impurity,Weak,,,48,3.42,0.1,1.83,1.73,Artifact,Weak,,,74,2.33,0.5,1.55,9.44,Solvent,Weak + C13_Sat,,,100,1.06,0,2.23,0.47,Compound,None,,,126,-2.39,0,0.55,0.05,Artifact,Weak,,
23,5.26,0,1.06,0.07,Artifact,Weak,,,49,3.42,0,2.19,1.16,Artifact,Weak,,,75,2.32,0.3,1.45,5.47,Solvent,Weak + C13_Sat,,,101,1.05,0.1,1.04,1.75,Compound,None,,,,,,,,,,,
24,5.14,0,0.86,0.06,Artifact,Weak,,,50,3.41,0,4.36,2.08,Artifact,Weak,,,76,2.32,0.1,1.29,1.86,Solvent,Weak + C13_Sat,,,102,1.05,0.2,2.54,6.98,Compound,None,,,,,,,,,,,
25,5.11,0,1.47,0.14,Artifact,Weak,,,51,3.38,0,1.3,0.17,Artifact,Weak,,,77,2.28,0,3.48,0.35,Impurity,Weak,,,103,1.04,0.2,2.27,5.45,Compound,None,,,,,,,,,,,
26,4.36,0,1.26,0.31,Impurity,None,,,52,3.22,0,0.62,0.05,Artifact,Weak,,,78,2.23,0,2.03,0.26,Compound,None,,,104,1.04,0.1,0.83,0.51,Compound,None,,,,,,,,,,,
