,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,15.14,0,0.44,0.03,Artifact,Weak,,,28,3.63,0,3.53,0.42,Compound,None,,,55,2.77,0,1.54,0.15,Artifact,Weak,,,82,2.13,0,0.54,0.04,Artifact,Weak,,,109,1.11,0,1.9,0.35,Impurity,Weak,,
2,12.44,0,0.62,0.05,Artifact,Weak,,,29,3.62,0,1.48,0.23,Impurity,Weak,,,56,2.69,0,5.48,1.28,Compound,None,,,83,2.12,0,0.46,0.04,Artifact,Weak,,,110,1.07,0,0.93,0.37,Impurity,Weak,,
3,11.72,0,0.78,0.06,Artifact,Weak,,,30,3.59,0,4.89,0.67,Artifact,Weak,,,57,2.68,0.1,1.54,2.24,Solvent,Weak + C13_Sat,,,84,2.08,0,0.94,0.17,Impurity,Weak,,,111,1.04,1.8,3.29,64.62,Compound,None,,
4,11.07,0,2.5,0.21,Artifact,Weak,,,31,3.57,0,1.21,0.45,Artifact,Weak,,,58,2.67,0.3,1.76,6.53,Solvent,Weak + C13_Sat,,,85,2.05,0,15.12,4.23,Compound,None,,,112,1.03,2,4.05,94.09,Compound,None,,
5,10.64,0,0.59,0.04,Artifact,Weak,,,32,3.57,0,0.6,0.08,Artifact,Weak,,,59,2.67,0.4,1.79,10.34,Solvent,Weak + C13_Sat,,,86,2.04,0,2.22,0.32,Compound,None,,,113,1.01,0.3,2.6,8.64,Compound,None,,
6,10.2,0,1.7,0.21,Impurity,Weak,,,33,3.51,0.1,24.38,19.26,Artifact,Weak,,,60,2.66,0.3,1.72,6.53,Solvent,Weak + C13_Sat,,,87,2.02,0,7.36,1.81,Compound,None,,,114,1.01,0.1,3.33,2.23,Compound,None,,
7,9.66,0,0.83,0.07,Artifact,Weak,,,34,3.51,0.2,4.56,10.08,Artifact,Weak,,,61,2.66,0.1,1.59,2.38,Solvent,Weak + C13_Sat,,,88,1.91,0.2,1.05,2.64,Compound,None,,,115,1,0.2,2.08,6.14,Compound,None,,
8,8.13,0,2.52,0.4,Impurity,None,,,35,3.49,0.2,4.26,13.42,Artifact,Weak,,,62,2.62,0,0.7,0.06,Artifact,Weak,,,89,1.86,0,31.38,8.78,Compound,None,,,116,0.99,0,9.52,4.39,Compound,Weak,,
9,7.26,0,0.59,0.05,Artifact,Weak,,,36,3.48,0.3,3.85,12.42,Artifact,Weak,,,63,2.52,0.1,0.91,1.1,Artifact,Weak,,,90,1.53,0,19.36,10.06,Compound,None,,,117,0.87,0,6.46,0.62,Compound,Weak + C13_Sat,,
10,7.22,0.1,7.68,14.87,Compound,None,,,37,3.46,0.1,3.92,7.04,Artifact,Weak,,,64,2.51,18.6,1.31,270.07,Solvent,None,,,91,1.52,0,5.15,2.64,Compound,None,,,118,0.86,0.1,2.15,2.13,Compound,None,,
11,7.09,0.1,7,12.82,Compound,None,,,38,3.45,0.2,3.07,6.29,Artifact,Weak,,,65,2.5,49.9,1.74,1104.59,Solvent,None,,,92,1.5,0.1,6.87,6.13,Compound,None,,,119,0.84,0.1,31.73,30.2,Compound,None,,
12,7.02,0,0.6,0.05,Artifact,Weak,,,39,3.44,0.2,3.81,8.36,Artifact,Weak,,,66,2.5,83.7,1.99,2103.13,Solvent,None,,,93,1.49,0,4.56,2.02,Compound,None,,,120,0.84,0,2.47,1.01,Compound,None,,
13,6.99,0,0.59,0.06,Impurity,Weak,,,40,3.43,0.1,10.07,9.42,Artifact,Weak,,,67,2.5,51.8,1.51,981.8,Solvent,None,,,94,1.41,0.1,3.33,5.18,Compound,None,,,121,0.8,0,0.77,0.07,Artifact,Weak,,
14,6.96,0.1,6.24,9.56,Compound,None,,,41,3.42,0.2,3.13,7.41,Artifact,Weak,,,68,2.49,24.9,1.64,500.73,Solvent,None,,,95,1.39,0.1,4.01,3.94,Compound,None,,,122,0.79,0,1.18,0.12,Impurity,Weak,,
15,6.53,0,1.68,0.18,Compound,None,,,42,3.42,0.2,3.43,6.82,Artifact,Weak,,,69,2.43,0.2,38.96,108.14,Artifact,Weak,,,96,1.38,0.1,5.81,4.52,Compound,None,,,123,0.78,0,1.98,0.29,Impurity,Weak,,
16,6.52,0.1,1.52,1.45,Compound,None,,,43,3.41,0.1,2.71,3.84,Artifact,Weak,,,70,2.37,0.1,287.16,198.82,Compound,None,,,97,1.35,0,2.31,0.49,Compound,None,,,124,0.13,0,1.03,0.19,Impurity,Weak,,
17,5.98,0,0.46,0.03,Artifact,Weak,,,44,3.4,0.1,2.52,1.75,Artifact,Weak,,,71,2.34,0.1,1.31,1.39,Solvent,Weak + C13_Sat,,,98,1.33,0,0.71,0.05,Artifact,Weak,,,125,0.09,0,0.68,0.05,Artifact,Weak,,
18,5.25,0,12.08,1.42,Compound,None,,,45,3.38,0.9,64.21,858.75,Artifact,Weak,,,72,2.33,0.3,1.78,6.69,Solvent,Weak + C13_Sat,,,99,1.32,0,3.27,1.65,Compound,None,,,126,0.08,0.3,1.14,4.73,Compound,None,,
19,5.1,0,27.05,2.32,Artifact,Weak,,,46,3.23,0,1.9,0.57,Artifact,Weak,,,73,2.33,0.4,1.77,9.33,Solvent,Weak + C13_Sat,,,100,1.3,0,1.65,0.26,Compound,None,,,127,0.07,0,1.14,0.24,Compound,Weak,,
20,4.43,0,21.98,1.41,Artifact,Weak,,,47,3.21,0,2.01,0.69,Artifact,Weak,,,74,2.32,0.3,1.77,6.96,Solvent,Weak + C13_Sat,,,101,1.3,0,2.1,0.28,Impurity,Weak,,,128,0.07,0,0.75,0.14,Impurity,Weak,,
21,4.41,0,7.85,2.06,Compound,None,,,48,3.2,0,2.01,0.45,Artifact,Weak,,,75,2.32,0.1,1.53,2.23,Solvent,Weak + C13_Sat,,,102,1.26,0,16.6,9.41,Compound,None,,,129,0.07,0.1,2.03,1.38,Compound,None,,
22,4.4,0,1.51,0.21,Compound,Weak,,,49,3.19,0,1.7,0.32,Artifact,Weak,,,76,2.29,0,2.35,0.64,Impurity,None,,,103,1.25,0.3,6.21,29.08,Compound,None,,,130,-0.43,0,0.67,0.04,Artifact,Weak,,
23,4.34,0,2.02,0.34,Impurity,None,,,50,3.08,0,0.81,0.07,Artifact,Weak,,,77,2.23,0,2.41,0.98,Compound,None,,,104,1.23,0.3,3.83,13.65,Compound,None,,,131,-1.53,0,0.59,0.04,Artifact,Weak,,
24,4.33,0,1.08,0.08,Artifact,Weak,,,51,2.96,0,1.21,0.11,Artifact,Weak,,,78,2.21,0.1,2.08,1.98,Compound,None,,,105,1.21,0,11.92,2.84,Compound,None,,,132,-3.2,0,0.49,0.03,Artifact,Weak,,
25,3.81,0,178.39,46.11,Compound,None,,,52,2.95,0,1.27,0.24,Impurity,Weak,,,79,2.19,0,2.91,1.74,Compound,None,,,106,1.18,0,2.22,0.25,Compound,Weak + C13_Sat,,,,,,,,,,,
26,3.66,0,2.78,0.59,Compound,None,,,53,2.95,0,2.01,0.22,Impurity,Weak,,,80,2.18,0,2.48,0.54,Compound,None,,,107,1.14,0,3.3,1.68,Compound,None,,,,,,,,,,,
27,3.65,0,3.81,1.15,Compound,None,,,54,2.92,0,1.53,0.15,Artifact,Weak,,,81,2.16,0,2.71,0.46,Impurity,None,,,108,1.11,0,1.47,0.09,Artifact,Weak,,,,,,,,,,,
