,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
18,6.55,0,0.55,0.05,Artifact,Weak,,,47,3.52,0.5,72.81,580.46,Artifact,Weak,,,76,2.49,21.5,1.61,409.82,Solvent,None,,,105,1.5,0.1,5.05,3.48,Compound,None,,,134,0.85,0.1,4.77,4.25,Compound,None,,
19,6.52,0.1,1.72,1.17,Impurity,None,,,48,3.51,2.4,1.94,57.73,Compound,None,,,77,2.46,0.3,17.13,74.64,Artifact,Weak,,,106,1.49,0,9.05,6,Compound,None,,,135,0.83,0.1,57.24,80.19,Compound,None,,
20,5.79,0,0.95,0.1,Artifact,Weak,,,49,3.49,0.1,4.4,8.65,Artifact,Weak,,,78,2.41,0.1,99.24,152.93,Artifact,Weak,,,107,1.41,0.1,3.54,4.73,Compound,None,,,136,0.82,0,2.49,0.93,Compound,None,,
21,5.75,0,3.89,0.44,Artifact,Weak,,,50,3.48,0.2,3.43,6.93,Artifact,Weak,,,79,2.34,0.1,1.34,1.35,Solvent,Weak + C13_Sat,,,108,1.39,0.1,4.88,6.52,Compound,None,,,137,0.71,0,1.51,0.27,Impurity,Weak,,
22,5.49,0,26.13,3.1,Artifact,Weak,,,51,3.47,0,1.03,0.4,Artifact,Weak,,,80,2.33,0.3,1.84,6.42,Solvent,Weak + C13_Sat,,,109,1.37,0,3.34,0.95,Compound,None,,,138,0.13,0,1.34,0.23,Impurity,Weak,,
23,5.33,0,2.37,0.31,Impurity,Weak,,,52,3.46,0.1,2.85,2.48,Artifact,Weak,,,81,2.33,0.4,2,10.77,Solvent,Weak + C13_Sat,,,110,1.35,0,1.24,0.15,Impurity,Weak,,,139,0.08,0.3,1.39,5.26,Compound,None,,
24,5.32,0,2.69,0.52,Impurity,Weak,,,53,3.46,0,1.29,0.47,Artifact,Weak,,,82,2.32,0.3,1.84,6.55,Solvent,Weak + C13_Sat,,,111,1.32,0,4.98,1.22,Impurity,None,,,140,0.07,0,4.49,2.2,Compound,None,,
25,5.11,0,1.58,0.16,Artifact,Weak,,,54,3.45,0.1,1.57,1.77,Artifact,Weak,,,83,2.32,0.1,1.72,2.46,Solvent,Weak + C13_Sat,,,112,1.3,0,2.24,0.42,Impurity,Weak,,,141,-1.8,0,0.76,0.06,Artifact,Weak,,
26,4.9,0,2.23,0.25,Impurity,Weak,,,55,3.44,0.1,4.51,8.12,Artifact,Weak,,,84,2.3,0,5.36,1.22,Compound,None,,,113,1.24,0.3,8.41,39.82,Compound,None,,,,,,,,,,,
27,4.66,0,2.62,0.29,Artifact,Weak,,,56,3.44,0.1,2.55,4.17,Artifact,Weak,,,85,2.29,0,4.88,2.5,Compound,None,,,114,1.23,0.4,3.05,16.79,Compound,None,,,,,,,,,,,
28,4.66,0,7.1,1.05,Impurity,Weak,,,57,3.44,0.1,1.36,1.46,Artifact,Weak,,,86,2.27,0,6.63,2.31,Compound,None,,,115,1.2,0,1.91,0.21,Artifact,Weak,,,,,,,,,,,
29,4.57,0,9.67,2.82,Compound,None,,,58,3.42,0.3,2.37,8.01,Artifact,Weak,,,87,2.23,0,2.69,0.9,Impurity,None,,,116,1.18,0,4.94,0.88,Impurity,None,,,,,,,,,,,
