,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,14.55,0,0.65,0.05,Artifact,Weak,,,27,3.95,0,10.81,2.11,Compound,None,,,53,2.68,0.1,1.42,1.85,Solvent,Weak + C13_Sat,,,79,1.56,0,4.28,0.8,Compound,None,,,105,1.05,0.2,2.83,7.43,Compound,None,,
2,11.24,0,0.89,0.06,Artifact,Weak,,,28,3.82,0,0.89,0.1,Impurity,Weak,,,54,2.67,0.3,1.79,6.67,Solvent,Weak + C13_Sat,,,80,1.54,0,9.96,4.57,Compound,None,,,106,1.04,0.1,2.19,3.36,Compound,None,,
3,7.63,0,63.73,11.29,Compound,None,,,29,3.57,0,1.11,0.14,Artifact,Weak,,,55,2.67,0.4,1.79,9.65,Solvent,Weak + C13_Sat,,,81,1.52,0,3.59,0.82,Compound,None,,,107,1.04,0,0.36,0.13,Impurity,None,,
4,7.51,0,8.42,0.66,Artifact,Weak,,,30,3.56,0,1.37,0.11,Artifact,Weak,,,56,2.66,0.3,1.79,6.67,Solvent,Weak + C13_Sat,,,82,1.5,0,7.42,5.28,Compound,None,,,108,1.03,0.3,4.05,13.87,Compound,None,,
5,7.49,0,2.85,0.26,Artifact,Weak,,,31,3.55,0,4.86,0.56,Artifact,Weak,,,57,2.66,0.1,1.4,1.82,Solvent,Weak + C13_Sat,,,83,1.49,0,3.5,0.81,Compound,None,,,109,1.02,0,2.16,0.5,Impurity,None,,
6,7.22,0.1,20.86,34.78,Compound,None,,,32,3.54,0,1.46,0.14,Artifact,Weak,,,58,2.52,0.1,1.3,1.25,Artifact,Weak,,,84,1.37,0,1.1,0.11,Impurity,Weak,,,110,1,0,2.32,0.76,Impurity,None,,
7,7.09,0.2,26.58,67.8,Compound,None,,,33,3.51,1,2.27,27.09,Compound,None,,,59,2.51,18.7,1.34,265.09,Solvent,None,,,85,1.35,0.1,1.94,1.96,Compound,None,,,111,0.94,0,0.79,0.05,Artifact,Weak,,
8,6.97,0.2,22.68,42.08,Compound,None,,,34,3.49,0,8.73,4.65,Artifact,Weak,,,60,2.5,56.4,1.92,1425.45,Solvent,None,,,86,1.32,0,2.45,0.27,Impurity,Weak,,,112,0.89,0,3.59,0.39,Impurity,Weak,,
9,6.92,0,1.79,0.14,Impurity,Weak,,,35,3.48,0,1.27,0.09,Artifact,Weak,,,61,2.5,76.9,1.78,1723.44,Solvent,None,,,87,1.3,0,3.19,0.62,Impurity,None,,,113,0.86,0.1,10.76,7.94,Compound,None,,
10,6.83,0,13.99,2.47,Compound,None,,,36,3.48,0,4.27,1.95,Artifact,Weak,,,62,2.5,56.1,1.79,1279.87,Solvent,None,,,88,1.3,0,1.27,0.08,Artifact,Weak,,,114,0.85,0,2.25,0.64,Compound,None,,
11,6.79,0,1.26,0.09,Artifact,Weak,,,37,3.46,0,4.15,0.8,Artifact,Weak,,,63,2.49,19.8,1.42,295.85,Solvent,None,,,89,1.28,0,1.45,0.14,Impurity,Weak,,,115,0.85,0,2.84,1.21,Compound,None,,
12,6.53,0.1,1.57,1.03,Compound,None,,,38,3.45,0,0.94,0.08,Artifact,Weak,,,64,2.34,0.1,1.5,1.99,Solvent,Weak + C13_Sat,,,90,1.26,0,10.33,5.71,Compound,None,,,116,0.84,0,3.07,0.56,Compound,None,,
13,6.52,0.5,1.74,10.14,Compound,None,,,39,3.45,0,3.22,1.09,Artifact,Weak,,,65,2.33,0.3,1.9,7.09,Solvent,Weak + C13_Sat,,,91,1.24,0.1,4.44,4.75,Compound,None,,,117,0.83,0,18.99,3.92,Compound,None,,
14,5.82,0,1.83,0.12,Artifact,Weak,,,40,3.44,0,2.59,0.57,Artifact,Weak,,,66,2.33,0.4,1.79,9.55,Solvent,Weak + C13_Sat,,,92,1.23,0.2,3.19,9.83,Compound,None,,,118,0.82,0,1.33,0.17,Compound,Weak,,
15,5.75,0,4.65,0.62,Impurity,None,,,41,3.44,0,1.6,0.32,Artifact,Weak,,,67,2.32,0.3,1.79,6.72,Solvent,Weak + C13_Sat,,,93,1.21,0,5.64,0.63,Compound,Weak,,,119,0.81,0,4.19,0.56,Compound,Weak,,
16,5.33,0,2.97,0.2,Artifact,Weak,,,42,3.43,0,3.19,0.5,Artifact,Weak,,,68,2.32,0.1,1.35,1.68,Solvent,Weak + C13_Sat,,,94,1.19,0.1,1.71,1.08,Compound,None,,,120,0.71,0,1.32,0.13,Artifact,Weak,,
17,5.32,0,6.33,0.57,Artifact,Weak,,,43,3.42,0,1.96,1.04,Artifact,Weak,,,69,2.28,0,3.56,0.27,Artifact,Weak,,,95,1.16,0,2.49,1.11,Compound,None,,,121,0.4,0,0.78,0.06,Artifact,Weak,,
18,5.22,0,2.49,0.16,Artifact,Weak,,,44,3.42,0,2.76,1.45,Artifact,Weak,,,70,2.23,0,2.47,1.03,Compound,None,,,96,1.16,0,1.93,0.62,Compound,None,,,122,0.13,0,1.24,0.26,Impurity,None,,
19,4.36,0,1.8,0.14,Artifact,Weak,,,45,3.41,0,3.4,1.2,Artifact,Weak,,,71,2.21,0.1,2.72,2.63,Compound,None,,,97,1.15,0.1,3.12,2.88,Compound,None,,,123,0.09,0,1.42,0.24,Compound,None,,
20,4.34,0,2.36,0.4,Impurity,None,,,46,3.24,0,47.72,22.62,Artifact,Weak,,,72,2.19,0,3.12,1.6,Compound,None,,,98,1.12,0,2.35,0.48,Compound,None,,,124,0.08,0.4,1.05,5.08,Compound,None,,
21,4.33,0,2.25,0.21,Impurity,Weak,,,47,3.16,0,44.66,15.62,Artifact,Weak,,,73,2.18,0,2.26,0.32,Compound,None,,,99,1.11,0,1.48,0.13,Artifact,Weak,,,125,0.07,0,1.61,0.71,Compound,None,,
22,4.31,0,3.65,0.39,Impurity,Weak,,,48,3.06,0,20.31,2.48,Artifact,Weak,,,74,2.16,0,1.74,0.19,Impurity,Weak,,,100,1.11,0,1.17,0.19,Impurity,Weak,,,126,0.06,0,2.01,0.57,Compound,None,,
23,4.03,0,7.12,1.18,Compound,None,,,49,2.94,0,11.8,2.7,Compound,None,,,75,2.08,0,0.75,0.09,Impurity,Weak,,,101,1.08,0,1.52,0.12,Impurity,Weak,,,127,-0.91,0,0.86,0.06,Artifact,Weak,,
24,4.01,0,1.98,0.17,Artifact,Weak,,,50,2.92,0,3.75,0.53,Compound,None,,,76,1.91,0.1,1.17,1.25,Compound,None,,,102,1.07,0.1,1.22,0.83,Impurity,None,,,,,,,,,,,
25,3.99,0,11.08,1.29,Compound,None,,,51,2.77,0,0.86,0.05,Artifact,Weak,,,77,1.86,0,39.12,7.2,Compound,None,,,103,1.06,0,1.59,0.17,Impurity,Weak,,,,,,,,,,,
26,3.96,0,2.88,0.18,Artifact,Weak,,,52,2.77,0,1.48,0.17,Impurity,Weak,,,78,1.72,0,1.12,0.13,Impurity,Weak,,,104,1.05,0.1,1.31,1.97,Impurity,None,,,,,,,,,,,
