,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation,,ppm,Intensity,Width,Area,Type,Flags,Impurity/Compound,Annotation
1,11.97,0,1.15,0.08,Artifact,Weak,,,26,3.55,0,6.1,1.2,Compound,None,,,51,2.66,0.3,1.56,5.58,Solvent,Weak + C13_Sat,,,76,1.66,0,0.57,0.03,Artifact,Weak,,,101,1.06,0,1.32,0.28,Compound,Weak,,
2,10.78,0,1.41,0.13,Artifact,Weak,,,27,3.53,0,1.65,0.17,Artifact,Weak,,,52,2.66,0.1,1.45,2.26,Solvent,Weak + C13_Sat,,,77,1.56,0,1.42,0.11,Impurity,Weak,,,102,1.05,0.2,1.02,3.1,Compound,None,,
3,10.2,0,0.87,0.1,Impurity,Weak,,,28,3.5,0.6,2.47,18.44,Compound,None,,,53,2.52,0.2,1.07,1.91,Artifact,Weak,,,78,1.54,0,3.54,0.71,Compound,None,,,103,1.05,0.3,2.61,7.89,Compound,None,,
4,8.52,0,0.8,0.05,Artifact,Weak,,,29,3.49,0,2.35,0.72,Artifact,Weak,,,54,2.51,22.1,1.35,354.9,Solvent,None,,,79,1.52,0,6.3,3.28,Compound,None,,,104,1.04,0.2,2.68,8.62,Compound,None,,
5,8.13,0,2.84,0.17,Artifact,Weak,,,30,3.48,0.1,9.41,9.03,Artifact,Weak,,,55,2.5,57.2,1.65,1231,Solvent,None,,,80,1.5,0.1,4.69,3.54,Compound,None,,,105,1.04,0.1,0.93,1.17,Compound,None,,
6,7.22,0.1,10.98,19.01,Compound,None,,,31,3.46,0,1.69,0.22,Artifact,Weak,,,56,2.5,80.8,1.65,1665.44,Solvent,None,,,81,1.49,0,4.63,2.07,Compound,None,,,106,1.03,0.3,2.85,9.65,Compound,None,,
7,7.09,0.1,11.86,19.98,Compound,None,,,32,3.45,0,0.81,0.25,Artifact,Weak,,,57,2.5,57.2,1.61,1168.43,Solvent,None,,,82,1.47,0,2.2,0.2,Impurity,Weak,,,107,1.03,0.2,2.61,6.88,Compound,None,,
8,6.96,0.1,12.14,20.06,Compound,None,,,33,3.45,0,4.36,1.97,Artifact,Weak,,,58,2.49,21.2,1.29,315.08,Solvent,None,,,83,1.35,0,1.35,0.34,Impurity,None,,,108,1.02,0,3.01,1.48,Compound,None,,
9,6.8,0,1.51,0.1,Impurity,Weak,,,34,3.44,0,1.35,0.6,Artifact,Weak,,,59,2.34,0.1,1.33,1.89,Solvent,Weak + C13_Sat,,,84,1.34,0,1.27,0.12,Impurity,Weak,,,109,1,0,2.87,0.91,Compound,None,,
10,6.52,0.1,1.34,1.46,Compound,None,,,35,3.44,0,1.19,0.59,Artifact,Weak,,,60,2.33,0.3,1.63,6.37,Solvent,Weak + C13_Sat,,,85,1.32,0,3,0.51,Impurity,None,,,110,0.9,0,1.05,0.11,Impurity,Weak,,
11,5.26,0,3.05,0.27,Artifact,Weak,,,36,3.43,0,2.91,0.63,Artifact,Weak,,,61,2.33,0.4,1.65,9.83,Solvent,Weak + C13_Sat,,,86,1.3,0,3.08,0.78,Impurity,None,,,111,0.88,0,72.1,30.72,Compound,None,,
12,5.07,0,3.51,0.29,Artifact,Weak,,,37,3.42,0.1,2.02,2.06,Artifact,Weak,,,62,2.32,0.3,1.58,5.96,Solvent,Weak + C13_Sat,,,87,1.29,0,1.34,0.12,Impurity,Weak,,,112,0.86,0,4.09,1.82,Compound,None,,
13,4.36,0,1.57,0.41,Impurity,None,,,38,3.42,0.1,2.73,1.81,Artifact,Weak,,,63,2.32,0.1,1.41,1.99,Solvent,Weak + C13_Sat,,,88,1.28,0,0.9,0.05,Artifact,Weak,,,113,0.86,0,1.07,0.43,Compound,None,,
14,4.34,0,1.64,0.83,Impurity,None,,,39,3.41,0.1,4.25,2.2,Artifact,Weak,,,64,2.28,0,10.57,1.21,Compound,None,,,89,1.26,0,1.21,0.13,Impurity,Weak,,,114,0.85,0,2.06,0.57,Compound,None,,
15,4.33,0,2.03,0.45,Impurity,None,,,40,3.39,0,182.71,57.14,Artifact,Weak,,,65,2.23,0,2.08,1.02,Compound,None,,,90,1.26,0.1,79.84,62.65,Compound,None,,,115,0.85,0,2.2,0.96,Compound,None,,
16,4.31,0,5.06,0.8,Impurity,None,,,41,3.08,0,74.67,13.54,Compound,None,,,66,2.21,0.1,2.02,2.31,Compound,None,,,91,1.25,0.1,6.3,12.35,Compound,None,,,116,0.83,0,18.59,10.5,Compound,None,,
17,4.26,0,0.81,0.06,Artifact,Weak,,,42,2.95,0,6.96,0.81,Compound,None,,,67,2.2,0,6.42,0.91,Compound,None,,,92,1.23,0.2,3.67,9.79,Compound,None,,,117,0.13,0,1.12,0.29,Impurity,None,,
18,4.09,0,0.68,0.04,Artifact,Weak,,,43,2.94,0,8.63,1.66,Compound,None,,,68,2.19,0,1.9,1.09,Compound,None,,,93,1.22,0,3.16,0.37,Compound,Weak,,,118,0.09,0,1.09,0.12,Impurity,Weak,,
19,4.02,0,13.05,1.55,Compound,None,,,44,2.92,0,6.21,1.16,Compound,None,,,69,2.18,0,2.31,0.31,Compound,Weak,,,94,1.19,0.1,1.51,1.11,Compound,None,,,119,0.08,0.4,0.98,4.83,Compound,None,,
20,3.95,0,4.06,0.71,Compound,None,,,45,2.9,0,5.74,0.55,Compound,None,,,70,2.16,0,0.73,0.07,Impurity,Weak,,,95,1.16,0,1.73,0.37,Compound,None,,,120,0.07,0,0.82,0.12,Impurity,Weak,,
21,3.94,0,6.07,1.19,Compound,None,,,46,2.83,0,0.46,0.03,Artifact,Weak,,,71,2.08,0,1.15,0.14,Impurity,Weak,,,96,1.15,0.1,3.26,2.15,Compound,None,,,121,0.07,0,2.01,0.92,Compound,None,,
22,3.8,0,1.7,0.16,Impurity,Weak,,,47,2.77,0,19.24,8.22,Compound,None,,,72,2.07,0,1.19,0.09,Artifact,Weak,,,97,1.12,0,0.75,0.08,Impurity,Weak,,,122,0.06,0,1.78,0.35,Compound,None,,
23,3.72,0,15.74,1.82,Compound,None,,,48,2.68,0.1,1.35,1.79,Solvent,Weak + C13_Sat,,,73,2.06,0,27.24,5.28,Compound,None,,,98,1.11,0,1.59,0.33,Impurity,Weak,,,123,0,0,0.5,0.02,CS Reference,Weak,,
24,3.68,0,0.7,0.05,Artifact,Weak,,,49,2.67,0.3,1.65,6.7,Solvent,Weak + C13_Sat,,,74,1.91,0.1,0.95,1.08,Compound,None,,,99,1.09,0,1.6,0.26,Compound,Weak,,,,,,,,,,,
25,3.57,0,0.72,0.1,Impurity,Weak,,,50,2.67,0.4,1.65,9.51,Solvent,Weak + C13_Sat,,,75,1.87,0,26.39,5.35,Compound,None,,,100,1.07,0.1,0.98,1.42,Compound,None,,,,,,,,,,,
