"Mass","C","H","O","N","S","P","El_comp","Class_old","Class","AImod","NOSC","HC","OC","formula_c","formula_h","formula_o","formula_n","formula_s","formula_p","formula"
385.208451011986,19,35,2,2,1,1,"CHONSP","Lipid","aliphatic+N",-0.0714,-1.2105,1.84,0.11,"C19","H35","O2","N2","S1","P1","C19H35O2N2S1P1"
385.223185435938,20,34,7,0,0,0,"CHO","Protein","unsaturated aliphatic",0.0303,-1,1.7,0.35,"C20","H34","O7",NA,NA,NA,"C20H34O7"
385.238521621684,24,34,4,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2727,-1.0833,1.42,0.17,"C24","H34","O4",NA,NA,NA,"C24H34O4"
385.259615980399,21,38,6,0,0,0,"CHO","Lipid","unsaturated aliphatic",0,-1.2381,1.81,0.29,"C21","H38","O6",NA,NA,NA,"C21H38O6"
385.295930604515,22,42,5,0,0,0,"CHO","Lipid","unsaturated aliphatic",-0.0256,-1.4545,1.91,0.23,"C22","H42","O5",NA,NA,NA,"C22H42O5"
386.002338708628,14,15,6,1,1,2,"CHONSP","Lignin","unsaturated/lignin",0.2857,0.1429,1.07,0.43,"C14","H15","O6","N1","S1","P2","C14H15O6N1S1P2"
386.038494286344,15,19,5,1,1,2,"CHONSP","Lignin","unsaturated/lignin",0.1765,-0.2667,1.27,0.33,"C15","H19","O5","N1","S1","P2","C15H19O5N1S1P2"
386.05178006348,18,13,9,1,0,0,"CHON","ConHC","aromatic",0.6,0.4444,0.72,0.5,"C18","H13","O9","N1",NA,NA,"C18H13O9N1"
386.052061202962,21,14,1,3,1,1,"CHONSP","ConHC","condensed aromatic",0.7419,-0.0476,0.67,0.05,"C21","H14","O1","N3","S1","P1","C21H14O1N3S1P1"
386.072881869759,15,17,11,1,0,0,"CHON","Tannin","unsaturated/lignin",0.1765,0.5333,1.13,0.73,"C15","H17","O11","N1",NA,NA,"C15H17O11N1"
386.079713510545,19,18,6,1,0,1,"CHONP","Lignin","unsaturated/lignin",0.5,-0.1579,0.95,0.32,"C19","H18","O6","N1",NA,"P1","C19H18O6N1P1"
386.088119473449,19,17,8,1,0,0,"CHON","Lignin","unsaturated/lignin",0.5,0.1053,0.89,0.42,"C19","H17","O8","N1",NA,NA,"C19H17O8N1"
386.08832247235,19,17,8,1,0,0,"CHON","Lignin","unsaturated/lignin",0.5,0.1053,0.89,0.42,"C19","H17","O8","N1",NA,NA,"C19H17O8N1"
386.096255192291,13,27,6,1,1,2,"CHONSP","Protein","saturated",-0.8333,-0.7692,2.08,0.46,"C13","H27","O6","N1","S1","P2","C13H27O6N1S1P2"
386.109276900545,16,21,10,1,0,0,"CHON","Lignin","unsaturated/lignin",0.1,0.125,1.31,0.62,"C16","H21","O10","N1",NA,NA,"C16H21O10N1"
386.109750466399,19,22,2,3,1,1,"CHONSP","UnsatHC","unsaturated/lignin",0.3846,-0.3684,1.16,0.11,"C19","H22","O2","N3","S1","P1","C19H22O2N3S1P1"
386.127933690354,17,25,7,1,1,0,"CHONS","Lignin","unsaturated/lignin",0.0435,-0.3529,1.47,0.41,"C17","H25","O7","N1","S1",NA,"C17H25O7N1S1"
386.145691738182,17,25,9,1,0,0,"CHON","Lignin","unsaturated/lignin",0.0435,-0.2353,1.47,0.53,"C17","H25","O9","N1",NA,NA,"C17H25O9N1"
386.146020176084,20,26,1,3,1,1,"CHONSP","UnsatHC","unsaturated/lignin",0.3103,-0.65,1.3,0.05,"C20","H26","O1","N3","S1","P1","C20H26O1N3S1P1"
386.146429451138,18,29,4,1,2,0,"CHONS","Lipid","aliphatic+N",0,-0.7778,1.61,0.22,"C18","H29","O4","N1","S2",NA,"C18H29O4N1S2"
386.152173601876,13,30,6,3,1,1,"CHONSP","Other","saturated",-1.4,-0.5385,2.31,0.46,"C13","H30","O6","N3","S1","P1","C13H30O6N3S1P1"
386.18201458733,18,29,8,1,0,0,"CHON","Protein","aliphatic+N",0,-0.5556,1.61,0.44,"C18","H29","O8","N1",NA,NA,"C18H29O8N1"
386.182907065292,19,33,3,1,2,0,"CHONS","Lipid","aliphatic+N",-0.0345,-1.0526,1.74,0.16,"C19","H33","O3","N1","S2",NA,"C19H33O3N1S2"
386.193308204233,17,29,7,3,0,0,"CHON","Protein","aliphatic+N",-0.1429,-0.3529,1.71,0.41,"C17","H29","O7","N3",NA,NA,"C17H29O7N3"
386.195114816755,15,34,8,1,0,1,"CHONP","Protein","saturated",-0.6667,-1,2.27,0.53,"C15","H34","O8","N1",NA,"P1","C15H34O8N1P1"
386.227033235282,22,33,1,3,1,0,"CHONS","Lipid","aliphatic+N",0.2,-0.9091,1.5,0.05,"C22","H33","O1","N3","S1",NA,"C22H33O1N3S1"
386.88853143709,10,2,9,2,1,2,"CHONSP","ConHC","condensed aromatic",5,2.4,0.2,0.9,"C10","H2","O9","N2","S1","P2","C10H2O9N2S1P2"
386.991544574303,20,10,1,2,1,2,"CHONSP","ConHC","condensed aromatic",0.8621,0,0.5,0.05,"C20","H10","O1","N2","S1","P2","C20H10O1N2S1P2"
386.997403911347,13,14,6,2,1,2,"CHONSP","Lignin","unsaturated/lignin",0.2,0.4615,1.08,0.46,"C13","H14","O6","N2","S1","P2","C13H14O6N2S1P2"
386.999415222863,17,8,11,0,0,0,"CHO","ConHC","condensed aromatic",0.7391,0.8235,0.47,0.65,"C17","H8","O11",NA,NA,NA,"C17H8O11"
386.999888049537,20,9,3,2,1,1,"CHONSP","ConHC","condensed aromatic",0.8621,0.25,0.45,0.15,"C20","H9","O3","N2","S1","P1","C20H9O3N2S1P1"
387.012437538583,14,13,11,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.3333,0.6429,0.93,0.79,"C14","H13","O11",NA,NA,"P1","C14H13O11P1"
387.012695318605,17,14,3,2,1,2,"CHONSP","Lignin","aromatic",0.619,0,0.82,0.18,"C17","H14","O3","N2","S1","P2","C17H14O3N2S1P2"
387.020489696409,14,12,13,0,0,0,"CHO","Tannin","unsaturated/lignin",0.3333,1,0.86,0.93,"C14","H12","O13",NA,NA,NA,"C14H12O13"
387.033868376838,14,18,5,2,1,2,"CHONSP","Lignin","unsaturated/lignin",0.0769,0,1.29,0.36,"C14","H18","O5","N2","S1","P2","C14H18O5N2S1P2"
387.034163783214,12,21,8,0,2,1,"CHOSP","AminoSugar","unsaturated aliphatic",-0.8,-0.0833,1.75,0.67,"C12","H21","O8",NA,"S2","P1","C12H21O8S2P1"
387.035768550677,18,12,10,0,0,0,"CHO","ConHC","aromatic",0.6154,0.4444,0.67,0.56,"C18","H12","O10",NA,NA,NA,"C18H12O10"
387.046335913369,19,17,5,0,1,1,"CHOSP","Lignin","aromatic",0.5172,-0.2632,0.89,0.26,"C19","H17","O5",NA,"S1","P1","C19H17O5S1P1"
387.049169682351,16,21,5,0,2,1,"CHOSP","Lignin","unsaturated/lignin",0.1429,-0.4375,1.31,0.31,"C16","H21","O5",NA,"S2","P1","C16H21O5S2P1"
387.055863194228,19,18,5,0,0,2,"CHOP","Lignin","aromatic",0.5172,-0.4211,0.95,0.26,"C19","H18","O5",NA,NA,"P2","C19H18O5P2"
387.056907116682,15,16,12,0,0,0,"CHO","Tannin","unsaturated/lignin",0.2222,0.5333,1.07,0.8,"C15","H16","O12",NA,NA,NA,"C15H16O12"
387.064953452635,20,21,2,0,2,1,"CHOSP","UnsatHC","unsaturated/lignin",0.4375,-0.65,1.05,0.1,"C20","H21","O2",NA,"S2","P1","C20H21O2S2P1"
387.069051835374,15,20,6,2,2,0,"CHONS","Lignin","unsaturated/lignin",0,0.1333,1.33,0.4,"C15","H20","O6","N2","S2",NA,"C15H20O6N2S2"
387.070752608598,23,18,2,0,0,2,"CHOP","ConHC","aromatic",0.65,-0.6087,0.78,0.09,"C23","H18","O2",NA,NA,"P2","C23H18O2P2"
387.072171643597,19,16,9,0,0,0,"CHO","Lignin","aromatic",0.5172,0.1053,0.84,0.47,"C19","H16","O9",NA,NA,NA,"C19H16O9"
387.075658705854,16,20,9,0,1,0,"CHOS","Lignin","unsaturated/lignin",0.1429,0,1.25,0.56,"C16","H20","O9",NA,"S1",NA,"C16H20O9S1"
387.08098378838,11,21,11,2,0,1,"CHONP","Carb","saturated",-2.2,0.6364,1.91,1,"C11","H21","O11","N2",NA,"P1","C11H21O11N2P1"
387.081658930242,30,12,1,0,0,0,"CHO","ConHC","condensed aromatic",0.8305,-0.3333,0.4,0.03,"C30","H12","O1",NA,NA,NA,"C30H12O1"
387.082628679455,20,21,4,0,1,1,"CHOSP","Lignin","unsaturated/lignin",0.4375,-0.55,1.05,0.2,"C20","H21","O4",NA,"S1","P1","C20H21O4S1P1"
387.083565587596,18,16,8,2,0,0,"CHON","Lignin","unsaturated/lignin",0.5,0.3333,0.89,0.44,"C18","H16","O8","N2",NA,NA,"C18H16O8N2"
387.085543622296,19,22,1,2,1,2,"CHONSP","UnsatHC","unsaturated/lignin",0.4074,-0.6316,1.16,0.05,"C19","H22","O1","N2","S1","P2","C19H22O1N2S1P2"
387.085772603393,17,25,4,0,2,1,"CHOSP","Lignin","unsaturated/lignin",0.0833,-0.7647,1.47,0.24,"C17","H25","O4",NA,"S2","P1","C17H25O4S2P1"
387.093304986382,16,20,11,0,0,0,"CHO","Tannin","unsaturated/lignin",0.1429,0.125,1.25,0.69,"C16","H20","O11",NA,NA,NA,"C16H20O11"
387.098652227496,22,16,5,2,0,0,"CHON","ConHC","aromatic",0.6571,0,0.73,0.23,"C22","H16","O5","N2",NA,NA,"C22H16O5N2"
387.103312478904,19,22,3,2,0,2,"CHONP","Lignin","unsaturated/lignin",0.4074,-0.5263,1.16,0.16,"C19","H22","O3","N2",NA,"P2","C19H22O3N2P2"
387.108563140995,20,20,8,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4375,-0.2,1,0.4,"C20","H20","O8",NA,NA,NA,"C20H20O8"
387.11196681393,17,24,8,0,1,0,"CHOS","Lignin","unsaturated/lignin",0.0833,-0.3529,1.41,0.47,"C17","H24","O8",NA,"S1",NA,"C17H24O8S1"
387.118980189242,21,25,3,0,1,1,"CHOSP","Lignin","unsaturated/lignin",0.3714,-0.8095,1.19,0.14,"C21","H25","O3",NA,"S1","P1","C21H25O3S1P1"
387.119714118322,19,20,7,2,0,0,"CHON","Lignin","unsaturated/lignin",0.4074,0,1.05,0.37,"C19","H20","O7","N2",NA,NA,"C19H20O7N2"
387.128552930916,21,26,3,0,0,2,"CHOP","Lignin","unsaturated/lignin",0.3714,-0.9524,1.24,0.14,"C21","H26","O3",NA,NA,"P2","C21H26O3P2"
387.129674923706,17,24,10,0,0,0,"CHO","Lignin","unsaturated/lignin",0.0833,-0.2353,1.41,0.59,"C17","H24","O10",NA,NA,NA,"C17H24O10"
387.139579572839,20,26,2,2,0,2,"CHONP","UnsatHC","unsaturated/lignin",0.3333,-0.8,1.3,0.1,"C20","H26","O2","N2",NA,"P2","C20H26O2N2P2"
387.140235792398,18,29,5,0,1,1,"CHOSP","Lipid","unsaturated aliphatic",0.037,-0.9444,1.61,0.28,"C18","H29","O5",NA,"S1","P1","C18H29O5S1P1"
387.141701246176,17,28,4,2,2,0,"CHONS","Lipid","aliphatic+N",-0.0909,-0.5882,1.65,0.24,"C17","H28","O4","N2","S2",NA,"C17H28O4N2S2"
387.1449279051,21,24,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3714,-0.4762,1.14,0.33,"C21","H24","O7",NA,NA,NA,"C21H24O7"
387.148297820773,18,28,7,0,1,0,"CHOS","Protein","unsaturated aliphatic",0.037,-0.6667,1.56,0.39,"C18","H28","O7",NA,"S1",NA,"C18H28O7S1"
387.166057449817,18,28,9,0,0,0,"CHO","Protein","unsaturated aliphatic",0.037,-0.5556,1.56,0.5,"C18","H28","O9",NA,NA,NA,"C18H28O9"
387.181307549155,22,28,6,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3158,-0.7273,1.27,0.27,"C22","H28","O6",NA,NA,NA,"C22H28O6"
387.188508603996,26,29,1,0,0,1,"CHOP","UnsatHC","unsaturated/lignin",0.4694,-1.0385,1.12,0.04,"C26","H29","O1",NA,NA,"P1","C26H29O1P1"
387.194340143144,19,33,6,0,0,1,"CHOP","Protein","unsaturated aliphatic",0,-1.1053,1.74,0.32,"C19","H33","O6",NA,NA,"P1","C19H33O6P1"
387.202449160525,19,32,8,0,0,0,"CHO","Protein","unsaturated aliphatic",0,-0.8421,1.68,0.42,"C19","H32","O8",NA,NA,NA,"C19H32O8"
387.21771007718,23,32,5,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2683,-0.9565,1.39,0.22,"C23","H32","O5",NA,NA,NA,"C23H32O5"
387.238834113912,20,36,7,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.0303,-1.1,1.8,0.35,"C20","H36","O7",NA,NA,NA,"C20H36O7"
387.254053600903,24,36,4,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.2273,-1.1667,1.5,0.17,"C24","H36","O4",NA,NA,NA,"C24H36O4"
387.275224343593,21,40,6,0,0,0,"CHO","Lipid","unsaturated aliphatic",-0.0556,-1.3333,1.9,0.29,"C21","H40","O6",NA,NA,NA,"C21H40O6"
387.999393786187,13,13,9,1,0,2,"CHONP","Tannin","unsaturated/lignin",0.2727,0.6154,1,0.69,"C13","H13","O9","N1",NA,"P2","C13H13O9N1P2"
388.031056649659,17,11,10,1,0,0,"CHON","ConHC","aromatic",0.6364,0.7059,0.65,0.59,"C17","H11","O10","N1",NA,NA,"C17H11O10N1"
388.043191515249,17,15,4,3,2,0,"CHONS","Lignin","unsaturated/lignin",0.5,0.3529,0.88,0.24,"C17","H15","O4","N3","S2",NA,"C17H15O4N3S2"
388.043608681234,25,11,2,1,1,0,"CHONS","ConHC","condensed aromatic",0.8182,-0.08,0.44,0.08,"C25","H11","O2","N1","S1",NA,"C25H11O2N1S1"
388.043938957555,14,16,10,1,0,1,"CHONP","Tannin","unsaturated/lignin",0.1429,0.5,1.14,0.71,"C14","H16","O10","N1",NA,"P1","C14H16O10N1P1"
388.054159584906,15,21,5,1,1,2,"CHONSP","Lignin","unsaturated/lignin",0.0588,-0.4,1.4,0.33,"C15","H21","O5","N1","S1","P2","C15H21O5N1S1P2"
388.067424991279,18,15,9,1,0,0,"CHON","Lignin","aromatic",0.52,0.3333,0.83,0.5,"C18","H15","O9","N1",NA,NA,"C18H15O9N1"
388.067904279114,21,16,1,3,1,1,"CHONSP","ConHC","condensed aromatic",0.6774,-0.1429,0.76,0.05,"C21","H16","O1","N3","S1","P1","C21H16O1N3S1P1"
388.088537212237,15,19,11,1,0,0,"CHON","Tannin","unsaturated/lignin",0.0588,0.4,1.27,0.73,"C15","H19","O11","N1",NA,NA,"C15H19O11N1"
388.096238668151,20,24,1,1,2,1,"CHONSP","UnsatHC","unsaturated/lignin",0.3548,-0.75,1.2,0.05,"C20","H24","O1","N1","S2","P1","C20H24O1N1S2P1"
388.103811885403,19,19,8,1,0,0,"CHON","Lignin","unsaturated/lignin",0.4286,0,1,0.42,"C19","H19","O8","N1",NA,NA,"C19H19O8N1"
388.124918453036,16,23,10,1,0,0,"CHON","Lignin","unsaturated/lignin",0,0,1.44,0.62,"C16","H23","O10","N1",NA,NA,"C16H23O10N1"
388.140207167307,20,23,7,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3548,-0.3,1.15,0.35,"C20","H23","O7","N1",NA,NA,"C20H23O7N1"
388.161280300117,17,27,9,1,0,0,"CHON","Protein","aliphatic+N",-0.0435,-0.3529,1.59,0.53,"C17","H27","O9","N1",NA,NA,"C17H27O9N1"
388.1620993015,18,31,4,1,2,0,"CHONS","Lipid","aliphatic+N",-0.0769,-0.8889,1.72,0.22,"C18","H31","O4","N1","S2",NA,"C18H31O4N1S2"
388.172508685326,16,27,8,3,0,0,"CHON","Protein","aliphatic+N",-0.2222,-0.125,1.69,0.5,"C16","H27","O8","N3",NA,NA,"C16H27O8N3"
388.228225441916,26,31,2,1,0,0,"CHON","UnsatHC","unsaturated/lignin",0.4167,-0.9231,1.19,0.08,"C26","H31","O2","N1",NA,NA,"C26H31O2N1"
388.252683398177,20,39,4,1,1,0,"CHONS","Lipid","aliphatic+N",-0.125,-1.3,1.95,0.2,"C20","H39","O4","N1","S1",NA,"C20H39O4N1S1"
388.270447371595,20,39,6,1,0,0,"CHON","Protein","aliphatic+N",-0.125,-1.2,1.95,0.3,"C20","H39","O6","N1",NA,NA,"C20H39O6N1"
388.925612946083,15,4,9,0,0,2,"CHOP","ConHC","condensed aromatic",1,0.9333,0.27,0.6,"C15","H4","O9",NA,NA,"P2","C15H4O9P2"
388.99142650713,24,6,4,0,1,0,"CHOS","ConHC","condensed aromatic",0.9048,0.1667,0.25,0.17,"C24","H6","O4",NA,"S1",NA,"C24H6O4S1"
388.991691279169,13,11,12,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.3333,1,0.85,0.92,"C13","H11","O12",NA,NA,"P1","C13H11O12P1"
388.991892614986,16,12,4,2,1,2,"CHONSP","ConHC","condensed aromatic",0.6667,0.25,0.75,0.25,"C16","H12","O4","N2","S1","P2","C16H12O4N2S1P2"
389.007096055118,20,12,1,2,1,2,"CHONSP","ConHC","condensed aromatic",0.7931,-0.1,0.6,0.05,"C20","H12","O1","N2","S1","P2","C20H12O1N2S1P2"
389.011807055598,13,14,8,2,2,0,"CHONS","Lignin","unsaturated/lignin",0,0.9231,1.08,0.62,"C13","H14","O8","N2","S2",NA,"C13H14O8N2S2"
389.015044643488,17,10,11,0,0,0,"CHO","ConHC","aromatic",0.6522,0.7059,0.59,0.65,"C17","H10","O11",NA,NA,NA,"C17H10O11"
389.01534639079,20,11,3,2,1,1,"CHONSP","ConHC","condensed aromatic",0.7931,0.15,0.55,0.15,"C20","H11","O3","N2","S1","P1","C20H11O3N2S1P1"
389.028089820394,14,15,11,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.2,0.5,1.07,0.79,"C14","H15","O11",NA,NA,"P1","C14H15O11P1"
389.02830806664,17,16,3,2,1,2,"CHONSP","Lignin","aromatic",0.5238,-0.1176,0.94,0.18,"C17","H16","O3","N2","S1","P2","C17H16O3N2S1P2"
389.030254162774,21,10,8,0,0,0,"CHO","ConHC","condensed aromatic",0.7647,0.2857,0.48,0.38,"C21","H10","O8",NA,NA,NA,"C21H10O8"
389.03324630705,20,11,5,2,0,1,"CHONP","ConHC","condensed aromatic",0.7931,0.25,0.55,0.25,"C20","H11","O5","N2",NA,"P1","C20H11O5N2P1"
389.036142917703,14,14,13,0,0,0,"CHO","Tannin","unsaturated/lignin",0.2,0.8571,1,0.93,"C14","H14","O13",NA,NA,NA,"C14H14O13"
389.038255042529,15,20,6,0,1,2,"CHOSP","Lignin","unsaturated/lignin",0.1111,-0.4,1.33,0.4,"C15","H20","O6",NA,"S1","P2","C15H20O6S1P2"
389.047584553381,13,14,12,2,0,0,"CHON","Tannin","unsaturated/lignin",0,1.2308,1.08,0.92,"C13","H14","O12","N2",NA,NA,"C13H14O12N2"
389.04807009737,14,18,7,2,2,0,"CHONS","Lignin","unsaturated/lignin",-0.0769,0.4286,1.29,0.5,"C14","H18","O7","N2","S2",NA,"C14H18O7N2S2"
389.049644296365,12,23,8,0,2,1,"CHOSP","AminoSugar","unsaturated aliphatic",-1,-0.25,1.92,0.67,"C12","H23","O8",NA,"S2","P1","C12H23O8S2P1"
389.051397631261,18,14,10,0,0,0,"CHO","ConHC","aromatic",0.5385,0.3333,0.78,0.56,"C18","H14","O10",NA,NA,NA,"C18H14O10"
389.054797204441,15,18,10,0,1,0,"CHOS","Tannin","unsaturated/lignin",0.1111,0.2667,1.2,0.67,"C15","H18","O10",NA,"S1",NA,"C15H18O10S1"
389.062696475938,17,14,9,2,0,0,"CHON","Lignin","aromatic",0.5238,0.5882,0.82,0.53,"C17","H14","O9","N2",NA,NA,"C17H14O9N2"
389.064736474235,18,20,2,2,1,2,"CHONSP","UnsatHC","unsaturated/lignin",0.4167,-0.4444,1.11,0.11,"C18","H20","O2","N2","S1","P2","C18H20O2N2S1P2"
389.065043480643,16,23,5,0,2,1,"CHOSP","Lignin","unsaturated/lignin",0.0476,-0.5625,1.44,0.31,"C16","H23","O5",NA,"S2","P1","C16H23O5S2P1"
389.066539876199,22,14,7,0,0,0,"CHO","ConHC","condensed aromatic",0.6757,0,0.64,0.32,"C22","H14","O7",NA,NA,NA,"C22H14O7"
389.072563534976,15,18,12,0,0,0,"CHO","Tannin","unsaturated/lignin",0.1111,0.4,1.2,0.8,"C15","H18","O12",NA,NA,NA,"C15H18O12"
389.075708165803,14,19,9,2,0,1,"CHONP","Lignin","unsaturated/lignin",-0.0769,0.3571,1.36,0.64,"C14","H19","O9","N2",NA,"P1","C14H19O9N2P1"
389.076081925998,12,22,12,0,1,0,"CHOS","Carb","unsaturated aliphatic",-1,0.3333,1.83,1,"C12","H22","O12",NA,"S1",NA,"C12H22O12S1"
389.083967457275,14,18,11,2,0,0,"CHON","Tannin","unsaturated/lignin",-0.0769,0.7143,1.29,0.79,"C14","H18","O11","N2",NA,NA,"C14H18O11N2"
389.084799391513,25,15,1,2,0,1,"CHONP","ConHC","condensed aromatic",0.7674,-0.28,0.6,0.04,"C25","H15","O1","N2",NA,"P1","C25H15O1N2P1"
389.086384098752,23,20,2,0,0,2,"CHOP","UnsatHC","aromatic",0.6,-0.6957,0.87,0.09,"C23","H20","O2",NA,NA,"P2","C23H20O2P2"
389.087831049414,19,18,9,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4483,0,0.95,0.47,"C19","H18","O9",NA,NA,NA,"C19H18O9"
389.088125545945,22,19,1,2,1,1,"CHONSP","UnsatHC","aromatic",0.6,-0.4091,0.86,0.05,"C22","H19","O1","N2","S1","P1","C22H19O1N2S1P1"
389.089129093957,12,28,4,2,2,2,"CHONSP","Other","saturated",-1.75,-0.8333,2.33,0.33,"C12","H28","O4","N2","S2","P2","C12H28O4N2S2P2"
389.089407868582,12,28,4,2,2,2,"CHONSP","Other","saturated",-1.75,-0.8333,2.33,0.33,"C12","H28","O4","N2","S2","P2","C12H28O4N2S2P2"
389.091274746019,16,22,9,0,1,0,"CHOS","Lignin","unsaturated/lignin",0.0476,-0.125,1.38,0.56,"C16","H22","O9",NA,"S1",NA,"C16H22O9S1"
389.091601930892,19,23,1,2,2,1,"CHONSP","UnsatHC","unsaturated/lignin",0.3333,-0.5789,1.21,0.05,"C19","H23","O1","N2","S2","P1","C19H23O1N2S2P1"
389.096777134233,11,23,11,2,0,1,"CHONP","Carb","saturated",-2.6,0.4545,2.09,1,"C11","H23","O11","N2",NA,"P1","C11H23O11N2P1"
389.097773476632,22,20,1,2,0,2,"CHONP","UnsatHC","aromatic",0.6,-0.5455,0.91,0.05,"C22","H20","O1","N2",NA,"P2","C22H20O1N2P2"
389.09903872365,18,18,8,2,0,0,"CHON","Lignin","unsaturated/lignin",0.4167,0.2222,1,0.44,"C18","H18","O8","N2",NA,NA,"C18H18O8N2"
389.101295388729,17,27,4,0,2,1,"CHOSP","Lipid","unsaturated aliphatic",0,-0.8824,1.59,0.24,"C17","H27","O4",NA,"S2","P1","C17H27O4S2P1"
389.108981265773,16,22,11,0,0,0,"CHO","Tannin","unsaturated/lignin",0.0476,0,1.38,0.69,"C16","H22","O11",NA,NA,NA,"C16H22O11"
389.109286530767,19,23,3,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.3333,-0.4737,1.21,0.16,"C19","H23","O3","N2","S1","P1","C19H23O3N2S1P1"
389.11904556948,19,24,3,2,0,2,"CHONP","Lignin","unsaturated/lignin",0.3333,-0.6316,1.26,0.16,"C19","H24","O3","N2",NA,"P2","C19H24O3N2P2"
389.12120512949,16,26,5,2,2,0,"CHONS","Protein","aliphatic+N",-0.1579,-0.375,1.62,0.31,"C16","H26","O5","N2","S2",NA,"C16H26O5N2S2"
389.122819204826,24,24,1,0,0,2,"CHOP","UnsatHC","aromatic",0.5349,-0.9167,1,0.04,"C24","H24","O1",NA,NA,"P2","C24H24O1P2"
389.124219580737,20,22,8,0,0,0,"CHO","Lignin","unsaturated/lignin",0.375,-0.3,1.1,0.4,"C20","H22","O8",NA,NA,NA,"C20H22O8"
389.127752480965,17,26,8,0,1,0,"CHOS","Protein","unsaturated aliphatic",0,-0.4706,1.53,0.47,"C17","H26","O8",NA,"S1",NA,"C17H26O8S1"
389.128716196871,17,28,6,0,0,2,"CHOP","Protein","unsaturated aliphatic",0,-0.9412,1.65,0.35,"C17","H28","O6",NA,NA,"P2","C17H28O6P2"
389.145321632229,17,26,10,0,0,0,"CHO","AminoSugar","unsaturated aliphatic",0,-0.3529,1.53,0.59,"C17","H26","O10",NA,NA,NA,"C17H26O10"
389.155325426654,20,28,2,2,0,2,"CHONP","UnsatHC","unsaturated/lignin",0.2667,-0.9,1.4,0.1,"C20","H28","O2","N2",NA,"P2","C20H28O2N2P2"
389.158816968898,17,32,2,2,1,2,"CHONSP","Lipid","aliphatic+N",-0.1818,-1.1765,1.88,0.12,"C17","H32","O2","N2","S1","P2","C17H32O2N2S1P2"
389.160566877174,21,26,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3143,-0.5714,1.24,0.33,"C21","H26","O7",NA,NA,NA,"C21H26O7"
389.181696299386,18,30,9,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.037,-0.6667,1.67,0.5,"C18","H30","O9",NA,NA,NA,"C18H30O9"
389.196981873069,22,30,6,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2632,-0.8182,1.36,0.27,"C22","H30","O6",NA,NA,NA,"C22H30O6"
389.204152119215,26,31,1,0,0,1,"CHOP","UnsatHC","unsaturated/lignin",0.4286,-1.1154,1.19,0.04,"C26","H31","O1",NA,NA,"P1","C26H31O1P1"
389.218126540643,19,34,8,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.0667,-0.9474,1.79,0.42,"C19","H34","O8",NA,NA,NA,"C19H34O8"
389.233373197564,23,34,5,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2195,-1.0435,1.48,0.22,"C23","H34","O5",NA,NA,NA,"C23H34O5"
389.254436689591,20,38,7,0,0,0,"CHO","Protein","unsaturated aliphatic",-0.0909,-1.2,1.9,0.35,"C20","H38","O7",NA,NA,NA,"C20H38O7"
390.040243074721,16,13,7,3,1,0,"CHONS","Lignin","aromatic",0.5294,0.75,0.81,0.44,"C16","H13","O7","N3","S1",NA,"C16H13O7N3S1"
390.046667174956,17,13,10,1,0,0,"CHON","ConHC","aromatic",0.5455,0.5882,0.76,0.59,"C17","H13","O10","N1",NA,NA,"C17H13O10N1"
390.059244522105,25,13,2,1,1,0,"CHONS","ConHC","condensed aromatic",0.7727,-0.16,0.52,0.08,"C25","H13","O2","N1","S1",NA,"C25H13O2N1S1"
390.083118723002,18,17,9,1,0,0,"CHON","Lignin","unsaturated/lignin",0.44,0.2222,0.94,0.5,"C18","H17","O9","N1",NA,NA,"C18H17O9N1"
390.083385294722,21,18,1,3,1,1,"CHONSP","UnsatHC","aromatic",0.6129,-0.2381,0.86,0.05,"C21","H18","O1","N3","S1","P1","C21H18O1N3S1P1"
390.104271578342,15,21,11,1,0,0,"CHON","Tannin","unsaturated/lignin",-0.0588,0.2667,1.4,0.73,"C15","H21","O11","N1",NA,NA,"C15H21O11N1"
390.119514743174,19,21,8,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3571,-0.1053,1.11,0.42,"C19","H21","O8","N1",NA,NA,"C19H21O8N1"
390.125889522417,15,26,5,3,1,1,"CHONSP","Protein","aliphatic+N",-0.3333,-0.3333,1.73,0.33,"C15","H26","O5","N3","S1","P1","C15H26O5N3S1P1"
