"Mass","C","H","O","N","S","P","El_comp","Class_old","Class","AImod","NOSC","HC","OC","formula_c","formula_h","formula_o","formula_n","formula_s","formula_p","formula"
634.141511509055,28,29,16,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3158,0.2143,1.04,0.57,"C28","H29","O16","N1",NA,NA,"C28H29O16N1"
634.186215471313,32,33,9,3,1,0,"CHONS","Lignin","unsaturated/lignin",0.4043,-0.125,1.03,0.28,"C32","H33","O9","N3","S1",NA,"C32H33O9N3S1"
634.186579087081,21,38,17,3,0,1,"CHONP","Carb","aliphatic+N",-0.8824,0.2381,1.81,0.81,"C21","H38","O17","N3",NA,"P1","C21H38O17N3P1"
634.222746254336,33,37,8,3,1,0,"CHONS","Lignin","unsaturated/lignin",0.36,-0.303,1.12,0.24,"C33","H37","O8","N3","S1",NA,"C33H37O8N3S1"
634.359225485289,26,57,12,3,1,0,"CHONS","Protein","saturated",-0.625,-0.8462,2.19,0.46,"C26","H57","O12","N3","S1",NA,"C26H57O12N3S1"
635.01596861719,25,16,20,0,0,0,"CHO","ConHC","aromatic",0.5333,0.96,0.64,0.8,"C25","H16","O20",NA,NA,NA,"C25H16O20"
635.016447400074,25,16,20,0,0,0,"CHO","ConHC","aromatic",0.5333,0.96,0.64,0.8,"C25","H16","O20",NA,NA,NA,"C25H16O20"
635.016841329614,26,20,15,0,2,0,"CHOS","ConHC","unsaturated/lignin",0.4545,0.5385,0.77,0.58,"C26","H20","O15",NA,"S2",NA,"C26H20O15S2"
635.031678349686,32,17,9,2,1,1,"CHONSP","ConHC","condensed aromatic",0.7447,0.2812,0.53,0.28,"C32","H17","O9","N2","S1","P1","C32H17O9N2S1P1"
635.032177053509,30,20,12,0,2,0,"CHOS","ConHC","aromatic",0.5909,0.2667,0.67,0.4,"C30","H20","O12",NA,"S2",NA,"C30H20O12S2"
635.032505770879,19,25,20,0,1,1,"CHOSP","Tannin","unsaturated/lignin",-0.5714,0.8947,1.32,1.05,"C19","H25","O20",NA,"S1","P1","C19H25O20S1P1"
635.052677006784,26,20,19,0,0,0,"CHO","ConHC","unsaturated/lignin",0.4545,0.6923,0.77,0.73,"C26","H20","O19",NA,NA,NA,"C26H20O19"
635.05304396247,26,20,19,0,0,0,"CHO","ConHC","unsaturated/lignin",0.4545,0.6923,0.77,0.73,"C26","H20","O19",NA,NA,NA,"C26H20O19"
635.068049371402,30,20,16,0,0,0,"CHO","ConHC","aromatic",0.5909,0.4,0.67,0.53,"C30","H20","O16",NA,NA,NA,"C30H20O16"
635.068452346364,31,24,11,0,2,0,"CHOS","ConHC","aromatic",0.5319,0.0645,0.77,0.35,"C31","H24","O11",NA,"S2",NA,"C31H24O11S2"
635.069164486827,20,29,19,0,1,1,"CHOSP","Tannin","unsaturated/lignin",-0.5294,0.55,1.45,0.95,"C20","H29","O19",NA,"S1","P1","C20H29O19S1P1"
635.069536291997,23,30,11,2,2,2,"CHONSP","Lignin","unsaturated/lignin",-0.0435,0.087,1.3,0.48,"C23","H30","O11","N2","S2","P2","C23H30O11N2S2P2"
635.084853922915,22,24,20,2,0,0,"CHON","Tannin","unsaturated/lignin",0,1,1.09,0.91,"C22","H24","O20","N2",NA,NA,"C22H24O20N2"
635.089068984208,27,24,18,0,0,0,"CHO","Tannin","unsaturated/lignin",0.3889,0.4444,0.89,0.67,"C27","H24","O18",NA,NA,NA,"C27H24O18"
635.089390392959,27,24,18,0,0,0,"CHO","Tannin","unsaturated/lignin",0.3889,0.4444,0.89,0.67,"C27","H24","O18",NA,NA,NA,"C27H24O18"
635.090934979562,28,30,11,0,1,2,"CHOSP","Lignin","unsaturated/lignin",0.3333,-0.2143,1.07,0.39,"C28","H30","O11",NA,"S1","P2","C28H30O11S1P2"
635.104386107046,31,24,15,0,0,0,"CHO","ConHC","aromatic",0.5319,0.1935,0.77,0.48,"C31","H24","O15",NA,NA,NA,"C31H24O15"
635.104898717058,32,28,10,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.48,-0.125,0.88,0.31,"C32","H28","O10",NA,"S2",NA,"C32H28O10S2"
635.105280284404,21,33,18,0,1,1,"CHOSP","Carb","unsaturated aliphatic",-0.5,0.2381,1.57,0.86,"C21","H33","O18",NA,"S1","P1","C21H33O18S1P1"
635.106285064806,19,28,22,2,0,0,"CHON","Other","unsaturated/lignin",-1,1.1579,1.47,1.16,"C19","H28","O22","N2",NA,NA,"C19H28O22N2"
635.121916989984,24,32,14,2,2,0,"CHONS","Lignin","unsaturated/lignin",-0.0769,0.25,1.33,0.58,"C24","H32","O14","N2","S2",NA,"C24H32O14N2S2"
635.125468433331,28,28,17,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3333,0.2143,1,0.61,"C28","H28","O17",NA,NA,NA,"C28H28O17"
635.12588257582,31,29,9,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.4667,-0.0968,0.94,0.29,"C31","H29","O9","N2","S1","P1","C31H29O9N2S1P1"
635.126265483485,39,25,7,0,0,1,"CHOP","ConHC","condensed aromatic",0.6812,-0.2821,0.64,0.18,"C39","H25","O7",NA,NA,"P1","C39H25O7P1"
635.140787724359,32,28,14,0,0,0,"CHO","Lignin","unsaturated/lignin",0.48,0,0.88,0.44,"C32","H28","O14",NA,NA,NA,"C32H28O14"
635.141207337935,33,32,9,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.434,-0.303,0.97,0.27,"C33","H32","O9",NA,"S2",NA,"C33H32O9S2"
635.141599742176,22,37,17,0,1,1,"CHOSP","Carb","unsaturated aliphatic",-0.4783,-0.0455,1.68,0.77,"C22","H37","O17",NA,"S1","P1","C22H37O17S1P1"
635.142247640741,25,38,9,2,2,2,"CHONSP","Protein","aliphatic+N",-0.1034,-0.4,1.52,0.36,"C25","H38","O9","N2","S2","P2","C25H38O9N2S2P2"
635.158503423722,25,36,13,2,2,0,"CHONS","Lignin","unsaturated/lignin",-0.1034,0,1.44,0.52,"C25","H36","O13","N2","S2",NA,"C25H36O13N2S2"
635.16185579056,29,32,16,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2857,0,1.1,0.55,"C29","H32","O16",NA,NA,NA,"C29H32O16"
635.162339955403,32,33,8,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.4167,-0.2812,1.03,0.25,"C32","H33","O8","N2","S1","P1","C32H33O8N2S1P1"
635.162765681603,40,29,6,0,0,1,"CHOP","ConHC","aromatic",0.6389,-0.425,0.72,0.15,"C40","H29","O6",NA,NA,"P1","C40H29O6P1"
635.177106265495,33,32,13,0,0,0,"CHO","Lignin","unsaturated/lignin",0.434,-0.1818,0.97,0.39,"C33","H32","O13",NA,NA,NA,"C33H32O13"
635.177809101697,34,36,8,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.3929,-0.4706,1.06,0.24,"C34","H36","O8",NA,"S2",NA,"C34H36O8S2"
635.178137740752,44,29,3,0,0,1,"CHOP","ConHC","condensed aromatic",0.6867,-0.5227,0.66,0.07,"C44","H29","O3",NA,NA,"P1","C44H29O3P1"
635.198262600778,30,36,15,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2444,-0.2,1.2,0.5,"C30","H36","O15",NA,NA,NA,"C30H36O15"
635.198794841307,33,37,7,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.3725,-0.4545,1.12,0.21,"C33","H37","O7","N2","S1","P1","C33H37O7N2S1P1"
635.213407300805,34,36,12,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3929,-0.3529,1.06,0.35,"C34","H36","O12",NA,NA,NA,"C34H36O12"
635.213909337228,37,37,4,2,1,1,"CHONSP","UnsatHC","unsaturated/lignin",0.4839,-0.5676,1,0.11,"C37","H37","O4","N2","S1","P1","C37H37O4N2S1P1"
635.234588015362,31,40,14,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2083,-0.3871,1.29,0.45,"C31","H40","O14",NA,NA,NA,"C31H40O14"
635.235044519214,34,41,6,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.3333,-0.6176,1.21,0.18,"C34","H41","O6","N2","S1","P1","C34H41O6N2S1P1"
635.23536545794,32,44,9,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.1765,-0.6875,1.38,0.28,"C32","H44","O9",NA,"S2",NA,"C32H44O9S2"
635.270960625047,32,44,13,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1765,-0.5625,1.38,0.41,"C32","H44","O13",NA,NA,NA,"C32H44O13"
635.271461262795,35,45,5,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.2982,-0.7714,1.29,0.14,"C35","H45","O5","N2","S1","P1","C35H45O5N2S1P1"
635.283959615856,29,49,13,0,0,1,"CHOP","Protein","unsaturated aliphatic",-0.0698,-0.7931,1.69,0.45,"C29","H49","O13",NA,NA,"P1","C29H49O13P1"
635.306658128731,46,40,1,2,0,0,"CHON","UnsatHC","aromatic",0.5862,-0.6957,0.87,0.02,"C46","H40","O1","N2",NA,NA,"C46H40O1N2"
635.307353314705,33,48,12,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1481,-0.7273,1.45,0.36,"C33","H48","O12",NA,NA,NA,"C33H48O12"
635.307817911707,36,49,4,2,1,1,"CHONSP","UnsatHC","unsaturated/lignin",0.2667,-0.9167,1.36,0.11,"C36","H49","O4","N2","S1","P1","C36H49O4N2S1P1"
635.320457322755,30,53,12,0,0,1,"CHOP","Protein","unsaturated aliphatic",-0.087,-0.9667,1.77,0.4,"C30","H53","O12",NA,NA,"P1","C30H53O12P1"
635.321865624901,29,52,11,2,1,0,"CHONS","Protein","aliphatic+N",-0.1707,-0.7586,1.79,0.38,"C29","H52","O11","N2","S1",NA,"C29H52O11N2S1"
635.343726059121,34,52,11,0,0,0,"CHO","Protein","unsaturated aliphatic",0.1228,-0.8824,1.53,0.32,"C34","H52","O11",NA,NA,NA,"C34H52O11"
635.353753750135,37,54,3,2,0,2,"CHONP","UnsatHC","unsaturated/lignin",0.2381,-1.1351,1.46,0.08,"C37","H54","O3","N2",NA,"P2","C37H54O3N2P2"
635.354254839257,35,57,6,0,1,1,"CHOSP","Lipid","unsaturated aliphatic",0.1,-1.2286,1.63,0.17,"C35","H57","O6",NA,"S1","P1","C35H57O6S1P1"
635.38006253888,35,56,10,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.1,-1.0286,1.6,0.29,"C35","H56","O10",NA,NA,NA,"C35H56O10"
635.395083469971,39,56,7,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2394,-1.0769,1.44,0.18,"C39","H56","O7",NA,NA,NA,"C39H56O7"
635.395688909583,31,62,7,2,0,2,"CHONP","Lipid","saturated",-0.1915,-1.3548,2,0.23,"C31","H62","O7","N2",NA,"P2","C31H62O7N2P2"
635.396028968478,31,62,7,2,0,2,"CHONP","Lipid","saturated",-0.1915,-1.3548,2,0.23,"C31","H62","O7","N2",NA,"P2","C31H62O7N2P2"
635.410809769139,43,56,4,0,0,0,"CHO","UnsatHC","unsaturated/lignin",0.3415,-1.1163,1.3,0.09,"C43","H56","O4",NA,NA,NA,"C43H56O4"
636.084156397152,26,23,18,1,0,0,"CHON","Tannin","unsaturated/lignin",0.375,0.6154,0.88,0.69,"C26","H23","O18","N1",NA,NA,"C26H23O18N1"
636.12066774772,27,27,17,1,0,0,"CHON","Lignin","unsaturated/lignin",0.3143,0.3704,1,0.63,"C27","H27","O17","N1",NA,NA,"C27H27O17N1"
636.214779895901,26,39,17,1,0,0,"CHON","AminoSugar","aliphatic+N",-0.0909,-0.0769,1.5,0.65,"C26","H39","O17","N1",NA,NA,"C26H39O17N1"
636.972575617651,21,19,17,0,2,1,"CHOSP","Tannin","unsaturated/lignin",0.1579,0.9048,0.9,0.81,"C21","H19","O17",NA,"S2","P1","C21H19O17S2P1"
637.031848257179,25,18,20,0,0,0,"CHO","ConHC","unsaturated/lignin",0.4667,0.88,0.72,0.8,"C25","H18","O20",NA,NA,NA,"C25H18O20"
637.03234053448,26,22,15,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.3939,0.4615,0.85,0.58,"C26","H22","O15",NA,"S2",NA,"C26H22O15S2"
637.044435745373,22,23,20,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.0909,0.7727,1.05,0.91,"C22","H23","O20",NA,NA,"P1","C22H23O20P1"
637.047244378481,29,18,17,0,0,0,"CHO","ConHC","aromatic",0.6098,0.5517,0.62,0.59,"C29","H18","O17",NA,NA,NA,"C29H18O17"
637.047682179065,30,22,12,0,2,0,"CHOS","ConHC","aromatic",0.5455,0.2,0.73,0.4,"C30","H22","O12",NA,"S2",NA,"C30H22O12S2"
637.048135262955,19,27,20,0,1,1,"CHOSP","Tannin","unsaturated/lignin",-0.7143,0.7895,1.42,1.05,"C19","H27","O20",NA,"S1","P1","C19H27O20S1P1"
637.048678876456,22,28,12,2,2,2,"CHONSP","Lignin","unsaturated/lignin",-0.1,0.2727,1.27,0.55,"C22","H28","O12","N2","S2","P2","C22H28O12N2S2P2"
637.05975573521,26,23,17,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.3939,0.4231,0.88,0.65,"C26","H23","O17",NA,NA,"P1","C26H23O17P1"
637.068228213567,26,22,19,0,0,0,"CHO","Tannin","unsaturated/lignin",0.3939,0.6154,0.85,0.73,"C26","H22","O19",NA,NA,NA,"C26H22O19"
637.068797018469,29,23,11,2,1,1,"CHONSP","ConHC","aromatic",0.5385,0.2414,0.79,0.38,"C29","H23","O11","N2","S1","P1","C29H23O11N2S1P1"
637.083572457272,30,22,16,0,0,0,"CHO","ConHC","aromatic",0.5455,0.3333,0.73,0.53,"C30","H22","O16",NA,NA,NA,"C30H22O16"
637.084039815642,22,28,16,2,0,2,"CHONP","Tannin","unsaturated/lignin",-0.1,0.4545,1.27,0.73,"C22","H28","O16","N2",NA,"P2","C22H28O16N2P2"
637.084405283088,31,26,11,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.4894,0,0.84,0.35,"C31","H26","O11",NA,"S2",NA,"C31H26O11S2"
637.104608297975,27,26,18,0,0,0,"CHO","Tannin","unsaturated/lignin",0.3333,0.3704,0.96,0.67,"C27","H26","O18",NA,NA,NA,"C27H26O18"
637.119971089493,31,26,15,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4894,0.129,0.84,0.48,"C31","H26","O15",NA,NA,NA,"C31H26O15"
637.120441917661,23,32,15,2,0,2,"CHONP","Tannin","unsaturated/lignin",-0.1304,0.1739,1.39,0.65,"C23","H32","O15","N2",NA,"P2","C23H32O15N2P2"
637.121149299524,21,35,18,0,1,1,"CHOSP","Carb","unsaturated aliphatic",-0.6,0.1429,1.67,0.86,"C21","H35","O18",NA,"S1","P1","C21H35O18S1P1"
637.140996265484,28,30,17,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2821,0.1429,1.07,0.61,"C28","H30","O17",NA,NA,NA,"C28H30O17"
637.141589308668,29,34,12,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.2381,-0.2069,1.17,0.41,"C29","H34","O12",NA,"S2",NA,"C29H34O12S2"
637.156303766993,32,30,14,0,0,0,"CHO","Lignin","unsaturated/lignin",0.44,-0.0625,0.94,0.44,"C32","H30","O14",NA,NA,NA,"C32H30O14"
637.156754917399,35,31,6,2,1,1,"CHONSP","Lignin","aromatic",0.5357,-0.3143,0.89,0.17,"C35","H31","O6","N2","S1","P1","C35H31O6N2S1P1"
637.157529417418,43,27,4,0,0,1,"CHOP","ConHC","condensed aromatic",0.7,-0.4419,0.63,0.09,"C43","H27","O4",NA,NA,"P1","C43H27O4P1"
637.177417434602,29,34,16,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2381,-0.069,1.17,0.55,"C29","H34","O16",NA,NA,NA,"C29H34O16"
637.177790369316,32,35,8,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.375,-0.3438,1.09,0.25,"C32","H35","O8","N2","S1","P1","C32H35O8N2S1P1"
637.178135658458,30,38,11,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.2,-0.4,1.27,0.37,"C30","H38","O11",NA,"S2",NA,"C30H38O11S2"
637.192756934471,33,34,13,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3962,-0.2424,1.03,0.39,"C33","H34","O13",NA,NA,NA,"C33H34O13"
637.193209018539,36,35,5,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.4915,-0.4722,0.97,0.14,"C36","H35","O5","N2","S1","P1","C36H35O5N2S1P1"
637.193766394631,44,31,3,0,0,1,"CHOP","ConHC","condensed aromatic",0.6627,-0.5682,0.7,0.07,"C44","H31","O3",NA,NA,"P1","C44H31O3P1"
637.210948393309,36,35,7,2,0,1,"CHONP","Lignin","unsaturated/lignin",0.4915,-0.4167,0.97,0.19,"C36","H35","O7","N2",NA,"P1","C36H35O7N2P1"
637.213859446365,30,38,15,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2,-0.2667,1.27,0.5,"C30","H38","O15",NA,NA,NA,"C30H38O15"
637.214326402179,33,39,7,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.3333,-0.5152,1.18,0.21,"C33","H39","O7","N2","S1","P1","C33H39O7N2S1P1"
637.229026528591,34,38,12,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3571,-0.4118,1.12,0.35,"C34","H38","O12",NA,NA,NA,"C34H38O12"
637.229523967214,37,39,4,2,1,1,"CHONSP","UnsatHC","unsaturated/lignin",0.4516,-0.6216,1.05,0.11,"C37","H39","O4","N2","S1","P1","C37H39O4N2S1P1"
637.241722956004,31,43,12,0,0,1,"CHOP","Lignin","unsaturated/lignin",0.1667,-0.6129,1.39,0.39,"C31","H43","O12",NA,NA,"P1","C31H43O12P1"
637.242520132169,32,47,7,0,2,1,"CHOSP","Lignin","unsaturated/lignin",0.1373,-0.9062,1.47,0.22,"C32","H47","O7",NA,"S2","P1","C32H47O7S2P1"
637.250201859991,31,42,14,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1667,-0.4516,1.35,0.45,"C31","H42","O14",NA,NA,NA,"C31H42O14"
637.250604963205,34,43,6,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.2963,-0.6765,1.26,0.18,"C34","H43","O6","N2","S1","P1","C34H43O6N2S1P1"
637.265331076267,35,42,11,0,0,0,"CHO","Lignin","unsaturated/lignin",0.322,-0.5714,1.2,0.31,"C35","H42","O11",NA,NA,NA,"C35H42O11"
637.26582566766,38,43,3,2,1,1,"CHONSP","UnsatHC","unsaturated/lignin",0.4154,-0.7632,1.13,0.08,"C38","H43","O3","N2","S1","P1","C38H43O3N2S1P1"
637.285406373016,36,48,6,0,0,2,"CHOP","Lignin","unsaturated/lignin",0.2903,-1,1.33,0.17,"C36","H48","O6",NA,NA,"P2","C36H48O6P2"
637.286618516428,32,46,13,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1373,-0.625,1.44,0.41,"C32","H46","O13",NA,NA,NA,"C32H46O13"
637.287107959569,35,47,5,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.2632,-0.8286,1.34,0.14,"C35","H47","O5","N2","S1","P1","C35H47O5N2S1P1"
637.287550034986,33,50,8,0,2,0,"CHOS","Lipid","unsaturated aliphatic",0.1111,-0.9091,1.52,0.24,"C33","H50","O8",NA,"S2",NA,"C33H50O8S2"
637.299548776793,29,51,13,0,0,1,"CHOP","Protein","unsaturated aliphatic",-0.1163,-0.8621,1.76,0.45,"C29","H51","O13",NA,NA,"P1","C29H51O13P1"
637.32296468294,33,50,12,0,0,0,"CHO","Protein","unsaturated aliphatic",0.1111,-0.7879,1.52,0.36,"C33","H50","O12",NA,NA,NA,"C33H50O12"
637.323444545171,36,51,4,2,1,1,"CHONSP","UnsatHC","unsaturated/lignin",0.2333,-0.9722,1.42,0.11,"C36","H51","O4","N2","S1","P1","C36H51O4N2S1P1"
637.359049834187,34,54,11,0,0,0,"CHO","Protein","unsaturated aliphatic",0.0877,-0.9412,1.59,0.32,"C34","H54","O11",NA,NA,NA,"C34H54O11"
637.359492631365,34,54,11,0,0,0,"CHO","Protein","unsaturated aliphatic",0.0877,-0.9412,1.59,0.32,"C34","H54","O11",NA,NA,NA,"C34H54O11"
637.395613520294,35,58,10,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.0667,-1.0857,1.66,0.29,"C35","H58","O10",NA,NA,NA,"C35H58O10"
637.396009915508,35,58,10,0,0,0,"CHO","Lipid","unsaturated aliphatic",0.0667,-1.0857,1.66,0.29,"C35","H58","O10",NA,NA,NA,"C35H58O10"
638.034873688664,29,22,10,1,2,1,"CHONSP","ConHC","aromatic",0.55,0.1724,0.76,0.34,"C29","H22","O10","N1","S2","P1","C29H22O10N1S2P1"
638.040955092282,22,26,15,1,2,1,"CHONSP","Tannin","unsaturated/lignin",-0.0476,0.5,1.18,0.68,"C22","H26","O15","N1","S2","P1","C22H26O15N1S2P1"
638.100089971071,26,25,18,1,0,0,"CHON","Tannin","unsaturated/lignin",0.3125,0.5385,0.96,0.69,"C26","H25","O18","N1",NA,NA,"C26H25O18N1"
638.108410893151,29,25,12,3,1,0,"CHONS","Lignin","unsaturated/lignin",0.4737,0.3448,0.86,0.41,"C29","H25","O12","N3","S1",NA,"C29H25O12N3S1"
638.136351095736,27,29,17,1,0,0,"CHON","Lignin","unsaturated/lignin",0.2571,0.2963,1.07,0.63,"C27","H29","O17","N1",NA,NA,"C27H29O17N1"
638.969975663504,20,17,20,0,1,1,"CHOSP","Tannin","unsaturated/lignin",0.125,1.25,0.85,1,"C20","H17","O20",NA,"S1","P1","C20H17O20S1P1"
639.025705597188,20,20,20,2,1,0,"CHONS","Tannin","unsaturated/lignin",-0.1429,1.4,1,1,"C20","H20","O20","N2","S1",NA,"C20H20O20N2S1"
639.026917579918,29,20,13,0,2,0,"CHOS","ConHC","aromatic",0.561,0.3448,0.69,0.45,"C29","H20","O13",NA,"S2",NA,"C29H20O13S2"
639.027719383894,18,25,21,0,1,1,"CHOSP","Other","unsaturated/lignin",-1,1.0556,1.39,1.17,"C18","H25","O21",NA,"S1","P1","C18H25O21S1P1"
639.033999339128,35,18,5,2,1,2,"CHONSP","ConHC","condensed aromatic",0.7818,0,0.51,0.14,"C35","H18","O5","N2","S1","P2","C35H18O5N2S1P2"
639.039010786761,25,21,18,0,0,1,"CHOP","Tannin","unsaturated/lignin",0.4,0.6,0.84,0.72,"C25","H21","O18",NA,NA,"P1","C25H21O18P1"
639.047518028057,25,20,20,0,0,0,"CHO","Tannin","unsaturated/lignin",0.4,0.8,0.8,0.8,"C25","H20","O20",NA,NA,NA,"C25H20O20"
639.047959081986,25,20,20,0,0,0,"CHO","Tannin","unsaturated/lignin",0.4,0.8,0.8,0.8,"C25","H20","O20",NA,NA,NA,"C25H20O20"
639.062927978885,29,20,17,0,0,0,"CHO","ConHC","aromatic",0.561,0.4828,0.69,0.59,"C29","H20","O17",NA,NA,NA,"C29H20O17"
639.063317048195,19,29,20,0,1,1,"CHOSP","Other","unsaturated aliphatic",-0.8571,0.6842,1.53,1.05,"C19","H29","O20",NA,"S1","P1","C19H29O20S1P1"
639.063821687688,19,29,20,0,1,1,"CHOSP","Other","unsaturated aliphatic",-0.8571,0.6842,1.53,1.05,"C19","H29","O20",NA,"S1","P1","C19H29O20S1P1"
639.064260654098,22,30,12,2,2,2,"CHONSP","Lignin","unsaturated/lignin",-0.2,0.1818,1.36,0.55,"C22","H30","O12","N2","S2","P2","C22H30O12N2S2P2"
639.076407026977,29,26,9,2,1,2,"CHONSP","Lignin","unsaturated/lignin",0.4872,0,0.9,0.31,"C29","H26","O9","N2","S1","P2","C29H26O9N2S1P2"
639.083963323321,26,24,19,0,0,0,"CHO","Tannin","unsaturated/lignin",0.3333,0.5385,0.92,0.73,"C26","H24","O19",NA,NA,NA,"C26H24O19"
639.099281070789,30,24,16,0,0,0,"CHO","Lignin","unsaturated/lignin",0.5,0.2667,0.8,0.53,"C30","H24","O16",NA,NA,NA,"C30H24O16"
639.099804606766,31,28,11,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.4468,-0.0645,0.9,0.35,"C31","H28","O11",NA,"S2",NA,"C31H28O11S2"
639.100570199804,23,34,11,2,2,2,"CHONSP","Lignin","unsaturated/lignin",-0.2174,-0.087,1.48,0.48,"C23","H34","O11","N2","S2","P2","C23H34O11N2S2P2"
639.106987346583,35,29,6,0,2,1,"CHOSP","Lignin","aromatic",0.5517,-0.3714,0.83,0.17,"C35","H29","O6",NA,"S2","P1","C35H29O6S2P1"
639.112906929285,38,26,6,0,0,2,"CHOP","ConHC","condensed aromatic",0.6667,-0.3684,0.68,0.16,"C38","H26","O6",NA,NA,"P2","C38H26O6P2"
639.120317343448,27,28,18,0,0,0,"CHO","Tannin","unsaturated/lignin",0.2778,0.2963,1.04,0.67,"C27","H28","O18",NA,NA,NA,"C27H28O18"
639.120810911578,30,29,10,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.4286,-0.0333,0.97,0.33,"C30","H29","O10","N2","S1","P1","C30H29O10N2S1P1"
639.135625531499,31,28,15,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4468,0.0645,0.9,0.48,"C31","H28","O15",NA,NA,NA,"C31H28O15"
639.136224881282,32,32,10,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.4,-0.25,1,0.31,"C32","H32","O10",NA,"S2",NA,"C32H32O10S2"
639.136803177181,42,25,5,0,0,1,"CHOP","ConHC","condensed aromatic",0.7143,-0.3571,0.6,0.12,"C42","H25","O5",NA,NA,"P1","C42H25O5P1"
639.156718610478,28,32,17,0,0,0,"CHO","Lignin","unsaturated/lignin",0.2308,0.0714,1.14,0.61,"C28","H32","O17",NA,NA,NA,"C28H32O17"
639.172064846611,32,32,14,0,0,0,"CHO","Lignin","unsaturated/lignin",0.4,-0.125,1,0.44,"C32","H32","O14",NA,NA,NA,"C32H32O14"
639.17249850619,33,36,9,0,2,0,"CHOS","Lignin","unsaturated/lignin",0.3585,-0.4242,1.09,0.27,"C33","H36","O9",NA,"S2",NA,"C33H36O9S2"
639.185995580859,40,34,4,0,0,2,"CHOP","UnsatHC","aromatic",0.5833,-0.65,0.85,0.1,"C40","H34","O4",NA,NA,"P2","C40H34O4P2"
639.189992423716,35,33,8,2,0,1,"CHONP","Lignin","unsaturated/lignin",0.5,-0.3143,0.94,0.23,"C35","H33","O8","N2",NA,"P1","C35H33O8N2P1"
639.193133507431,29,36,16,0,0,0,"CHO","Lignin","unsaturated/lignin",0.1905,-0.1379,1.24,0.55,"C29","H36","O16",NA,NA,NA,"C29H36O16"
639.193500323628,32,37,8,2,1,1,"CHONSP","Lignin","unsaturated/lignin",0.3333,-0.4062,1.16,0.25,"C32","H37","O8","N2","S1","P1","C32H37O8N2S1P1"
639.194099708948,40,33,6,0,0,1,"CHOP","Lignin","aromatic",0.5833,-0.525,0.82,0.15,"C40","H33","O6",NA,NA,"P1","C40H33O6P1"
639.20836749541,33,36,13,0,0,0,"CHO","Lignin","unsaturated/lignin",0.3585,-0.303,1.09,0.39,"C33","H36","O13",NA,NA,NA,"C33H36O13"
639.20882875077,23,45,16,0,1,1,"CHOSP","AminoSugar","unsaturated aliphatic",-0.6154,-0.4783,1.96,0.7,"C23","H45","O16",NA,"S1","P1","C23H45O16S1P1"
639.209302257202,23,45,16,0,1,1,"CHOSP","AminoSugar","unsaturated aliphatic",-0.6154,-0.4783,1.96,0.7,"C23","H45","O16",NA,"S1","P1","C23H45O16S1P1"
639.221699559914,30,41,13,0,0,1,"CHOP","Lignin","unsaturated/lignin",0.1556,-0.5,1.37,0.43,"C30","H41","O13",NA,NA,"P1","C30H41O13P1"
