"pF","vol_water_perc","source","treatment","texture","kPa","perc_sat"
0.928,71.96,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.85,83.14
0.948,71.02,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.89,82.06
0.968,70.03,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.93,80.91
0.988,69.02,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",0.97,79.75
1.008,68.01,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.02,78.58
1.028,67.01,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.07,77.42
1.048,66.02,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.12,76.28
1.068,65.05,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.17,75.16
1.088,64.09,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.22,74.05
1.108,63.14,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.28,72.95
1.128,62.21,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.34,71.88
1.148,61.3,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.41,70.83
1.168,60.4,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.47,69.79
1.188,59.52,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.54,68.77
1.208,58.65,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.61,67.76
1.228,57.8,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.69,66.78
1.248,56.96,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.77,65.81
1.269,56.13,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.86,64.85
1.289,55.32,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1.95,63.92
1.309,54.52,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.04,62.99
1.329,53.74,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.13,62.09
1.349,52.96,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.23,61.19
1.369,52.21,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.34,60.32
1.389,51.46,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.45,59.46
1.409,50.72,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.56,58.6
1.429,50,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.69,57.77
1.449,49.29,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.81,56.95
1.469,48.59,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2.94,56.14
1.489,47.91,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3.08,55.36
1.509,47.23,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3.23,54.57
1.529,46.57,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3.38,53.81
1.549,45.92,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3.54,53.06
1.569,45.27,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3.71,52.31
1.589,44.64,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3.88,51.58
1.609,44.02,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4.06,50.86
1.629,43.41,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4.26,50.16
1.649,42.81,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4.46,49.46
1.669,42.22,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4.67,48.78
1.689,41.64,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4.89,48.11
1.709,41.07,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",5.12,47.45
1.729,40.51,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",5.36,46.81
1.749,39.96,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",5.61,46.17
1.77,39.41,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",5.89,45.53
1.79,38.88,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",6.17,44.92
1.81,38.35,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",6.46,44.31
1.83,37.84,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",6.76,43.72
1.85,37.33,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",7.08,43.13
1.87,36.83,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",7.41,42.55
1.89,36.34,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",7.76,41.99
1.91,35.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",8.13,41.43
1.93,35.38,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",8.51,40.88
1.95,34.92,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",8.91,40.35
1.97,34.46,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",9.33,39.82
1.99,34.01,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",9.77,39.3
2.01,33.56,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",10.23,38.78
2.03,33.13,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",10.72,38.28
2.05,32.7,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",11.22,37.78
2.07,32.28,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",11.75,37.3
2.09,31.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",12.3,36.81
2.11,31.45,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",12.88,36.34
2.13,31.05,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",13.49,35.88
2.15,30.66,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",14.13,35.42
2.17,30.27,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",14.79,34.97
2.19,29.89,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",15.49,34.53
2.21,29.51,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",16.22,34.1
2.23,29.14,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",16.98,33.67
2.251,28.78,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",17.82,33.25
2.271,28.42,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",18.66,32.84
2.291,28.07,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",19.54,32.43
2.311,27.73,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",20.46,32.04
2.331,27.39,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",21.43,31.65
2.351,27.06,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",22.44,31.27
2.371,26.73,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",23.5,30.88
2.391,26.4,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",24.6,30.5
2.411,26.09,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",25.76,30.14
2.431,25.78,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",26.98,29.79
2.451,25.47,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",28.25,29.43
2.471,25.17,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",29.58,29.08
2.491,24.87,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",30.97,28.73
2.511,24.58,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",32.43,28.4
2.531,24.29,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",33.96,28.06
2.551,24.01,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",35.56,27.74
2.571,23.73,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",37.24,27.42
2.591,23.46,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",38.99,27.11
2.611,23.19,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",40.83,26.79
2.631,22.93,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",42.76,26.49
2.651,22.67,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",44.77,26.19
2.671,22.41,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",46.88,25.89
2.691,22.16,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",49.09,25.6
2.711,21.92,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",51.4,25.33
2.731,21.67,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",53.83,25.04
2.752,21.44,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",56.49,24.77
2.772,21.2,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",59.16,24.49
2.792,20.97,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",61.94,24.23
2.812,20.74,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",64.86,23.96
2.832,20.52,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",67.92,23.71
2.852,20.3,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",71.12,23.45
2.872,20.09,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",74.47,23.21
2.892,19.87,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",77.98,22.96
2.912,19.66,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",81.66,22.72
2.932,19.46,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",85.51,22.48
2.952,19.26,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",89.54,22.25
2.972,19.06,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",93.76,22.02
2.992,18.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",98.17,21.79
3.012,18.67,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",102.8,21.57
3.032,18.48,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",107.65,21.35
3.052,18.3,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",112.72,21.14
3.072,18.12,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",118.03,20.94
3.092,17.94,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",123.59,20.73
3.112,17.76,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",129.42,20.52
3.132,17.59,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",135.52,20.32
3.152,17.42,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",141.91,20.13
3.172,17.25,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",148.59,19.93
3.192,17.09,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",155.6,19.75
3.212,16.92,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",162.93,19.55
3.232,16.76,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",170.61,19.36
3.253,16.61,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",179.06,19.19
3.273,16.45,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",187.5,19.01
3.293,16.3,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",196.34,18.83
3.313,16.15,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",205.59,18.66
3.333,16.01,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",215.28,18.5
3.353,15.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",225.42,18.32
3.373,15.72,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",236.05,18.16
3.393,15.58,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",247.17,18
3.413,15.44,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",258.82,17.84
3.433,15.31,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",271.02,17.69
3.453,15.18,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",283.79,17.54
3.473,15.05,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",297.17,17.39
3.493,14.92,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",311.17,17.24
3.513,14.79,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",325.84,17.09
3.533,14.67,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",341.19,16.95
3.553,14.55,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",357.27,16.81
3.573,14.43,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",374.11,16.67
3.593,14.31,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",391.74,16.53
3.613,14.19,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",410.2,16.4
3.633,14.08,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",429.54,16.27
3.653,13.97,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",449.78,16.14
3.673,13.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",470.98,16.01
3.693,13.75,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",493.17,15.89
3.713,13.64,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",516.42,15.76
3.733,13.54,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",540.75,15.64
3.754,13.43,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",567.54,15.52
3.774,13.33,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",594.29,15.4
3.794,13.23,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",622.3,15.29
3.814,13.13,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",651.63,15.17
3.834,13.04,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",682.34,15.07
3.854,12.94,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",714.5,14.95
3.874,12.85,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",748.17,14.85
3.894,12.76,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",783.43,14.74
3.914,12.67,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",820.35,14.64
3.934,12.58,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",859.01,14.53
3.954,12.49,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",899.5,14.43
3.974,12.41,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",941.89,14.34
3.994,12.32,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",986.28,14.23
4.014,12.24,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1032.76,14.14
4.034,12.16,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1081.43,14.05
4.054,12.08,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1132.4,13.96
4.074,12,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1185.77,13.86
4.094,11.92,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1241.65,13.77
4.114,11.85,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1300.17,13.69
4.134,11.77,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1361.44,13.6
4.154,11.7,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1425.61,13.52
4.174,11.62,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1492.79,13.43
4.194,11.55,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1563.15,13.34
4.214,11.48,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1636.82,13.26
4.234,11.41,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1713.96,13.18
4.255,11.35,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1798.87,13.11
4.275,11.28,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1883.65,13.03
4.295,11.22,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",1972.42,12.96
4.315,11.15,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2065.38,12.88
4.335,11.09,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2162.72,12.81
4.355,11.03,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2264.64,12.74
4.375,10.96,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2371.37,12.66
4.395,10.9,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2483.13,12.59
4.415,10.84,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2600.16,12.52
4.435,10.79,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2722.7,12.47
4.455,10.73,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2851.02,12.4
4.475,10.67,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",2985.38,12.33
4.495,10.62,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3126.08,12.27
4.515,10.56,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3273.41,12.2
4.535,10.51,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3427.68,12.14
4.555,10.46,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3589.22,12.09
4.575,10.4,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3758.37,12.02
4.595,10.35,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",3935.5,11.96
4.615,10.3,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4120.98,11.9
4.635,10.25,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4315.19,11.84
4.655,10.21,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4518.56,11.8
4.675,10.16,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4731.51,11.74
4.695,10.11,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",4954.5,11.68
4.715,10.07,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",5188,11.63
4.735,10.02,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",5432.5,11.58
4.756,9.98,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",5701.64,11.53
4.776,9.93,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",5970.35,11.47
4.796,9.89,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",6251.73,11.43
4.816,9.85,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",6546.36,11.38
4.836,9.81,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",6854.88,11.33
4.856,9.76,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",7177.94,11.28
4.876,9.72,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",7516.23,11.23
4.896,9.68,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",7870.46,11.18
4.916,9.65,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",8241.38,11.15
4.936,9.61,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",8629.79,11.1
4.956,9.57,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",9036.49,11.06
4.976,9.53,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",9462.37,11.01
4.996,9.5,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",9908.32,10.98
5.016,9.46,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",10375.28,10.93
5.036,9.43,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",10864.26,10.9
5.056,9.39,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",11376.27,10.85
5.076,9.36,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",11912.42,10.81
5.096,9.32,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",12473.84,10.77
5.116,9.29,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",13061.71,10.73
5.136,9.26,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",13677.29,10.7
5.156,9.23,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",14321.88,10.66
5.176,9.19,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",14996.85,10.62
5.196,9.16,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",15703.63,10.58
5.216,9.13,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",16443.72,10.55
5.236,9.1,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",17218.69,10.51
5.257,9.07,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",18071.74,10.48
5.277,9.05,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",18923.44,10.46
5.297,9.02,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",19815.27,10.42
5.317,8.99,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",20749.14,10.39
5.337,8.96,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",21727.01,10.35
5.357,8.94,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",22750.97,10.33
5.377,8.91,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",23823.19,10.29
5.397,8.88,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",24945.95,10.26
5.417,8.86,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",26121.61,10.24
5.437,8.83,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",27352.69,10.2
5.457,8.81,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",28641.78,10.18
5.477,8.78,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",29991.63,10.14
5.497,8.76,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",31405.09,10.12
5.517,8.74,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",32885.16,10.1
5.537,8.71,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",34434.99,10.06
5.557,8.69,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",36057.86,10.04
5.577,8.67,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",37757.22,10.02
5.597,8.65,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",39536.66,9.99
5.617,8.62,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",41399.97,9.96
5.637,8.6,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",43351.09,9.94
5.657,8.58,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",45394.16,9.91
5.677,8.56,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",47533.52,9.89
5.697,8.54,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",49773.71,9.87
5.717,8.52,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",52119.47,9.84
5.737,8.5,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",54575.79,9.82
5.758,8.48,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",57279.6,9.8
5.778,8.46,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",59979.11,9.77
5.798,8.44,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",62805.84,9.75
5.818,8.43,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",65765.78,9.74
5.838,8.41,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",68865.23,9.72
5.858,8.39,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",72110.75,9.69
5.878,8.37,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",75509.22,9.67
5.898,8.36,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",79067.86,9.66
5.918,8.34,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",82794.22,9.64
5.938,8.32,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",86696.19,9.61
5.958,8.31,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",90782.05,9.6
5.978,8.29,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",95060.48,9.58
5.998,8.27,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",99540.54,9.56
6.018,8.26,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",104231.74,9.54
6.038,8.24,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",109144.03,9.52
6.058,8.23,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",114287.83,9.51
6.078,8.21,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",119674.05,9.49
6.098,8.2,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",125314.12,9.47
6.118,8.19,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",131219.99,9.46
6.138,8.17,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",137404.2,9.44
6.158,8.16,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",143879.86,9.43
6.178,8.14,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",150660.71,9.4
6.198,8.13,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",157761.13,9.39
6.218,8.12,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",165196.18,9.38
6.238,8.11,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",172981.64,9.37
6.259,8.09,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",181551.57,9.35
6.279,8.08,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",190107.83,9.34
6.299,8.07,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",199067.33,9.32
6.319,8.06,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",208449.09,9.31
6.339,8.04,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",218272.99,9.29
6.359,8.03,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",228559.88,9.28
6.379,8.02,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",239331.58,9.27
6.399,8.01,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",250610.93,9.25
6.419,8,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",262421.85,9.24
6.439,7.99,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",274789.42,9.23
6.459,7.98,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",287739.84,9.22
6.479,7.97,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",301300.6,9.21
6.499,7.96,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",315500.46,9.2
6.519,7.95,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",330369.54,9.19
6.539,7.94,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",345939.38,9.17
6.559,7.93,"data/wrc/vg_wp4c/scl_drying.xlsx","drying","SCL",362243,9.16
