"pF","vol_water_perc","source","treatment","texture","kPa","perc_sat"
4.816,4.35,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",6546.36,5.03
4.836,4.28,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",6854.88,4.95
4.856,4.22,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",7177.94,4.88
4.876,4.15,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",7516.23,4.79
4.896,4.08,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",7870.46,4.71
4.916,4.02,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",8241.38,4.64
4.936,3.95,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",8629.79,4.56
4.956,3.89,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",9036.49,4.49
4.976,3.83,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",9462.37,4.43
4.996,3.77,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",9908.32,4.36
5.016,3.7,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",10375.28,4.27
5.036,3.65,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",10864.26,4.22
5.056,3.59,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",11376.27,4.15
5.076,3.53,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",11912.42,4.08
5.096,3.47,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",12473.84,4.01
5.116,3.42,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",13061.71,3.95
5.136,3.36,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",13677.29,3.88
5.156,3.31,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",14321.88,3.82
5.176,3.26,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",14996.85,3.77
5.196,3.2,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",15703.63,3.7
5.216,3.15,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",16443.72,3.64
5.236,3.1,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",17218.69,3.58
5.257,3.05,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",18071.74,3.52
5.277,3,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",18923.44,3.47
5.297,2.95,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",19815.27,3.41
5.317,2.91,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",20749.14,3.36
5.337,2.86,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",21727.01,3.3
5.357,2.81,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",22750.97,3.25
5.377,2.77,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",23823.19,3.2
5.397,2.73,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",24945.95,3.15
5.417,2.68,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",26121.61,3.1
5.437,2.64,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",27352.69,3.05
5.457,2.6,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",28641.78,3
5.477,2.55,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",29991.63,2.95
5.497,2.51,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",31405.09,2.9
5.517,2.47,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",32885.16,2.85
5.537,2.43,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",34434.99,2.81
5.557,2.39,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",36057.86,2.76
5.577,2.36,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",37757.22,2.73
5.597,2.32,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",39536.66,2.68
5.617,2.28,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",41399.97,2.63
5.637,2.24,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",43351.09,2.59
5.657,2.21,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",45394.16,2.55
5.677,2.17,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",47533.52,2.51
5.697,2.14,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",49773.71,2.47
5.717,2.1,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",52119.47,2.43
5.737,2.07,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",54575.79,2.39
5.758,2.04,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",57279.6,2.36
5.778,2,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",59979.11,2.31
5.798,1.97,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",62805.84,2.28
5.818,1.94,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",65765.78,2.24
5.838,1.91,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",68865.23,2.21
5.858,1.88,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",72110.75,2.17
5.878,1.85,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",75509.22,2.14
5.898,1.82,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",79067.86,2.1
5.918,1.79,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",82794.22,2.07
5.938,1.76,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",86696.19,2.03
5.958,1.73,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",90782.05,2
5.978,1.71,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",95060.48,1.98
5.998,1.68,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",99540.54,1.94
6.018,1.65,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",104231.74,1.91
6.038,1.62,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",109144.03,1.87
6.058,1.6,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",114287.83,1.85
6.078,1.57,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",119674.05,1.81
6.098,1.55,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",125314.12,1.79
6.118,1.52,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",131219.99,1.76
6.138,1.5,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",137404.2,1.73
6.158,1.47,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",143879.86,1.7
6.178,1.45,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",150660.71,1.68
6.198,1.43,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",157761.13,1.65
6.218,1.41,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",165196.18,1.63
6.238,1.38,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",172981.64,1.59
6.259,1.36,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",181551.57,1.57
6.279,1.34,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",190107.83,1.55
6.299,1.32,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",199067.33,1.53
6.319,1.3,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",208449.09,1.5
6.339,1.28,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",218272.99,1.48
6.359,1.25,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",228559.88,1.44
6.379,1.23,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",239331.58,1.42
6.399,1.21,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",250610.93,1.4
6.419,1.2,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",262421.85,1.39
6.439,1.18,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",274789.42,1.36
6.459,1.16,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",287739.84,1.34
6.479,1.14,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",301300.6,1.32
6.499,1.12,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",315500.46,1.29
6.519,1.1,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",330369.54,1.27
6.539,1.08,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",345939.38,1.25
6.559,1.07,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",362243,1.24
6.579,1.05,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",379314.98,1.21
6.599,1.03,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",397191.55,1.19
6.619,1.02,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",415910.61,1.18
6.639,1,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",435511.87,1.16
6.659,0.98,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",456036.92,1.13
6.679,0.97,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",477529.27,1.12
6.699,0.95,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",500034.53,1.1
6.719,0.94,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",523600.44,1.09
6.739,0.92,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",548276.96,1.06
6.76,0.91,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",575439.94,1.05
6.78,0.89,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",602559.59,1.03
6.8,0.88,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",630957.34,1.02
6.82,0.87,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",660693.45,1.01
6.84,0.85,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",691830.97,0.98
6.86,0.84,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",724435.96,0.97
6.88,0.82,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",758577.58,0.95
6.9,0.81,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",794328.23,0.94
6.92,0.8,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",831763.77,0.92
6.94,0.79,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",870963.59,0.91
6.96,0.77,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",912010.84,0.89
6.98,0.76,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",954992.59,0.88
7,0.75,"data/wrc/vg_wp4c/200729_BC15_scl-drying.xlsx","drying","SCL",1e+06,0.87
0.006,86.01,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.1,98.07
0.026,85.92,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.11,97.97
0.046,85.83,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.11,97.87
0.066,85.74,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.12,97.77
0.086,85.64,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.12,97.65
0.106,85.54,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.13,97.54
0.126,85.43,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.13,97.41
0.146,85.32,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.14,97.29
0.166,85.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.15,97.15
0.186,85.08,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.15,97.01
0.206,84.95,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.16,96.86
0.226,84.82,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.17,96.72
0.246,84.68,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.18,96.56
0.267,84.54,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.18,96.4
0.287,84.39,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.19,96.23
0.307,84.24,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.2,96.05
0.327,84.07,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.21,95.86
0.347,83.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.22,95.68
0.367,83.73,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.23,95.47
0.387,83.55,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.24,95.27
0.407,83.36,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.26,95.05
0.427,83.17,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.27,94.83
0.447,82.97,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.28,94.61
0.467,82.76,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.29,94.37
0.487,82.55,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.31,94.13
0.507,82.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.32,93.88
0.527,82.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.34,93.61
0.547,81.86,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.35,93.34
0.567,81.62,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.37,93.07
0.587,81.37,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.39,92.78
0.607,81.11,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.4,92.49
0.627,80.85,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.42,92.19
0.647,80.57,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.44,91.87
0.667,80.29,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.46,91.55
0.687,80.01,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.49,91.23
0.707,79.72,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.51,90.9
0.727,79.41,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.53,90.55
0.747,79.11,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.56,90.21
0.768,78.79,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.59,89.84
0.788,78.47,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.61,89.48
0.808,78.15,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.64,89.11
0.828,77.81,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.67,88.72
0.848,77.47,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.7,88.34
0.868,77.13,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.74,87.95
0.888,76.77,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.77,87.54
0.908,76.42,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.81,87.14
0.928,76.05,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.85,86.72
0.948,75.69,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.89,86.31
0.968,75.31,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.93,85.87
0.988,74.93,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",0.97,85.44
1.008,74.55,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.02,85.01
1.028,74.16,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.07,84.56
1.048,73.77,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.12,84.12
1.068,73.37,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.17,83.66
1.088,72.97,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.22,83.2
1.108,72.57,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.28,82.75
1.128,72.16,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.34,82.28
1.148,71.75,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.41,81.81
1.168,71.34,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.47,81.35
1.188,70.92,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.54,80.87
1.208,70.5,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.61,80.39
1.228,70.08,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.69,79.91
1.248,69.66,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.77,79.43
1.269,69.23,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.86,78.94
1.289,68.81,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",1.95,78.46
1.309,68.38,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.04,77.97
1.329,67.95,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.13,77.48
1.349,67.52,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.23,76.99
1.369,67.09,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.34,76.5
1.389,66.66,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.45,76.01
1.409,66.22,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.56,75.51
1.429,65.79,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.69,75.02
1.449,65.36,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.81,74.53
1.469,64.92,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",2.94,74.03
1.489,64.49,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3.08,73.53
1.509,64.06,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3.23,73.04
1.529,63.63,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3.38,72.55
1.549,63.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3.54,72.06
1.569,62.76,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3.71,71.56
1.589,62.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",3.88,71.07
1.609,61.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4.06,70.59
1.629,61.48,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4.26,70.1
1.649,61.05,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4.46,69.61
1.669,60.62,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4.67,69.12
1.689,60.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",4.89,68.64
1.709,59.78,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",5.12,68.16
1.729,59.36,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",5.36,67.69
1.749,58.94,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",5.61,67.21
1.77,58.52,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",5.89,66.73
1.79,58.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",6.17,66.25
1.81,57.69,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",6.46,65.78
1.83,57.27,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",6.76,65.3
1.85,56.86,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",7.08,64.83
1.87,56.45,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",7.41,64.37
1.89,56.05,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",7.76,63.91
1.91,55.64,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",8.13,63.44
1.93,55.24,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",8.51,62.99
1.95,54.84,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",8.91,62.53
1.97,54.44,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",9.33,62.08
1.99,54.04,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",9.77,61.62
2.01,53.65,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",10.23,61.17
2.03,53.26,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",10.72,60.73
2.05,52.87,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",11.22,60.29
2.07,52.48,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",11.75,59.84
2.09,52.09,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",12.3,59.4
2.11,51.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",12.88,58.96
2.13,51.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",13.49,58.53
2.15,50.95,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",14.13,58.1
2.17,50.57,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",14.79,57.66
2.19,50.2,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",15.49,57.24
2.21,49.83,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",16.22,56.82
2.23,49.46,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",16.98,56.4
2.251,49.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",17.82,55.99
2.271,48.73,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",18.66,55.56
2.291,48.37,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",19.54,55.15
2.311,48.01,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",20.46,54.74
2.331,47.65,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",21.43,54.33
2.351,47.3,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",22.44,53.93
2.371,46.95,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",23.5,53.53
2.391,46.6,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",24.6,53.14
2.411,46.25,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",25.76,52.74
2.431,45.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",26.98,52.35
2.451,45.56,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",28.25,51.95
2.471,45.22,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",29.58,51.56
2.491,44.89,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",30.97,51.19
2.511,44.55,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",32.43,50.8
2.531,44.22,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",33.96,50.42
2.551,43.89,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",35.56,50.05
2.571,43.56,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",37.24,49.67
2.591,43.23,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",38.99,49.29
2.611,42.91,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",40.83,48.93
2.631,42.59,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",42.76,48.56
2.651,42.27,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",44.77,48.2
2.671,41.95,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",46.88,47.83
2.691,41.64,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",49.09,47.48
2.711,41.33,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",51.4,47.13
2.731,41.02,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",53.83,46.77
2.752,40.71,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",56.49,46.42
2.772,40.4,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",59.16,46.07
2.792,40.1,"data/wrc/vg_wp4c/200729_BC15_sl-drying.xlsx","drying","SL",61.94,45.72
