"Core_assignment","treatment","texture","sat_level","formula","n","presence"
"Soil_75_D","Drying","SCL",50,"C22H28O13",5,1
"Soil_75_D","Drying","SCL",50,"C22H28O14",5,1
"Soil_75_D","Drying","SCL",50,"C22H28O15",5,1
"Soil_75_D","Drying","SCL",50,"C22H28O16",3,1
"Soil_75_D","Drying","SCL",50,"C22H28O5",5,1
"Soil_75_D","Drying","SCL",50,"C22H28O6",5,1
"Soil_75_D","Drying","SCL",50,"C22H28O7",5,1
"Soil_75_D","Drying","SCL",50,"C22H28O8",5,1
"Soil_75_D","Drying","SCL",50,"C22H28O9",5,1
"Soil_75_D","Drying","SCL",50,"C22H29O10N1",5,1
"Soil_75_D","Drying","SCL",50,"C22H29O11P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H29O12N1",5,1
"Soil_75_D","Drying","SCL",50,"C22H29O12P1",4,1
"Soil_75_D","Drying","SCL",50,"C22H29O4S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H29O5S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H29O6S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H29O7S2P1",4,1
"Soil_75_D","Drying","SCL",50,"C22H29O8N1",4,1
"Soil_75_D","Drying","SCL",50,"C22H29O9N1",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O10",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O11",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O12",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O13",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O14",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O15",3,1
"Soil_75_D","Drying","SCL",50,"C22H30O5",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O6",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O7",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O8",5,1
"Soil_75_D","Drying","SCL",50,"C22H30O9",5,1
"Soil_75_D","Drying","SCL",50,"C22H31O12P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H31O4S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H31O5S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H31O7S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O10",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O11",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O12",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O13",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O5",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O6",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O7",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O8",5,1
"Soil_75_D","Drying","SCL",50,"C22H32O9",5,1
"Soil_75_D","Drying","SCL",50,"C22H33O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H33O11P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H33O12P1",4,1
"Soil_75_D","Drying","SCL",50,"C22H33O8P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H33O9N1",5,1
"Soil_75_D","Drying","SCL",50,"C22H33O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H34O10",5,1
"Soil_75_D","Drying","SCL",50,"C22H34O11",5,1
"Soil_75_D","Drying","SCL",50,"C22H34O12",5,1
"Soil_75_D","Drying","SCL",50,"C22H34O6",5,1
"Soil_75_D","Drying","SCL",50,"C22H34O7",5,1
"Soil_75_D","Drying","SCL",50,"C22H34O8",5,1
"Soil_75_D","Drying","SCL",50,"C22H34O9",5,1
"Soil_75_D","Drying","SCL",50,"C22H35O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H35O11P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H35O8N1",4,1
"Soil_75_D","Drying","SCL",50,"C22H35O8P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H35O9N1",5,1
"Soil_75_D","Drying","SCL",50,"C22H35O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H36O10",5,1
"Soil_75_D","Drying","SCL",50,"C22H36O11",5,1
"Soil_75_D","Drying","SCL",50,"C22H36O6",5,1
"Soil_75_D","Drying","SCL",50,"C22H36O7",5,1
"Soil_75_D","Drying","SCL",50,"C22H36O8",5,1
"Soil_75_D","Drying","SCL",50,"C22H36O9",5,1
"Soil_75_D","Drying","SCL",50,"C22H37O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H37O11P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H37O12N1",3,1
"Soil_75_D","Drying","SCL",50,"C22H37O8P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H37O9N1",5,1
"Soil_75_D","Drying","SCL",50,"C22H37O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H38O10",5,1
"Soil_75_D","Drying","SCL",50,"C22H38O6",5,1
"Soil_75_D","Drying","SCL",50,"C22H38O7",5,1
"Soil_75_D","Drying","SCL",50,"C22H38O8",5,1
"Soil_75_D","Drying","SCL",50,"C22H38O9",5,1
"Soil_75_D","Drying","SCL",50,"C22H39O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H39O8P1",3,1
"Soil_75_D","Drying","SCL",50,"C22H39O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C22H40O6",5,1
"Soil_75_D","Drying","SCL",50,"C22H40O7",5,1
"Soil_75_D","Drying","SCL",50,"C22H40O8",5,1
"Soil_75_D","Drying","SCL",50,"C22H40O9",3,1
"Soil_75_D","Drying","SCL",50,"C22H41O8P1",3,1
"Soil_75_D","Drying","SCL",50,"C22H41O9P1",4,1
"Soil_75_D","Drying","SCL",50,"C22H42O3N14S1",5,1
"Soil_75_D","Drying","SCL",50,"C22H48O4N12S1",4,1
"Soil_75_D","Drying","SCL",50,"C23H11O3S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H11O4S2P1",4,1
"Soil_75_D","Drying","SCL",50,"C23H12O11",4,1
"Soil_75_D","Drying","SCL",50,"C23H12O12",4,1
"Soil_75_D","Drying","SCL",50,"C23H12O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H12O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H12O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O16",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O17",5,1
"Soil_75_D","Drying","SCL",50,"C23H14O18",3,1
"Soil_75_D","Drying","SCL",50,"C23H14O9",3,1
"Soil_75_D","Drying","SCL",50,"C23H16O10",4,1
"Soil_75_D","Drying","SCL",50,"C23H16O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O16",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O17",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O18",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O19",3,1
"Soil_75_D","Drying","SCL",50,"C23H16O1N5P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H16O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H17O12N1",3,1
"Soil_75_D","Drying","SCL",50,"C23H17O13N1",3,1
"Soil_75_D","Drying","SCL",50,"C23H18O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O10N2",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O16",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O17",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O18",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O19",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O8",4,1
"Soil_75_D","Drying","SCL",50,"C23H18O8N2",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H18O9N2",5,1
"Soil_75_D","Drying","SCL",50,"C23H19O10N1",3,1
"Soil_75_D","Drying","SCL",50,"C23H19O11N1",4,1
"Soil_75_D","Drying","SCL",50,"C23H19O12N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H19O13N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H19O14N1",4,1
"Soil_75_D","Drying","SCL",50,"C23H19O15N1",3,1
"Soil_75_D","Drying","SCL",50,"C23H19O5S1P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O16",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O17",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O18",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O19",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O7",4,1
"Soil_75_D","Drying","SCL",50,"C23H20O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H20O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H21O10N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H21O11N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H21O12N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H21O13N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H21O14N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H21O15N1",3,1
"Soil_75_D","Drying","SCL",50,"C23H21O3S1P1",4,1
"Soil_75_D","Drying","SCL",50,"C23H21O4S1P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O16",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O17",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O18",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O19",4,1
"Soil_75_D","Drying","SCL",50,"C23H22O1N6S1",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H22O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H23O10N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H23O11N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H23O12N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H23O13N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H23O6S1P1",4,1
"Soil_75_D","Drying","SCL",50,"C23H24O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O16",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O17",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O18",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O19",4,1
"Soil_75_D","Drying","SCL",50,"C23H24O20N6S1",3,1
"Soil_75_D","Drying","SCL",50,"C23H24O6",4,1
"Soil_75_D","Drying","SCL",50,"C23H24O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H24O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H25O10N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H25O11N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H25O12N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H25O13N1",4,1
"Soil_75_D","Drying","SCL",50,"C23H25O14N1",3,1
"Soil_75_D","Drying","SCL",50,"C23H25O4S1P1",3,1
"Soil_75_D","Drying","SCL",50,"C23H26O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O16",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O17",4,1
"Soil_75_D","Drying","SCL",50,"C23H26O18",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O6",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H26O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H27O10N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H27O11N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H27O12N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H27O13N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H27O8S2P1",3,1
"Soil_75_D","Drying","SCL",50,"C23H28O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O16",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O17",4,1
"Soil_75_D","Drying","SCL",50,"C23H28O5",4,1
"Soil_75_D","Drying","SCL",50,"C23H28O6",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H28O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H29O10N1",4,1
"Soil_75_D","Drying","SCL",50,"C23H29O11N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H29O12N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H29O9N1",4,1
"Soil_75_D","Drying","SCL",50,"C23H30O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O15",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O4",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O5",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O6",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H30O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H31O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H31O11P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H31O12P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H31O4S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H31O5S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H31O6S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H31O7S2P1",4,1
"Soil_75_D","Drying","SCL",50,"C23H31O8N1",3,1
"Soil_75_D","Drying","SCL",50,"C23H31O9N1",3,1
"Soil_75_D","Drying","SCL",50,"C23H31O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O14",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O5",4,1
"Soil_75_D","Drying","SCL",50,"C23H32O6",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H32O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H33O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H33O11P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H33O12P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H33O3S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H33O5S2P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H34O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H34O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H34O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H34O13",5,1
"Soil_75_D","Drying","SCL",50,"C23H34O5",3,1
"Soil_75_D","Drying","SCL",50,"C23H34O6",5,1
"Soil_75_D","Drying","SCL",50,"C23H34O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H34O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H34O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H35O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H35O11P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H35O12P1",3,1
"Soil_75_D","Drying","SCL",50,"C23H35O8P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H35O9N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H35O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H36O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H36O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H36O12",5,1
"Soil_75_D","Drying","SCL",50,"C23H36O6",5,1
"Soil_75_D","Drying","SCL",50,"C23H36O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H36O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H36O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H37O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H37O11N1",5,1
"Soil_75_D","Drying","SCL",50,"C23H37O11P1",4,1
"Soil_75_D","Drying","SCL",50,"C23H37O8P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H37O9N1",4,1
"Soil_75_D","Drying","SCL",50,"C23H37O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H38O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H38O11",5,1
"Soil_75_D","Drying","SCL",50,"C23H38O6",5,1
"Soil_75_D","Drying","SCL",50,"C23H38O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H38O8",3,1
"Soil_75_D","Drying","SCL",50,"C23H38O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H39O11P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H39O8P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H39O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H40O10",5,1
"Soil_75_D","Drying","SCL",50,"C23H40O6",4,1
"Soil_75_D","Drying","SCL",50,"C23H40O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H40O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H40O9",5,1
"Soil_75_D","Drying","SCL",50,"C23H41O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H41O8P1",3,1
"Soil_75_D","Drying","SCL",50,"C23H41O9P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H42O6",5,1
"Soil_75_D","Drying","SCL",50,"C23H42O7",5,1
"Soil_75_D","Drying","SCL",50,"C23H42O8",5,1
"Soil_75_D","Drying","SCL",50,"C23H42O9",4,1
"Soil_75_D","Drying","SCL",50,"C23H43O10P1",5,1
"Soil_75_D","Drying","SCL",50,"C23H43O9P1",4,1
"Soil_75_D","Drying","SCL",50,"C23H45O5N4P1",5,1
"Soil_75_D","Drying","SCL",50,"C24H12O13",5,1
"Soil_75_D","Drying","SCL",50,"C24H12O14",4,1
"Soil_75_D","Drying","SCL",50,"C24H13O4N2P1",4,1
"Soil_75_D","Drying","SCL",50,"C24H13O5N2P1",4,1
"Soil_75_D","Drying","SCL",50,"C24H14O10",3,1
"Soil_75_D","Drying","SCL",50,"C24H14O11",5,1
"Soil_75_D","Drying","SCL",50,"C24H14O12",5,1
"Soil_75_D","Drying","SCL",50,"C24H14O13",5,1
"Soil_75_D","Drying","SCL",50,"C24H14O14",5,1
"Soil_75_D","Drying","SCL",50,"C24H14O15",5,1
"Soil_75_D","Drying","SCL",50,"C24H14O16",5,1
"Soil_75_D","Drying","SCL",50,"C24H14O17",4,1
"Soil_75_D","Drying","SCL",50,"C24H14O18",3,1
"Soil_75_D","Drying","SCL",50,"C24H14O8S1",3,1
"Soil_75_D","Drying","SCL",50,"C24H16O10",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O11",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O12",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O13",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O14",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O15",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O16",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O17",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O18",5,1
"Soil_75_D","Drying","SCL",50,"C24H16O19",4,1
"Soil_75_D","Drying","SCL",50,"C24H16O7S1",4,1
"Soil_75_D","Drying","SCL",50,"C24H18O10",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O10N2",3,1
"Soil_75_D","Drying","SCL",50,"C24H18O11",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O12",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O13",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O14",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O15",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O16",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O17",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O18",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O19",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O8S1",5,1
"Soil_75_D","Drying","SCL",50,"C24H18O9",5,1
"Soil_75_D","Drying","SCL",50,"C24H19O13N1",4,1
"Soil_75_D","Drying","SCL",50,"C24H19O14N1",3,1
"Soil_75_D","Drying","SCL",50,"C24H19O15N1",3,1
"Soil_75_D","Drying","SCL",50,"C24H20O10",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O10N2",4,1
"Soil_75_D","Drying","SCL",50,"C24H20O11",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O12",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O13",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O14",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O15",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O16",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O17",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O18",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O19",5,1
"Soil_75_D","Drying","SCL",50,"C24H20O20",3,1
"Soil_75_D","Drying","SCL",50,"C24H20O8",4,1
"Soil_75_D","Drying","SCL",50,"C24H20O9",5,1
"Soil_75_D","Drying","SCL",50,"C24H21O13N1",5,1
"Soil_75_D","Drying","SCL",50,"C24H21O14N1",4,1
"Soil_75_D","Drying","SCL",50,"C24H21O15N1",3,1
"Soil_75_D","Drying","SCL",50,"C24H21O4S1P1",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O10",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O11",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O12",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O13",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O14",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O15",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O16",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O17",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O18",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O19",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O1N6S2",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O7N2",3,1
"Soil_75_D","Drying","SCL",50,"C24H22O8",5,1
"Soil_75_D","Drying","SCL",50,"C24H22O9",5,1
"Soil_75_D","Drying","SCL",50,"C24H23O11N1",4,1
"Soil_75_D","Drying","SCL",50,"C24H23O12N1",3,1
"Soil_75_D","Drying","SCL",50,"C24H23O13N1",4,1
"Soil_75_D","Drying","SCL",50,"C24H23O15N1",4,1
"Soil_75_D","Drying","SCL",50,"C24H23O3S1P1",5,1
"Soil_75_D","Drying","SCL",50,"C24H23O4S1P1",5,1
"Soil_75_D","Drying","SCL",50,"C24H23O5S1P1",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O10",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O11",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O12",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O13",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O14",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O15",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O16",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O17",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O18",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O19",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O1N6S2",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O20",4,1
"Soil_75_D","Drying","SCL",50,"C24H24O2N6S1",3,1
"Soil_75_D","Drying","SCL",50,"C24H24O7",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O8",5,1
"Soil_75_D","Drying","SCL",50,"C24H24O9",5,1
"Soil_75_D","Drying","SCL",50,"C24H25O13N1",3,1
"Soil_75_D","Drying","SCL",50,"C24H26O10",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O11",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O12",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O13",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O14",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O14N2S2",3,1
"Soil_75_D","Drying","SCL",50,"C24H26O15",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O16",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O17",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O18",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O19",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O7",5,1
"Soil_75_D","Drying","SCL",50,"C24H26O8",5,1
