"Core_assignment","treatment","texture","sat_level","formula","n","presence"
"Soil_100_D","Drying","SCL",75,"C10H14O12N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C10H14O2N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C10H16O11N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C10H16O9N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C10H18O10N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C10H18O9N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C10H19O7N4P1",3,1
"Soil_100_D","Drying","SCL",75,"C10H19O8N6S1P1",4,1
"Soil_100_D","Drying","SCL",75,"C10H21O7N4P1",3,1
"Soil_100_D","Drying","SCL",75,"C10H21O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C10H21O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C10H23O6N4P1",3,1
"Soil_100_D","Drying","SCL",75,"C10H23O7N4P1",4,1
"Soil_100_D","Drying","SCL",75,"C10H23O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C10H23O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C10H25O6N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C10H25O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C10H7O10N2S2P1",4,1
"Soil_100_D","Drying","SCL",75,"C10H9O11N2S2P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H10O3N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C11H11O11N2S2P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H12O1N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C11H14O12N4S1",3,1
"Soil_100_D","Drying","SCL",75,"C11H14O1N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C11H16O10N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C11H16O12N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C11H16O13N4S1",3,1
"Soil_100_D","Drying","SCL",75,"C11H16O1N12",4,1
"Soil_100_D","Drying","SCL",75,"C11H16O1N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C11H16O2N12",3,1
"Soil_100_D","Drying","SCL",75,"C11H16O3N12",4,1
"Soil_100_D","Drying","SCL",75,"C11H18O11N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C11H18O9N4S1",3,1
"Soil_100_D","Drying","SCL",75,"C11H19O8N6S1P1",3,1
"Soil_100_D","Drying","SCL",75,"C11H22O11N4",3,1
"Soil_100_D","Drying","SCL",75,"C11H23O6N4P1",4,1
"Soil_100_D","Drying","SCL",75,"C11H23O6N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H23O7N4P1",3,1
"Soil_100_D","Drying","SCL",75,"C11H23O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H23O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H24O5N4S2",3,1
"Soil_100_D","Drying","SCL",75,"C11H24O8N4S1",3,1
"Soil_100_D","Drying","SCL",75,"C11H25O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H25O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H26O13N4",4,1
"Soil_100_D","Drying","SCL",75,"C11H27O6N4P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H28O13N4",5,1
"Soil_100_D","Drying","SCL",75,"C11H3O4N8S2P1",5,1
"Soil_100_D","Drying","SCL",75,"C11H9O10N2S2P1",4,1
"Soil_100_D","Drying","SCL",75,"C12H10O7S2",4,1
"Soil_100_D","Drying","SCL",75,"C12H12O1N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H14O2N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H16O12N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H16O13N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C12H16O1N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H18O10N4S1",3,1
"Soil_100_D","Drying","SCL",75,"C12H18O11N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H18O12N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H18O1N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H18O2N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H18O3N12",3,1
"Soil_100_D","Drying","SCL",75,"C12H20O10N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H20O11N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C12H20O5N12",3,1
"Soil_100_D","Drying","SCL",75,"C12H20O9N4S1",3,1
"Soil_100_D","Drying","SCL",75,"C12H24O6N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C12H25O6N4P1",3,1
"Soil_100_D","Drying","SCL",75,"C12H25O6N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C12H25O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C12H25O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C12H26O5N4S2",5,1
"Soil_100_D","Drying","SCL",75,"C12H27O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C12H27O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C12H30O13N4",4,1
"Soil_100_D","Drying","SCL",75,"C12H30O14N4",5,1
"Soil_100_D","Drying","SCL",75,"C12H31O2N4S1P1",3,1
"Soil_100_D","Drying","SCL",75,"C13H10O10",5,1
"Soil_100_D","Drying","SCL",75,"C13H10O11",5,1
"Soil_100_D","Drying","SCL",75,"C13H10O2N12S1",3,1
"Soil_100_D","Drying","SCL",75,"C13H12O10",5,1
"Soil_100_D","Drying","SCL",75,"C13H12O11",5,1
"Soil_100_D","Drying","SCL",75,"C13H12O12",4,1
"Soil_100_D","Drying","SCL",75,"C13H12O7S2",5,1
"Soil_100_D","Drying","SCL",75,"C13H12O9",5,1
"Soil_100_D","Drying","SCL",75,"C13H14O10",5,1
"Soil_100_D","Drying","SCL",75,"C13H14O11",5,1
"Soil_100_D","Drying","SCL",75,"C13H14O1N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C13H14O9",5,1
"Soil_100_D","Drying","SCL",75,"C13H16O10",5,1
"Soil_100_D","Drying","SCL",75,"C13H16O11",5,1
"Soil_100_D","Drying","SCL",75,"C13H16O2N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C13H16O9",5,1
"Soil_100_D","Drying","SCL",75,"C13H18O9",3,1
"Soil_100_D","Drying","SCL",75,"C13H20O11N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C13H20O12N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C13H20O13N2",3,1
"Soil_100_D","Drying","SCL",75,"C13H20O13N4S1",3,1
"Soil_100_D","Drying","SCL",75,"C13H21O10N1",5,1
"Soil_100_D","Drying","SCL",75,"C13H22O10N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C13H22O11N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C13H22O9N4S1",4,1
"Soil_100_D","Drying","SCL",75,"C13H25O6N4P1",3,1
"Soil_100_D","Drying","SCL",75,"C13H26O2N16",4,1
"Soil_100_D","Drying","SCL",75,"C13H27O5N2P1",4,1
"Soil_100_D","Drying","SCL",75,"C13H27O6N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C13H27O7N6S1P1",4,1
"Soil_100_D","Drying","SCL",75,"C13H27O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C13H28O1N14S1",3,1
"Soil_100_D","Drying","SCL",75,"C13H28O5N4S2",5,1
"Soil_100_D","Drying","SCL",75,"C13H29O3N4P1",4,1
"Soil_100_D","Drying","SCL",75,"C13H29O6N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C13H29O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C13H29O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C13H32O13N4",5,1
"Soil_100_D","Drying","SCL",75,"C13H32O14N4",5,1
"Soil_100_D","Drying","SCL",75,"C13H32O15N4",5,1
"Soil_100_D","Drying","SCL",75,"C14H10O10",5,1
"Soil_100_D","Drying","SCL",75,"C14H10O11",5,1
"Soil_100_D","Drying","SCL",75,"C14H10O12",3,1
"Soil_100_D","Drying","SCL",75,"C14H10O9",5,1
"Soil_100_D","Drying","SCL",75,"C14H12O10",5,1
"Soil_100_D","Drying","SCL",75,"C14H12O11",5,1
"Soil_100_D","Drying","SCL",75,"C14H12O13",5,1
"Soil_100_D","Drying","SCL",75,"C14H12O8",4,1
"Soil_100_D","Drying","SCL",75,"C14H12O9",5,1
"Soil_100_D","Drying","SCL",75,"C14H13O13P1",4,1
"Soil_100_D","Drying","SCL",75,"C14H14O10",5,1
"Soil_100_D","Drying","SCL",75,"C14H14O11",5,1
"Soil_100_D","Drying","SCL",75,"C14H14O12",5,1
"Soil_100_D","Drying","SCL",75,"C14H14O13",5,1
"Soil_100_D","Drying","SCL",75,"C14H14O8",5,1
"Soil_100_D","Drying","SCL",75,"C14H14O9",5,1
"Soil_100_D","Drying","SCL",75,"C14H15O10P1",3,1
"Soil_100_D","Drying","SCL",75,"C14H16O10",5,1
"Soil_100_D","Drying","SCL",75,"C14H16O11",5,1
"Soil_100_D","Drying","SCL",75,"C14H16O12",5,1
"Soil_100_D","Drying","SCL",75,"C14H16O1N10",3,1
"Soil_100_D","Drying","SCL",75,"C14H16O7",3,1
"Soil_100_D","Drying","SCL",75,"C14H16O8",5,1
"Soil_100_D","Drying","SCL",75,"C14H16O9",5,1
"Soil_100_D","Drying","SCL",75,"C14H18O10",5,1
"Soil_100_D","Drying","SCL",75,"C14H18O11",5,1
"Soil_100_D","Drying","SCL",75,"C14H18O7",4,1
"Soil_100_D","Drying","SCL",75,"C14H18O8",5,1
"Soil_100_D","Drying","SCL",75,"C14H18O9",5,1
"Soil_100_D","Drying","SCL",75,"C14H19O9P1",3,1
"Soil_100_D","Drying","SCL",75,"C14H20O10",4,1
"Soil_100_D","Drying","SCL",75,"C14H20O7",4,1
"Soil_100_D","Drying","SCL",75,"C14H20O8",5,1
"Soil_100_D","Drying","SCL",75,"C14H20O9",5,1
"Soil_100_D","Drying","SCL",75,"C14H21O1N6S2P1",3,1
"Soil_100_D","Drying","SCL",75,"C14H22O12N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C14H22O7",3,1
"Soil_100_D","Drying","SCL",75,"C14H22O8",4,1
"Soil_100_D","Drying","SCL",75,"C14H24O10N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C14H24O11N4S1",5,1
"Soil_100_D","Drying","SCL",75,"C14H24O9N4S1",3,1
"Soil_100_D","Drying","SCL",75,"C14H25O8P1",3,1
"Soil_100_D","Drying","SCL",75,"C14H28O9",3,1
"Soil_100_D","Drying","SCL",75,"C14H29O6N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C14H29O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C14H29O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C14H30O3N14",5,1
"Soil_100_D","Drying","SCL",75,"C14H30O3N18",3,1
"Soil_100_D","Drying","SCL",75,"C14H31O6N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C14H31O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C14H32O14N4",5,1
"Soil_100_D","Drying","SCL",75,"C14H34O13N4",5,1
"Soil_100_D","Drying","SCL",75,"C14H6O15N4",5,1
"Soil_100_D","Drying","SCL",75,"C14H8O10",3,1
"Soil_100_D","Drying","SCL",75,"C14H8O9",4,1
"Soil_100_D","Drying","SCL",75,"C14H9O2N11S2",3,1
"Soil_100_D","Drying","SCL",75,"C15H10O10",5,1
"Soil_100_D","Drying","SCL",75,"C15H10O11",5,1
"Soil_100_D","Drying","SCL",75,"C15H10O12",5,1
"Soil_100_D","Drying","SCL",75,"C15H10O13",3,1
"Soil_100_D","Drying","SCL",75,"C15H10O16N4",3,1
"Soil_100_D","Drying","SCL",75,"C15H10O8",5,1
"Soil_100_D","Drying","SCL",75,"C15H10O9",5,1
"Soil_100_D","Drying","SCL",75,"C15H12O10",5,1
"Soil_100_D","Drying","SCL",75,"C15H12O11",5,1
"Soil_100_D","Drying","SCL",75,"C15H12O12",5,1
"Soil_100_D","Drying","SCL",75,"C15H12O13",5,1
"Soil_100_D","Drying","SCL",75,"C15H12O14",5,1
"Soil_100_D","Drying","SCL",75,"C15H12O8",5,1
"Soil_100_D","Drying","SCL",75,"C15H12O9",5,1
"Soil_100_D","Drying","SCL",75,"C15H13O10N1",4,1
"Soil_100_D","Drying","SCL",75,"C15H13O11P1",3,1
"Soil_100_D","Drying","SCL",75,"C15H13O12P1",4,1
"Soil_100_D","Drying","SCL",75,"C15H13O13P1",5,1
"Soil_100_D","Drying","SCL",75,"C15H14O10",5,1
"Soil_100_D","Drying","SCL",75,"C15H14O11",5,1
"Soil_100_D","Drying","SCL",75,"C15H14O12",5,1
"Soil_100_D","Drying","SCL",75,"C15H14O13",5,1
"Soil_100_D","Drying","SCL",75,"C15H14O14",5,1
"Soil_100_D","Drying","SCL",75,"C15H14O7",3,1
"Soil_100_D","Drying","SCL",75,"C15H14O8",5,1
"Soil_100_D","Drying","SCL",75,"C15H14O9",5,1
"Soil_100_D","Drying","SCL",75,"C15H15O12P1",4,1
"Soil_100_D","Drying","SCL",75,"C15H15O13P1",4,1
"Soil_100_D","Drying","SCL",75,"C15H15O9N1",5,1
"Soil_100_D","Drying","SCL",75,"C15H16O10",5,1
"Soil_100_D","Drying","SCL",75,"C15H16O11",5,1
"Soil_100_D","Drying","SCL",75,"C15H16O12",5,1
"Soil_100_D","Drying","SCL",75,"C15H16O13",5,1
"Soil_100_D","Drying","SCL",75,"C15H16O7",5,1
"Soil_100_D","Drying","SCL",75,"C15H16O8",5,1
"Soil_100_D","Drying","SCL",75,"C15H16O8N2",3,1
"Soil_100_D","Drying","SCL",75,"C15H16O9",5,1
"Soil_100_D","Drying","SCL",75,"C15H17O9N1",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O10",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O11",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O12",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O13",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O1N12S1",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O7",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O8",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O8N2",5,1
"Soil_100_D","Drying","SCL",75,"C15H18O9",5,1
"Soil_100_D","Drying","SCL",75,"C15H19O9P1",3,1
"Soil_100_D","Drying","SCL",75,"C15H20O10",5,1
"Soil_100_D","Drying","SCL",75,"C15H20O11",5,1
"Soil_100_D","Drying","SCL",75,"C15H20O12",3,1
"Soil_100_D","Drying","SCL",75,"C15H20O7",5,1
"Soil_100_D","Drying","SCL",75,"C15H20O8",5,1
"Soil_100_D","Drying","SCL",75,"C15H20O8N2",3,1
"Soil_100_D","Drying","SCL",75,"C15H20O9",5,1
"Soil_100_D","Drying","SCL",75,"C15H21O9N1",3,1
"Soil_100_D","Drying","SCL",75,"C15H21O9P1",5,1
"Soil_100_D","Drying","SCL",75,"C15H22O10",5,1
"Soil_100_D","Drying","SCL",75,"C15H22O7",5,1
"Soil_100_D","Drying","SCL",75,"C15H22O8",5,1
"Soil_100_D","Drying","SCL",75,"C15H22O9",5,1
"Soil_100_D","Drying","SCL",75,"C15H23O9P1",5,1
"Soil_100_D","Drying","SCL",75,"C15H24O7",5,1
"Soil_100_D","Drying","SCL",75,"C15H24O8",5,1
"Soil_100_D","Drying","SCL",75,"C15H24O9",5,1
"Soil_100_D","Drying","SCL",75,"C15H25O8N1",3,1
"Soil_100_D","Drying","SCL",75,"C15H25O9N1",4,1
"Soil_100_D","Drying","SCL",75,"C15H25O9P1",3,1
"Soil_100_D","Drying","SCL",75,"C15H27O8P1",4,1
"Soil_100_D","Drying","SCL",75,"C15H29O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C15H30O2N16",5,1
"Soil_100_D","Drying","SCL",75,"C15H31O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C15H31O8N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C15H32O15N4",5,1
"Soil_100_D","Drying","SCL",75,"C15H32O16N4",4,1
"Soil_100_D","Drying","SCL",75,"C15H32O17N4",5,1
"Soil_100_D","Drying","SCL",75,"C15H34O14N4",5,1
"Soil_100_D","Drying","SCL",75,"C15H5O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C15H8O10",4,1
"Soil_100_D","Drying","SCL",75,"C15H8O11",3,1
"Soil_100_D","Drying","SCL",75,"C15H8O6N12S1",3,1
"Soil_100_D","Drying","SCL",75,"C15H8O9",4,1
"Soil_100_D","Drying","SCL",75,"C16H10O10",5,1
"Soil_100_D","Drying","SCL",75,"C16H10O11",5,1
"Soil_100_D","Drying","SCL",75,"C16H10O12",5,1
"Soil_100_D","Drying","SCL",75,"C16H10O13",5,1
"Soil_100_D","Drying","SCL",75,"C16H10O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H10O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H12O10",5,1
"Soil_100_D","Drying","SCL",75,"C16H12O11",5,1
"Soil_100_D","Drying","SCL",75,"C16H12O12",5,1
"Soil_100_D","Drying","SCL",75,"C16H12O13",5,1
"Soil_100_D","Drying","SCL",75,"C16H12O14",5,1
"Soil_100_D","Drying","SCL",75,"C16H12O15",4,1
"Soil_100_D","Drying","SCL",75,"C16H12O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H12O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H12O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H13O10N1",4,1
"Soil_100_D","Drying","SCL",75,"C16H13O12P1",4,1
"Soil_100_D","Drying","SCL",75,"C16H13O14P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H13O9N1",4,1
"Soil_100_D","Drying","SCL",75,"C16H14O10",5,1
"Soil_100_D","Drying","SCL",75,"C16H14O11",5,1
"Soil_100_D","Drying","SCL",75,"C16H14O12",5,1
"Soil_100_D","Drying","SCL",75,"C16H14O13",5,1
"Soil_100_D","Drying","SCL",75,"C16H14O14",5,1
"Soil_100_D","Drying","SCL",75,"C16H14O15",5,1
"Soil_100_D","Drying","SCL",75,"C16H14O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H14O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H14O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H15O10N1",5,1
"Soil_100_D","Drying","SCL",75,"C16H15O11P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H15O12N1",4,1
"Soil_100_D","Drying","SCL",75,"C16H15O12P1",5,1
"Soil_100_D","Drying","SCL",75,"C16H15O13P1",5,1
"Soil_100_D","Drying","SCL",75,"C16H15O14P1",5,1
"Soil_100_D","Drying","SCL",75,"C16H15O15P1",4,1
"Soil_100_D","Drying","SCL",75,"C16H15O16P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H15O9N1",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O10",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O11",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O12",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O13",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O14",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O15",4,1
"Soil_100_D","Drying","SCL",75,"C16H16O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O8N2",3,1
"Soil_100_D","Drying","SCL",75,"C16H16O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H16O9N2",4,1
"Soil_100_D","Drying","SCL",75,"C16H17O11N1",5,1
"Soil_100_D","Drying","SCL",75,"C16H17O11P1",4,1
"Soil_100_D","Drying","SCL",75,"C16H17O12N1",4,1
"Soil_100_D","Drying","SCL",75,"C16H17O12P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H17O13P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H17O8N1",3,1
"Soil_100_D","Drying","SCL",75,"C16H17O9N1",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O10",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O11",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O12",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O13",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O14",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O6",4,1
"Soil_100_D","Drying","SCL",75,"C16H18O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H18O9N2",3,1
"Soil_100_D","Drying","SCL",75,"C16H19O10N1",5,1
"Soil_100_D","Drying","SCL",75,"C16H19O10P1",5,1
"Soil_100_D","Drying","SCL",75,"C16H19O11N1",3,1
"Soil_100_D","Drying","SCL",75,"C16H19O11P1",5,1
"Soil_100_D","Drying","SCL",75,"C16H19O12P1",4,1
"Soil_100_D","Drying","SCL",75,"C16H19O8N1",4,1
"Soil_100_D","Drying","SCL",75,"C16H19O9N1",5,1
"Soil_100_D","Drying","SCL",75,"C16H20O10",5,1
"Soil_100_D","Drying","SCL",75,"C16H20O11",5,1
"Soil_100_D","Drying","SCL",75,"C16H20O12",5,1
"Soil_100_D","Drying","SCL",75,"C16H20O13",5,1
"Soil_100_D","Drying","SCL",75,"C16H20O3N12",4,1
"Soil_100_D","Drying","SCL",75,"C16H20O6",5,1
"Soil_100_D","Drying","SCL",75,"C16H20O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H20O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H20O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H21O8N1",4,1
"Soil_100_D","Drying","SCL",75,"C16H21O9N1",5,1
"Soil_100_D","Drying","SCL",75,"C16H22O10",5,1
"Soil_100_D","Drying","SCL",75,"C16H22O11",5,1
"Soil_100_D","Drying","SCL",75,"C16H22O12",4,1
"Soil_100_D","Drying","SCL",75,"C16H22O6",5,1
"Soil_100_D","Drying","SCL",75,"C16H22O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H22O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H22O8N2",4,1
"Soil_100_D","Drying","SCL",75,"C16H22O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H23O10P1",5,1
"Soil_100_D","Drying","SCL",75,"C16H24O10",5,1
"Soil_100_D","Drying","SCL",75,"C16H24O6",5,1
"Soil_100_D","Drying","SCL",75,"C16H24O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H24O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H24O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H25O10P1",4,1
"Soil_100_D","Drying","SCL",75,"C16H25O9P1",5,1
"Soil_100_D","Drying","SCL",75,"C16H26O3S1",5,1
"Soil_100_D","Drying","SCL",75,"C16H26O6",5,1
"Soil_100_D","Drying","SCL",75,"C16H26O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H26O7S1",3,1
"Soil_100_D","Drying","SCL",75,"C16H26O8",5,1
"Soil_100_D","Drying","SCL",75,"C16H26O9",5,1
"Soil_100_D","Drying","SCL",75,"C16H27O10P1",4,1
"Soil_100_D","Drying","SCL",75,"C16H28O6",4,1
"Soil_100_D","Drying","SCL",75,"C16H28O7",5,1
"Soil_100_D","Drying","SCL",75,"C16H28O8",3,1
"Soil_100_D","Drying","SCL",75,"C16H29O8P1",4,1
"Soil_100_D","Drying","SCL",75,"C16H32O10",4,1
"Soil_100_D","Drying","SCL",75,"C16H32O3N12",3,1
"Soil_100_D","Drying","SCL",75,"C16H32O6N4",3,1
"Soil_100_D","Drying","SCL",75,"C16H32O7N5S1P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H34O15N4",4,1
"Soil_100_D","Drying","SCL",75,"C16H34O17N4",5,1
"Soil_100_D","Drying","SCL",75,"C16H34O4N14",5,1
"Soil_100_D","Drying","SCL",75,"C16H35O4P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H5O7N6S1P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H7O6N6S1P1",3,1
"Soil_100_D","Drying","SCL",75,"C16H7O7N6S1P1",5,1
"Soil_100_D","Drying","SCL",75,"C16H8O10",4,1
"Soil_100_D","Drying","SCL",75,"C16H8O11",4,1
"Soil_100_D","Drying","SCL",75,"C16H8O9",5,1
"Soil_100_D","Drying","SCL",75,"C17H10O10",5,1
"Soil_100_D","Drying","SCL",75,"C17H10O11",5,1
"Soil_100_D","Drying","SCL",75,"C17H10O12",4,1
"Soil_100_D","Drying","SCL",75,"C17H10O13",5,1
"Soil_100_D","Drying","SCL",75,"C17H10O14",3,1
"Soil_100_D","Drying","SCL",75,"C17H10O17N4",4,1
"Soil_100_D","Drying","SCL",75,"C17H10O18N4",3,1
"Soil_100_D","Drying","SCL",75,"C17H10O8",5,1
"Soil_100_D","Drying","SCL",75,"C17H10O9",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O10",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O11",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O12",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O13",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O14",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O15",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O7",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O8",5,1
"Soil_100_D","Drying","SCL",75,"C17H12O9",5,1
"Soil_100_D","Drying","SCL",75,"C17H13O10N1",4,1
"Soil_100_D","Drying","SCL",75,"C17H13O11N1",5,1
"Soil_100_D","Drying","SCL",75,"C17H13O12N1",5,1
"Soil_100_D","Drying","SCL",75,"C17H13O7S2P1",4,1
"Soil_100_D","Drying","SCL",75,"C17H13O9N1",3,1
"Soil_100_D","Drying","SCL",75,"C17H14O10",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O11",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O12",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O13",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O14",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O15",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O16",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O7",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O8",5,1
"Soil_100_D","Drying","SCL",75,"C17H14O9",5,1
"Soil_100_D","Drying","SCL",75,"C17H15O10N1",5,1
"Soil_100_D","Drying","SCL",75,"C17H15O11N1",5,1
"Soil_100_D","Drying","SCL",75,"C17H15O11P1",3,1
"Soil_100_D","Drying","SCL",75,"C17H15O12N1",5,1
"Soil_100_D","Drying","SCL",75,"C17H15O12P1",4,1
"Soil_100_D","Drying","SCL",75,"C17H15O13N1",4,1
"Soil_100_D","Drying","SCL",75,"C17H15O13P1",5,1
"Soil_100_D","Drying","SCL",75,"C17H15O14P1",5,1
"Soil_100_D","Drying","SCL",75,"C17H15O15P1",3,1
"Soil_100_D","Drying","SCL",75,"C17H15O8N1",3,1
"Soil_100_D","Drying","SCL",75,"C17H15O9N1",5,1
"Soil_100_D","Drying","SCL",75,"C17H16O10",5,1
"Soil_100_D","Drying","SCL",75,"C17H16O10N2",4,1
"Soil_100_D","Drying","SCL",75,"C17H16O11",5,1
"Soil_100_D","Drying","SCL",75,"C17H16O12",5,1
