"Core_assignment","treatment","texture","perc_sat","formula","n","presence"
"Soil_50_W","Wetting","SCL",35,"C21H10O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H12O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H12O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H12O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H12O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H12O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H12O15",5,1
"Soil_50_W","Wetting","SCL",35,"C21H12O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O15",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O16",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H14O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H15O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O15",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O16",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O17",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H16O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H17O10N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H17O11N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H17O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H17O13N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H17O14N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O15",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O16",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O17",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O18",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H18O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H19O10N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H19O11N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H19O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H19O13N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O11N2",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O15",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O16",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O17",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O18",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H20O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H21O10N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H21O11N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H21O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H21O13N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O15",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O16",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O17",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H22O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H23O10N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H23O11N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H23O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O15",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O16",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O5",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H24O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H25O9N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O15",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O5",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H26O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H27O10N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H27O11N1",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O14",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O5",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H28O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H30O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H30O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H30O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H30O13",5,1
"Soil_50_W","Wetting","SCL",35,"C21H30O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H30O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H30O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H30O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H32O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H32O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H32O12",5,1
"Soil_50_W","Wetting","SCL",35,"C21H32O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H32O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H32O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H32O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H34O10",5,1
"Soil_50_W","Wetting","SCL",35,"C21H34O11",5,1
"Soil_50_W","Wetting","SCL",35,"C21H34O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H34O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H34O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H34O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H36O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H36O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H36O9",5,1
"Soil_50_W","Wetting","SCL",35,"C21H38O6",5,1
"Soil_50_W","Wetting","SCL",35,"C21H38O7",5,1
"Soil_50_W","Wetting","SCL",35,"C21H38O8",5,1
"Soil_50_W","Wetting","SCL",35,"C21H41O4N1S1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H12O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H12O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H12O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H12O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H12O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H12O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H12O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O16",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O17",5,1
"Soil_50_W","Wetting","SCL",35,"C22H14O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H15O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O16",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O17",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H16O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H17O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H17O13N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O16",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O17",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O18",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H18O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H19O11N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H19O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H19O13N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O16",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O17",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O18",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H20O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H21O11N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H21O12N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O16",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O17",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H22O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H23O10N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O16",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H24O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H25O10N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H25O11N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H25O9N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O16",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O5",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H26O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H27O10N1",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O14",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O15",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O5",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H28O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O5",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H30O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O12",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O13",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O5",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H32O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H34O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H34O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H34O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H34O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H34O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H34O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H36O10",5,1
"Soil_50_W","Wetting","SCL",35,"C22H36O11",5,1
"Soil_50_W","Wetting","SCL",35,"C22H36O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H36O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H36O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H36O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H38O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H38O8",5,1
"Soil_50_W","Wetting","SCL",35,"C22H38O9",5,1
"Soil_50_W","Wetting","SCL",35,"C22H40O6",5,1
"Soil_50_W","Wetting","SCL",35,"C22H40O7",5,1
"Soil_50_W","Wetting","SCL",35,"C22H40O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H12O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H12O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H12O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H12O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O16",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O17",5,1
"Soil_50_W","Wetting","SCL",35,"C23H14O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O16",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O17",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O18",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H16O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O16",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O17",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O18",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H18O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O16",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O17",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O18",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H20O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O16",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O17",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O18",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H22O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O16",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O17",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O6",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H24O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O16",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O17",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O6",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H26O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O16",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O5",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O6",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H28O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O10N4S1",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O15",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O6",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H30O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O13",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O14",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O5",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O6",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H32O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H34O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H34O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H34O12",5,1
"Soil_50_W","Wetting","SCL",35,"C23H34O6",5,1
"Soil_50_W","Wetting","SCL",35,"C23H34O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H34O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H34O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H36O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H36O11",5,1
"Soil_50_W","Wetting","SCL",35,"C23H36O6",5,1
"Soil_50_W","Wetting","SCL",35,"C23H36O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H36O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H36O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H38O10",5,1
"Soil_50_W","Wetting","SCL",35,"C23H38O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H38O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H38O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H40O7",5,1
"Soil_50_W","Wetting","SCL",35,"C23H40O8",5,1
"Soil_50_W","Wetting","SCL",35,"C23H40O9",5,1
"Soil_50_W","Wetting","SCL",35,"C23H42O7",5,1
"Soil_50_W","Wetting","SCL",35,"C24H11O4N2P1",5,1
"Soil_50_W","Wetting","SCL",35,"C24H12O13",5,1
"Soil_50_W","Wetting","SCL",35,"C24H14O10",5,1
"Soil_50_W","Wetting","SCL",35,"C24H14O11",5,1
"Soil_50_W","Wetting","SCL",35,"C24H14O12",5,1
"Soil_50_W","Wetting","SCL",35,"C24H14O13",5,1
