Core,ppm,Intensity,Width,Area,Flags
95,4.6,0.2,3.06,8.45,None
95,4.58,0.2,2.57,7.43,None
95,4.57,0.2,2.57,8.29,None
95,4.48,0.1,2.64,3.93,None
96,4.91,0.1,2.06,1.44,None
96,4.9,0.1,2.75,2.61,None
96,4.88,0.1,2.04,3.51,None
96,4.87,0.1,2.08,3.72,None
96,4.82,0.3,1.5,5.27,None
96,4.82,0.2,1.72,3.18,None
96,4.81,0.2,1.64,4.67,None
96,4.81,0.2,1.57,3.04,None
96,4.76,0.1,1.4,2.5,None
96,4.76,0.1,1.94,3.46,None
96,4.75,0.1,1.66,2.92,None
96,4.75,0.2,1.86,4.28,None
96,4.74,0.1,1.43,1.94,None
96,4.74,0.2,1.67,3.42,None
96,4.62,0.1,1.71,2.11,None
96,4.6,0.1,1.64,2.15,None
96,4.59,0.2,1.59,3.17,None
96,4.57,0.2,1.61,3.34,None
96,4.48,0.1,2.04,1.77,None
96,4.47,0.1,1.96,2.92,None
97,6.52,0.3,1.38,4.6,None
97,6.2,0.3,2.22,6.18,None
97,6.19,0.2,2.09,5.44,None
98,4.75,0.1,1.8,2.97,None
98,4.74,0.1,1.9,2.97,None
98,4.74,0.2,1.81,3.73,None
98,4.62,0.1,1.96,2.27,None
98,4.61,0.1,1.81,2.12,None
98,4.59,0.1,1.76,3.09,None
98,4.57,0.1,1.81,3.52,None
98,4.48,0.1,2.15,1.85,None
98,4.47,0.1,2.2,2.91,None
98,4.45,0.1,2.21,1.84,None
98,4.44,0.1,1.71,1.77,None
98,4.42,0.1,1.88,1.99,None
98,4.36,0.1,1.91,1.7,None
98,4.35,0.1,1.87,3.36,None
98,4.34,0.2,2.66,7.27,None
98,4.32,0.1,2.35,1.94,None
98,4.28,0.1,1.64,1.4,None
98,4.27,0.1,1.81,1.51,None
98,4.26,0.1,1.81,1.65,None
98,4.25,0.1,1.68,1.62,None
99,4.92,0.1,2.23,1.85,None
99,4.91,0.1,2.88,3.25,None
99,4.9,0.1,1.79,1.34,None
99,4.89,0.2,2.07,5.88,None
99,4.88,0.2,2.21,7.33,None
99,4.83,0.4,1.95,10.36,None
99,4.83,0.1,1.38,2.16,None
99,4.82,0.4,1.97,10.06,None
99,4.77,0.3,1.96,7.03,None
99,4.77,0.1,1.48,1.78,None
99,4.76,0.2,2.39,7.09,None
99,4.76,0.2,1.97,5.7,None
100,4.91,0.1,1.96,3.41,None
100,4.9,0.2,2.69,6.82,None
100,4.89,0.1,1.82,2.84,None
100,4.88,0.2,2.14,5.6,None
100,4.87,0.2,2.32,6.59,None
100,4.82,0.9,2.37,26.43,None
100,4.81,1,2.37,26.97,None
100,4.76,0.4,3.16,14.52,None
100,4.75,0.2,2.84,7,None
100,4.74,0.3,2.35,10.27,None
100,4.74,0.2,2.19,5.63,None
112,1.91,0.1,1.87,1.27,None
116,2.21,0.1,2.02,2.22,None
117,2.21,0.1,2.43,2.2,None
117,1.91,0.1,1.2,1.13,None
117,1.24,0.1,4.34,7.81,None
117,1.23,0.2,3.22,7.5,None
118,2.21,0.1,1.83,2.02,None
118,1.91,0.3,0.86,2.6,None
118,1.5,0.1,4.37,3.01,None
120,2.21,0.1,2.16,1.6,None
121,2.21,0.1,2.22,1.98,None
122,1.91,0.1,0.98,1.31,None
122,1.35,0.1,1.8,1.7,None
122,1.25,0.1,4.66,4.54,None
122,1.23,0.1,3.45,6.51,None
124,2.21,0.1,2.23,3.16,None
124,2.19,0.1,2.24,1.73,None
124,1.91,0.1,0.87,1.09,None
125,2.21,0.1,2.59,2.95,None
126,2.21,0.1,2.08,1.98,None
127,1.91,0.3,0.87,2.7,None
127,1.25,0.1,162.14,109.06,None
127,1.25,0.1,9.34,13.66,None
127,1.23,0.2,3.79,12.11,None
129,2.21,0.1,2,1.74,None
130,2.21,0.1,1.89,1.33,None
131,2.21,0.1,2.12,1.84,None
131,1.91,0.1,1.08,1.04,None
131,1.25,0.1,27.46,21.2,None
131,1.24,0.1,3.68,3.87,None
131,1.23,0.2,3.8,11.23,None
131,1.19,0.1,1.5,1.5,None
132,2.21,0.1,2.05,2.09,None
132,1.91,0.1,1.06,1.31,None
132,1.25,0.1,11.57,18.48,None
132,1.23,0.2,3.38,7.39,None
133,1.91,0.1,1.54,1.3,None
133,1.5,0.1,6.13,4.73,None
133,1.24,0.1,6.1,8.16,None
133,1.23,0.4,4.39,23.53,None
133,1.18,0.1,1.83,2.07,None
133,1.16,0.1,1.97,1.63,None
133,1.16,0.1,2.61,2.23,None
133,1.14,0.1,2.67,3.23,None
134,2.21,0.1,2.35,1.62,None
134,1.91,0.2,1.08,1.87,None
134,1.24,0.1,6.33,7.59,None
134,1.23,0.2,3.59,9.71,None
135,2.21,0.1,2.51,2.23,None
135,2.04,0.1,2.95,3.34,None
135,1.91,0.1,1.27,1.64,None
135,1.5,0.1,11.16,13.98,None
135,1.4,0.1,3.91,3.93,None
135,1.39,0.1,7.21,9.76,None
136,2.21,0.1,2.02,2.31,None
136,1.91,0.1,0.95,1.08,None
137,2.21,0.1,2.34,2.85,None
137,1.91,0.1,1.18,1.09,None
137,1.5,0.1,7.59,6.29,None
137,1.25,0.1,29.06,31.83,None
138,2.21,0.1,1.83,1.51,None
140,2.21,0.1,2.58,2.96,None
140,1.91,0.1,1.58,2.01,None
140,1.52,0.1,4.02,2.79,None
140,1.5,0.1,7.27,8.06,None
140,1.41,0.1,4.8,3.9,None
145,2.19,0.3,37.13,139.99,None
145,1.91,0.1,1.1,1.68,None
147,2.21,0.1,2.64,2.02,None
148,2.21,0.1,2.12,2.3,None
149,2.23,0.1,2.03,1.42,None
149,2.21,0.1,2.08,2.91,None
149,2.19,0.1,1.83,1.36,None
150,2.21,0.1,2.08,1.55,None
150,2.07,0.1,0.96,0.63,None
150,1.91,0.5,0.87,5.33,None
150,1.24,0.1,13.45,27.5,None
150,1.23,0.2,3.38,9.1,None
151,2.21,0.1,2.72,2.63,None
151,1.91,0.1,1.17,1.25,None
152,2.21,0.1,2.33,2.3,None
152,1.91,0.1,1.03,1.21,None
153,2.21,0.1,2.11,2.03,None
153,1.91,0.2,0.93,1.7,None
153,1.35,0.1,1.53,2.31,None
153,1.27,0.1,200.32,196.07,None
153,1.24,0.1,4.96,4.68,None
153,1.23,0.2,3.44,7.06,None
154,1.91,0.2,1.27,3.67,None
154,1.35,0.1,2.21,3.3,None
154,1.26,0.1,108.66,83.95,None
154,1.24,0.1,6,5.92,None
154,1.23,0.2,4.44,14.47,None
155,2.21,0.1,2.52,2.79,None
157,1.91,0.1,0.94,1.06,None
157,1.24,0.2,9.21,21.28,None
157,1.23,0.3,2.82,9.99,None
157,1.15,0.1,3,2.22,None
160,2.21,0.1,2.11,1.59,None
160,1.91,0.1,0.98,1.1,None
18,1.91,0.1,1.3,1.18,None
19,2.96,0.1,1.9,1.73,None
19,2.95,0.1,1.89,2.64,None
19,2.95,0.1,1.88,1.71,None
22,2.23,0.1,2.32,1.71,None
22,2.21,0.1,2.32,3.55,None
23,2.21,0.1,2.65,3.65,None
23,2.19,0.1,3.57,2.59,None
23,1.91,0.1,1.75,1.46,None
23,1.52,0.1,5.58,4.21,None
23,1.5,0.1,5.96,5.66,None
23,1.35,0.1,2.41,3.79,None
23,1.26,0.1,15.27,18.04,None
24,2.23,0.1,2.01,1.76,None
24,2.21,0.1,1.96,3.35,None
24,2.19,0.1,2.08,1.85,None
24,1.91,0.1,0.91,1.22,None
25,1.91,0.1,4.35,3.48,None
25,1.86,0.1,28.04,19.65,None
25,1.52,0.1,8.88,17.43,None
25,1.5,0.1,7.76,12.89,None
25,1.49,0.1,6.87,6.31,None
25,1.42,0.2,8.15,13.45,None
25,1.38,0.2,7.3,21.23,None
25,1.32,0.1,7.59,6.52,None
28,2.08,0.1,0.85,0.57,None
29,1.24,0.1,5.53,7.13,None
29,1.23,0.3,4.74,17.1,None
29,1.15,0.1,4.14,2.98,None
29,1.07,0.3,2.81,11.72,None
29,1.05,0.7,3.1,28.12,None
29,1.04,0.4,3.73,19.26,None
29,1.04,0.4,3.07,14.91,None
29,1.03,0.4,3.8,20.31,None
29,0.85,0.1,24.65,30.62,None
29,0.07,0.1,4.39,3.69,None
31,2.23,0.1,2.5,2,None
31,2.21,0.1,2.45,3.76,None
31,2.19,0.1,2.32,1.84,None
31,1.91,0.1,1.31,1.41,None
31,1.52,0.1,5.57,4.27,None
31,1.5,0.1,5.54,4.87,None
32,2.21,0.1,2.57,2.49,None
33,2.21,0.1,2.63,3.28,None
33,2.19,0.1,2.7,1.8,None
33,1.91,0.1,1.44,1.69,None
33,1.52,0.1,7.69,9.31,None
33,1.5,0.1,6.9,7.1,None
34,2.23,0.1,2.43,1.68,None
34,2.21,0.1,2.08,2.95,None
34,2.19,0.1,1.96,1.33,None
35,2.23,0.1,3.05,2.17,None
35,2.21,0.1,2.88,4.29,None
35,2.19,0.1,2.69,2.04,None
35,1.91,0.1,1.7,1.5,None
35,1.52,0.1,6.88,6.27,None
35,1.5,0.1,4.91,3.62,None
38,5.1,0.1,9.89,8.11,None
38,4.91,0.2,2.08,4.34,None
38,4.9,0.3,2.93,9.41,None
38,4.89,0.2,1.88,3.52,None
38,4.88,0.4,2.18,12.21,None
38,4.87,0.4,2.32,13.18,None
38,4.85,0.1,6.79,5.16,None
38,4.84,0.1,3.27,2.45,None
38,4.82,1.1,2.52,33.23,None
38,4.81,1.1,2.69,37.67,None
39,4.91,0.2,2.42,7.54,None
39,4.9,0.4,2.98,15.72,None
39,4.89,0.2,1.99,5.83,None
39,4.88,0.4,2.31,10.73,None
39,4.87,0.4,2.2,10.39,None
39,4.85,0.1,5.61,4.21,None
39,4.84,0.1,4.34,3.56,None
39,4.82,1.2,2.67,39.41,None
39,4.81,1.2,2.74,40.19,None
39,4.76,0.6,3.56,28.1,None
39,4.75,0.2,2.04,4.88,None
39,4.74,0.7,3.8,31.69,None
39,4.74,0.2,2.26,6.32,None
39,4.62,0.3,2.87,12.32,None
39,4.6,0.3,2.69,10.87,None
39,4.58,0.3,2.08,8.71,None
39,4.57,0.3,2.08,8.91,None
40,4.74,0.6,3.23,23.17,None
40,4.74,0.3,2.7,10.37,None
40,4.62,0.3,3.11,12.23,None
40,4.61,0.3,2.81,9.75,None
40,4.59,0.4,2.2,10.59,None
40,4.57,0.4,2.2,10.62,None
40,4.48,0.2,2.69,6.61,None
40,4.47,0.4,2.57,12.06,None
40,4.45,0.2,2.79,6.81,None
40,4.44,0.3,2.62,8.73,None
40,4.42,0.3,2.45,8.42,None
40,4.41,0.1,2.68,3.39,None
40,4.39,0.1,3.43,5.43,None
40,4.36,0.2,3.18,6.61,None
40,4.35,0.4,4.19,18.08,None
40,4.33,0.4,4.11,20.29,None
40,4.32,0.1,3.32,6.59,None
40,4.31,0.1,4.11,3.62,None
41,4.82,0.9,2.63,29.3,None
41,4.81,0.9,2.33,25.34,None
41,4.76,0.6,3.18,22.77,None
41,4.75,0.3,2.3,7.82,None
41,4.74,0.6,3.35,24.18,None
41,4.74,0.3,2.2,8,None
41,4.62,0.3,2.81,9.43,None
41,4.61,0.3,2.69,8.74,None
41,4.59,0.4,2.2,10.44,None
41,4.57,0.4,2.31,11.33,None
41,4.48,0.2,2.81,6.12,None
41,4.47,0.3,2.57,9.68,None
41,4.45,0.2,2.69,5.29,None
41,4.44,0.2,2.45,7.1,None
41,4.42,0.3,2.45,7.91,None
42,4.76,0.4,3.65,19.92,None
42,4.75,0.4,3.05,15.63,None
42,4.74,0.3,2.53,10.01,None
42,4.74,0.2,2.6,8.26,None
42,4.62,0.2,2.81,7.4,None
42,4.61,0.2,2.87,7.76,None
42,4.59,0.3,2.31,7.56,None
42,4.57,0.3,2.2,7.91,None
42,4.48,0.2,2.74,6.87,None
42,4.47,0.4,2.69,12.35,None
42,4.45,0.2,2.61,5.44,None
42,4.44,0.2,2.63,7,None
42,4.42,0.2,2.63,7.35,None
42,4.41,0.1,2.84,1.97,None
42,4.39,0.1,3.18,2.84,None
42,4.36,0.2,2.69,6.57,None
42,4.35,0.4,3.88,21.54,None
42,4.34,0.3,2.94,13.27,None
42,4.33,0.1,2.67,3.61,None
42,4.33,0.1,3.15,5.5,None
43,3.57,0.1,2.45,1.85,None
43,3.54,0.1,4.44,3.95,None
43,3.51,0.1,2.16,2.9,None
44,4.74,0.2,1.92,5.26,None
44,4.62,0.2,1.96,4.57,None
44,4.61,0.2,1.83,4.07,None
44,4.59,0.2,1.71,4.85,None
44,4.57,0.2,1.83,5.13,None
44,4.48,0.1,1.96,3.24,None
44,4.47,0.2,2.03,5.72,None
44,4.45,0.1,1.96,2.98,None
44,4.44,0.2,1.59,3.26,None
44,4.42,0.2,1.83,4.08,None
44,4.36,0.1,1.98,3.14,None
44,4.35,0.1,2.02,1.99,None
44,4.35,0.2,1.93,4.09,None
44,4.35,0.1,1.62,1.93,None
44,4.34,0.2,2.18,6.13,None
44,4.33,0.1,1.92,2.07,None
44,4.32,0.1,2.26,2.75,None
71,2.96,0.1,2.13,3.01,None
71,2.95,0.1,2.13,4.34,None
71,2.95,0.1,1.89,2.36,None
72,2.96,0.1,1.9,2.24,None
72,2.95,0.1,2.14,4.24,None
72,2.95,0.1,1.79,2.18,None
73,1.35,0.1,2.58,1.92,None
73,1.24,0.1,6.36,10.84,None
73,1.23,0.4,3.9,18.55,None
73,1.07,0.3,1.71,6.61,None
73,1.05,0.7,2.2,20.95,None
73,1.04,0.5,2.33,12.89,None
73,1.04,0.4,2.25,12.42,None
73,1.03,0.4,2.49,14.74,None
73,0.85,0.1,3.78,3.17,None
73,0.84,0.1,10.31,8.86,None
74,1.23,0.3,3.51,12.03,None
74,1.15,0.1,3.49,2.43,None
74,1.05,0.3,3.68,12.91,None
74,1.03,0.3,4.1,15.11,None
74,0.86,0.1,7.3,6.43,None
74,0.86,0.1,3.23,2.24,None
74,0.85,0.1,5.2,4.92,None
74,0.83,0.1,30.35,37.68,None
74,0.08,1.3,1.31,21.75,None
74,0.07,0.3,1.61,6.08,None
74,0.07,0.1,1.69,2.48,None
77,2.21,0.1,2.57,3,None
77,1.91,0.1,1.52,1.8,None
77,1.52,0.1,7.86,8.56,None
77,1.5,0.1,6.17,4.97,None
78,1.24,0.1,10.14,18.46,None
78,1.23,0.2,2.62,5.7,None
78,1.15,0.1,3.47,2.08,None
78,1.05,0.3,3.38,10.71,None
78,1.03,0.3,4.31,16.42,None
79,2.21,0.1,2.46,2.89,None
79,1.91,0.1,1.42,1.34,None
79,1.52,0.1,9,6.73,None
79,1.35,0.2,2.1,4.17,None
80,2.21,0.1,2.2,1.62,None
81,1.24,0.1,6.09,5.19,None
81,1.23,0.1,3.26,5.76,None
81,1.15,0.1,3.69,2.34,None
81,1.05,0.1,2.64,2.47,None
81,1.03,0.1,4.54,6.73,None
81,0.08,0.2,1.4,3.81,None
82,2.21,0.1,3.43,3.27,None
83,1.91,0.2,0.8,2.36,None
85,1.91,0.1,1.33,1.29,None
85,1.35,0.1,2,1.64,None
85,1.24,0.1,5.27,6.55,None
85,1.23,0.3,3.41,13.7,None
86,1.91,0.1,1.18,1.48,None
86,1.35,0.1,2.04,1.56,None
87,1.24,0.1,10.71,20.34,None
87,1.23,0.2,3.04,7.41,None
87,1.15,0.1,3.99,2.37,None
87,1.05,0.4,3.7,16.78,None
87,1.03,0.4,4.02,18.44,None
87,0.07,0.1,2.43,2.04,None
89,1.91,0.1,1.08,0.87,None
89,1.24,0.1,3.85,6.72,None
89,1.23,0.1,2.52,3.29,None
90,2.21,0.1,2.83,2.16,None
91,4.91,0.1,2.2,3.57,None
91,4.9,0.2,2.82,6.45,None
91,4.89,0.1,1.78,2.69,None
91,4.88,0.4,2.16,9.34,None
91,4.87,0.4,2.32,10.44,None
91,4.82,0.9,2.48,26.01,None
91,4.81,0.9,2.32,23.99,None
91,4.76,0.4,2.5,13.38,None
91,4.75,0.6,3.52,24.47,None
91,4.74,0.1,1.65,2.75,None
91,4.74,0.3,2.08,8.33,None
91,4.62,0.2,2.45,6.03,None
91,4.61,0.2,2.32,5.67,None
91,4.59,0.4,1.96,8.96,None
91,4.57,0.4,2.04,8.9,None
92,4.35,0.3,5.68,19.11,None
92,4.33,0.3,5.34,19.22,None
92,4.32,0.1,7,12.27,None
92,4.28,0.1,3.24,4.73,None
92,4.26,0.2,4.37,13.08,None
92,4.25,0.1,3.53,5.96,None
92,4.13,0.1,5.33,4.15,None
93,4.33,0.3,5.24,20.62,None
93,4.32,0.1,4.18,5,None
93,4.31,0.1,3.42,3.33,None
93,4.28,0.1,2.29,3.15,None
93,4.26,0.2,3.67,9.43,None
93,4.25,0.1,2.69,5.04,None
93,4.13,0.1,3.83,5.58,None
93,4.11,0.1,3.76,5.68,None
93,3.78,0.1,70.86,41.07,None
93,3.66,0.1,59.2,125.6,None
94,4.42,0.1,1.96,2.38,None
94,4.39,0.1,2.39,1.86,None
94,4.35,0.1,2.34,2.61,None
94,4.34,0.1,2.09,1.94,None
94,4.33,0.2,2.95,6.97,None
94,4.32,0.1,3.19,3.58,None
94,4.28,0.1,1.7,1.07,None
94,4.27,0.1,2.1,1.6,None
94,4.26,0.1,1.79,1.42,None
94,4.25,0.1,1.83,1.57,None
94,3.66,0.1,2.9,2.39,None
95,4.46,0.2,2.81,8.09,None
95,4.45,0.1,3.46,5.82,None
95,4.44,0.2,2.57,6.36,None
95,4.42,0.2,2.57,6.75,None
95,4.4,0.1,3.05,3.69,None
95,4.39,0.1,2.85,3.85,None
95,4.36,0.1,2.83,2.92,None
95,4.34,0.2,3.88,10.36,None
95,4.33,0.3,4.7,16.87,None
95,4.32,0.1,4.02,5.34,None
95,4.31,0.1,2.9,1.91,None
95,4.28,0.1,1.83,2.92,None
95,4.26,0.2,3.37,7.69,None
95,4.25,0.2,2.44,5.05,None
95,4.13,0.1,3.37,4.38,None
95,4.11,0.1,3.27,4.42,None
96,4.45,0.1,1.75,1.33,None
96,4.44,0.1,1.47,1.79,None
96,4.42,0.1,1.47,1.83,None
96,4.36,0.1,1.65,2.63,None
96,4.35,0.1,1.95,1.4,None
96,4.35,0.2,1.5,4.31,None
96,4.35,0.1,1.48,0.99,None
96,4.34,0.2,2.23,6.38,None
96,4.32,0.1,2.08,1.87,None
96,4.28,0.1,1.43,1.28,None
96,4.27,0.1,1.39,1.33,None
96,4.26,0.1,1.5,1.48,None
96,4.25,0.1,1.47,1.44,None
97,4.91,0.2,2.2,4.49,None
97,4.9,0.3,2.73,8.36,None
97,4.89,0.2,1.87,3.19,None
97,4.88,0.4,2.13,10.07,None
97,4.87,0.4,2.32,12.27,None
97,4.82,1.1,2.23,29.51,None
97,4.81,1.1,2.29,30.89,None
97,4.76,0.5,2.8,16.72,None
97,4.75,0.7,3.54,26.39,None
97,4.74,0.4,2.64,12.59,None
98,4.04,0.1,3.77,2.47,None
98,3.64,0.1,5.45,5.09,None
98,3.57,0.1,2.66,2.27,None
98,3.56,0.1,1.74,1.03,None
98,3.54,0.1,3.23,3.16,None
98,3.53,0.1,3.51,3.41,None
98,3.5,0.3,2.45,9.88,None
98,3.48,0.1,21.07,16.34,None
98,3.13,0.1,3.22,2.46,None
99,4.75,0.1,1.65,2.73,None
99,4.75,0.2,1.95,6.29,None
99,4.63,0.1,1.96,2.58,None
99,4.62,0.1,1.96,2.6,None
99,4.6,0.3,1.71,5.71,None
99,4.58,0.3,1.83,6.16,None
99,4.49,0.1,1.99,2.34,None
99,4.48,0.2,2.08,3.94,None
99,4.46,0.1,2.08,2.27,None
99,4.45,0.1,1.71,2.04,None
99,4.43,0.1,1.95,2.54,None
99,4.37,0.1,2.09,4.12,None
99,4.36,0.1,1.7,1.44,None
99,4.36,0.3,2.25,9.23,None
99,4.35,0.3,2.41,9.97,None
99,4.33,0.1,2.2,3.17,None
100,4.62,0.2,2.45,6.72,None
100,4.61,0.2,2.32,5.98,None
100,4.59,0.2,1.96,5.13,None
100,4.57,0.2,2.08,5.5,None
100,4.48,0.2,2.2,4.52,None
100,4.47,0.3,2.32,9.47,None
100,4.45,0.2,2.2,4.43,None
100,4.44,0.2,2.06,5.26,None
100,4.42,0.2,2.2,5.73,None
100,4.36,0.2,2.2,4.36,None
100,4.35,0.4,2.99,13.19,None
100,4.34,0.3,2.82,9.82,None
100,4.33,0.1,1.92,1.94,None
100,4.32,0.1,2.61,2.87,None
100,4.28,0.2,1.54,4.3,None
100,4.27,0.2,1.77,5.13,None
111,2.07,0.1,0.94,0.58,None
111,1.9,0.1,1.83,1.33,None
111,1.24,0.3,3.86,13.23,None
111,1.23,0.2,2.83,7.64,None
112,1.24,0.5,3.97,28.53,None
112,1.23,0.3,3.06,10.4,None
112,1.15,0.1,3.97,2.61,None
112,1.11,0.1,10.93,7.63,None
112,1.09,0.1,148.54,153.17,None
112,1.07,0.3,1.31,5.13,None
112,1.05,0.6,1.21,7.15,None
112,1.04,1.6,4.21,82.07,None
112,1.04,0.3,1.15,3.8,None
112,1.03,1.6,2.81,53.9,None
112,1.02,0.2,4.46,11.71,None
112,1,0.2,2.39,3.81,None
112,0.85,0.1,2.42,2.99,None
112,0.84,0.1,5.08,4.58,None
113,2.08,0.1,0.8,0.8,None
113,1.91,0.8,0.96,8.95,None
114,1.24,0.5,4.58,30.7,None
114,1.23,0.3,4.25,19.28,None
114,1.11,0.1,20.85,22.92,None
114,1.07,0.3,1.23,5.47,None
114,1.05,0.6,1.09,8.72,None
114,1.04,1.7,3.19,65.95,None
114,1.04,0.5,1.76,12.19,None
114,1.03,1.8,3.84,98.12,None
114,1.02,0.2,2.82,4.52,None
114,1,0.1,2.63,5.21,None
114,0.85,0.1,3.28,3.57,None
115,2.08,0.1,0.82,0.66,None
115,1.91,0.8,0.94,9.18,None
116,2.04,0.1,2.64,1.69,None
116,1.91,0.1,1.08,1.56,None
116,1.5,0.1,7.21,7.65,None
116,1.41,0.1,4.82,3.56,None
116,1.39,0.1,5.27,3.99,None
116,1.27,0.1,23.95,18.19,None
116,1.24,0.3,5.37,20.41,None
116,1.23,0.2,3.47,9.28,None
117,1.15,0.1,3.31,2.11,None
117,1.05,0.3,3.28,12.49,None
117,1.03,0.4,4.42,19.15,None
117,0.08,0.3,1.01,3.57,None
118,1.26,0.1,21.2,17.91,None
118,1.24,0.1,4.83,7.26,None
118,1.23,0.2,3.68,11.39,None
118,1.18,0.1,1.48,1.01,None
118,1.15,0.1,3.57,2.4,None
118,1.05,0.1,0.95,1,None
118,1.05,0.2,3.03,9.54,None
118,1.04,0.2,2.49,4.67,None
118,1.03,0.3,3.32,12.44,None
118,1.03,0.1,2.31,3.9,None
118,1.02,0.1,2.28,1.54,None
120,1.91,0.2,0.98,2.78,None
120,1.52,0.1,11.39,8.71,None
120,1.41,0.2,3.1,6.59,None
120,1.39,0.1,3.82,6.04,None
120,1.26,0.1,16.72,17.73,None
120,1.24,0.3,5.23,18.85,None
120,1.23,0.2,2.49,6.08,None
121,1.91,0.1,0.95,1.35,None
121,1.5,0.1,6.19,4.78,None
121,1.25,0.1,16.46,20.91,None
121,1.24,0.2,4.28,10.86,None
121,1.23,0.1,2.76,4.34,None
121,1.15,0.1,3.36,2.06,None
122,1.15,0.1,3.64,2.33,None
122,1.07,0.1,0.98,0.8,None
122,1.05,0.1,1.08,1.81,None
122,1.05,0.1,2.63,4,None
122,1.04,0.1,2.28,3.24,None
122,1.04,0.1,1.06,0.93,None
122,1.03,0.1,2.56,4.52,None
122,1.03,0.1,2.27,2.57,None
122,0.08,0.3,0.98,3.7,None
123,1.91,0.2,0.96,2.9,None
123,1.41,0.1,3.14,4.8,None
123,1.39,0.1,4.48,5.17,None
123,1.26,0.1,15.51,12.55,None
123,1.24,0.2,5.35,11.71,None
123,1.23,0.2,3.04,6.12,None
124,1.52,0.1,5.39,3.42,None
124,1.5,0.1,5.23,4.17,None
124,1.35,0.1,1.58,1.24,None
124,1.25,0.1,4.47,6.16,None
124,1.23,0.2,4,9.9,None
124,1.19,0.1,1.45,1.5,None
124,1.15,0.1,3.23,2.24,None
124,1.07,0.1,0.87,1.56,None
124,1.05,0.3,0.88,3.19,None
125,1.91,0.1,1.03,1.32,None
125,1.5,0.1,5.51,4.17,None
125,1.35,0.1,1.83,2.08,None
125,1.24,0.1,4.65,6.78,None
125,1.23,0.2,3.53,11.53,None
125,1.14,0.1,3.26,2.68,None
126,1.91,0.2,1.05,2.64,None
126,1.5,0.1,6.87,6.13,None
126,1.41,0.1,3.33,5.18,None
126,1.39,0.1,4.01,3.94,None
126,1.38,0.1,5.81,4.52,None
126,1.25,0.3,6.21,29.08,None
126,1.23,0.3,3.83,13.65,None
127,1.05,0.1,0.96,1.15,None
127,1.05,0.2,2.46,6.93,None
127,1.04,0.2,2.44,7.78,None
127,1.04,0.1,2.17,2.17,None
127,1.03,0.2,2.16,5.36,None
127,1.03,0.2,2.31,7.36,None
127,0.84,0.1,33.48,48.18,None
127,0.08,0.4,0.95,4.33,None
128,1.91,0.1,0.97,1.69,None
128,1.52,0.1,23.74,14.49,None
128,1.41,0.1,4.51,6.54,None
128,1.39,0.1,5.64,7.33,None
128,1.24,0.3,7.57,35.94,None
128,1.23,0.2,2.74,4.95,None
129,1.91,0.2,1.07,2.77,None
129,1.25,0.1,10.93,20.88,None
129,1.23,0.2,3.5,10.7,None
129,1.05,0.1,1.57,2.33,None
129,1.04,0.4,2.86,11.67,None
130,1.91,0.3,0.79,2.88,None
130,1.52,0.1,14.21,10.82,None
130,1.41,0.1,3.54,5.25,None
130,1.39,0.1,5.2,6.22,None
130,1.26,0.1,18.99,26.46,None
130,1.24,0.2,4.48,12.81,None
130,1.23,0.2,3.04,5.77,None
131,1.05,0.3,3.38,11.22,None
131,1.03,0.4,5.05,23.28,None
131,1.02,0.1,2.34,1.66,None
131,0.08,0.3,1.04,3.51,None
132,1.15,0.1,3.58,2.1,None
132,1.07,0.1,1.06,0.66,None
132,1.05,0.1,1.11,1.52,None
132,1.05,0.2,2.95,6.93,None
132,1.04,0.1,2.26,3.25,None
132,1.04,0.1,1.38,1.35,None
132,1.03,0.2,2.62,5.97,None
132,1.03,0.1,2.63,4.47,None
132,0.08,0.4,1.02,4.17,None
133,1.07,0.1,1.15,1.09,None
133,1.05,0.1,1.18,1.84,None
133,1.05,0.3,3.51,12.53,None
133,1.03,0.2,4.15,9.58,None
133,1.03,0.3,4.02,17.06,None
133,1.02,0.1,3.49,4.69,None
133,0.08,0.3,1.3,4.35,None
134,1.15,0.1,3.42,2.34,None
134,1.07,0.1,1.12,1.49,None
134,1.05,0.2,1.15,3.28,None
134,1.05,0.3,3.29,10.06,None
134,1.04,0.1,2.86,5.99,None
134,1.03,0.2,3.72,10.29,None
134,1.02,0.1,2.87,1.99,None
134,0.84,0.1,22.23,23.75,None
134,0.08,0.3,1.12,4.06,None
135,1.26,0.1,21.27,17.44,None
135,1.24,0.3,5.16,17.6,None
135,1.23,0.3,5.13,23.94,None
135,1.14,0.1,4.99,3.47,None
135,1.07,0.1,1.07,0.8,None
135,1.04,1.5,3.75,62.49,None
135,1.03,1.9,4.82,110.43,None
135,1.02,0.3,3.82,15.79,None
135,1,0.3,3.6,12.19,None
135,0.84,0.1,45.62,68.87,None
135,0.08,0.4,1.14,6.05,None
136,1.5,0.1,4.69,3.54,None
136,1.26,0.1,79.84,62.65,None
136,1.25,0.1,6.3,12.35,None
136,1.23,0.2,3.67,9.79,None
136,1.19,0.1,1.51,1.11,None
136,1.15,0.1,3.26,2.15,None
136,1.07,0.1,0.98,1.42,None
137,1.25,0.1,3.81,4.74,None
137,1.23,0.2,3.96,12.46,None
137,1.19,0.2,1.82,3.6,None
137,1.15,0.1,3.3,1.81,None
137,1.07,0.1,1.33,1.09,None
137,1.05,0.1,1.55,2.5,None
