Core,ppm,Intensity,Width,Area,Flags
137,1.04,0.4,3.63,15.98,None
137,1.03,0.4,4.11,17.73,None
137,0.08,0.3,1.16,3.96,None
138,1.91,0.2,0.87,2.25,None
138,1.41,0.1,3.35,6,None
138,1.39,0.1,4.49,6.21,None
138,1.25,0.3,8.39,39.17,None
138,1.23,0.2,3.01,7.36,None
139,2.21,0.1,2.24,1.94,None
139,1.91,0.1,1.41,1.97,None
139,1.54,0.1,22.5,25.57,None
139,1.5,0.1,5.05,3.48,None
139,1.41,0.1,3.54,4.73,None
139,1.39,0.1,4.88,6.52,None
139,1.24,0.3,8.41,39.82,None
139,1.23,0.4,3.05,16.79,None
140,1.24,0.4,7.4,40.35,None
140,1.23,0.2,3.82,7.67,None
140,1.04,1.4,4.16,67.7,None
140,1.03,1.4,4.08,67.43,None
140,1.01,0.2,3.14,6.64,None
140,1,0.1,2.64,4.86,None
140,0.84,0.1,32.78,31.38,None
140,0.08,0.5,1.31,7.43,None
140,0.08,0.1,1.2,1.25,None
141,2.21,0.1,2.52,1.81,None
141,1.91,0.1,1.2,1.39,None
141,1.24,0.1,4.92,6.47,None
141,1.23,0.2,3.62,9.43,None
142,2.21,0.1,2.53,2.38,None
142,1.91,0.1,1.19,1.11,None
142,1.26,0.1,8.42,7.7,None
142,1.24,0.1,4.06,6.23,None
142,1.23,0.2,3.88,12.37,None
145,1.56,0.2,36.09,111.36,None
145,1.26,0.1,7.44,8.87,None
145,1.24,0.4,5.09,27.38,None
145,1.23,0.9,3.59,39.89,None
145,1.18,0.7,8.07,73.21,None
145,1.18,0.8,7.48,79.47,None
145,1.16,2.1,6.17,160.57,None
145,1.15,0.9,5.88,65.3,None
145,1.05,0.1,0.99,1.4,None
145,1.05,1.1,3.63,47.61,None
145,1.03,1.3,4.72,76.5,None
145,1.02,0.1,2.57,3.77,None
145,1,0.2,2.8,4.61,None
146,2.21,0.1,2.08,2,None
146,1.91,0.1,1.08,1.23,None
146,1.5,0.1,4.03,2.78,None
146,1.24,0.3,7.24,28.24,None
146,1.23,0.2,2.74,6.47,None
147,1.91,0.1,1.12,1.13,None
147,1.25,0.1,7.51,13.35,None
147,1.23,0.3,3.65,13.85,None
147,1.19,0.1,1.71,1.23,None
147,1.15,0.1,3.06,1.83,None
148,1.91,0.1,1.14,1.11,None
148,1.52,0.1,4.16,3.11,None
148,1.5,0.1,4.63,4.2,None
148,1.26,0.1,22.2,32.26,None
148,1.25,0.1,4.33,8.5,None
148,1.23,0.3,3.65,13.1,None
149,1.52,0.1,4.7,5.21,None
149,1.5,0.1,5.42,6.77,None
149,1.35,0.1,213.36,144.53,None
149,1.26,0.1,10.58,9.64,None
149,1.25,0.3,5.41,23.66,None
149,1.23,0.2,3.74,11.15,None
150,1.07,0.5,0.97,5.81,None
150,1.05,1,0.95,12.85,None
150,1.05,0.3,2.32,7.52,None
150,1.04,0.7,1.27,11.12,None
150,1.04,0.6,1.05,7.68,None
150,1.03,0.3,2.23,7.18,None
150,1.03,0.7,1.26,11.03,None
150,1.02,0.1,2.93,2.62,None
150,0.86,0.1,2.26,1.92,None
150,0.86,0.1,1.56,1.1,None
150,0.85,0.1,2.52,1.71,None
150,0.85,0.1,2.38,2.24,None
150,0.84,0.1,3.54,2.6,None
150,0.83,0.1,37.89,39.89,None
151,1.35,0.1,1.94,1.96,None
151,1.24,0.1,4.44,4.75,None
151,1.23,0.2,3.19,9.83,None
151,1.19,0.1,1.71,1.08,None
151,1.15,0.1,3.12,2.88,None
151,1.07,0.1,1.22,0.83,None
151,1.05,0.1,1.31,1.97,None
152,1.35,0.2,1.76,3.7,None
152,1.24,0.1,4.64,6.79,None
152,1.23,0.2,3.32,10.77,None
152,1.14,0.1,3.47,2.27,None
153,1.05,0.1,0.98,0.81,None
153,1.05,0.2,2.91,8.28,None
153,1.04,0.2,2.33,4.85,None
153,1.04,0.1,1.12,0.71,None
153,1.03,0.2,2.46,6.8,None
153,1.03,0.2,2.27,4.73,None
153,0.08,0.3,0.88,3.11,None
154,1.05,0.1,1.47,1.13,None
154,1.04,0.3,3.55,11.5,None
154,1.03,0.4,4.77,22.54,None
154,0.86,0.1,2.38,1.53,None
154,0.85,0.1,2.52,1.23,None
154,0.85,0.1,3.52,2.87,None
154,0.83,0.1,33.64,37.29,None
154,0.08,0.3,1.22,4.42,None
155,1.91,0.1,0.96,1.25,None
155,1.5,0.1,7.61,5.51,None
155,1.35,0.2,1.72,4.37,None
155,1.26,0.1,16.88,12.95,None
155,1.24,0.1,4.38,5.76,None
155,1.23,0.2,3.41,7.13,None
155,1.19,0.1,1.56,1.03,None
155,1.15,0.1,3.62,2.56,None
156,2.21,0.1,2.64,2.46,None
156,1.91,0.1,0.87,1.24,None
156,1.5,0.1,5.22,4.11,None
156,1.41,0.1,4.54,3.06,None
157,1.05,0.1,1.84,2.08,None
157,1.05,0.3,3.13,8.59,None
157,1.03,0.2,3.07,9.38,None
157,1.03,0.2,2.65,5.33,None
157,0.85,0.1,2,1.4,None
157,0.08,0.3,0.95,3.4,None
158,1.91,0.1,0.99,1.23,None
158,1.24,0.1,11.92,20.9,None
158,1.23,0.2,3.27,9.84,None
158,1.07,0.1,0.97,0.77,None
158,1.05,0.1,1.04,1.75,None
158,1.05,0.2,2.54,6.98,None
158,1.04,0.2,2.27,5.45,None
158,1.04,0.1,0.83,0.51,None
159,2.21,0.1,2.08,1.51,None
159,1.91,0.1,0.96,1.14,None
159,1.41,0.1,4.43,2.99,None
159,1.26,0.1,8.65,6.49,None
159,1.24,0.3,5.42,22.83,None
159,1.23,0.3,3.95,17.28,None
160,1.25,0.1,5.09,6.98,None
160,1.23,0.2,3.63,11.56,None
160,1.15,0.1,2.98,2.06,None
18,1.24,0.2,4.14,13.46,None
18,1.23,0.2,2.56,6.39,None
18,1.07,0.4,1.22,5.39,None
18,1.05,0.7,1.21,10.47,None
18,1.05,0.3,2.11,7.32,None
18,1.04,0.9,2.11,26.55,None
18,1.04,0.4,1.37,6.85,None
18,1.03,1,2.75,36.72,None
18,1.02,0.1,2.23,2.09,None
18,1,0.1,1.94,1.72,None
18,0.85,0.1,2.84,2.15,None
19,2.08,0.1,0.85,0.77,None
22,2.19,0.1,2.2,1.55,None
22,1.91,0.1,1.42,1.57,None
22,1.52,0.1,6.28,6.44,None
22,1.5,0.1,6.43,8.6,None
22,1.49,0.1,4.41,2.75,None
22,1.43,0.1,5.62,6.36,None
22,1.38,0.2,5.17,10.79,None
22,1.28,0.1,5.11,4,None
23,1.25,0.1,4.08,5.88,None
23,1.23,0.3,4.74,20.74,None
23,1.14,0.1,3.59,2.21,None
23,1.11,0.1,1.85,1.42,None
23,1.04,0.5,3.8,20.5,None
23,1.03,0.5,4.38,26.34,None
23,0.85,0.1,15.44,18.56,None
23,0.07,0.1,2.81,2.27,None
24,1.52,0.1,5.2,4.56,None
24,1.5,0.1,5.36,5.51,None
24,1.35,0.2,1.7,4.85,None
24,1.26,0.1,35.2,27.17,None
24,1.25,0.1,5.13,10.77,None
24,1.23,0.3,3.8,14.97,None
24,1.15,0.1,3.35,2.52,None
24,1.11,0.1,0.98,1.3,None
25,1.27,0.1,15.91,26.18,None
25,1.25,0.5,7.07,50.49,None
25,1.23,0.3,5.75,19.43,None
25,1.2,0.1,39.95,36.82,None
25,1.14,0.1,6.65,5.23,None
25,1.11,0.1,4.8,5.44,None
25,1.04,2.3,4.54,123.79,None
25,1.03,2.7,5.45,182.48,None
25,1.01,0.3,5.91,24.5,None
25,1,0.3,4.84,15.05,None
25,0.97,0.1,45.48,51.52,None
25,0.87,0.1,5.77,4.3,None
25,0.85,0.1,6.38,9.84,None
25,0.83,0.1,23.12,31.48,None
25,0.07,0.1,3.39,2.56,None
27,1.91,0.8,0.87,8.34,None
27,1.37,0.1,10.77,6.99,None
27,1.24,0.3,8.13,29.14,None
27,1.23,0.2,2.27,5.42,None
27,1.11,0.2,0.89,2.21,None
27,1.07,0.2,0.8,1.55,None
27,1.05,0.3,0.74,2.76,None
27,1.04,1.4,2.81,44.6,None
27,1.04,0.2,7.43,20.6,None
27,1.03,1.5,3.1,59.32,None
28,1.91,0.8,0.87,9.12,None
28,1.25,0.1,46.8,48.69,None
28,1.23,0.3,3.64,13.88,None
28,1.11,0.2,0.93,2.19,None
28,1.07,0.2,0.78,1.66,None
28,1.05,0.3,0.84,3.76,None
28,1.05,0.1,2.09,1.99,None
28,1.04,0.3,1.34,4.82,None
28,1.04,0.2,0.9,2,None
28,1.03,0.1,1.95,2.46,None
30,2.08,0.1,0.8,1.1,None
30,1.91,1,0.86,10.65,None
31,1.26,0.1,148.3,185.2,None
31,1.25,0.1,4.51,8.57,None
31,1.23,0.3,3.94,14.22,None
31,1.11,0.1,1.33,1.01,None
31,1.05,0.4,3.33,15.47,None
31,1.03,0.4,3.75,19.17,None
31,0.86,0.1,2.89,2.24,None
31,0.85,0.1,6.94,5.61,None
32,1.91,0.1,1.83,1.58,None
32,1.52,0.1,7.9,8.21,None
32,1.5,0.1,5.44,4.06,None
32,1.42,0.1,6.58,7.31,None
32,1.38,0.2,4.35,9.41,None
32,1.27,0.1,10.13,6.61,None
32,1.25,0.4,6.52,32.56,None
32,1.23,0.1,3.71,5.02,None
33,1.42,0.1,7.63,6.98,None
33,1.38,0.1,5.66,8.93,None
33,1.26,0.1,9.93,9.51,None
33,1.25,0.4,6.18,31.18,None
33,1.23,0.1,3.56,5.68,None
33,1.11,0.1,1.62,2.37,None
33,1.04,1.6,3.68,64.73,None
33,1.03,1.7,4.07,82.9,None
33,1.01,0.1,2.33,3.92,None
33,1,0.2,2.32,4.5,None
33,0.86,0.1,3.18,3.15,None
33,0.84,0.1,9.96,7.49,None
34,1.91,0.1,1.43,1.52,None
34,1.52,0.1,5.6,6.49,None
34,1.5,0.1,6.22,8.14,None
34,1.49,0.1,3.7,2.5,None
34,1.43,0.2,4.18,8.62,None
34,1.42,0.1,3.91,3.48,None
34,1.38,0.2,3.97,11.88,None
34,1.28,0.1,5.83,4.98,None
35,1.26,0.1,26.05,30.13,None
35,1.25,0.1,5.35,7.55,None
35,1.23,0.2,4.41,13.17,None
35,1.15,0.1,4.01,2.51,None
35,1.11,0.1,1.81,1.34,None
35,1.05,0.4,4.12,20.1,None
35,1.03,0.4,4.14,20.22,None
35,0.85,0.1,13.23,10.35,None
37,4.91,0.2,2.32,7.26,None
37,4.9,0.4,2.93,14.46,None
37,4.89,0.2,1.92,4.37,None
37,4.88,0.5,2.43,16.95,None
37,4.87,0.6,2.32,16.42,None
37,4.86,0.1,2.74,2.02,None
37,4.85,0.1,5.2,4.98,None
37,4.83,0.9,2.44,23.3,None
37,4.83,0.9,2.61,28.94,None
37,4.82,1,2.39,27.62,None
37,4.82,0.8,2.21,21.06,None
37,4.77,0.7,3.03,22.3,None
37,4.76,0.8,2.48,25.93,None
37,4.75,0.5,2.32,14.33,None
37,4.74,0.4,3.08,18.38,None
37,4.73,0.1,3.47,2.76,None
38,4.76,0.5,2.76,17.68,None
38,4.75,0.8,3.87,36.7,None
38,4.74,0.4,2.46,12.29,None
38,4.62,0.2,2.69,8.44,None
38,4.61,0.2,2.69,8.14,None
38,4.59,0.4,2.08,10.95,None
38,4.57,0.4,2.08,11.5,None
38,4.48,0.2,2.32,5.96,None
38,4.47,0.4,2.57,12.68,None
38,4.45,0.2,2.71,7.17,None
38,4.44,0.2,2.41,7.09,None
38,4.42,0.2,2.35,7.15,None
38,4.41,0.1,2.82,3.93,None
38,4.39,0.1,3.13,5.31,None
38,4.36,0.2,2.66,6.91,None
38,4.35,0.1,2.3,3.1,None
39,4.55,0.1,1.57,2.4,None
39,4.54,0.1,1.59,2.11,None
39,4.48,0.2,2.45,6.43,None
39,4.46,0.4,2.55,13.65,None
39,4.45,0.2,3.3,10.01,None
39,4.44,0.3,2.45,9.81,None
39,4.42,0.3,2.36,9.69,None
39,4.4,0.1,2.57,4.04,None
39,4.39,0.2,2.92,6.16,None
39,4.38,0.1,2.49,1.56,None
39,4.36,0.2,3.24,8.04,None
39,4.34,0.4,3.41,17.57,None
39,4.33,0.4,4.2,23.52,None
39,4.32,0.1,3.18,5.79,None
39,4.31,0.1,3.15,3.57,None
39,4.28,0.3,1.71,5.72,None
39,4.27,0.2,1.96,6.06,None
39,4.26,0.3,2.01,7.94,None
39,4.25,0.3,1.83,6.69,None
39,4.13,0.1,3.07,5.36,None
39,4.11,0.1,3.07,5.67,None
39,3.95,0.1,16.3,11.62,None
40,4.28,0.2,1.71,5.15,None
40,4.26,0.2,2.05,6.04,None
40,4.26,0.2,1.91,6.28,None
40,4.25,0.3,1.83,6.21,None
40,4.13,0.1,3.63,4.43,None
40,4.12,0.1,3.62,4.83,None
41,4.36,0.2,3.22,8.76,None
41,4.35,0.5,3.31,18.84,None
41,4.33,0.5,3.43,20.64,None
41,4.32,0.1,2.69,4.74,None
41,4.28,0.2,1.79,4.16,None
41,4.26,0.3,3.09,8.26,None
41,4.25,0.2,1.96,5.45,None
42,4.28,0.2,1.83,5.63,None
42,4.27,0.2,1.77,4.72,None
42,4.26,0.3,2.12,7.13,None
42,4.25,0.3,1.83,6.04,None
42,4.04,0.1,4.04,3.12,None
42,3.68,0.1,2.2,1.76,None
42,3.68,0.1,2.93,4.54,None
42,3.67,0.1,2.36,3.52,None
42,3.66,0.1,2.78,4.91,None
42,3.65,0.2,3.65,8.45,None
42,3.65,0.1,2.97,3.86,None
42,3.64,0.1,4.93,10.04,None
42,3.63,0.1,4.92,8.59,None
42,3.61,0.1,2.65,1.8,None
43,3.13,0.1,3.21,1.96,None
44,4.28,0.2,1.47,2.77,None
44,4.27,0.1,1.71,3.18,None
44,4.26,0.1,1.42,2.65,None
44,4.25,0.2,1.53,2.9,None
44,3.67,0.1,1.93,1.8,None
44,3.66,0.1,1.9,1.87,None
44,3.65,0.1,3.17,4.95,None
44,3.65,0.1,2.14,1.71,None
44,3.64,0.1,2.5,2.97,None
44,3.63,0.1,3.84,4.47,None
71,2.08,0.1,0.95,1.16,None
71,1.91,0.8,1.15,10.67,None
71,1.75,0.1,1.69,1.01,None
77,1.25,0.3,4.91,17.85,None
77,1.23,0.2,4.46,13.27,None
77,1.11,0.1,1.85,1.88,None
77,1.04,1.7,3.7,69.87,None
77,1.03,1.8,4.38,98.07,None
77,1.02,0.2,2.6,5.19,None
77,1,0.2,2.91,5.86,None
77,0.85,0.1,3.54,2.76,None
77,0.84,0.1,10.13,7.78,None
77,0.07,0.1,2.47,1.72,None
79,1.26,0.1,12,9.87,None
79,1.24,0.1,5.66,8.24,None
79,1.23,0.3,3.38,11.22,None
79,1.15,0.1,3.07,2.42,None
79,1.05,0.4,3.54,14.15,None
79,1.03,0.4,4.07,20.94,None
79,0.85,0.1,32.89,30.87,None
80,2.08,0.1,0.96,0.77,None
80,1.91,0.1,1.1,1.4,None
82,1.91,0.1,1.21,1.65,None
82,1.35,0.1,2.1,2.05,None
82,1.24,0.1,5.95,7.51,None
82,1.23,0.2,3.16,8.94,None
82,1.14,0.1,2.99,2.94,None
82,1.07,0.1,1.09,1.86,None
83,1.25,0.1,7.08,5.24,None
83,1.23,0.2,3.55,7.29,None
83,1.07,0.1,0.76,1.02,None
83,1.05,0.2,0.79,2.22,None
83,1.05,0.1,2.6,2.98,None
83,1.04,0.1,1.8,1.88,None
83,1.04,0.1,0.62,0.94,None
83,1.03,0.1,2.58,3.46,None
84,1.91,0.2,1.06,2.42,None
84,1.35,0.1,1.76,2.29,None
84,1.24,0.1,4.7,5.18,None
84,1.23,0.2,3.41,7.93,None
84,1.15,0.1,3.82,2.72,None
84,1.07,0.1,1.03,0.98,None
85,1.14,0.1,3.21,3.35,None
85,1.07,0.1,1.28,1.42,None
85,1.05,0.2,1.58,4.24,None
85,1.04,0.3,3.41,10.58,None
85,1.04,0.1,0.83,0.55,None
85,1.03,0.3,3.91,15.28,None
85,0.85,0.1,3.45,2.4,None
85,0.08,0.3,1.36,5.82,None
86,1.25,0.1,11.49,22.62,None
86,1.23,0.1,3.06,5.33,None
86,1.15,0.1,3.45,2.3,None
86,1.11,0.1,1.29,2.33,None
86,1.05,0.2,3.26,9.62,None
86,1.04,0.1,2.2,3.26,None
86,1.03,0.3,3.78,13.34,None
86,0.85,0.1,16.61,17.77,None
86,0.07,0.1,2.08,2.09,None
89,1.08,0.1,1.23,0.89,None
89,1.05,0.1,0.83,0.71,None
89,1.05,0.2,3.52,7.87,None
89,1.03,0.2,4.23,11.32,None
89,0.08,0.1,0.9,0.62,None
90,1.91,0.1,1.08,1.56,None
90,1.41,0.1,3.38,3.83,None
90,1.25,0.3,6.63,22.99,None
90,1.23,0.2,3.83,9.72,None
91,4.48,0.2,2.2,4.68,None
91,4.47,0.3,2.32,9.06,None
91,4.45,0.2,2.32,4.5,None
91,4.44,0.2,2,4.65,None
91,4.42,0.2,2.08,4.88,None
91,4.4,0.1,2.71,3.37,None
91,4.39,0.1,2.32,3.08,None
91,4.36,0.1,2.43,2.77,None
91,4.35,0.1,2.68,4.93,None
91,4.35,0.2,2.65,4.84,None
91,4.34,0.3,2.57,9.87,None
91,4.33,0.1,3.04,3.66,None
91,4.32,0.1,2.32,4.32,None
91,4.31,0.1,2.64,2.7,None
91,4.28,0.2,1.69,4.45,None
91,4.27,0.2,1.68,3.55,None
91,4.26,0.2,1.85,5.08,None
91,4.25,0.2,1.67,4.27,None
91,4.13,0.1,2.57,3.14,None
91,4.12,0.1,2.57,3.31,None
93,3.57,0.2,3.64,10.99,None
93,3.56,0.2,3.36,7.09,None
93,3.54,0.3,5.89,20.73,None
93,3.53,0.2,4.94,13.15,None
93,3.51,0.3,2.86,10.43,None
94,3.65,0.1,5.39,4.03,None
94,3.64,0.1,3.06,2.63,None
94,3.63,0.1,3,2.49,None
94,3.58,0.1,2.2,1.74,None
94,3.57,0.1,2.78,3.89,None
94,3.56,0.1,2.44,3.1,None
94,3.54,0.2,5.68,12.98,None
94,3.53,0.1,2.51,3.24,None
94,3.51,0.3,2.39,7.28,None
94,3.48,0.1,160.55,303.49,None
95,3.68,0.1,2.58,2.01,None
95,3.67,0.1,3.05,3.55,None
95,3.65,0.1,6.36,11.86,None
95,3.64,0.1,2.9,4.12,None
95,3.63,0.1,3.73,5.38,None
95,3.57,0.2,2.81,8.56,None
95,3.56,0.2,2.58,5,None
95,3.54,0.2,5.58,16.81,None
95,3.53,0.1,2.33,4.4,None
96,3.65,0.1,4.1,2.98,None
96,3.57,0.1,2.45,2.35,None
96,3.56,0.1,1.93,1.27,None
96,3.54,0.1,4.49,5.37,None
96,3.53,0.1,2.69,2.53,None
96,3.5,0.4,2.32,10.5,None
96,3.48,0.1,5.02,5.93,None
96,3.47,0.1,3.78,6.99,None
96,3.46,0.1,1.67,1.21,None
96,3.45,0.2,1.52,3.7,None
97,4.62,0.2,2.57,7.48,None
97,4.61,0.2,2.57,7.21,None
97,4.59,0.4,2.07,10.05,None
97,4.57,0.4,2.08,10.06,None
97,4.48,0.2,2.45,5.87,None
97,4.47,0.4,2.45,10.96,None
97,4.45,0.2,2.56,6.01,None
97,4.44,0.2,2.2,5.51,None
97,4.43,0.2,2.32,6.41,None
97,4.36,0.2,2.19,5.05,None
97,4.36,0.1,2.49,3.04,None
97,4.35,0.4,3.02,15.05,None
97,4.34,0.4,2.96,17.09,None
97,4.33,0.1,1.72,1.4,None
97,4.33,0.2,2.78,5.7,None
97,4.28,0.2,1.48,4.55,None
97,4.26,0.3,2.75,9.72,None
97,4.25,0.3,1.72,5.84,None
98,3.11,0.1,5.97,5.9,None
98,3.1,0.1,3.07,2.25,None
98,3.08,0.1,1.94,1.29,None
98,3.06,0.1,2.15,1.33,None
98,3.04,0.1,2.51,3.27,None
98,2.96,0.1,2.05,2.19,None
98,2.95,0.1,1.81,3.13,None
98,2.95,0.1,2.16,2.81,None
99,4.29,0.1,1.47,1.89,None
99,4.28,0.1,1.71,2.3,None
99,4.27,0.1,1.4,1.73,None
99,4.26,0.1,1.59,2.22,None
99,4.05,0.1,3.81,2.98,None
99,3.68,0.1,1.97,1.51,None
99,3.67,0.1,2.53,2.4,None
99,3.66,0.1,3.66,3.57,None
100,4.26,0.2,1.62,4.4,None
100,4.25,0.2,1.71,5.18,None
100,4.04,0.1,3.94,2.86,None
100,3.68,0.1,2.26,2.42,None
100,3.68,0.1,2.23,2.19,None
100,3.67,0.1,2.2,3.18,None
100,3.66,0.1,2.1,3.3,None
100,3.65,0.1,3.12,5.77,None
100,3.65,0.1,2.77,4.33,None
100,3.64,0.1,3.43,6.71,None
100,3.63,0.1,2.47,3.32,None
111,1.07,0.5,1.01,5.89,None
111,1.05,1,1.09,13.9,None
111,1.05,0.2,2.06,5.22,None
111,1.04,0.7,1.4,12.25,None
111,1.04,0.5,1.23,8.59,None
111,1.03,0.2,2.13,5.77,None
111,1.03,0.6,1.4,12.17,None
111,0.85,0.1,2.26,1.73,None
111,0.06,0.1,2.42,1.4,None
113,1.23,0.2,5.73,18.39,None
113,1.14,0.1,3.82,2.67,None
113,1.11,0.2,0.89,2.04,None
113,1.07,0.5,0.83,4.69,None
113,1.05,0.9,0.84,9.33,None
113,1.05,0.2,2.88,5.25,None
113,1.04,0.5,1.23,8.04,None
113,1.04,0.5,0.9,5.15,None
113,1.03,0.5,1.38,9.53,None
115,1.4,0.2,3.26,9.74,None
115,1.39,0.2,3.78,10.34,None
115,1.26,0.1,6.54,4.1,None
115,1.24,0.2,4.45,9.11,None
115,1.24,0.2,3.73,8.28,None
115,1.23,0.2,3.31,8.28,None
115,1.21,0.1,51.46,42.54,None
115,1.14,0.1,5.43,4.41,None
115,1.11,0.2,0.86,1.83,None
115,1.07,0.5,0.83,5.08,None
115,1.05,1,0.77,9.06,None
115,1.04,1.5,2.61,52.48,None
115,1.04,0.5,0.68,4.34,None
115,1.03,1.5,2.88,56.29,None
115,1.01,0.1,2.16,3.77,None
115,1,0.1,1.97,3.44,None
116,1.07,0.1,1.01,0.72,None
116,1.05,0.1,0.98,1.44,None
116,1.04,1.5,3.54,60.38,None
116,1.03,1.6,4.16,81.89,None
116,1.02,0.2,2.47,4.18,None
116,1,0.2,2.27,4.02,None
116,0.08,0.4,1.04,4.51,None
118,0.86,0.1,1.53,1.14,None
118,0.84,0.1,3.29,2.71,None
118,0.08,0.3,0.86,3.35,None
120,1.07,0.1,0.87,0.75,None
120,1.05,0.2,0.85,1.76,None
120,1.04,1.6,3.44,60.77,None
120,1.03,1.7,4.1,81.61,None
120,1.02,0.2,2.12,3.09,None
120,1,0.2,2.08,3.67,None
120,0.86,0.1,1.43,1.23,None
120,0.84,0.1,3.98,3.8,None
120,0.08,0.3,0.95,3.4,None
121,1.07,0.1,0.97,0.96,None
121,1.05,0.2,0.84,1.47,None
121,1.04,1.4,3.83,60.48,None
121,1.03,1.3,3.52,52.77,None
121,1.02,0.1,2.12,2.87,None
121,1,0.1,1.95,3.07,None
121,0.86,0.1,1.69,1.26,None
121,0.08,0.4,0.96,4.73,None
123,1.07,0.1,0.96,1.12,None
123,1.05,0.2,0.86,1.54,None
123,1.04,1.2,3.63,50.4,None
123,1.03,1.2,3.66,48.5,None
123,1.02,0.1,2.09,2.38,None
123,1,0.1,2.17,2.7,None
123,0.86,0.1,1.72,1.11,None
123,0.08,0.3,1.01,3.98,None
124,1.05,0.3,2.76,9.43,None
124,1.04,0.2,2.46,6.88,None
124,1.04,0.1,0.35,0.45,None
124,1.03,0.4,3.74,18.08,None
124,1.02,0.1,3.02,1.83,None
124,0.08,0.3,0.87,3.56,None
125,1.07,0.1,0.89,0.59,None
125,1.05,0.1,0.94,1.32,None
125,1.05,0.2,2.67,7.55,None
125,1.04,0.2,2.54,7.37,None
125,1.03,0.4,3.4,14.33,None
125,0.85,0.1,4.06,3.9,None
125,0.08,0.3,0.96,3.36,None
126,1.04,1.8,3.29,64.62,None
126,1.03,2,4.05,94.09,None
126,1.01,0.3,2.6,8.64,None
126,1.01,0.1,3.33,2.23,None
126,1,0.2,2.08,6.14,None
126,0.86,0.1,2.15,2.13,None
126,0.84,0.1,31.73,30.2,None
126,0.08,0.3,1.14,4.73,None
126,0.07,0.1,2.03,1.38,None
128,1.04,1.5,3.3,55.27,None
128,1.03,1.6,4.01,79.44,None
128,1.02,0.1,2.68,5.21,None
128,1,0.2,2.29,3.87,None
128,0.85,0.1,1.9,1.12,None
128,0.84,0.1,37.88,30.7,None
128,0.08,0.3,0.93,3.58,None
129,1.03,0.3,3.31,12.25,None
129,1.03,0.2,2.68,6.13,None
129,0.08,0.3,1.03,3.34,None
130,1.07,0.1,0.77,0.69,None
130,1.05,0.1,0.64,0.84,None
130,1.05,1.2,2.94,43.18,None
130,1.04,0.9,2.47,25.56,None
130,1.03,1.7,3.76,69.95,None
130,1.02,0.2,2.4,4.88,None
130,1.01,0.1,5.5,3.12,None
130,1,0.2,1.82,3.42,None
130,0.87,0.1,30.98,27.91,None
130,0.86,0.1,1.16,0.9,None
130,0.08,0.3,0.77,2.91,None
136,1.05,0.2,1.02,3.1,None
136,1.05,0.3,2.61,7.89,None
136,1.04,0.2,2.68,8.62,None
136,1.04,0.1,0.93,1.17,None
136,1.03,0.3,2.85,9.65,None
136,1.03,0.2,2.61,6.88,None
136,0.08,0.4,0.98,4.83,None
138,1.07,0.1,0.8,0.76,None
138,1.05,0.2,0.82,1.4,None
138,1.04,1.4,3.27,50.68,None
138,1.03,1.5,4.2,78.95,None
138,1.02,0.1,1.69,1.82,None
138,1,0.2,2.07,3.21,None
138,0.86,0.1,1.78,2.04,None
138,0.84,0.1,6,6.24,None
138,0.08,0.3,0.87,3.14,None
139,1.16,0.1,1.79,1.54,None
139,1.16,0.1,2.54,2.55,None
139,1.14,0.1,2.5,3.63,None
139,1.07,0.3,1.3,3.9,None
139,1.05,0.5,1.23,5.99,None
139,1.04,1.5,3.71,62.57,None
139,1.04,0.2,1.54,4.12,None
139,1.03,1.6,4.19,81.87,None
139,1.02,0.2,3.47,10.29,None
139,1,0.2,3.39,9.15,None
139,0.85,0.1,4.77,4.25,None
139,0.83,0.1,57.24,80.19,None
139,0.08,0.3,1.39,5.26,None
141,1.19,0.1,1.65,1.53,None
141,1.15,0.1,3.77,2.44,None
141,1.07,0.4,1.23,6.32,None
141,1.05,0.9,1.28,14.2,None
141,1.05,0.2,2.32,5.37,None
141,1.04,0.6,1.68,12.96,None
141,1.04,0.5,1.25,7.42,None
141,1.03,0.6,1.8,12.81,None
141,0.86,0.1,6.71,5.32,None
142,1.15,0.1,3.74,2.49,None
142,1.07,0.3,1.14,4.6,None
142,1.05,0.7,1.23,10.99,None
142,1.05,0.2,2.29,6.07,None
142,1.04,0.6,1.79,13.33,None
142,1.04,0.4,1.36,7.24,None
142,1.03,0.2,2.04,5.21,None
142,1.03,0.5,1.68,10.9,None
142,1.02,0.1,3.22,2.43,None
145,0.96,0.1,9,12.67,None
145,0.91,0.1,5.91,3.91,None
145,0.87,0.1,3.82,2.76,None
145,0.85,0.1,2.86,4.9,None
145,0.84,0.1,6.61,8.54,None
145,0.81,0.1,1.98,1.73,None
145,0.8,0.1,1.95,1.92,None
145,0.79,0.1,55.74,55.89,None
145,0.77,0.1,3.41,2.6,None
146,1.07,0.3,1.1,4.18,None
146,1.05,0.6,1.07,8.05,None
146,1.05,0.7,2.73,24.11,None
146,1.04,1,2.11,27.8,None
146,1.04,0.4,1.53,8.87,None
146,1.03,0.7,2.43,18.65,None
146,1.03,1.1,2.25,33.51,None
146,1.02,0.1,3.12,4.91,None
146,1,0.1,2.29,3.24,None
146,0.84,0.1,17.13,14.25,None
147,1.07,0.4,1.18,6.08,None
147,1.05,0.9,1.22,13.63,None
147,1.05,0.2,2.19,5.45,None
147,1.04,0.6,1.58,13.07,None
