"Mass","formula","HC","OC"
385.036183468817,"C23H14O2S2",0.61,0.09
385.04128724024,"C15H14O12",0.93,0.8
385.043971157273,"C25H10O1N2S1",0.4,0.04
385.049072311695,"C20H19O2S2P1",0.95,0.1
385.053546281414,"C25H11O1N2P1",0.44,0.04
385.056515710615,"C19H14O9",0.74,0.47
385.062385613542,"C12H18O14",1.5,1.17
385.063367845058,"C23H15O4P1",0.65,0.17
385.063872083055,"C13H14O10N4",1.08,0.77
385.067082344581,"C20H19O4S1P1",0.95,0.2
385.077609071943,"C16H18O11",1.12,0.69
385.092873710565,"C20H18O8",0.9,0.4
385.096288081477,"C17H22O8S1",1.29,0.47
385.103484134243,"C11H22O9N4S1",2,0.82
385.11404627973,"C17H22O10",1.29,0.59
385.117552927468,"C14H26O10S1",1.86,0.71
385.121403227374,"C11H22O11N4",2,1
385.129338806785,"C21H22O7",1.05,0.33
385.14001306194,"C12H26O8N4S1",2.17,0.67
385.150483387271,"C18H26O9",1.44,0.5
385.165703654193,"C22H26O6",1.18,0.27
385.169088611072,"C19H30O6S1",1.58,0.32
385.186799764208,"C19H30O8",1.58,0.42
385.202040886619,"C23H30O5",1.3,0.22
385.208451899427,"C19H35O2N2S1P1",1.84,0.11
385.209334821651,"C17H30O6N4",1.76,0.35
385.223189750787,"C20H34O7",1.7,0.35
385.238530421287,"C24H34O4",1.42,0.17
385.245682772886,"C18H34O5N4",1.89,0.28
385.259635745752,"C21H38O6",1.81,0.29
385.296030369845,"C22H42O5",1.91,0.23
386.051757481382,"C18H13O9N1",0.72,0.5
386.052136627069,"C21H14O1N3S1P1",0.67,0.05
386.072873492609,"C15H17O11N1",1.13,0.73
386.088129227798,"C19H17O8N1",0.89,0.42
386.088329205222,"C19H17O8N1",0.89,0.42
386.109282718268,"C16H21O10N1",1.31,0.62
386.145707831086,"C17H25O9N1",1.47,0.53
386.146013324519,"C20H26O1N3S1P1",1.3,0.05
386.146429202818,"C18H29O4N1S2",1.61,0.22
386.152173797593,"C13H30O6N3S1P1",2.31,0.46
386.182013568972,"C18H29O8N1",1.61,0.44
386.182923423631,"C19H33O3N1S2",1.74,0.16
386.193362300049,"C17H29O7N3",1.71,0.41
386.195109742329,"C15H34O8N1P1",2.27,0.53
386.204502285073,"C16H29O6N5",1.81,0.38
386.227039957881,"C22H33O1N3S1",1.5,0.05
386.999421381925,"C17H8O11",0.47,0.65
387.020492149319,"C14H12O13",0.86,0.93
387.035775265375,"C18H12O10",0.67,0.56
387.046347130552,"C19H17O5S1P1",0.89,0.26
387.056906626557,"C15H16O12",1.07,0.8
387.069060301694,"C15H20O6N2S2",1.33,0.4
387.072164794827,"C19H16O9",0.84,0.47
387.07566640646,"C16H20O9S1",1.25,0.56
387.081033589522,"C11H21O11N2P1",1.91,1
387.082603397849,"C20H21O4S1P1",1.05,0.2
387.09329671443,"C16H20O11",1.25,0.69
387.09864697333,"C22H16O5N2",0.73,0.23
387.108561029014,"C20H20O8",1,0.4
387.111867505222,"C17H24O8S1",1.41,0.47
387.11207689034,"C17H24O8S1",1.41,0.47
387.118975154372,"C21H25O3S1P1",1.19,0.14
387.129675648505,"C17H24O10",1.41,0.59
387.141701013408,"C17H28O4N2S2",1.65,0.24
387.144929938242,"C21H24O7",1.14,0.33
387.166068607573,"C18H28O9",1.56,0.5
387.181307797408,"C22H28O6",1.27,0.27
387.188488960646,"C26H29O1P1",1.12,0.04
387.194343824528,"C19H33O6P1",1.74,0.32
387.202455130605,"C19H32O8",1.68,0.42
387.217709784157,"C23H32O5",1.39,0.22
387.224877311619,"C17H32O6N4",1.88,0.35
387.238823432888,"C20H36O7",1.8,0.35
387.239021485404,"C20H36O7",1.8,0.35
387.25406576576,"C24H36O4",1.5,0.17
387.275219436092,"C21H40O6",1.9,0.29
388.030994666816,"C17H11O10N1",0.65,0.59
388.043607240702,"C25H11O2N1S1",0.44,0.08
388.043950108218,"C14H16O10N1P1",1.14,0.71
388.067424126682,"C18H15O9N1",0.83,0.5
388.088529833197,"C15H19O11N1",1.27,0.73
388.103811890166,"C19H19O8N1",1,0.42
388.124917335064,"C16H23O10N1",1.44,0.62
388.140226460712,"C20H23O7N1",1.15,0.35
388.161280992366,"C17H27O9N1",1.59,0.53
388.162082047422,"C18H31O4N1S2",1.72,0.22
388.172583534259,"C16H27O8N3",1.69,0.5
388.252709067441,"C20H39O4N1S1",1.95,0.2
388.270473038066,"C20H39O6N1",1.95,0.3
388.991433023114,"C24H6O4S1",0.25,0.17
388.99166932918,"C13H11O12P1",0.85,0.92
389.011818051993,"C13H14O8N2S2",1.08,0.62
389.015055510742,"C17H10O11",0.59,0.65
389.015338258569,"C20H11O3N2S1P1",0.55,0.15
389.028092093355,"C14H15O11P1",1.07,0.79
389.030259801259,"C21H10O8",0.48,0.38
389.03324392332,"C20H11O5N2P1",0.55,0.25
389.036155713252,"C14H14O13",1,0.93
389.048074100469,"C14H18O7N2S2",1.29,0.5
389.051391566402,"C18H14O10",0.78,0.56
389.062695820394,"C17H14O9N2",0.82,0.53
389.066541840768,"C22H14O7",0.64,0.32
389.072560209536,"C15H18O12",1.2,0.8
389.075733705278,"C12H22O12S1",1.83,1
389.076075406089,"C12H22O12S1",1.83,1
389.084792827299,"C25H15O1N2P1",0.6,0.04
389.08783392987,"C19H18O9",0.95,0.47
389.091268493007,"C16H22O9S1",1.38,0.56
389.091601393527,"C19H23O1N2S2P1",1.21,0.05
389.096802670375,"C11H23O11N2P1",2.09,1
389.098547251275,"C20H23O4S1P1",1.15,0.2
389.099055592605,"C18H18O8N2",1,0.44
389.109000202459,"C16H22O11",1.38,0.69
389.120847825924,"C16H26O5N2S2",1.62,0.31
389.121201777253,"C16H26O5N2S2",1.62,0.31
389.124228588921,"C20H22O8",1.1,0.4
389.127746902719,"C17H26O8S1",1.53,0.47
389.137273456216,"C17H27O8P1",1.59,0.47
389.145320102981,"C17H26O10",1.53,0.59
389.160562297986,"C21H26O7",1.24,0.33
389.173636054289,"C18H31O7P1",1.72,0.39
389.181701137298,"C18H30O9",1.67,0.5
389.196985306952,"C22H30O6",1.36,0.27
389.204177238711,"C26H31O1P1",1.19,0.04
389.218145489439,"C19H34O8",1.79,0.42
389.233400761369,"C23H34O5",1.48,0.22
389.254555595064,"C20H38O7",1.9,0.35
390.046674796565,"C17H13O10N1",0.76,0.59
390.083129930706,"C18H17O9N1",0.94,0.5
390.104237493518,"C15H21O11N1",1.4,0.73
390.11951626684,"C19H21O8N1",1.11,0.42
390.155825503354,"C20H25O7N1",1.25,0.35
390.159178711204,"C17H29O7N1S1",1.71,0.41
390.195588464958,"C18H33O6N1S1",1.83,0.33
390.206766121917,"C17H33O5N3S1",1.94,0.29
390.213495355988,"C18H33O8N1",1.83,0.44
390.239858035511,"C21H33O4N3",1.57,0.19
390.268215727252,"C20H41O4N1S1",2.05,0.2
390.922574705627,"C15H4O9S2",0.27,0.6
390.994314276003,"C16H8O12",0.5,0.75
391.007207617322,"C13H13O12P1",1,0.92
391.009412107426,"C20H8O9",0.4,0.45
391.00974715091,"C20H8O9",0.4,0.45
391.030680540638,"C17H12O11",0.71,0.65
391.043724519602,"C14H17O11P1",1.21,0.79
391.045925516945,"C21H12O8",0.57,0.38
391.048760851889,"C20H13O5N2P1",0.65,0.25
391.051785717473,"C14H16O13",1.14,0.93
391.062345549422,"C15H21O8S1P1",1.4,0.53
391.063989552736,"C14H20O7N2S2",1.43,0.5
391.06704814104,"C18H16O10",0.89,0.56
391.070918086984,"C18H21O2N2S2P1",1.17,0.11
391.073579388421,"C14H21O7N2S1P1",1.5,0.5
391.078288326688,"C17H16O9N2",0.94,0.53
391.082428310277,"C22H16O7",0.73,0.32
391.088266334629,"C15H20O12",1.33,0.8
391.09135735884,"C14H21O9N2P1",1.5,0.64
391.091922800186,"C15H25O4N2S2P1",1.67,0.27
391.100433905451,"C25H17O1N2P1",0.68,0.04
391.10066127507,"C25H17O1N2P1",0.68,0.04
391.103515506303,"C19H20O9",1.05,0.47
391.107237929985,"C16H24O9S1",1.5,0.56
391.114683652668,"C18H20O8N2",1.11,0.44
391.118880522074,"C23H20O6",0.87,0.26
391.124636320713,"C16H24O11",1.5,0.69
391.135820694088,"C15H24O10N2",1.6,0.67
391.137644899602,"C13H29O11P1",2.23,0.85
391.139857640252,"C20H24O8",1.2,0.4
391.152881014147,"C17H29O8P1",1.71,0.47
391.155137927191,"C24H24O5",1,0.21
391.160937765822,"C17H28O10",1.65,0.59
391.16114695071,"C17H28O10",1.65,0.59
391.17617599918,"C21H28O7",1.33,0.33
391.189061879923,"C18H33O7P1",1.83,0.39
391.189309298053,"C18H33O7P1",1.83,0.39
391.197243592211,"C18H32O9",1.78,0.5
391.197469040987,"C18H32O9",1.78,0.5
391.19867853364,"C19H28O5N4",1.47,0.26
391.212641643438,"C22H32O6",1.45,0.27
391.233859108863,"C19H36O8",1.89,0.42
391.244985021181,"C18H36O7N2",2,0.39
391.249063424668,"C23H36O5",1.57,0.22
391.252348090916,"C20H40O5S1",2,0.25
392.025911055269,"C16H11O11N1",0.69,0.69
392.038138072454,"C16H15O5N3S2",0.94,0.31
392.062286773079,"C17H15O10N1",0.88,0.59
392.09874465592,"C18H19O9N1",1.06,0.5
392.11977205937,"C15H23O11N1",1.53,0.73
392.135127020935,"C19H23O8N1",1.21,0.42
392.171337476827,"C20H27O7N1",1.35,0.35
392.182660394799,"C19H27O6N3",1.42,0.32
392.211216502664,"C18H35O6N1S1",1.94,0.33
392.218953166584,"C20H31O5N3",1.55,0.25
393.008471256566,"C10H19O10S2P1",1.9,1
393.009997814348,"C16H10O12",0.62,0.75
393.019585417766,"C9H19O9N2S2P1",2.11,1
393.023614228303,"C14H19O7S2P1",1.36,0.5
393.024745250655,"C12H14O11N2S1",1.17,0.92
393.025277628958,"C20H10O9",0.5,0.45
393.028201343484,"C19H11O6N2P1",0.58,0.32
393.033892227438,"C23H10O3N2S1",0.43,0.13
393.041904518448,"C25H6O2N4",0.24,0.08
393.042197521401,"C12H14O13N2",1.17,1.08
393.043431181121,"C23H11O3N2P1",0.48,0.13
393.046357183899,"C17H14O11",0.82,0.65
393.057531953172,"C16H14O10N2",0.88,0.62
393.059373564282,"C14H19O11P1",1.36,0.79
393.061600289147,"C21H14O8",0.67,0.38
393.064431848211,"C20H15O5N2P1",0.75,0.25
393.070156117555,"C24H14O2N2S1",0.58,0.08
393.07229006692,"C12H18O9N4S1",1.5,0.75
393.077857818028,"C15H23O8S1P1",1.53,0.53
393.078651702902,"C13H18O12N2",1.38,0.92
393.079368280827,"C14H22O7N2S2",1.57,0.5
393.079702042423,"C24H15O2N2P1",0.62,0.08
393.082670809872,"C18H18O10",1,0.56
393.08638688653,"C18H23O2N2S2P1",1.28,0.11
393.086602693603,"C18H23O2N2S2P1",1.28,0.11
393.089328027078,"C12H26O10S2",2.17,0.83
393.093901662975,"C17H18O9N2",1.06,0.53
393.095801929797,"C15H23O10P1",1.53,0.67
393.097949161418,"C22H18O7",0.82,0.32
393.107334976825,"C12H26O12S1",2.17,1
393.108695347263,"C13H22O8N4S1",1.69,0.62
393.11603224199,"C25H19O1N2P1",0.76,0.04
393.116235897642,"C25H19O1N2P1",0.76,0.04
393.116881219926,"C12H27O12P1",2.25,1
393.119107774227,"C19H22O9",1.16,0.47
393.122921870941,"C19H27O1N2S2P1",1.42,0.05
393.13036870092,"C18H22O8N2",1.22,0.44
393.131888287763,"C27H22O1S1",0.81,0.04
393.134383827804,"C23H22O6",0.96,0.26
393.151365250371,"C15H26O10N2",1.73,0.67
393.155540673696,"C20H26O8",1.3,0.4
393.168561825076,"C17H31O8P1",1.82,0.47
393.170881621127,"C24H26O5",1.08,0.21
393.177864755319,"C18H26O6N4",1.44,0.33
393.188890521256,"C17H34O4N2S2",2,0.24
393.191855216726,"C21H30O7",1.43,0.33
393.192067384689,"C21H30O7",1.43,0.33
393.207156807326,"C25H30O4",1.2,0.16
393.228241280044,"C22H34O6",1.55,0.27
393.242114544218,"C20H43O1S2P1",2.15,0.05
393.277674718335,"C20H43O5P1",2.15,0.25
393.9870811681,"C17H6O7N3P1",0.35,0.41
394.041599871776,"C16H13O11N1",0.81,0.69
394.054206131783,"C24H13O3N1S1",0.54,0.12
394.077979554269,"C17H17O10N1",1,0.59
394.08817698559,"C18H22O5N1S1P1",1.22,0.28
394.101885333002,"C24H17O1N3S1",0.71,0.04
394.102259383046,"C13H22O9N3P1",1.69,0.69
394.114332863535,"C18H21O9N1",1.17,0.5
394.114733136085,"C21H22O1N3S1P1",1.05,0.05
394.150751047758,"C19H25O8N1",1.32,0.42
394.162159308052,"C18H25O7N3",1.39,0.39
394.163817518449,"C16H30O8N1P1",1.88,0.5
394.226942332343,"C18H37O6N1S1",2.06,0.33
394.905117416488,"C9H5O10N2S2P1",0.56,1.11
394.981131712574,"C15H9O11P1",0.6,0.73
395.004554011695,"C19H8O10",0.42,0.53
395.004961252272,"C22H9O2N2S1P1",0.41,0.09
395.02415824592,"C10H21O10S2P1",2.1,1
395.025590449441,"C16H12O12",0.75,0.75
395.038377797066,"C24H12O4S1",0.5,0.17
395.040858304058,"C20H12O9",0.6,0.45
395.050308180277,"C31H8O1",0.26,0.03
395.05154617812,"C11H16O10N4S1",1.45,0.91
395.052166369869,"C19H12O8N2",0.63,0.42
395.054683799926,"C18H21O4S2P1",1.17,0.22
395.057920902505,"C12H16O13N2",1.33,1.08
395.058719040854,"C13H20O8N2S2",1.54,0.62
395.059017168688,"C23H13O3N2P1",0.57,0.13
395.059219070681,"C23H13O3N2P1",0.57,0.13
395.062015305893,"C17H16O11",0.94,0.65
395.065965164855,"C17H21O3N2S2P1",1.24,0.18
395.073251694992,"C16H16O10N2",1,0.62
395.077320273893,"C21H16O8",0.76,0.38
395.085886550421,"C24H16O2N2S1",0.67,0.08
395.087985447702,"C12H20O9N4S1",1.67,0.75
395.091128729094,"C19H25O3S2P1",1.32,0.16
395.093569533608,"C15H25O8S1P1",1.67,0.53
395.094317551603,"C13H20O12N2",1.54,0.92
395.09553545675,"C24H17O2N2P1",0.71,0.08
395.095864572448,"C22H20O5S1",0.91,0.23
395.09844122486,"C18H20O10",1.11,0.56
395.102221387386,"C18H25O2N2S2P1",1.39,0.11
395.109685022741,"C17H20O9N2",1.18,0.53
395.113690051883,"C22H20O7",0.91,0.32
395.127192884607,"C20H29O2S2P1",1.45,0.1
395.130872251734,"C14H24O11N2",1.71,0.79
395.134771808516,"C19H24O9",1.26,0.47
395.147759222919,"C16H29O9P1",1.81,0.56
395.149156209328,"C17H25O5N4P1",1.47,0.29
395.149986859365,"C23H24O6",1.04,0.26
395.168126523042,"C16H32O5N2S2",2,0.31
395.168713544079,"C24H28O3S1",1.17,0.12
395.171143592093,"C20H28O8",1.4,0.4
395.18411514806,"C17H33O8P1",1.94,0.47
395.186390913296,"C24H28O5",1.17,0.21
395.189694444917,"C21H32O5S1",1.52,0.24
395.193228105859,"C18H36O5S2",2,0.28
395.20758445958,"C21H32O7",1.52,0.33
395.222818216164,"C25H32O4",1.28,0.16
395.243940718403,"C22H36O6",1.64,0.27
395.24732104289,"C19H40O6S1",2.11,0.32
395.262630982567,"C23H40O3S1",1.74,0.13
395.280267614423,"C23H40O5",1.74,0.22
396.057245002662,"C16H15O11N1",0.94,0.69
396.07234963934,"C20H15O8N1",0.75,0.4
396.093657815847,"C17H19O10N1",1.12,0.59
396.093938243172,"C20H20O2N3S1P1",1,0.1
396.13004529014,"C18H23O9N1",1.28,0.5
396.16645038718,"C19H27O8N1",1.42,0.42
396.202800021294,"C20H31O7N1",1.55,0.35
396.218049080283,"C24H31O4N1",1.29,0.17
396.996810678428,"C15H11O11P1",0.73,0.73
397.004845006535,"C15H10O13",0.67,0.87
397.005192186173,"C18H11O5N2S1P1",0.61,0.28
397.020134561382,"C19H10O10",0.53,0.53
397.030482596226,"C20H15O5S1P1",0.75,0.25
397.030797873925,"C10H14O11N4S1",1.4,1.1
397.041269742631,"C16H14O12",0.88,0.75
397.048951324456,"C21H19O2S2P1",0.9,0.1
397.056528666474,"C20H14O9",0.7,0.45
397.065942580917,"C31H10O1",0.32,0.03
397.067204112069,"C11H18O10N4S1",1.64,0.91
397.077654214385,"C17H18O11",1.06,0.65
397.089003795706,"C16H18O10N2",1.12,0.62
397.092901974929,"C21H18O8",0.86,0.38
397.095969400212,"C20H19O5N2P1",0.95,0.25
397.096234126151,"C18H22O8S1",1.22,0.44
397.100240125571,"C15H18O9N4",1.2,0.6
397.101487016973,"C24H18O2N2S1",0.75,0.08
397.103518213295,"C12H22O9N4S1",1.83,0.75
397.109818334385,"C13H22O12N2",1.69,0.92
397.114002070808,"C18H22O10",1.22,0.56
397.124333799401,"C19H27O5S1P1",1.42,0.26
397.127659266021,"C16H31O5S2P1",1.94,0.31
397.129266958371,"C22H22O7",1,0.32
397.135115148938,"C15H26O12",1.73,0.8
397.141305089845,"C22H26O1N2S2",1.18,0.05
397.150392434223,"C19H26O9",1.37,0.47
397.165635140292,"C23H26O6",1.13,0.26
397.165835200078,"C23H26O6",1.13,0.26
397.166457161511,"C24H30O1S2",1.25,0.04
397.172983008633,"C17H26O7N4",1.53,0.41
397.186809753923,"C20H30O8",1.5,0.4
397.200380236994,"C18H39O3S2P1",2.17,0.17
397.200866345578,"C18H31O4N4P1",1.72,0.22
397.201443010438,"C16H34O7N2S1",2.12,0.44
397.202038098478,"C24H30O5",1.25,0.21
397.205437960553,"C21H34O5S1",1.62,0.24
397.209253858648,"C18H30O6N4",1.67,0.33
397.223177326034,"C21H34O7",1.62,0.33
397.226582242741,"C18H38O7S1",2.11,0.39
397.23842084451,"C25H34O4",1.36,0.16
397.245657460954,"C19H34O5N4",1.79,0.26
397.259521968764,"C22H38O6",1.73,0.27
397.29605170719,"C23H42O5",1.83,0.22
397.332370237126,"C24H46O4",1.92,0.17
397.368710075824,"C25H50O3",2,0.12
398.036314093377,"C15H13O12N1",0.87,0.8
398.042845079187,"C11H18O9N3S1P1",1.64,0.82
398.051730039347,"C19H13O9N1",0.68,0.47
398.072881082384,"C16H17O11N1",1.06,0.69
398.078238644098,"C22H13O5N3",0.59,0.23
398.088090860324,"C20H17O8N1",0.85,0.4
398.109323330799,"C17H21O10N1",1.24,0.59
398.145705035514,"C18H25O9N1",1.39,0.5
398.145976462126,"C21H26O1N3S1P1",1.24,0.05
398.161957060784,"C23H29O1N1S2",1.26,0.04
398.182092546791,"C19H29O8N1",1.53,0.42
398.204498088192,"C17H29O6N5",1.71,0.35
398.22971731464,"C19H33O6N3",1.74,0.32
398.970271932526,"C11H4O13N4",0.36,1.18
398.999430003305,"C18H8O11",0.44,0.61
399.020510632801,"C15H12O13",0.8,0.87
399.028290936102,"C20H17O3S2P1",0.85,0.15
399.03578460072,"C19H12O10",0.63,0.53
399.046423187451,"C10H16O11N4S1",1.6,1.1
399.049714619189,"C17H21O5S2P1",1.24,0.29
399.056906668471,"C16H16O12",1,0.75
399.06481428516,"C21H21O2S2P1",1,0.1
399.068820429962,"C16H20O6N2S2",1.25,0.38
399.069095038331,"C26H13O1N2P1",0.5,0.04
399.072170533978,"C20H16O9",0.8,0.45
399.082787810195,"C21H21O4S1P1",1,0.19
399.093279550348,"C17H20O11",1.18,0.65
399.096793135716,"C14H24O11S1",1.71,0.79
399.1053472052,"C17H24O5N2S2",1.41,0.29
399.108529492286,"C21H20O8",0.95,0.38
399.111877144215,"C18H24O8S1",1.33,0.44
399.119162202972,"C22H25O3S1P1",1.14,0.14
399.126366957461,"C14H28O7N2S2",2,0.5
399.129653663003,"C18H24O10",1.33,0.56
399.133616254249,"C18H29O2N2S2P1",1.61,0.11
399.144916700563,"C22H24O7",1.09,0.32
399.148176834427,"C19H28O7S1",1.47,0.37
399.155633730455,"C13H28O8N4S1",2.15,0.62
399.155994604705,"C21H24O6N2",1.14,0.29
399.158523399015,"C20H33O2S2P1",1.65,0.1
399.166046426313,"C19H28O9",1.47,0.47
399.181260414353,"C23H28O6",1.22,0.26
399.181984306878,"C24H32O1S2",1.33,0.04
399.188529180185,"C27H29O1P1",1.07,0.04
399.202458490012,"C20H32O8",1.6,0.4
399.209718730209,"C14H32O9N4",2.29,0.64
399.217705298579,"C24H32O5",1.33,0.21
399.224865929941,"C18H32O6N4",1.78,0.33
399.238822192818,"C21H36O7",1.71,0.33
399.25397765525,"C25H36O4",1.44,0.16
399.261266879609,"C19H36O5N4",1.89,0.26
399.275226037038,"C22H40O6",1.82,0.27
399.31161722223,"C23H44O5",1.91,0.22
400.030982363058,"C18H11O10N1",0.61,0.56
400.031201826889,"C18H11O10N1",0.61,0.56
400.05213867628,"C15H15O12N1",1,0.8
400.06743719803,"C19H15O9N1",0.79,0.47
400.08851487025,"C16H19O11N1",1.19,0.69
400.103840913904,"C20H19O8N1",0.95,0.4
400.124950847693,"C17H23O10N1",1.35,0.59
400.125233636395,"C20H24O2N3S1P1",1.2,0.1
400.161362728004,"C18H27O9N1",1.5,0.5
400.172456708089,"C17H27O8N3",1.59,0.47
400.197664573254,"C19H31O8N1",1.63,0.42
400.198479782278,"C20H35O3N1S2",1.75,0.15
400.208750899148,"C18H31O7N3",1.72,0.39
400.209041545329,"C18H31O7N3",1.72,0.39
400.220135552274,"C17H31O6N5",1.82,0.35
400.252646961967,"C21H39O4N1S1",1.86,0.19
401.015050779468,"C18H10O11",0.56,0.61
401.025475338239,"C19H15O6S1P1",0.79,0.32
401.036181755455,"C15H14O13",0.93,0.87
401.043982326069,"C20H19O3S2P1",0.95,0.15
401.048481512699,"C25H11O2N2P1",0.44,0.08
401.051442404771,"C19H14O10",0.74,0.53
401.06195838664,"C20H19O5S1P1",0.95,0.25
401.062796499648,"C18H14O9N2",0.78,0.5
401.072578662785,"C16H18O12",1.12,0.75
401.084708343726,"C26H15O1N2P1",0.58,0.04
401.084989049303,"C26H15O1N2P1",0.58,0.04
401.087847333304,"C20H18O9",0.9,0.45
401.091335890884,"C17H22O9S1",1.29,0.53
401.09726526964,"C31H14O1",0.45,0.03
401.098295871014,"C21H23O4S1P1",1.1,0.19
401.099027034426,"C19H18O8N2",0.95,0.42
401.108964980371,"C17H22O11",1.29,0.65
401.109257999087,"C20H23O3N2S1P1",1.15,0.15
401.124218400975,"C21H22O8",1.05,0.38
401.127619132371,"C18H26O8S1",1.44,0.44
401.145345442557,"C18H26O10",1.44,0.56
401.157301658108,"C18H30O4N2S2",1.67,0.22
401.1606066091,"C22H26O7",1.18,0.32
401.167783942318,"C26H27O2P1",1.04,0.08
401.171672140031,"C21H26O6N2",1.24,0.29
401.179006029876,"C23H30O4S1",1.3,0.17
401.181738434777,"C19H30O9",1.58,0.47
401.1970035422,"C23H30O6",1.3,0.26
401.20421278724,"C27H31O1P1",1.15,0.04
401.218124852685,"C20H34O8",1.7,0.4
401.233393786841,"C24H34O5",1.42,0.21
401.240554736774,"C18H34O6N4",1.89,0.33
401.254483843271,"C21H38O7",1.81,0.33
401.290942584081,"C22H42O6",1.91,0.27
402.046701811452,"C18H13O10N1",0.72,0.56
402.046964883444,"C21H14O2N3S1P1",0.67,0.1
402.083079472257,"C19H17O9N1",0.89,0.47
402.094279785923,"C18H17O8N3",0.94,0.44
402.104227120364,"C16H21O11N1",1.31,0.69
402.119495022398,"C20H21O8N1",1.05,0.4
402.140596733997,"C17H25O10N1",1.47,0.59
402.140895571615,"C17H25O10N1",1.47,0.59
402.155745211448,"C21H25O7N1",1.19,0.33
402.176990052211,"C18H29O9N1",1.61,0.5
402.177250148118,"C21H30O1N3S1P1",1.43,0.05
402.177816838856,"C19H33O4N1S2",1.74,0.21
402.183334783738,"C14H34O6N3S1P1",2.43,0.43
402.195522755439,"C19H33O6N1S1",1.74,0.32
402.199391603914,"C26H30O1N1P1",1.15,0.04
402.213393702357,"C19H33O8N1",1.74,0.42
402.268354119971,"C21H41O4N1S1",1.95,0.19
402.994365584062,"C17H8O12",0.47,0.71
403.007381263662,"C14H13O12P1",0.93,0.86
403.026843361379,"C13H12O13N2",0.92,1
403.027508608816,"C14H16O8N2S2",1.14,0.57
403.030706611743,"C18H12O11",0.67,0.61
403.04375354573,"C15H17O11P1",1.13,0.73
403.045945971473,"C22H12O8",0.55,0.36
403.051818869698,"C15H16O13",1.07,0.87
403.059663986298,"C20H21O3S2P1",1.05,0.15
403.062238386017,"C16H21O8S1P1",1.31,0.5
403.064008581257,"C25H13O2N2P1",0.52,0.08
403.064230739982,"C25H13O2N2P1",0.52,0.08
403.067058835262,"C19H16O10",0.84,0.53
403.07059062271,"C16H20O10S1",1.25,0.62
403.076389456914,"C30H12O2",0.4,0.07
403.078358304858,"C18H16O9N2",0.89,0.5
403.082441621814,"C23H16O7",0.7,0.3
403.088200725626,"C16H20O12",1.25,0.75
403.100447917856,"C26H17O1N2P1",0.65,0.04
403.10344766823,"C20H20O9",1,0.45
403.106927498794,"C17H24O9S1",1.41,0.53
403.107191982182,"C20H25O1N2S2P1",1.25,0.05
403.114685621517,"C19H20O8N2",1.05,0.42
403.12460410617,"C17H24O11",1.41,0.65
403.134870626865,"C18H29O6S1P1",1.61,0.33
403.135132341643,"C18H29O6S1P1",1.61,0.33
403.136789798272,"C17H28O5N2S2",1.65,0.29
403.139848251172,"C21H24O8",1.14,0.38
403.152929189872,"C18H29O8P1",1.61,0.44
403.160969514366,"C18H28O10",1.56,0.56
403.17040668616,"C29H24O2",0.83,0.07
403.176221952415,"C22H28O7",1.27,0.32
403.183489953809,"C26H29O2P1",1.12,0.08
403.194851722908,"C23H32O4S1",1.39,0.17
403.197353459706,"C19H32O9",1.68,0.47
403.197557732558,"C19H32O9",1.68,0.47
403.212589567098,"C23H32O6",1.39,0.26
403.219815582473,"C27H33O1P1",1.22,0.04
403.233740708986,"C20H36O8",1.8,0.4
403.244907866678,"C19H36O7N2",1.89,0.37
403.248982529321,"C24H36O5",1.5,0.21
403.270102241641,"C21H40O7",1.9,0.33
404.025749952216,"C17H11O11N1",0.65,0.65
404.026027387204,"C17H11O11N1",0.65,0.65
404.03887567992,"C14H16O11N1P1",1.14,0.79
404.062322102646,"C18H15O10N1",0.83,0.56
404.098726161079,"C19H19O9N1",1,0.47
404.119899227914,"C16H23O11N1",1.44,0.69
404.120193364813,"C19H24O3N3S1P1",1.26,0.16
404.135124601105,"C20H23O8N1",1.15,0.4
404.171541486809,"C21H27O7N1",1.29,0.33
404.17469331765,"C18H31O7N1S1",1.72,0.39
404.192616193765,"C18H31O9N1",1.72,0.5
404.283899519356,"C21H43O4N1S1",2.05,0.19
404.293720728247,"C21H44O4N1P1",2.1,0.19
405.009857084352,"C17H10O12",0.59,0.71
405.010937785144,"C28H7O2P1",0.25,0.07
405.011147149785,"C28H7O2P1",0.25,0.07
405.022896474662,"C14H15O12P1",1.07,0.86
405.025137201534,"C21H10O9",0.48,0.43
405.043294069658,"C24H11O3N2P1",0.46,0.12
405.043530784519,"C24H11O3N2P1",0.46,0.12
405.046317307431,"C18H14O11",0.78,0.61
405.061665754467,"C22H14O8",0.64,0.36
405.067479783869,"C15H18O13",1.2,0.87
405.06780324229,"C18H19O5N2S1P1",1.06,0.28
405.071809848005,"C23H19O3S1P1",0.83,0.13
405.073555015904,"C22H18O2N2S2",0.82,0.09
405.079714189595,"C25H15O2N2P1",0.6,0.08
405.079972810646,"C25H15O2N2P1",0.6,0.08
405.082712477146,"C19H18O10",0.95,0.53
405.086401431582,"C16H22O10S1",1.38,0.62
405.086720713814,"C19H23O2N2S2P1",1.21,0.11
405.093891996518,"C18H18O9N2",1,0.5
405.098059294447,"C23H18O7",0.78,0.3
405.103863563362,"C16H22O12",1.38,0.75
405.106556160399,"C26H18O1N2S1",0.69,0.04
405.108540763835,"C24H23O2S1P1",0.96,0.08
