Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,FT061,FT062,FT063,FT064,FT065,FT066,FT067,FT068,FT069,FT070,FT114
212.286882807379,0,0,0,0,0,0,0,0,,None,213.294159274259,0,0,0,896209,0,0,0,0,0,0,0,0,0
212.292732968582,0,0,0,0,0,0,0,0,,None,213.300009435462,0,0,0,0,0,0,939293,0,1247271,0,0,0,1097308
212.294247598544,0,0,0,0,0,0,0,0,,None,213.301524065424,0,0,0,0,1292061,0,0,0,1168743,0,0,0,0
212.295723319564,0,0,0,0,0,0,0,0,,None,213.302999786444,0,0,929890,0,0,875232,1034270,0,0,0,0,0,0
212.297192104441,0,0,0,0,0,0,0,0,,None,213.304468571321,0,0,0,0,0,909536,1246110,0,0,0,0,0,0
212.298675131238,0,0,0,0,0,0,0,0,,None,213.305951598118,0,0,0,0,942749,0,0,0,0,0,0,0,0
212.300090010915,0,0,0,0,0,0,0,0,,None,213.307366477795,0,0,0,0,0,0,0,0,0,0,0,0,916444
212.301577376668,0,0,0,0,0,0,0,0,,None,213.308853843548,0,0,0,0,0,1011425,0,0,0,0,0,0,0
212.30601237671,0,0,0,0,0,0,0,0,,None,213.31328884359,0,0,0,0,0,901345,0,0,0,0,0,0,0
212.307425051493,0,0,0,0,0,0,0,0,,None,213.314701518373,0,0,943107,0,0,1085601,0,0,1102824,0,0,0,1046365
212.307556131101,0,0,0,0,0,0,0,0,,None,213.314832597981,0,0,0,0,996765,0,0,0,0,0,0,0,0
212.308896485314,0,0,0,0,0,0,0,0,,None,213.316172952194,0,0,0,1008082,940957,0,0,905482,1073832,0,0,0,0
212.310376532205,0,0,0,0,0,0,0,0,,None,213.317652999085,0,0,881827,0,0,0,1246623,0,0,0,0,0,1151389
212.311824798965,0,0,0,0,0,0,0,0,,None,213.319101265845,0,0,1202403,1277075,0,0,0,0,1279464,1589478,0,0,0
212.313324065526,0,0,0,0,0,0,0,0,,None,213.320600532406,0,0,0,0,0,0,0,0,1006888,0,0,0,0
212.314724253981,0,0,0,0,0,0,0,0,,None,213.322000720861,0,0,0,1409363,0,0,0,1150346,0,0,0,0,1131421
212.316190065487,0,0,0,0,0,0,0,0,,None,213.323466532367,0,0,0,0,0,0,0,0,916712,0,0,0,0
212.319154019702,0,0,0,0,0,0,0,0,,None,213.326430486582,0,0,0,0,0,0,0,0,0,0,0,0,1005598
212.320660157053,0,0,0,0,0,0,0,0,,None,213.327936623933,0,0,0,0,0,895138,0,1201163,0,0,0,0,0
212.3220816802,0,0,0,0,0,0,0,0,,None,213.32935814708,0,0,1527523,1125651,1383710,1254434,0,1131851,1149544,1219494,953002,0,1597406
212.323501574402,0,0,0,0,0,0,0,0,,None,213.330778041282,0,0,0,0,0,0,0,0,0,940839,0,0,0
212.323631831199,0,0,0,0,0,0,0,0,,None,213.330908298079,0,0,0,0,0,0,1077184,0,0,0,0,0,0
212.325014612234,0,0,0,0,0,0,0,0,,None,213.332291079114,0,0,0,934611,1208222,0,0,1504331,0,1005351,0,0,0
212.325226065365,0,0,0,0,0,0,0,0,,None,213.332502532245,0,0,0,0,0,0,0,0,1071337,0,0,0,0
212.326519899036,0,0,0,0,0,0,0,0,,None,213.333796365916,0,0,0,0,929438,1237730,0,0,1039145,0,0,0,1023902
212.327914937002,0,0,0,0,0,0,0,0,,None,213.335191403882,0,0,0,0,0,0,0,1369099,0,0,0,0,0
212.329459376933,0,0,0,0,0,0,0,0,,None,213.336735843813,0,0,0,0,0,880034,0,0,0,0,0,0,0
212.330990830905,0,0,0,0,0,0,0,0,,None,213.338267297785,0,0,0,0,0,0,958496,0,0,0,0,0,0
212.332380503882,0,0,0,0,0,0,0,0,,None,213.339656970762,0,0,0,1361620,1328799,0,0,0,0,1162855,0,0,0
212.333400574516,0,0,0,0,0,0,0,0,,None,213.340677041396,0,0,0,0,0,0,0,0,0,884519,0,0,0
212.333867104688,0,0,0,0,0,0,0,0,,None,213.341143571568,0,0,0,1010836,1118559,933091,0,0,0,0,0,0,0
212.335247460787,0,0,0,0,0,0,0,0,,None,213.342523927667,0,0,0,0,0,0,0,0,0,0,912042,0,0
212.336778598112,0,0,0,0,0,0,0,0,,None,213.344055064992,0,0,992932,1161428,0,1312227,0,0,0,0,1105834,0,0
212.338232538369,0,0,0,0,0,0,0,0,,None,213.345509005249,0,0,0,1183252,1944479,0,1203425,1263372,1541545,0,1280874,0,0
212.339712235435,0,0,0,0,0,0,0,0,,None,213.346988702315,0,0,0,914004,0,0,1047969,1414668,0,1433191,0,0,1194591
212.341197690422,0,0,0,0,0,0,0,0,,None,213.348474157302,0,0,0,901908,0,0,0,0,0,1321960,0,0,0
212.344097806177,0,0,0,0,0,0,0,0,,None,213.351374273057,0,0,0,1056661,0,0,0,0,0,0,0,0,0
212.34557793638,0,0,0,0,0,0,0,0,,None,213.35285440326,0,0,0,0,0,0,0,941772,0,0,0,0,0
212.348549298983,0,0,0,0,0,0,0,0,,None,213.355825765863,0,0,0,0,1034784,0,905377,1014221,0,0,0,0,0
212.349992687061,0,0,0,0,0,0,0,0,,None,213.357269153941,0,0,961509,0,0,1078244,0,1062285,0,0,0,0,0
212.351475663731,0,0,0,0,0,0,0,0,,None,213.358752130611,0,0,1316645,0,1323424,1177188,1223521,0,2462122,0,960491,0,1492320
212.352950132412,0,0,0,0,0,0,0,0,,None,213.360226599292,0,0,1248677,0,0,1090660,1502753,0,0,1024360,0,0,0
212.354375420053,0,0,0,0,0,0,0,0,,None,213.361651886933,0,0,0,1287637,0,956196,0,0,0,0,1027243,0,878624
212.355848444134,0,0,0,0,0,0,0,0,,None,213.363124911014,0,0,0,2448086,0,1708132,0,1281229,1122986,0,0,0,1129440
212.357333837007,0,0,0,0,0,0,0,0,,None,213.364610303887,0,0,0,1355350,879648,0,0,0,0,901992,0,0,0
212.359519130299,0,0,0,0,0,0,0,0,,None,213.366795597179,0,0,0,0,900416,0,0,0,0,0,0,0,0
212.361760130264,0,0,0,0,0,0,0,0,,None,213.369036597144,0,0,0,0,1300129,0,0,0,0,0,0,0,0
212.363152748952,0,0,0,0,0,0,0,0,,None,213.370429215832,0,0,0,0,0,937157,1000034,0,0,0,0,0,1012033
212.363258935757,0,0,0,0,0,0,0,0,,None,213.370535402637,0,0,0,0,0,0,0,1097934,0,0,0,0,0
212.364685130219,0,0,0,0,0,0,0,0,,None,213.371961597099,0,0,0,0,892961,0,0,0,0,0,0,0,0
212.366159530439,0,0,0,0,0,0,0,0,,None,213.373435997319,0,0,0,1467222,0,912805,2137890,0,1515691,1195625,0,0,0
212.366268041427,0,0,0,0,0,0,0,0,,None,213.373544508307,0,0,0,0,0,0,0,0,0,0,0,0,936353
212.367627460002,0,0,0,0,0,0,0,0,,None,213.374903926882,0,0,1823462,1694102,0,1501029,1632034,2405134,2148523,0,0,0,0
212.369070111571,0,0,0,0,0,0,0,0,,None,213.376346578451,0,0,0,1710038,947937,0,0,1201038,0,1414249,0,0,0
212.370551389788,0,0,0,0,0,0,0,0,,None,213.377827856668,0,0,879974,1350038,1246689,1307141,2025891,1135246,1405419,1096617,0,0,1530721
212.372023935448,0,0,0,0,0,0,0,0,,None,213.379300402328,0,0,0,0,0,0,0,1290254,0,0,0,0,0
212.373501829205,0,0,0,0,0,0,0,0,,None,213.380778296085,0,0,0,0,0,0,1342371,0,0,0,0,0,0
212.375041377366,0,0,0,0,0,0,0,0,,None,213.382317844246,0,0,0,0,0,1138790,0,0,0,0,0,0,0
212.376447377379,0,0,0,0,0,0,0,0,,None,213.383723844259,0,0,0,0,0,902086,0,0,0,0,0,0,0
212.377882575028,0,0,0,0,0,0,0,0,,None,213.385159041908,0,0,0,0,0,0,0,0,0,1076074,0,0,0
212.380858346822,0,0,0,0,0,0,0,0,,None,213.388134813702,0,0,0,0,0,0,2000675,1464463,0,1552746,0,0,1412834
212.382289279093,0,0,0,0,0,0,0,0,,None,213.389565745973,0,0,1570279,2329047,1385506,1537638,975331,1638735,1110700,1365866,0,0,1277794
212.383442461654,0,0,0,0,0,0,0,0,,None,213.390718928534,0,0,0,0,0,0,0,0,0,0,867628,0,0
212.383747227872,0,0,0,0,0,0,0,0,,None,213.391023694752,0,0,0,1000087,0,0,1546660,0,0,0,0,0,1627362
212.383893129921,0,0,0,0,0,0,0,0,,None,213.391169596801,0,0,0,0,931618,0,0,0,0,0,0,0,0
212.385206720773,0,0,0,0,0,0,0,0,,None,213.392483187653,0,0,0,1376855,2383650,1328870,1149796,2587023,1486380,1758250,0,0,1456418
212.386673585961,0,0,0,0,0,0,0,0,,None,213.393950052841,0,0,0,883480,0,1247014,0,0,0,1722154,0,0,0
212.388179126685,0,0,0,0,0,0,0,0,,None,213.395455593565,0,0,0,0,1260130,1012390,0,996431,964524,0,0,0,0
212.389615091011,0,0,0,0,0,0,0,0,,None,213.396891557891,0,0,0,0,1098850,0,0,0,0,0,0,0,992931
212.391050493811,0,0,0,0,0,0,0,0,,None,213.398326960691,0,0,0,0,0,0,0,1099919,0,0,0,0,1101859
212.3940472692,0,0,0,0,0,0,0,0,,None,213.40132373608,0,0,0,0,1259811,0,1025124,0,1137516,0,0,0,1933283
212.395444655735,0,0,0,0,0,0,0,0,,None,213.402721122615,0,0,0,996952,0,0,1972260,976400,0,0,0,0,1322083
212.39558625365,0,0,0,0,0,0,0,0,,None,213.40286272053,0,0,0,0,1084227,1161703,0,0,0,0,0,0,0
212.396977635721,0,0,0,0,0,0,0,0,,None,213.404254102601,0,0,1211751,2524504,1368611,1495655,3321508,911120,1813548,1861547,0,910045,1646179
212.398457126544,0,0,0,0,0,0,0,0,,None,213.405733593424,0,0,0,0,3801379,1442663,0,1755664,1531565,0,0,0,0
212.398576828201,0,0,0,0,0,0,0,0,,None,213.405853295081,0,0,0,0,0,0,1258917,0,0,0,0,0,0
212.399922611841,0,0,0,0,0,0,0,0,,None,213.407199078721,0,0,1934568,1636248,1666083,1923559,1860261,1446032,0,0,1264493,0,0
212.400089064353,0,0,0,0,0,0,0,0,,None,213.407365531233,0,0,0,0,0,0,0,0,1042477,0,0,0,0
212.401374584501,0,0,0,0,0,0,0,0,,None,213.408651051381,0,0,0,1044056,1134883,0,1626085,0,0,1217451,0,0,0
212.402878946172,0,0,0,0,0,0,0,0,,None,213.410155413052,0,0,0,0,0,0,1416229,0,1219885,0,0,0,0
212.404359943486,0,0,0,0,0,0,0,0,,None,213.411636410366,0,0,0,0,0,0,1010021,0,0,0,0,0,1066148
212.405840377657,0,0,0,0,0,0,0,0,,None,213.413116844537,0,0,0,0,0,1087656,0,0,0,0,0,0,0
212.408708804814,0,0,0,0,0,0,0,0,,None,213.415985271694,0,0,0,1053593,0,0,0,0,0,0,0,0,0
212.410205092233,0,0,0,0,0,0,0,0,,None,213.417481559113,0,0,0,1004249,0,1946984,906629,1056721,1033645,995787,0,0,1168612
212.411699077319,0,0,0,0,0,0,0,0,,None,213.418975544199,0,0,0,1426009,1082148,0,1581733,0,1405165,1013932,0,0,1879140
212.413072469837,0,0,0,0,0,0,0,0,,None,213.420348936717,0,0,0,1513561,0,2224936,0,1362705,1060717,1902636,0,0,1102180
212.413198478542,0,0,0,0,0,0,0,0,,None,213.420474945422,0,0,0,0,898628,0,2512678,0,0,0,0,0,0
212.414654915435,0,0,0,0,0,0,0,0,,None,213.421931382315,0,0,0,1571033,2035364,1319080,3345318,1116561,1556781,886828,986862,0,2480100
212.41609365807,0,0,0,0,0,0,0,0,,None,213.42337012495,0,0,1704232,0,946788,1032616,0,0,0,1332076,1296110,0,0
212.417548195032,0,0,0,0,0,0,0,0,,None,213.424824661912,0,0,0,0,1396964,1529704,2112806,0,0,1120044,0,0,1245349
212.419020634724,0,0,0,0,0,0,0,0,,None,213.426297101604,0,0,0,0,0,2008040,0,0,917038,0,881646,0,0
212.420466481386,0,0,0,0,0,0,0,0,,None,213.427742948266,0,0,0,1266778,0,0,0,0,1243310,1703724,0,0,0
212.423424942875,0,0,0,0,0,0,0,0,,None,213.430701409755,0,0,0,0,0,0,904934,1090514,0,0,0,0,1081893
212.424886906738,0,0,0,0,0,0,0,0,,None,213.432163373618,0,0,0,1821658,1396196,1455721,0,2496530,1377774,1034092,1254702,0,0
212.426330325812,0,0,0,0,0,0,0,0,,None,213.433606792692,0,0,1626729,1856858,0,0,1218214,1934098,0,1814956,0,0,2150757
212.426475063994,0,0,0,0,0,0,0,0,,None,213.433751530874,0,0,0,0,0,0,0,0,908590,0,0,0,0
212.427554063979,0,0,0,0,0,0,0,0,,None,213.434830530859,0,0,0,0,0,0,0,0,1132398,0,0,0,0
212.427828864381,0,0,0,0,0,0,0,0,,None,213.435105331261,0,0,0,1353434,0,2754537,1402406,2005650,0,2958381,1361646,0,3671525
212.427969437141,0,0,0,0,0,0,0,0,,None,213.435245904021,0,0,904105,0,1469733,0,0,0,0,0,0,0,0
212.429313998943,0,0,0,0,0,0,0,0,,None,213.436590465823,0,0,1569513,1131098,3296805,2440169,2653351,3587858,1446446,2156845,1690094,0,1275685
212.430768672755,0,0,0,0,0,0,0,0,,None,213.438045139635,0,0,918377,1074970,0,2463593,0,0,0,1047853,1029742,0,1054246
212.432211089559,0,0,0,0,0,0,0,0,,None,213.439487556439,0,0,0,0,0,1741289,1038247,0,938542,0,0,0,0
212.432320129171,0,0,0,0,0,0,0,0,,None,213.439596596051,0,0,0,0,1834789,0,0,0,0,0,0,0,0
212.433700129149,0,0,0,0,0,0,0,0,,None,213.440976596029,0,0,0,0,934885,0,0,0,0,0,0,0,0
212.435161335437,0,0,0,0,0,0,0,0,,None,213.442437802317,0,0,0,0,0,1083050,1128359,0,1455535,0,0,0,976870
212.436610804224,0,0,0,0,0,0,0,0,,None,213.443887271104,0,0,0,1146971,0,0,0,0,0,0,0,0,0
212.438129920098,0,0,0,0,0,0,0,0,,None,213.445406386978,0,0,0,1140251,1226277,1121962,1048551,0,0,0,1016879,0,0
212.439582151035,0,0,0,0,0,0,0,0,,None,213.446858617915,0,0,0,0,978917,1438762,1017191,1401875,1591215,1005805,0,0,0
212.441054673285,0,0,0,0,0,0,0,0,,None,213.448331140165,0,0,1158570,933467,1195173,0,0,951507,1086831,1157293,1265007,0,0
212.441188826495,0,0,0,0,0,0,0,0,,None,213.448465293375,0,0,0,0,0,0,931559,0,0,0,0,0,0
212.442511713125,0,0,0,0,0,0,0,0,,None,213.449788180005,0,0,1546218,2516571,1078341,4733034,2122408,2241171,1697967,0,2087535,0,3328998
212.443819378017,0,0,0,0,0,0,0,0,,None,213.451095844897,0,0,0,0,0,1252074,0,0,0,0,0,0,0
212.444033519207,0,0,0,0,0,0,0,0,,None,213.451309986087,0,0,1733610,2383387,1579430,0,3498920,2576147,1705135,2251949,0,0,3557863
212.444673063746,0,0,0,0,0,0,0,0,,None,213.451949530626,0,0,0,0,0,0,0,0,1003823,0,0,0,0
212.444889077713,0,0,0,0,0,0,0,0,,None,213.452165544593,0,0,0,0,0,0,0,0,0,0,0,0,906790
212.445464441482,0,0,0,0,0,0,0,0,,None,213.452740908362,0,0,1659690,1181467,2936614,0,2468008,1176531,0,1581613,0,0,1567399
212.445640378034,0,0,0,0,0,0,0,0,,None,213.452916844914,0,0,0,0,0,912106,0,0,0,0,0,0,0
212.446921030286,0,0,0,0,0,0,0,0,,None,213.454197497166,0,0,1236138,1022364,0,1588138,1593128,1368147,887471,0,1511023,0,0
212.448387274144,0,0,0,0,0,0,0,0,,None,213.455663741024,0,0,1192106,1363804,0,0,0,0,0,0,0,0,0
212.449871130475,0,0,0,0,0,0,0,0,,None,213.457147597355,0,0,0,2776028,891750,0,0,0,1134895,1368558,0,0,923431
212.451323428279,0,0,0,0,0,0,0,0,,None,213.458599895159,0,0,0,0,0,2069995,898856,0,0,0,0,0,1122983
212.452821691166,0,0,0,0,0,0,0,0,,None,213.460098158046,0,0,0,1213340,908934,998699,0,0,1203376,0,0,0,1062759
212.454230572816,0,0,0,0,0,0,0,0,,None,213.461507039696,0,0,0,0,0,0,0,0,1596656,0,0,0,1095399
212.455585575922,0,0,0,0,0,0,0,0,,None,213.462862042802,0,0,0,0,0,0,0,0,0,943918,0,0,0
212.455738996846,0,0,0,0,0,0,0,0,,None,213.463015463726,0,0,0,0,0,951531,0,0,1292080,0,1220464,0,1535719
212.457129303826,0,0,0,0,0,0,0,0,,None,213.464405770706,0,0,1200555,1200668,5485351,0,0,0,1973168,0,1151344,1384223,4425448
212.457280101998,0,0,0,0,0,0,0,0,,None,213.464556568878,0,0,0,0,0,2259051,3113640,0,0,0,0,0,0
212.45748912878,0,0,0,0,0,0,0,0,,None,213.46476559566,0,0,0,0,1048870,0,0,0,0,0,0,0,0
212.457927575949,0,0,0,0,0,0,0,0,,None,213.465204042829,0,0,0,0,0,0,0,0,0,884206,0,0,0
212.45828506356,0,0,0,0,0,0,0,0,,None,213.46556153044,0,0,0,0,0,0,0,0,1229680,0,0,0,0
212.458654419988,0,0,0,0,0,0,0,0,,None,213.465930886868,0,0,2112363,985692,2669862,3277163,6179497,2932372,0,0,4199920,0,3884264
212.458868220855,0,0,0,0,0,0,0,0,,None,213.466144687735,0,0,0,0,0,1250155,0,0,2124080,0,0,0,0
212.459070128755,0,0,0,0,0,0,0,0,,None,213.466346595635,0,0,0,0,1028582,0,0,0,0,0,0,0,0
212.459282378163,0,0,0,0,0,0,0,0,,None,213.466558845043,0,0,0,0,0,952619,0,0,0,0,0,0,0
212.459637932359,0,0,0,0,0,0,0,0,,None,213.466914399239,0,0,0,0,0,0,0,953236,0,0,0,0,0
212.460147076374,0,0,0,0,0,0,0,0,,None,213.467423543254,0,0,2199787,7135453,3899943,4270955,1171753,1942548,4588208,1439918,2459888,863199,1425928
212.46083025415,0,0,0,0,0,0,0,0,,None,213.46810672103,0,0,0,0,0,0,0,1385684,0,1386158,0,0,0
212.461629552928,0,0,0,0,0,0,0,0,,None,213.468906019808,0,0,1666539,3260893,2799399,0,1291049,1723476,1274672,0,0,1321759,3341288
212.461764420624,0,0,0,0,0,0,0,0,,None,213.469040887504,0,0,0,0,0,1594731,0,0,0,0,987248,0,0
212.462610576003,0,0,0,0,0,0,0,0,,None,213.469887042883,0,0,0,0,0,0,0,0,0,1045166,0,0,0
212.46305508335,0,0,0,0,0,0,0,0,,None,213.47033155023,0,0,2196715,1923165,0,3775595,0,3036308,1579056,2273455,0,0,1541864
212.463195477152,0,0,0,0,0,0,0,0,,None,213.470471944032,0,0,0,0,2356903,0,1156009,0,0,0,0,0,0
212.463824803647,0,0,0,0,0,0,0,0,,None,213.471101270527,0,0,0,934941,0,0,0,0,0,0,0,0,0
212.464584440146,0,0,0,0,0,0,0,0,,None,213.471860907026,0,0,2243563,1663133,4136487,932523,2805161,2470164,2448944,2978991,1064336,1315039,2696040
212.465612378223,0,0,0,0,0,0,0,0,,None,213.472888845103,0,0,0,0,0,1324012,0,0,0,0,0,0,0
212.465910576041,0,0,0,0,0,0,0,0,,None,213.473187042921,0,0,0,0,0,0,0,0,0,2101423,0,0,0
212.466062710271,0,0,0,0,0,0,0,0,,None,213.473339177151,0,0,0,1547741,4317991,3125100,1727241,1608852,3590832,0,3187696,0,2181096
212.466234743675,0,0,0,0,0,0,0,0,,None,213.473511210555,0,0,933547,0,0,0,0,0,0,0,0,0,0
212.467367088094,0,0,0,0,0,0,0,0,,None,213.474643554974,0,0,0,0,0,0,0,0,0,0,0,0,1524520
212.467541056384,0,0,0,0,0,0,0,0,,None,213.474817523264,0,0,1889387,3176925,2380199,1468652,1369641,1811860,912560,1246511,0,0,0
212.468985300289,0,0,0,0,0,0,0,0,,None,213.476261767169,0,0,1776747,1399325,2028199,5093484,2142377,3162645,1438640,1030511,2581616,0,2552552
212.470484331826,0,0,0,0,0,0,0,0,,None,213.477760798706,0,0,0,1203741,1008999,0,0,0,1196465,0,0,0,0
212.471900349459,0,0,0,0,0,0,0,0,,None,213.479176816339,0,0,3451627,2618589,5016359,1710828,2235049,4860949,3772081,4376239,4036848,1695455,2113897
212.472484063365,0,0,0,0,0,0,0,0,,None,213.479760530245,0,0,0,0,0,0,0,0,1451185,0,0,0,0
212.472641383653,0,0,0,0,0,0,0,0,,None,213.479917850533,0,0,0,0,1115303,0,0,2614037,0,0,0,0,1193257
212.472963689787,0,0,0,0,0,0,0,0,,None,213.480240156667,0,0,0,1948893,0,0,0,0,0,1055791,0,0,0
212.473182743427,0,0,0,0,0,0,0,0,,None,213.480459210307,0,0,3264747,0,0,0,0,0,0,0,0,0,0
212.473391878121,0,0,0,0,0,0,0,0,,None,213.480668345001,0,0,3426795,9448157,6315175,7860332,2648874,9599765,0,5277871,6180593,1704160,5518057
212.473543063351,0,0,0,0,0,0,0,0,,None,213.480819530231,0,0,0,0,0,0,0,0,3611569,0,0,0,0
212.473692314315,0,0,0,0,0,0,0,0,,None,213.480968781195,0,0,0,2380125,0,0,1575466,0,0,0,0,0,0
212.473829063347,0,0,0,0,0,0,0,0,,None,213.481105530227,0,0,0,0,0,0,0,0,1106865,0,0,0,0
212.473936128524,0,0,0,0,0,0,0,0,,None,213.481212595404,0,0,0,0,1390631,0,0,0,0,0,0,0,0
212.474112090865,0,0,0,0,0,0,0,0,,None,213.481388557745,0,0,0,1443293,0,1350508,0,0,0,0,0,0,0
212.474291337614,0,0,0,0,0,0,0,0,,None,213.481567804494,0,0,1469675,0,0,0,0,1454357,0,0,0,0,0
212.474501128515,0,0,0,0,0,0,0,0,,None,213.481777595395,0,0,0,0,1263527,0,0,0,0,0,0,0,0
212.474840985915,0,0,0,0,0,0,0,0,,None,213.482117452795,0,0,3354092,7091422,5879592,5921644,3111850,3995669,4853681,7655599,3912945,2643808,6234345
212.475028060836,0,0,0,0,0,0,0,0,,None,213.482304527716,0,0,1199212,0,0,5080428,0,0,0,0,0,0,0
212.4754821285,0,0,0,0,0,0,0,0,,None,213.48275859538,0,0,0,0,1414119,0,0,0,0,0,0,0,0
212.475669319737,0,0,0,0,0,0,0,0,,None,213.482945786617,0,0,0,0,0,0,0,0,1486385,2316015,0,0,0
212.475795825108,0,0,0,0,0,0,0,0,,None,213.483072291988,0,0,0,0,0,0,1640490,0,0,0,0,0,0
212.476072090854,0,0,0,0,0,0,0,0,,None,213.483348557734,0,0,0,1598174,0,2547820,0,0,0,0,0,0,0
212.476288508757,0,0,0,0,0,0,0,0,,None,213.483564975637,0,0,3453676,0,12022823,12473452,2802858,8742165,8604593,2622255,0,1248160,7585513
212.476435030596,0,0,0,0,0,0,0,0,,None,213.483711497476,0,0,0,4525278,0,0,5044394,0,0,0,2959345,0,0
212.476640878802,0,0,0,0,0,0,0,0,,None,213.483917345682,0,0,0,0,2161704,0,0,1766677,0,1963183,0,0,0
212.476805063306,0,0,0,0,0,0,0,0,,None,213.484081530186,0,0,0,0,0,0,0,0,1144561,0,0,0,0
212.476959697542,0,0,0,0,0,0,0,0,,None,213.484236164422,0,0,0,0,0,0,0,1344533,0,0,985201,0,0
212.477161128474,0,0,0,0,0,0,0,0,,None,213.484437595354,0,0,0,0,2098792,0,0,0,0,0,0,0,0
212.477411825044,0,0,0,0,0,0,0,0,,None,213.484688291924,0,0,0,0,0,0,1710378,0,0,0,0,0,0
212.477567334484,0,0,0,0,0,0,0,0,,None,213.484843801364,0,0,0,0,0,0,0,0,0,3174831,0,0,3555561
212.477809726989,0,0,0,0,0,0,0,0,,None,213.485086193869,0,0,9653484,8878302,10305064,14146668,14315690,6351637,13562289,0,2551281,3101536,9008361
212.477931576179,0,0,0,0,0,0,0,0,,None,213.485208043059,0,0,0,0,0,0,0,0,0,3356847,0,0,0
212.478122263322,0,0,0,0,0,0,0,0,,None,213.485398730202,0,0,0,0,0,0,0,0,1623857,0,984817,0,0
212.478307378342,0,0,0,0,0,0,0,0,,None,213.485583845222,0,0,0,0,0,1421164,0,0,0,0,0,0,0
212.478434803337,0,0,0,0,0,0,0,0,,None,213.485711270217,0,0,0,1997726,0,0,0,0,0,0,0,0,0
212.478708890888,0,0,0,0,0,0,0,0,,None,213.485985357768,0,0,1144364,0,0,1617388,1929514,1073685,0,2409263,0,0,0
212.478957542735,0,0,0,0,0,0,0,0,,None,213.486234009615,0,0,0,0,3742248,0,0,2434837,2385329,3140015,1802737,0,2088809
212.479279258777,0,0,0,0,0,0,0,0,,None,213.486555725657,0,0,4071660,3211230,9864232,13515884,10787498,6753557,9903537,6654128,3466481,2793056,6447849
212.47961449746,0,0,0,0,0,0,0,0,,None,213.48689096434,0,0,0,0,0,0,0,2222613,1988017,0,0,0,0
212.479824560431,0,0,0,0,0,0,0,0,,None,213.487101027311,0,0,0,1167582,0,2654605,0,0,1718065,0,1233937,0,2627689
212.479947576202,0,0,0,0,0,0,0,0,,None,213.487224043082,0,0,0,0,0,0,0,0,0,1612463,0,0,0
212.48016125222,0,0,0,0,0,0,0,0,,None,213.4874377191,0,0,0,2518238,1850024,0,1684682,0,0,0,0,0,0
212.480398090828,0,0,0,0,0,0,0,0,,None,213.487674557708,0,0,0,1592286,0,2564717,0,0,0,0,0,0,0
212.480737975276,0,0,0,0,0,0,0,0,,None,213.488014442156,0,0,12561644,12537054,22766632,9540204,17910954,15079701,8810417,17870512,5371633,4825184,0
212.480974788433,0,0,0,0,0,0,0,0,,None,213.488251255313,0,0,0,0,0,0,4330666,3763989,0,5276336,2931441,1222240,7817961
212.481238672182,0,0,0,0,0,0,0,0,,None,213.488515139062,0,0,0,0,2860840,0,2579882,0,2196657,0,0,0,0
212.48149243271,0,0,0,0,0,0,0,0,,None,213.48876889959,0,0,0,0,2902568,0,0,2302229,0,2333104,0,0,2814953
212.481606063241,0,0,0,0,0,0,0,0,,None,213.488882530121,0,0,0,0,0,0,0,0,3722929,0,0,0,0
212.481770144146,0,0,0,0,0,0,0,0,,None,213.489046611026,0,0,0,0,0,0,2242730,0,0,0,1704433,0,0
212.481945583183,0,0,0,0,0,0,0,0,,None,213.489222050063,0,0,0,3826910,0,2446701,0,0,4954545,8056496,0,0,6037225
212.482195037865,0,0,0,0,0,0,0,0,,None,213.489471504745,0,0,15428844,12990686,0,0,3143338,20110614,11559345,20021936,25247472,2059872,5883881
212.482337253387,0,0,0,0,0,0,0,0,,None,213.489613720267,0,0,0,0,9542696,14257261,0,0,0,0,0,0,0
212.482525571858,0,0,0,0,0,0,0,0,,None,213.489802038738,0,0,0,0,0,0,2286506,4307734,3315889,3673776,3268593,0,0
212.482708079501,0,0,0,0,0,0,0,0,,None,213.489984546381,0,0,2860012,4466398,0,0,0,4476694,0,0,0,1566048,0
212.482896095268,0,0,0,0,0,0,0,0,,None,213.490172562148,0,0,0,0,0,0,0,0,0,0,0,0,3668457
212.483089286557,0,0,0,0,0,0,0,0,,None,213.490365753437,0,0,0,0,5384744,2434925,0,0,3541681,6815408,0,0,0
212.483258454047,0,0,0,0,0,0,0,0,,None,213.490534920927,0,0,0,4055262,0,0,0,0,0,0,3759601,0,7307497
212.48337727318,0,0,0,0,0,0,0,0,,None,213.49065374006,0,0,0,0,0,0,6644906,10846485,7442865,0,0,0,0
212.48364089527,0,0,0,0,0,0,0,0,,None,213.49091736215,0,0,4150508,25525470,9730088,48628844,14907562,46245140,6293937,38410928,14458609,14588768,17809642
212.483827007584,0,0,0,0,0,0,0,0,,None,213.491103474464,0,0,12008684,0,12942376,0,0,0,7124401,0,0,0,2880745
212.484045809809,0,0,0,0,0,0,0,0,,None,213.491322276689,0,0,0,6393054,0,10481773,0,11446549,0,0,0,2498912,7078634
212.484197128365,0,0,0,0,0,0,0,0,,None,213.491473595245,0,0,0,0,5382184,0,0,0,0,0,0,0,0
212.48437381121,0,0,0,0,0,0,0,0,,None,213.49165027809,0,0,0,0,4769832,0,4630698,0,9292721,3322416,2620657,0,0
