Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,FT061,FT062,FT063,FT064,FT065,FT066,FT067,FT068,FT069,FT070,FT114
139.286937575358,0,0,0,0,0,0,0,0,,None,140.294214042238,0,0,0,0,0,1128199,0,0,0,0,0,0,0
139.322177576762,0,0,0,0,0,0,0,0,,None,140.329454043642,0,0,0,0,0,912080,0,0,0,0,0,0,0
139.332305583556,0,0,0,0,0,0,0,0,,None,140.339582050436,0,0,0,0,0,0,974342,0,0,0,0,0,0
139.332449252228,0,0,0,0,0,0,0,0,,None,140.339725719108,0,0,905435,0,0,0,0,0,0,0,0,0,0
139.478166324116,0,0,0,0,0,0,0,0,,None,140.485442790996,0,0,0,0,938849,0,0,0,0,0,0,0,0
139.617608041837,0,0,0,0,0,0,0,0,,None,140.624884508717,0,0,0,0,0,0,0,893642,0,0,0,0,0
139.732541723947,0,0,0,0,0,0,0,0,,None,140.739818190827,0,0,0,0,0,0,0,0,0,875553,0,0,0
139.782803384635,0,0,0,0,0,0,0,0,,None,140.790079851515,0,0,0,0,0,0,0,0,0,0,0,905446,0
139.79384524965,0,0,0,0,0,0,0,0,,None,140.80112171653,0,0,877757,0,0,0,0,0,0,0,0,0,0
139.795553847537,0,0,0,0,0,0,0,0,,None,140.802830314417,0,0,0,0,0,0,0,0,0,0,1014626,0,0
139.801959592553,0,0,0,0,0,0,0,0,,None,140.809236059433,0,0,0,0,0,0,955162,0,0,0,0,0,0
139.831206725124,0,0,0,0,0,0,0,0,,None,140.838483192004,0,0,0,0,0,0,0,0,0,1002595,0,0,0
139.840807725238,0,0,0,0,0,0,0,0,,None,140.848084192118,0,0,0,0,0,0,0,0,0,940136,0,0,0
139.846630569676,0,0,0,0,0,0,0,0,,None,140.853907036556,0,0,0,875987,0,0,0,0,0,0,0,0,0
139.859131709966,0,0,0,0,0,0,0,0,,None,140.866408176846,0,0,0,990535,0,0,0,0,0,0,871367,0,0
139.859332249276,0,0,0,0,0,0,0,0,,None,140.866608716156,0,0,1041279,0,0,0,0,0,0,0,0,0,0
139.872127043048,0,0,0,0,0,0,0,0,,None,140.879403509928,0,0,0,0,0,0,0,917706,0,0,0,0,0
139.872822338894,0,0,0,0,0,0,0,0,,None,140.880098805774,0,0,0,0,887804,0,0,0,0,0,0,0,0
139.877424849706,0,0,0,0,0,0,0,0,,None,140.884701316586,0,0,0,0,0,0,0,0,0,0,900821,0,0
139.881822725728,0,0,0,0,0,0,0,0,,None,140.889099192608,0,0,0,0,0,0,0,0,0,884580,0,0,0
139.883641325225,0,0,0,0,0,0,0,0,,None,140.890917792105,0,0,0,0,0,0,0,0,1045963,0,0,0,0
139.884630725761,0,0,0,0,0,0,0,0,,None,140.891907192641,0,0,0,0,0,0,0,0,0,1087485,0,0,0
139.884800249131,0,0,0,0,0,0,0,0,,None,140.892076716011,0,0,894009,0,0,0,0,0,0,0,0,0,0
139.884902572842,0,0,0,0,0,0,0,0,,None,140.892179039722,0,0,0,927910,0,0,0,0,0,0,0,0,0
139.885217599113,0,0,0,0,0,0,0,0,,None,140.892494065993,0,0,0,0,0,922108,0,0,0,0,0,0,0
139.887470325566,0,0,0,0,0,0,0,0,,None,140.894746792446,0,0,0,0,0,0,0,0,1057113,0,0,0,0
139.889065850014,0,0,0,0,0,0,0,0,,None,140.896342316894,0,0,0,0,0,0,0,0,0,0,1005081,0,0
139.889502850025,0,0,0,0,0,0,0,0,,None,140.896779316905,0,0,0,0,0,0,0,0,0,0,901999,0,0
139.88961104313,0,0,0,0,0,0,0,0,,None,140.89688751001,0,0,0,0,0,0,0,918549,0,0,0,0,0
139.891626850082,0,0,0,0,0,0,0,0,,None,140.898903316962,0,0,0,0,0,0,0,0,0,0,888885,0,0
139.891859850088,0,0,0,0,0,0,0,0,,None,140.899136316968,0,0,0,0,0,0,0,0,0,0,930861,0,0
139.892329389662,0,0,0,0,0,0,0,0,,None,140.899605856542,0,0,0,0,0,0,0,0,0,0,0,914438,0
139.89268485011,0,0,0,0,0,0,0,0,,None,140.89996131699,0,0,0,0,0,0,0,0,0,0,954918,0,0
139.893316850126,0,0,0,0,0,0,0,0,,None,140.900593317006,0,0,0,0,0,0,0,0,0,0,866318,0,0
139.894622389767,0,0,0,0,0,0,0,0,,None,140.901898856647,0,0,0,0,0,0,0,0,0,0,0,900199,0
139.894706725881,0,0,0,0,0,0,0,0,,None,140.901983192761,0,0,0,0,0,0,0,0,0,947091,0,0,0
139.894886850168,0,0,0,0,0,0,0,0,,None,140.902163317048,0,0,0,0,0,0,0,0,0,0,1375459,0,0
139.895373057845,0,0,0,0,0,0,0,0,,None,140.902649524725,0,0,0,0,0,0,0,0,0,927746,0,1025329,0
139.896370358102,0,0,0,0,0,0,0,0,,None,140.903646824982,0,0,0,0,0,0,0,0,1023001,0,0,960146,0
139.896787788062,0,0,0,0,0,0,0,0,,None,140.904064254942,0,0,0,0,0,0,0,0,0,919274,889758,0,0
139.897205326433,0,0,0,0,0,0,0,0,,None,140.904481793313,0,0,0,0,0,0,0,0,908469,0,0,0,0
139.897328850232,0,0,0,0,0,0,0,0,,None,140.904605317112,0,0,0,0,0,0,0,0,0,0,1404910,0,0
139.897797655358,0,0,0,0,0,0,0,0,,None,140.905074122238,0,0,0,0,0,0,0,0,0,1298331,1502799,1070873,0
139.898129389928,0,0,0,0,0,0,0,0,,None,140.905405856808,0,0,0,0,0,0,0,0,0,0,0,1023360,0
139.898863326581,0,0,0,0,0,0,0,0,,None,140.906139793461,0,0,0,0,0,0,0,0,1451379,0,0,0,0
139.899025389969,0,0,0,0,0,0,0,0,,None,140.906301856849,0,0,0,0,0,0,0,0,0,0,0,945070,0
139.899156725934,0,0,0,0,0,0,0,0,,None,140.906433192814,0,0,0,0,0,0,0,0,0,1100980,0,0,0
139.899750620149,0,0,0,0,0,0,0,0,,None,140.907027087029,0,0,0,0,0,0,0,0,0,0,1420531,1162526,0
139.900326858371,0,0,0,0,0,0,0,0,,None,140.907603325251,0,0,0,0,0,0,0,0,1132164,0,0,959557,0
139.900531725951,0,0,0,0,0,0,0,0,,None,140.907808192831,0,0,0,0,0,0,0,0,0,1425663,0,0,0
139.900651390043,0,0,0,0,0,0,0,0,,None,140.907927856923,0,0,0,0,0,0,0,0,0,0,0,893525,0
139.900865850326,0,0,0,0,0,0,0,0,,None,140.908142317206,0,0,0,0,0,0,0,0,0,0,966890,0,0
139.901033390061,0,0,0,0,0,0,0,0,,None,140.908309856941,0,0,0,0,0,0,0,0,0,0,0,1178437,0
139.901346189071,0,0,0,0,0,0,0,0,,None,140.908622655951,0,0,0,0,0,0,0,0,953144,0,1072190,959017,0
139.901714655469,0,0,0,0,0,0,0,0,,None,140.908991122349,0,0,0,0,0,0,0,0,0,958680,994855,1215294,0
139.902028992277,0,0,0,0,0,0,0,0,,None,140.909305459157,0,0,0,0,0,0,915622,0,0,0,0,1064401,0
139.90216672597,0,0,0,0,0,0,0,0,,None,140.90944319285,0,0,0,0,0,0,0,0,0,1186004,0,0,0
139.902422390125,0,0,0,0,0,0,0,0,,None,140.909698857005,0,0,0,0,0,0,0,0,0,0,0,963437,0
139.902642988828,0,0,0,0,0,0,0,0,,None,140.909919455708,0,0,0,0,0,0,0,0,0,1082436,962785,1446563,0
139.903039384586,0,0,0,0,0,0,0,0,,None,140.910315851466,0,0,0,0,0,0,0,985527,0,898253,0,0,0
139.903145088675,0,0,0,0,0,0,0,0,,None,140.910421555555,0,0,0,0,0,0,0,0,1062327,0,945725,0,0
139.903257058074,0,0,0,0,0,0,0,0,,None,140.910533524954,0,0,0,0,0,0,0,0,0,934902,0,1130855,0
139.903585327002,0,0,0,0,0,0,0,0,,None,140.910861793882,0,0,0,0,0,0,0,0,1215284,0,0,0,0
139.903744390185,0,0,0,0,0,0,0,0,,None,140.911020857065,0,0,0,0,0,0,0,0,0,0,0,942171,0
139.903987495026,0,0,0,0,0,0,0,0,,None,140.911263961906,0,0,0,0,0,877170,0,0,0,0,0,1094856,0
139.904230850415,0,0,0,0,0,0,0,0,,None,140.911507317295,0,0,0,0,0,0,0,0,0,0,1080012,0,0
139.904475655547,0,0,0,0,0,0,0,0,,None,140.911752122427,0,0,0,0,0,0,0,0,0,1202895,1318878,1123988,0
139.904546574466,0,0,0,0,0,0,0,0,,None,140.911823041346,0,0,0,959437,0,0,0,0,0,0,0,0,0
139.904840358674,0,0,0,0,0,0,0,0,,None,140.912116825554,0,0,0,0,0,0,0,0,1063469,0,0,1170194,0
139.90499428822,0,0,0,0,0,0,0,0,,None,140.9122707551,0,0,0,0,0,0,0,0,0,1389676,1474632,0,0
139.90538739026,0,0,0,0,0,0,0,0,,None,140.91266385714,0,0,0,0,0,0,0,0,0,0,0,1186393,0
139.905740120366,0,0,0,0,0,0,0,0,,None,140.913016587246,0,0,0,0,0,0,0,0,0,0,1144935,1860081,0
139.905902558149,0,0,0,0,0,0,0,0,,None,140.913179025029,0,0,0,0,0,0,0,0,0,1415668,0,969043,0
139.906048327221,0,0,0,0,0,0,0,0,,None,140.913324794101,0,0,0,0,0,0,0,0,985276,0,0,0,0
139.906127850465,0,0,0,0,0,0,0,0,,None,140.913404317345,0,0,0,0,0,0,0,0,0,0,1093297,0,0
139.906209327236,0,0,0,0,0,0,0,0,,None,140.913485794116,0,0,0,0,0,0,0,0,870056,0,0,0,0
139.90636872602,0,0,0,0,0,0,0,0,,None,140.9136451929,0,0,0,0,0,0,0,0,0,1138217,0,0,0
139.906539058168,0,0,0,0,0,0,0,0,,None,140.913815525048,0,0,0,0,0,0,0,0,0,1459481,0,1461862,0
139.906723301262,0,0,0,0,0,0,0,0,,None,140.913999768142,0,0,0,0,0,0,0,0,1926427,981244,1417171,0,0
139.906869056054,0,0,0,0,0,0,0,0,,None,140.914145522934,0,0,0,0,0,0,0,0,0,0,0,1310640,873759
139.906990588898,0,0,0,0,0,0,0,0,,None,140.914267055778,0,0,0,0,0,0,0,0,990538,0,1019044,0,0
139.907108850491,0,0,0,0,0,0,0,0,,None,140.914385317371,0,0,0,0,0,0,0,0,0,0,1517074,0,0
139.907279726031,0,0,0,0,0,0,0,0,,None,140.914556192911,0,0,0,0,0,0,0,0,0,1159405,0,0,0
139.907421120427,0,0,0,0,0,0,0,0,,None,140.914697587307,0,0,0,0,0,0,0,0,0,0,1571181,1487350,0
139.907628726035,0,0,0,0,0,0,0,0,,None,140.914905192915,0,0,0,0,0,0,0,0,0,966677,0,0,0
139.907836588946,0,0,0,0,0,0,0,0,,None,140.915113055826,0,0,0,0,0,0,0,0,993838,0,1827045,0,0
139.90799939038,0,0,0,0,0,0,0,0,,None,140.91527585726,0,0,0,0,0,0,0,0,0,0,0,1963025,0
139.908119726041,0,0,0,0,0,0,0,0,,None,140.915396192921,0,0,0,0,0,0,0,0,0,1457350,0,0,0
139.908283358907,0,0,0,0,0,0,0,0,,None,140.915559825787,0,0,0,0,0,0,0,0,911666,0,0,1189584,0
139.908474856122,0,0,0,0,0,0,0,0,,None,140.915751323002,0,0,0,0,0,0,0,0,1083874,0,1590393,1129193,0
139.908545726046,0,0,0,0,0,0,0,0,,None,140.915822192926,0,0,0,0,0,0,0,0,0,1401941,0,0,0
139.908775323616,0,0,0,0,0,0,0,0,,None,140.916051790496,0,0,0,0,0,0,0,0,1085205,2299032,1483146,1956896,0
139.90895608901,0,0,0,0,0,0,0,0,,None,140.91623255589,0,0,0,0,0,0,0,0,1373189,0,1419656,0,0
139.909106522823,0,0,0,0,0,0,0,0,,None,140.916382989703,0,0,0,0,0,0,0,0,1138521,0,1226014,1256483,0
139.909278301371,0,0,0,0,0,0,0,0,,None,140.916554768251,0,0,0,0,0,0,0,0,1181172,1763093,1734879,0,0
139.909508558254,0,0,0,0,0,0,0,0,,None,140.916785025134,0,0,0,0,0,0,0,0,0,1873919,0,1510499,0
139.909605850558,0,0,0,0,0,0,0,0,,None,140.916882317438,0,0,0,0,0,0,0,0,0,0,1860089,0,0
139.909761301391,0,0,0,0,0,0,0,0,,None,140.917037768271,0,0,0,0,0,0,0,0,1671573,1104714,1595147,0,0
139.909890120516,0,0,0,0,0,0,0,0,,None,140.917166587396,0,0,0,0,0,0,0,0,0,0,1313381,1635232,0
139.910088058271,0,0,0,0,0,0,0,0,,None,140.917364525151,0,0,0,0,0,0,0,0,0,1063821,0,2368860,0
139.91022878832,0,0,0,0,0,0,0,0,,None,140.9175052552,0,0,0,0,0,0,0,0,0,1501107,2367602,0,0
139.910467189563,0,0,0,0,0,0,0,0,,None,140.917743656443,0,0,0,0,0,0,0,0,1260004,0,1786416,1569721,0
139.910648288328,0,0,0,0,0,0,0,0,,None,140.917924755208,0,0,0,0,0,0,0,0,0,1230935,1042348,0,0
139.91074983241,0,0,0,0,0,0,0,0,,None,140.91802629929,0,0,0,934990,0,0,889687,0,1120013,0,0,0,0
139.910907814747,0,0,0,0,0,0,0,0,,None,140.918184281627,0,0,0,0,0,0,0,0,1567236,1903895,0,2952201,0
139.911132850598,0,0,0,0,0,0,0,0,,None,140.918409317478,0,0,0,0,0,0,0,0,0,0,2549314,0,0
139.911257058305,0,0,0,0,0,0,0,0,,None,140.918533525185,0,0,0,0,0,0,0,0,0,1777172,0,2625016,0
139.911401522946,0,0,0,0,0,0,0,0,,None,140.918677989826,0,0,0,0,0,0,0,0,996274,0,2362504,2188094,0
139.911516726082,0,0,0,0,0,0,0,0,,None,140.918793192962,0,0,0,0,0,0,0,0,0,1430257,0,0,0
139.911703524727,0,0,0,0,0,0,0,0,,None,140.918979991607,0,0,0,0,0,0,0,0,1403613,0,0,0,962067
139.911865288352,0,0,0,0,0,0,0,0,,None,140.919141755232,0,0,0,0,0,0,0,0,0,1659692,3154176,0,0
139.911992982823,0,0,0,0,0,0,0,0,,None,140.919269449703,0,0,0,884628,0,0,0,0,0,0,0,1654249,0
139.912091589191,0,0,0,0,0,0,0,0,,None,140.919368056071,0,0,0,0,0,0,0,0,1615721,0,1808844,0,0
139.91219672609,0,0,0,0,0,0,0,0,,None,140.91947319297,0,0,0,0,0,0,0,0,0,1897285,0,0,0
139.912282589203,0,0,0,0,0,0,0,0,,None,140.919559056083,0,0,0,0,0,0,0,0,1666197,0,2915503,0,0
139.91245418967,0,0,0,0,0,0,0,0,,None,140.91973065655,0,0,0,0,0,0,0,0,1619100,0,2201919,2271856,0
139.912696850639,0,0,0,0,0,0,0,0,,None,140.919973317519,0,0,0,0,0,0,0,0,0,0,1295019,0,0
139.912823148176,0,0,0,0,0,0,0,0,,None,140.920099615056,0,0,0,0,0,0,0,0,2086154,3154465,0,2175347,0
139.912984058354,0,0,0,0,0,0,0,0,,None,140.920260525234,0,0,0,0,0,0,0,0,0,1502578,0,1537807,0
139.913128620633,0,0,0,0,0,0,0,0,,None,140.920405087513,0,0,0,0,0,0,0,0,0,0,2273803,1045986,0
139.913207185549,0,0,0,0,0,0,0,0,,None,140.920483652429,0,0,0,0,0,0,0,873911,1936208,0,0,0,0
139.913351968211,0,0,0,0,0,0,0,0,,None,140.920628435091,0,0,0,0,0,0,0,0,2485073,1770202,2230690,0,0
139.913427390629,0,0,0,0,0,0,0,0,,None,140.920703857509,0,0,0,0,0,0,0,0,0,0,0,2319802,0
139.913580301555,0,0,0,0,0,0,0,0,,None,140.920856768435,0,0,0,0,0,0,0,0,1377987,2147375,2542179,0,0
139.913871390649,0,0,0,0,0,0,0,0,,None,140.921147857529,0,0,0,0,0,0,0,0,0,0,0,1410854,0
139.914066323846,0,0,0,0,0,0,0,0,,None,140.921342790726,0,0,0,0,0,0,0,0,1423299,2379355,1971409,1462953,0
139.914277788398,0,0,0,0,0,0,0,0,,None,140.921554255278,0,0,0,0,0,0,0,0,0,1169389,2307904,0,0
139.914570323867,0,0,0,0,0,0,0,0,,None,140.921846790747,0,0,0,0,0,0,0,0,1642527,2873243,2879852,3651009,0
139.914711640597,0,0,0,0,0,0,0,0,,None,140.921988107477,0,0,0,0,943705,0,0,906147,1805890,0,2675430,0,0
139.914844989171,0,0,0,0,0,0,0,0,,None,140.922121456051,0,0,0,0,0,0,0,0,0,2194988,1908389,4088153,0
139.914953027069,0,0,0,0,0,0,0,0,,None,140.922229493949,0,0,0,0,0,0,0,0,1910775,3204216,0,0,0
139.915072527292,0,0,0,0,0,0,0,0,,None,140.922348994172,0,0,0,0,882677,0,0,0,0,0,2820768,2908603,0
139.915288323899,0,0,0,0,0,0,0,0,,None,140.922564790779,0,0,0,0,0,0,0,0,2536898,2953032,4508639,3824930,0
139.915510390725,0,0,0,0,0,0,0,0,,None,140.922786857605,0,0,0,0,0,0,0,0,0,0,0,2335250,0
139.915636288424,0,0,0,0,0,0,0,0,,None,140.922912755304,0,0,0,0,0,0,0,0,0,2643957,3422307,0,0
139.915709390734,0,0,0,0,0,0,0,0,,None,140.922985857614,0,0,0,0,0,0,0,0,0,0,0,4299485,0
139.915830989198,0,0,0,0,0,0,0,0,,None,140.923107456078,0,0,0,0,0,0,0,0,0,2494901,3665189,3449479,0
139.915912589412,0,0,0,0,0,0,0,0,,None,140.923189056292,0,0,0,0,0,0,0,0,2990167,0,2390789,0,0
139.916187850732,0,0,0,0,0,0,0,0,,None,140.923464317612,0,0,0,0,0,0,0,0,0,0,3454383,0,0
139.91628639076,0,0,0,0,0,0,0,0,,None,140.92356285764,0,0,0,0,0,0,0,0,0,0,0,3782977,0
139.916422811386,0,0,0,0,0,0,0,0,,None,140.923699278266,0,0,0,0,923340,0,0,0,2655443,2309107,4895718,0,0
139.916555439761,0,0,0,0,0,0,0,0,,None,140.923831906641,0,0,0,0,0,1096588,0,0,2387984,0,0,2956532,0
139.916698067819,0,0,0,0,0,0,0,0,,None,140.923974534699,0,0,0,0,0,0,0,1097391,3174654,2953192,4236926,3376317,0
139.916842815039,0,0,0,0,0,0,0,0,,None,140.924119281919,0,0,0,0,0,0,0,0,2373392,1764680,0,2510965,0
139.917040856583,0,0,0,0,0,0,0,0,,None,140.924317323463,0,0,0,0,0,0,0,0,3066039,0,3763984,2082199,0
139.917113726149,0,0,0,0,0,0,0,0,,None,140.924390193029,0,0,0,0,0,0,0,0,0,1655039,0,0,0
139.917291592014,0,0,0,0,0,0,0,0,,None,140.924568058894,0,0,0,0,0,0,0,0,2543006,2723637,0,0,872637
139.91741607399,0,0,0,0,0,0,0,0,,None,140.92469254087,0,0,0,0,0,0,0,0,1719232,3009389,3793147,3992921,0
139.91750334056,0,0,0,0,0,0,0,0,,None,140.92477980744,0,0,0,0,877176,0,0,0,0,0,0,0,0
139.917605527204,0,0,0,0,0,0,0,0,,None,140.924881994084,0,0,0,0,0,0,0,0,1569383,2495416,0,0,0
139.917757574006,0,0,0,0,0,0,0,0,,None,140.925034040886,0,0,0,0,0,0,0,0,1441450,1861359,4349300,4829827,0
139.917936149175,0,0,0,0,0,0,0,0,,None,140.925212616055,0,0,0,941188,0,933275,0,0,1994361,0,2780861,2987393,0
139.918028152527,0,0,0,0,0,0,0,0,,None,140.925304619407,0,0,0,0,911741,0,0,0,0,3538718,0,2154674,0
139.918215324025,0,0,0,0,0,0,0,0,,None,140.925491790905,0,0,0,0,0,0,0,0,1312605,3693151,3992061,2555095,0
139.918351328317,0,0,0,0,0,0,0,0,,None,140.925627795197,0,0,0,0,0,0,0,0,2153585,0,0,0,0
139.918456446487,0,0,0,0,0,0,0,0,,None,140.925732913367,0,0,0,0,1070051,0,0,0,1880472,4272066,0,2094397,0
139.918649961554,0,0,0,0,0,0,0,0,,None,140.925926428434,0,0,0,0,0,0,976264,0,3642227,0,0,0,0
139.918762655947,0,0,0,0,0,0,0,0,,None,140.926039122827,0,0,0,0,0,0,0,0,0,4860337,2016778,4873006,0
139.918866834487,0,0,0,0,0,0,0,0,,None,140.926143301367,0,0,0,0,889294,0,0,0,3270974,0,0,0,0
139.919018591317,0,0,0,0,0,0,0,0,,None,140.926295058197,0,0,0,0,0,0,968058,0,1861719,0,2181801,0,0
139.919166027281,0,0,0,0,0,0,0,0,,None,140.926442494161,0,0,0,0,0,0,0,0,2592333,3316227,0,0,0
139.919339179351,0,0,0,0,0,0,0,0,,None,140.926615646231,0,0,0,0,0,994696,0,0,2218202,4837192,3633365,2276284,0
139.919447856712,0,0,0,0,0,0,0,0,,None,140.926724323592,0,0,0,0,0,0,0,0,2846270,0,4113475,2353462,0
139.919577968475,0,0,0,0,0,0,0,0,,None,140.926854435355,0,0,0,0,0,0,0,0,3543676,2596488,3456654,0,0
139.919769527313,0,0,0,0,0,0,0,0,,None,140.927045994193,0,0,0,0,0,0,0,0,3338326,4075064,0,0,0
139.919884322646,0,0,0,0,0,0,0,0,,None,140.927160789526,0,0,0,0,0,0,0,0,0,3202687,3344412,2755297,0
139.919993850833,0,0,0,0,0,0,0,0,,None,140.927270317713,0,0,0,0,0,0,0,0,0,0,4092796,0,0
139.920118791258,0,0,0,0,0,0,0,0,,None,140.927395258138,0,0,0,0,0,0,984578,0,3932988,0,3302216,3327878,0
139.920264359715,0,0,0,0,0,0,0,0,,None,140.927540826595,0,0,0,0,0,0,0,0,3292451,0,0,4213186,0
139.920365788515,0,0,0,0,0,0,0,0,,None,140.927642255395,0,0,0,0,0,0,0,0,0,5393750,3773493,0,0
139.920480589675,0,0,0,0,0,0,0,0,,None,140.927757056555,0,0,0,0,0,0,0,0,4818877,0,3594499,0,0
139.920551390956,0,0,0,0,0,0,0,0,,None,140.927827857836,0,0,0,0,0,0,0,0,0,0,0,3261575,0
139.920643589686,0,0,0,0,0,0,0,0,,None,140.927920056566,0,0,0,0,0,0,0,0,3458739,0,3598783,0,0
139.920750386811,0,0,0,0,0,0,0,0,,None,140.928026853691,0,0,0,0,0,0,0,947141,0,2722151,0,2348851,0
139.92089185679,0,0,0,0,0,0,0,0,,None,140.92816832367,0,0,0,0,0,0,0,0,3846438,0,7201888,3206356,0
139.920975726195,0,0,0,0,0,0,0,0,,None,140.928252193075,0,0,0,0,0,0,0,0,0,3788245,0,0,0
139.921112379427,0,0,0,0,0,0,0,0,,None,140.928388846307,0,0,0,0,0,919167,0,0,2927657,2609249,3336850,1467163,0
139.921213850865,0,0,0,0,0,0,0,0,,None,140.928490317745,0,0,0,0,0,0,0,0,0,0,3002285,0,0
139.921302753587,0,0,0,0,0,0,0,0,,None,140.928579220467,0,0,0,0,0,886208,0,0,3643150,5169392,0,2609856,881163
139.92141532859,0,0,0,0,0,0,0,0,,None,140.92869179547,0,0,0,0,0,0,0,0,3679117,0,0,0,0
139.921539322692,0,0,0,0,0,0,0,0,,None,140.928815789572,0,0,0,0,0,0,0,0,0,5567128,3342508,2847065,0
139.921707968566,0,0,0,0,0,0,0,0,,None,140.928984435446,0,0,0,0,0,0,0,0,4328233,6292705,3282880,0,0
139.921817120947,0,0,0,0,0,0,0,0,,None,140.929093587827,0,0,0,0,0,0,0,0,0,0,2273838,2163346,0
139.92200454989,0,0,0,0,0,0,0,0,,None,140.92928101677,0,0,0,0,0,0,920922,0,5934535,2864959,0,0,0
139.922144288549,0,0,0,0,0,0,0,0,,None,140.929420755429,0,0,0,0,0,0,0,0,0,3592170,3263287,0,0
139.922229328663,0,0,0,0,0,0,0,0,,None,140.929505795543,0,0,0,0,0,0,0,0,2871227,0,0,0,0
139.922374327222,0,0,0,0,0,0,0,0,,None,140.929650794102,0,0,0,0,899436,0,0,0,0,6440116,3047617,1738506,0
139.922505656215,0,0,0,0,0,0,0,0,,None,140.929782123095,0,0,887313,0,0,0,0,0,3321416,0,0,1587746,0
139.922586288558,0,0,0,0,0,0,0,0,,None,140.929862755438,0,0,0,0,0,0,0,0,0,4101855,2893956,0,0
139.92274932307,0,0,0,0,0,0,0,0,,None,140.93002578995,0,0,0,0,0,0,0,0,3942603,0,4320443,2246186,1089868
139.922973875176,0,0,0,0,0,0,0,0,,None,140.930250342056,0,0,0,0,0,0,1050600,0,2036480,2516036,4017517,0,0
139.923177815348,0,0,0,0,0,0,0,0,,None,140.930454282228,0,0,0,0,0,0,0,0,2379118,3084447,0,1931221,0
139.923309824246,0,0,0,0,0,0,0,0,,None,140.930586291126,0,0,0,0,0,0,0,0,4145506,3171666,5267719,3607233,0
