m/z,I,S/N,Res.
139.467994,863432,3.1,1052801
140.317465,856022,3,1559979
141.179262,898435,3.3,1341730
141.181898,864463,3.1,886103
141.182362,858814,3.1,1009580
143.900922,863462,3.1,493721
144.608265,851049,3,652963
144.971514,846099,3,1212714
145.587481,859497,3.1,1181741
145.809718,902667,3.3,1119309
145.992124,851986,3,1011881
146.231512,918406,3.3,1005443
146.255765,951271,3.5,940802
147.07488,876233,3.1,1163620
147.379962,877722,3.2,1341303
147.986664,846911,3,865847
147.994007,944743,3.5,1030298
148.438409,874854,3.1,1171459
148.549687,870578,3.1,1363365
148.791986,858800,3.1,870856
150.30966,854076,3,1027034
150.47997,851306,3,1190448
151.864874,1029144,3.9,1108715
152.198453,846185,3,1482167
152.233492,1070237,4.1,1339285
154.414682,889873,3.2,885053
154.450286,3033917,13.6,1217562
155.202064,850096,3,1230498
155.451113,846886,3,1479534
156.258523,847030,3,1176273
156.954123,853494,3,1153254
157.16785,855545,3,725174
158.735783,862430,3.1,1121750
159.667734,916395,3.3,1338945
161.245658,856353,3.1,1025844
161.547116,857965,3.1,768382
163.975328,868205,3.1,430445
166.608979,879275,3.2,945250
166.652876,861684,3.1,1120650
166.791285,850029,3,1073755
168.508199,918022,3.3,882774
169.485175,895618,3.2,1003640
170.826978,867975,3.1,1108576
171.174694,871373,3.1,1119754
172.490575,941623,3.5,921216
172.685696,2471643,10.8,455491
174.690639,862203,3.1,1098162
175.927928,1300463,5.2,1220406
176.342415,853499,3,1187357
177.193752,888343,3.2,962200
177.258341,861657,3.1,926924
178.126801,889239,3.2,903752
181.880646,917421,3.3,855944
183.188666,883432,3.2,1031539
186.032403,1001815,3.7,720818
186.314551,958982,3.5,989766
188.166989,879916,3.1,1150769
188.401023,987090,3.7,539487
188.423673,857723,3,966348
188.784539,956976,3.5,813237
188.884389,982838,3.6,823774
189.312774,938607,3.4,885189
190.27947,911993,3.3,772041
190.338437,900813,3.2,1230621
190.809222,853882,3,756930
192.33868,958250,3.5,1003819
193.203599,989634,3.7,853666
193.409471,901808,3.2,991061
194.108913,937887,3.4,919012
196.714337,955155,3.5,819222
197.85002,860133,3,935095
198.781065,1161033,4.5,788656
201.187409,879870,3.1,832229
201.796093,914669,3.3,813596
202.38963,947548,3.5,1310900
203.578951,877497,3.1,843031
203.867367,858896,3,910553
205.64043,976799,3.6,968966
207.683978,919048,3.3,957288
209.141787,883138,3.1,861352
209.266301,949292,3.5,675911
209.424712,917082,3.3,879693
210.958894,878172,3.1,977943
211.163143,938126,3.4,719610
211.467056,930056,3.4,641774
212.485805,1114528,4.2,918503
212.4873,1305696,5.2,1038393
214.76535,861222,3,833288
217.947762,1070942,4,441574
219.076399,862818,3,630586
219.917482,860109,3,655768
220.742321,892951,3.2,517926
222.315004,857411,3,313053
222.49864,901459,3.2,744581
227.304164,876222,3.1,715195
229.575632,1089031,4.1,681450
231.826331,913227,3.3,799477
233.282298,1073928,4,698293
237.22133,868309,3,656940
237.31924,933342,3.3,827921
239.754161,864741,3,834735
241.297455,863329,3,786580
241.540806,867636,3,848687
241.670273,886718,3.1,726201
247.819104,921998,3.3,643432
249.619986,901903,3.2,669997
251.529723,895380,3.1,655056
255.587201,889704,3.1,648669
257.317196,943707,3.3,551727
257.360256,905758,3.2,571747
257.448358,933412,3.3,601885
259.753659,894908,3.1,765929
259.777288,873214,3,679035
259.86941,885892,3.1,706808
259.919189,991303,3.6,755326
262.121603,895320,3.1,809622
267.739508,899021,3.1,622581
268.23545,939119,3.3,707842
271.730071,910239,3.1,527467
272.589476,883355,3,649196
274.971874,1027142,3.7,717840
275.5106,905709,3.1,670567
276.185665,5710623,25.3,650044
279.918128,2209339,9.1,691755
283.711635,933742,3.2,633295
285.061279,928737,3.2,432830
286.883272,1040641,3.7,635421
288.986951,1096257,3.9,687729
288.987667,1874498,7.5,694646
291.087657,1001482,3.5,625828
293.06682,1035472,3.7,258248
293.10334,1547988,6,473879
293.176256,4697820,20.4,267243
293.262408,922468,3.1,692338
293.331344,907691,3.1,444966
294.17956,1322307,5,513660
295.009734,910747,3.1,828156
295.046335,1265311,4.7,273913
295.082714,1873315,7.5,661212
295.119086,2078119,8.4,375604
297.061861,1590395,6.2,506095
297.098273,2565759,10.6,586038
297.133621,1169155,4.3,599640
297.134705,2288004,9.3,526514
297.153284,4579974,19.8,263822
298.156653,1171959,4.3,555765
299.077397,1608546,6.2,460272
299.113874,2330726,9.5,279371
299.150212,898795,3,728633
300.193161,1410278,5.3,705187
301.035801,957005,3.3,587370
301.093285,1027156,3.6,213748
302.172389,948186,3.2,892937
303.014605,929605,3.1,414813
303.051353,1713738,6.7,501988
303.087749,980046,3.4,461736
303.12409,950867,3.2,807566
305.030619,1374286,5.2,295455
305.067047,1762771,6.9,384926
305.103384,1704792,6.7,395717
305.13974,1493597,5.7,336188
306.907392,2011984,8,489098
307.046293,2480483,10.1,526434
307.082635,2855785,11.8,372213
307.119109,2533742,10.4,431914
307.155368,1754739,6.8,602751
309.025552,1587841,6.1,442476
309.061941,3253894,13.6,483388
