m/z,Magnitude,S/N,Res.
139.282471,1090828,4,606072
139.478154,938849,3.3,1465703
139.87281,887804,3.1,1237550
139.914701,943705,3.3,1230882
139.915037,882677,3.1,648799
139.916389,923340,3.2,1351970
139.917491,877176,3,1324953
139.918018,911741,3.2,888066
139.918462,1070051,3.9,1229829
139.918874,889294,3.1,1293169
139.922365,899436,3.1,435622
139.923957,882117,3.1,1194725
139.924692,1239532,4.7,1700679
139.925008,979417,3.5,1455862
139.925315,1047131,3.8,1450362
139.926765,1114104,4.1,1427154
139.927647,936941,3.3,972739
139.928991,953737,3.4,461696
139.929461,1248393,4.8,1304751
139.929961,1341520,5.2,1354075
139.930687,1076415,4,1477008
139.931173,1037328,3.8,519125
139.931762,1281653,4.9,1158304
139.932445,1083275,4,630402
139.933121,978482,3.5,671430
139.933526,1383511,5.4,660576
139.933855,1414145,5.5,631691
139.934358,879557,3,1171882
139.934506,1061016,3.9,1354543
139.934938,1140180,4.3,372076
139.935522,1522050,6,666053
139.935728,1163783,4.4,1105318
139.936164,1099174,4.1,724837
139.936353,976385,3.5,1705944
139.936663,1016154,3.7,787872
139.937453,1269796,4.9,793661
139.938316,1492622,5.9,647493
139.938603,1267995,4.9,776641
139.938817,1218912,4.6,1824170
139.938964,1264781,4.8,1378774
139.93924,1448728,5.7,524235
139.939786,1593645,6.4,368976
139.940534,1921581,7.9,1134168
139.940721,1406939,5.5,1190842
139.940888,1368499,5.3,967552
139.941197,1699783,6.9,842968
139.941433,1100884,4.1,1394276
139.941996,1301241,5,531253
139.942271,2488232,10.6,685321
139.942628,1852713,7.6,1105855
139.943033,1472563,5.8,1228511
139.943422,2687463,11.5,638579
139.943846,1326545,5.1,1439252
139.944044,1655766,6.7,1165873
139.944539,1594917,6.4,978853
139.944705,2415401,10.2,506871
139.945253,3342982,14.6,905705
139.94543,2694838,11.5,1144619
139.945904,1766249,7.2,973227
139.94623,3243214,14.1,758307
139.946686,5176112,23.1,469659
139.94699,3090627,13.4,1569990
139.94721,4275516,18.9,756566
139.947499,3468890,15.2,925732
139.947709,1511526,6,1215805
139.94792,4697315,20.9,970880
139.948049,4033943,17.8,1449099
139.948264,2414190,10.2,1191642
139.948399,2102192,8.8,1351769
139.948588,1980819,8.2,1510777
139.948928,4829775,21.5,540619
139.94917,2849386,12.3,1606714
139.949361,4965625,22.2,1184652
139.949559,5212409,23.3,596559
139.94973,3619713,15.9,872319
139.949967,3207894,13.9,967606
139.950153,4949577,22.1,1105208
139.950386,5382223,24.1,593154
139.950747,6662350,30.1,963276
139.950965,3121198,13.5,1231472
139.951128,3821503,16.8,1120682
139.95142,2549145,10.8,1045660
139.951661,4266267,18.9,684559
139.951825,2998317,13,1280710
139.951959,2810923,12.1,1456162
139.952199,4424272,19.6,853152
139.95246,2032339,8.4,1723508
139.952652,3745876,16.4,759826
139.952888,2770612,11.9,1291769
139.953019,2018895,8.4,1538030
139.953212,4155800,18.4,618228
139.953522,3047806,13.2,1843314
139.953655,7275770,33,598207
139.953832,4430357,19.6,1017769
139.953987,2733641,11.7,1452231
139.95413,2926923,12.6,1443612
139.954263,2468288,10.5,1196279
139.954504,2630148,11.2,684172
139.954763,3121333,13.5,1135047
139.954908,3937399,17.3,1058734
139.955014,3670131,16.1,1756736
139.955223,4866110,21.7,1445697
139.955358,2952740,12.7,1149375
139.955512,3387202,14.8,798625
139.955648,3780921,16.6,1030123
139.955815,2723563,11.7,1168504
139.956145,4320753,19.1,1146673
139.956558,4169076,18.4,1402617
139.956682,3305307,14.4,784453
139.956946,3108486,13.5,1261035
139.957153,4220485,18.7,993128
139.957472,3504843,15.3,508733
139.957866,2540607,10.8,735852
139.958191,3032373,13.1,945328
139.958318,2316059,9.8,822343
139.95886,3157101,13.7,1169125
139.959131,2832410,12.2,1316592
139.959386,2079708,8.7,900521
139.959628,1137462,4.2,1480706
139.959809,3361577,14.6,1219534
139.959961,2371266,10,1405066
139.960358,2162183,9,508342
139.960512,1787346,7.3,1567058
139.960731,2324462,9.8,491612
139.961296,1760301,7.2,725401
139.961686,1949670,8,643094
139.962071,1443816,5.7,679093
139.96254,2102467,8.8,926080
139.962801,1740329,7.1,757798
139.963073,1537808,6.1,752471
139.963336,1140699,4.3,1661984
139.96375,939059,3.3,897923
139.9642,1337570,5.2,1498077
139.964426,1337416,5.2,1403975
139.964561,1179149,4.4,1383147
139.965066,1680216,6.8,1238727
139.965988,1364660,5.3,1404812
139.966341,1431573,5.6,1017491
139.966623,1050429,3.8,836605
139.96737,937854,3.3,1070753
139.967591,1313736,5.1,795531
139.968161,1275434,4.9,1121948
139.968778,1465236,5.8,889087
139.969096,1628041,6.5,583190
139.96943,1714245,6.9,1191108
139.969954,953768,3.4,1250117
139.970267,1393996,5.4,597856
139.970617,1176472,4.4,1573439
139.970907,986594,3.5,640072
139.971298,978820,3.5,1484678
139.971492,1177174,4.4,1411066
139.972166,969298,3.5,1895066
139.973363,1111853,4.1,1319699
139.975708,898530,3.1,2000089
139.97621,932078,3.3,1116626
139.976554,1093287,4,533252
139.978218,1256508,4.8,687074
139.978545,1193859,4.5,1203448
139.978739,969081,3.5,858111
139.980404,1089411,4,1059000
139.984996,1011688,3.7,1073722
139.987614,1201119,4.5,1384642
140.05694,974059,3.5,1563953
140.277137,908395,3.2,819729
140.766301,922366,3.2,636447
140.787994,946109,3.4,686554
140.789632,961769,3.4,1759859
140.797169,1007041,3.6,596140
140.800104,1057149,3.9,1390316
140.800758,1038138,3.8,1415929
140.803119,897865,3.1,884022
140.804278,942182,3.3,398991
140.805198,903924,3.2,550350
140.805823,1168259,4.4,564735
140.806776,1238610,4.7,547642
140.808224,881688,3.1,1101826
140.808531,1135124,4.2,961553
140.809688,1651038,6.6,1253612
140.811015,1084245,4,1076712
140.81251,1326567,5.1,465706
140.813071,1102588,4.1,906748
140.813739,1262474,4.8,535359
140.814546,1366718,5.3,1524714
140.815382,1075413,4,1837808
140.815697,1005706,3.6,935403
140.816609,1444434,5.7,756427
140.816881,1100391,4.1,1615263
140.817032,1106089,4.1,965139
140.817337,1639809,6.6,704548
140.817548,1546519,6.2,898496
140.817981,1549576,6.2,325107
140.818808,1493314,5.9,1595859
140.81922,1461290,5.8,557902
140.819572,1737125,7.1,935866
140.819969,1437198,5.6,528472
140.820577,1634169,6.6,1550340
140.820982,1735973,7,570270
140.821176,1322703,5.1,892811
140.821622,1866038,7.7,1424500
140.822071,2624517,11.2,763754
140.82222,2056685,8.5,1111231
140.822625,2287189,9.6,1005425
140.822888,2425223,10.3,1170193
140.823076,1853411,7.6,923439
140.823303,2255213,9.5,598467
140.823789,3056730,13.2,1364687
140.824038,2894423,12.5,550369
140.824358,2126892,8.9,1055012
140.824643,1203262,4.6,2138468
140.824767,2188107,9.2,1195725
140.824979,3892113,17.1,915212
140.825164,3167593,13.7,532845
140.825493,2520064,10.7,955657
140.825814,4560656,20.3,803308
140.825965,3211654,13.9,1638640
140.826165,2651296,11.3,1275832
140.826476,5193992,23.2,629545
140.826633,4132154,18.3,1064551
140.826893,3295078,14.3,1041695
140.827057,3812865,16.8,981892
140.827476,5739418,25.8,840889
140.827691,2107342,8.8,435688
140.828027,2686538,11.5,1008599
140.828248,5383941,24.1,659706
140.828549,3562118,15.6,1281615
140.828721,4172795,18.4,1117100
140.829022,6490197,29.3,805689
140.829253,6235001,28.1,958219
140.829571,6499102,29.3,653136
140.82982,6430993,29,505955
140.830089,8667057,39.5,981515
140.830238,6978423,31.6,1020299
140.830461,4948095,22.1,902849
140.830602,2157565,9,2013238
140.830767,8416385,38.3,1082014
140.830972,3717000,16.3,1347443
140.831186,4802806,21.4,1074472
140.831461,2617478,11.2,1461651
140.831634,4491321,19.9,1236323
140.831808,6495789,29.3,1218686
140.832087,4801140,21.4,700830
140.832409,6207507,28,543461
140.832741,2564095,10.9,1128403
140.832978,8098312,36.8,870560
140.833204,4511799,20,1224904
140.833385,4563568,20.3,476888
140.833668,3820294,16.8,1023020
140.833892,4195644,18.5,688292
140.834272,7386224,33.5,860190
140.834711,5340160,23.9,456745
140.834914,3181524,13.8,854813
140.835174,4081882,18,1265657
140.835313,4259965,18.9,1174337
140.835485,3404507,14.8,543713
140.835787,4499897,20,1167382
140.836091,2939948,12.7,493895
140.836455,2917346,12.6,514804
140.836593,1496456,5.9,1969090
140.836804,2384131,10.1,884998
140.837004,3827204,16.8,1219251
140.837174,3346657,14.6,1138359
140.837451,1930291,8,1275557
140.837666,1512691,6,1623426
