m/z,Magnitude,S/N,Res.
138.265036,856462,3,985197
138.926763,939493,3.4,1140999
139.626609,854553,3,488612
140.021192,1043590,3.9,1188535
140.758506,871463,3.1,1232763
141.558899,850106,3,1572507
141.679291,851416,3,1429822
143.523619,903438,3.3,1461397
145.94911,854038,3,1340739
146.791515,884451,3.2,1605195
147.438856,851950,3,1016602
147.97871,851778,3,1271802
149.087641,964175,3.6,975200
149.623339,868475,3.1,1288193
149.808255,861172,3.1,1181255
149.988471,872937,3.1,1122318
150.049482,938609,3.4,1031233
150.297546,861828,3.1,1082009
150.432834,934173,3.4,1018237
150.626266,947158,3.5,1456321
151.968275,860822,3.1,855129
153.427784,2022818,8.7,1285717
153.439242,994402,3.7,1159500
154.161396,902911,3.3,910806
154.454097,857298,3,1226521
155.248268,854193,3,791279
155.483119,848938,3,1297029
156.379402,884567,3.2,1290462
156.830754,877213,3.1,1067193
157.657633,865967,3.1,1111159
157.85109,854131,3,1140145
159.897518,853391,3,996133
159.914849,865327,3.1,1402429
159.968822,954347,3.5,861425
160.600161,898870,3.3,1068007
161.23718,862094,3.1,952129
162.451863,882630,3.2,1103568
162.945125,855190,3,1168682
163.660907,897863,3.2,909179
165.445951,902340,3.3,1066162
165.614189,1012292,3.8,1128488
166.488061,853832,3,374473
166.763349,868233,3.1,1247203
166.807154,860185,3.1,947820
166.903948,881290,3.2,975476
167.378651,875948,3.1,1222398
167.717016,854366,3,1058386
169.134578,926543,3.4,858533
170.93741,889159,3.2,1052361
171.333536,909755,3.3,960227
171.974602,871634,3.1,1207744
172.685386,1597707,6.6,1223150
172.68572,978827,3.6,1466812
173.091238,861520,3.1,998834
173.270142,876642,3.1,1088382
173.560398,888342,3.2,1153970
173.695425,865312,3.1,697441
174.371844,3044226,13.6,1048659
174.906708,956426,3.5,1140484
175.641131,968886,3.6,886182
177.363641,855637,3,1048986
178.509263,905005,3.3,1142591
183.555356,854984,3,1110184
184.004213,854485,3,930534
186.579763,890434,3.2,890154
187.30939,852186,3,717485
187.431378,865726,3.1,1030144
187.535392,912865,3.3,1266839
188.669722,867015,3.1,1102692
189.448784,1655618,6.9,1007333
190.128054,955770,3.5,845452
191.825476,865384,3.1,796885
192.533621,904562,3.3,807004
194.226143,1354996,5.4,1103284
194.964941,929170,3.4,846123
196.11488,1005953,3.7,845770
200.641467,888615,3.2,848175
202.957536,936498,3.4,837102
202.971948,884019,3.2,952217
208.938692,887994,3.2,491216
209.518674,931192,3.4,839680
209.53898,886425,3.2,713944
212.483526,1086483,4.1,949641
212.486455,917971,3.3,1064139
213.234191,855675,3,799104
215.126061,890593,3.2,917872
216.04702,965075,3.5,845838
216.654868,1033076,3.9,659867
216.944536,901412,3.2,667145
220.189778,875576,3.1,728251
221.985952,860829,3,932104
223.325467,888297,3.2,735604
226.465957,858716,3,767952
226.758192,932525,3.4,793521
226.950012,893815,3.2,884139
231.841186,929232,3.3,691905
233.576861,857971,3,816506
235.295516,880213,3.1,1016429
239.456585,858560,3,680439
241.418388,881965,3.1,768760
242.131602,976981,3.6,821054
245.442275,870090,3,746721
245.843852,897695,3.2,730481
246.24323,900917,3.2,669417
246.438095,898943,3.2,504206
248.293234,1068067,4,863848
249.138639,908560,3.2,726183
249.699723,924909,3.3,634924
251.757578,913499,3.2,620291
254.658621,941045,3.4,603083
255.936215,922553,3.3,677646
258.291934,886008,3.1,725317
259.416377,875381,3,802152
261.826809,894714,3.1,766898
265.772474,874970,3,807849
268.801073,930446,3.3,693701
271.506598,885110,3.1,353704
272.82096,877066,3,600624
274.421187,884851,3,750552
274.971887,3146648,13.6,569720
276.000585,954334,3.4,758075
276.186371,6765547,30.4,669396
276.33744,1007478,3.6,633744
277.108294,914347,3.2,564748
279.051308,1020086,3.7,692857
279.087593,931897,3.3,827233
279.124066,1553979,6.1,571774
279.917487,10655990,48.4,394804
279.918106,29570294,136.2,592592
280.917481,902464,3.1,739505
281.030551,1034697,3.7,819041
281.066878,975820,3.5,531835
281.103289,1312591,5,489380
281.139672,986705,3.5,902286
281.913922,3003277,12.9,615137
283.082631,1476712,5.8,586416
283.119032,1139691,4.2,813141
283.155334,879982,3,622333
283.95015,923245,3.2,577067
285.061772,1214088,4.5,711924
285.098175,1501835,5.9,636125
287.077535,1098546,4,804139
287.113906,962741,3.4,547561
288.987617,5191642,22.9,588282
289.035739,1023966,3.7,795815
289.072093,912417,3.1,454772
289.332339,926137,3.2,494201
291.015006,988180,3.5,747642
291.051308,1268631,4.8,548579
291.087666,1714587,6.8,480230
291.124242,1191582,4.4,718932
293.0303,1308758,5,399006
293.066951,1798233,7.2,549462
293.102394,1147229,4.2,929094
293.103334,2936669,12.5,545769
293.139925,1055457,3.8,653716
293.176165,10545508,47.6,256327
293.17957,940516,3.3,714403
293.247436,886251,3,618729
294.179471,1961160,8,565799
294.927261,886804,3,417296
295.046178,1804320,7.2,583129
295.082655,3239460,13.8,516856
295.118993,3838504,16.6,451659
297.061868,2653940,11.1,612704
297.098222,4366072,19,273275
297.134682,2384636,9.9,261325
297.152421,1381374,5.3,730781
297.153192,2915582,12.3,558399
299.041237,1252558,4.7,283444
299.05628,1053071,3.8,360713
299.077619,2897874,12.2,229719
299.09275,1062484,3.8,483360
299.113884,2980310,12.6,409635
299.150241,1666522,6.6,587878
299.573713,920970,3.2,615558
301.035701,1370035,5.2,531751
301.056744,1364149,5.2,383351
301.071913,1170359,4.3,385965
301.093209,1876410,7.5,255688
301.129585,1666494,6.6,637573
301.166037,1064002,3.8,708281
302.168378,977338,3.4,540371
303.014915,1089441,3.9,847528
303.051306,1899429,7.6,534917
303.087741,1573034,6.1,297651
303.108909,988332,3.5,407928
303.124011,1233198,4.6,236678
305.030596,2069406,8.4,540351
305.067008,1984674,8,451396
305.10335,2319271,9.6,555075
305.139701,1371564,5.2,372451
305.690433,1099891,4,522654
306.907359,5023124,21.8,499924
307.009803,1415073,5.4,792610
307.046169,2918822,12.2,502937
307.082678,3223723,13.6,368240
307.119023,3551664,15.1,561495
307.155286,1464757,5.6,674865
307.893381,895129,3,658621
307.906962,1003291,3.5,656065
309.025375,1442614,5.5,303021
309.06191,3864251,16.6,476480
