m/z,Magnitude,S/N,Res.
138.233776,4255404,18.9,1300956
139.883615,1045963,3.8,1179777
139.887444,1057113,3.9,1337943
139.896312,1023001,3.7,1026808
139.897179,908469,3.2,1537023
139.898837,1451379,5.7,824081
139.900328,1132164,4.2,1092627
139.90127,953144,3.4,919620
139.903139,1062327,3.9,1214061
139.903559,1215284,4.6,1017729
139.904806,1063469,3.9,1181473
139.906022,985276,3.5,1123129
139.906183,870056,3,1589070
139.90669,1926427,8,1389778
139.906996,990538,3.6,1120953
139.907805,993838,3.6,1346006
139.908243,911666,3.2,1277376
139.908424,1083874,4,1213719
139.908723,1085205,4,934086
139.908916,1373189,5.4,1165789
139.909058,1138521,4.3,1682657
139.909236,1181172,4.5,1212148
139.909713,1671573,6.8,1374275
139.910446,1260004,4.8,735534
139.910696,1120013,4.2,1550154
139.910838,1567236,6.3,1801498
139.911354,996274,3.6,1339585
139.911671,1403613,5.5,491870
139.912042,1615721,6.5,1142929
139.912252,1666197,6.7,1168453
139.912438,1619100,6.5,1120415
139.912828,2086154,8.7,844909
139.913173,1936208,8,1136771
139.913314,2485073,10.6,1537056
139.913597,1377987,5.4,779515
139.914049,1423299,5.6,622442
139.91453,1642527,6.6,897180
139.914691,1805890,7.4,964437
139.914938,1910775,7.9,1454218
139.91531,2536898,10.8,1222874
139.915877,2990167,12.9,327600
139.916402,2655443,11.4,808268
139.91656,2387984,10.1,1053368
139.916696,3174654,13.8,1558219
139.916827,2373392,10.1,1300967
139.916981,3066039,13.3,1264114
139.917271,2543006,10.9,1298836
139.917389,1719232,7,1207351
139.917605,1569383,6.3,1697049
139.917754,1441450,5.7,1287343
139.917897,1994361,8.3,1248476
139.918158,1312605,5.1,1889386
139.918325,2153585,9,1706452
139.918427,1880472,7.7,1781609
139.918652,3642227,16,1070030
139.918821,3270974,14.3,1270841
139.918978,1861719,7.7,1591343
139.919117,2592333,11.1,1155683
139.919264,2218202,9.3,1093965
139.919389,2846270,12.3,1323596
139.919533,3543676,15.5,1181757
139.919758,3338326,14.6,1002815
139.920062,3932988,17.4,1301670
139.920244,3292451,14.4,1010426
139.920421,4818877,21.5,521725
139.920623,3458739,15.1,1314142
139.920848,3846438,17,914308
139.921089,2927657,12.7,1200716
139.921282,3643150,16,1388538
139.921389,3679117,16.2,1620589
139.921685,4328233,19.2,980930
139.921932,5934535,26.8,1078983
139.922203,2871227,12.4,892489
139.92246,3321416,14.5,1004893
139.92273,3942603,17.4,545346
139.922998,2036480,8.5,1242314
139.923137,2379118,10.1,1654254
139.923277,4145506,18.4,1199450
139.923675,3717359,16.4,341067
139.923988,1580988,6.3,1509670
139.924272,3057948,13.3,867187
139.924445,3365727,14.7,953082
139.924597,2997193,13,1634897
139.924711,2604058,11.1,1661923
139.925006,3407167,14.9,526882
139.925341,2549911,10.9,768451
139.925545,3565635,15.6,821228
139.925795,2508042,10.7,1193978
139.925961,3199720,13.9,1086006
139.9261,2056607,8.6,1619685
139.926296,3067075,13.3,1184426
139.926521,5206585,23.3,797642
139.927009,2214592,9.3,1284767
139.927146,2985579,12.9,1128234
139.927272,1986520,8.2,1653664
139.927715,2846144,12.3,395034
139.927906,2361925,10,1117901
139.928083,2732697,11.7,937620
139.928232,1507124,6,1918159
139.928485,2109220,8.8,1598104
139.928722,2883795,12.4,543456
139.928916,2845092,12.3,514776
139.929322,1887602,7.8,657328
139.929688,1827938,7.5,578567
139.930041,1327287,5.2,1564466
139.930354,2524263,10.8,859441
139.930582,1481001,5.9,1315254
139.930734,1682457,6.8,1556833
139.930932,1737781,7.1,882520
139.93118,1413399,5.6,1297465
139.931327,1163738,4.4,1616202
139.93161,2117970,8.9,983673
139.931932,1612201,6.5,922031
139.932153,1326267,5.1,992394
139.93245,1562031,6.3,792959
139.932849,2184760,9.2,712516
139.933039,1077154,4,1878069
139.933893,1090125,4,1288200
139.934388,1336857,5.2,1552334
139.93488,1718149,7,1252755
139.935272,1297294,5,681505
139.935753,1966372,8.1,522746
139.935947,1641222,6.6,1252476
139.936581,1114846,4.2,680675
139.937119,1180380,4.5,345836
139.937473,1277339,4.9,1397955
139.937637,945729,3.4,1709219
139.937946,964573,3.4,943787
139.938721,1590537,6.4,923103
139.939223,1507410,6,682403
139.940183,1036482,3.8,1475745
139.940684,940065,3.3,1299954
139.941406,1070142,3.9,464908
139.941826,959035,3.4,907534
139.943215,1037333,3.8,1075128
139.943431,1141981,4.3,1772236
139.944511,1009091,3.7,1556216
