m/z,Magnitude,S/N,Res.
138.318992,864861,3.1,1357005
138.773064,912803,3.3,1401664
139.171605,878233,3.1,1483454
139.280575,881451,3.2,995167
139.651002,877871,3.1,1378080
140.005804,857742,3,1145510
141.173714,872488,3.1,1217136
141.33658,932226,3.4,1387204
142.931263,878017,3.1,1178042
142.980768,1338981,5.4,1353029
143.671523,961076,3.5,1513337
144.925285,869596,3.1,1216726
145.629605,852128,3,1588946
146.146578,854476,3,1136703
146.458076,858272,3.1,1121473
147.652633,868658,3.1,1321077
148.718621,847815,3,1241117
148.762034,864479,3.1,1110722
148.787562,920063,3.4,1191049
149.087564,869505,3.1,1214693
149.729209,922991,3.4,1319253
149.742962,946599,3.5,1259687
149.748288,863777,3.1,1030986
150.830569,864531,3.1,1183111
151.270371,888456,3.2,1602339
152.757665,849335,3,1129970
152.789652,861571,3.1,1083963
153.427808,1630643,6.8,862511
153.93974,901100,3.3,1064793
153.941936,861148,3.1,478782
154.061317,888623,3.2,964767
154.955953,904154,3.3,1190749
155.462309,913123,3.3,1291420
155.690361,853970,3,773470
156.875124,853341,3,518317
157.517996,915698,3.3,1409468
158.706351,850358,3,1301226
158.720509,870178,3.1,1064454
158.909224,935061,3.4,1388932
160.115553,850691,3,1181506
160.228855,1043994,3.9,1006644
160.679729,917858,3.3,939135
161.328507,896457,3.2,1329845
161.374136,871209,3.1,855661
161.981577,932945,3.4,1201780
162.725501,948762,3.5,1024347
162.779641,868450,3.1,962698
164.929052,862448,3.1,1245101
165.670703,862511,3.1,720235
166.642674,994585,3.7,1052048
166.830167,862714,3.1,1266302
167.481729,912559,3.3,917745
167.822941,911698,3.3,684653
168.258122,902166,3.3,1090566
169.00682,871614,3.1,1050122
169.100311,863247,3.1,863723
169.11324,864639,3.1,1217292
169.810795,853895,3,1066183
170.185519,900676,3.3,903410
171.345626,900444,3.3,1080376
172.685754,2007315,8.6,712018
174.055188,878798,3.1,997044
174.371914,5470197,25.3,1003364
175.929647,1978777,8.4,1025003
176.802286,872560,3.1,1220063
178.38043,927726,3.4,919272
179.96834,880400,3.2,1041272
180.620736,854871,3,976616
180.666802,946216,3.5,924302
181.318003,862175,3.1,902839
181.971879,888439,3.2,919737
182.32057,854725,3,812565
182.867129,910762,3.3,938797
183.132708,882180,3.2,1184270
186.139479,895139,3.2,1091605
186.573999,1041750,3.9,804068
188.282373,926278,3.4,705975
189.448724,1257471,5,921730
190.143937,1103330,4.2,784538
190.20663,976901,3.6,1190023
191.964066,879713,3.1,993145
192.660606,896134,3.2,944416
194.226139,6929565,32.2,897949
194.789236,898269,3.2,837097
