m/z,Magnitude,S/N,Res.
138.301472,888230,3.1,1260264
138.621251,863301,3,515247
138.826726,930809,3.3,1212093
138.828255,926302,3.3,1075800
138.905763,877218,3.1,1226336
139.854724,919473,3.3,1307890
139.859317,937555,3.4,1774871
139.876102,1019722,3.7,898018
139.880014,969025,3.5,1138101
139.882819,904241,3.2,1288235
139.889259,1325599,5.2,892169
139.889984,937074,3.4,633623
139.891236,911759,3.2,517374
139.891595,1329851,5.2,1216408
139.892119,921203,3.3,1012378
139.892537,862441,3,917826
139.892853,1004251,3.7,1361608
139.893668,1209099,4.6,1238154
139.894599,1115990,4.2,1096659
139.895658,1232523,4.8,620444
139.897625,921984,3.3,1318439
139.898124,1140149,4.3,1338862
139.898874,1300477,5.1,1094553
139.899795,1373018,5.4,934975
139.900945,936246,3.4,934434
139.901609,1665906,6.8,1290107
139.902056,1012242,3.7,1454111
139.902782,1636152,6.7,1371309
139.903055,1490327,6,993678
139.903405,1279315,5,537597
139.903703,1220309,4.7,1561779
139.903926,1122079,4.2,1334471
139.90423,1352037,5.3,1209502
139.904453,1319477,5.2,616243
139.904652,1478741,5.9,964175
139.905133,1546319,6.2,1420497
139.905438,1264663,4.9,1421393
139.905646,1957853,8.2,1356520
139.905829,1922106,8,643442
139.906335,1278462,5,1029474
139.906723,1159399,4.4,745471
139.907224,1660698,6.8,536954
139.908017,1325555,5.2,1304654
139.908378,1803575,7.5,727876
139.908564,1706483,7,1104349
139.908807,1197493,4.6,1665582
139.909146,977506,3.5,1880828
139.909579,2820062,12.3,705608
139.910099,1686165,6.9,457032
139.910424,1036734,3.8,1570840
139.910749,3278194,14.4,516124
139.911231,2459361,10.6,546742
139.911561,2971030,13,968282
139.911834,2419079,10.4,1225278
139.911989,2272652,9.7,894728
139.912156,2804278,12.2,690226
139.91231,2723801,11.8,1346235
139.912432,1375179,5.4,1951162
139.912712,1534930,6.2,1442551
139.912855,1171292,4.5,1163568
139.913033,1430901,5.7,1306546
139.913184,1902172,7.9,2248472
139.913297,3059547,13.4,1573708
139.91353,3788598,16.8,1305333
139.913673,2393868,10.3,949755
139.913992,5173732,23.4,521493
139.91411,2047244,8.6,2792194
139.914287,3353668,14.8,624521
139.914503,1830567,7.6,1763165
139.91465,5605791,25.4,1093131
139.914998,2474874,10.6,902672
139.91528,5139819,23.2,865214
139.915434,4052375,18.1,778198
139.915965,3337951,14.7,427501
139.916103,2570377,11.1,1567460
139.916197,2944772,12.9,1207138
139.916538,3132975,13.7,696837
139.916679,4765910,21.5,1454729
139.916907,4686696,21.1,1380321
139.917182,2607810,11.3,327768
139.917446,2740228,11.9,1044464
139.917592,2854729,12.4,1421066
139.917751,3027376,13.2,1228698
139.917988,3387532,15,1051931
139.918298,4828219,21.8,1362446
139.918414,3221240,14.2,1607800
139.918547,4225788,18.9,1324533
139.918824,1832886,7.6,901749
139.919155,2574094,11.1,693909
139.919387,4425931,19.9,558145
139.919771,4098121,18.3,1279895
139.919895,2881886,12.6,1529860
139.920146,2443780,10.5,945209
139.920305,2193389,9.3,1420549
139.920701,4987546,22.5,556859
139.920942,2714863,11.8,997986
139.921618,4048051,18.1,517512
139.921988,2162744,9.2,429462
139.922462,2117629,8.9,353482
139.922828,2310622,9.9,1088476
139.923397,2661138,11.5,629071
139.923814,1356662,5.3,1347764
139.923987,1333729,5.2,1052577
139.924125,1277639,5,1814523
139.924255,1389661,5.5,1546763
139.924549,956019,3.4,1275677
139.924912,2557152,11,960257
139.92527,1665537,6.8,1045824
139.925788,1680024,6.9,379748
139.926131,1493745,6,1324640
139.926389,1756989,7.2,896040
139.926933,1331217,5.2,610907
139.927082,1684877,6.9,1150174
139.927473,1248926,4.8,1473692
139.927996,1153653,4.4,549142
139.928839,1204236,4.6,1445172
139.929765,1270315,4.9,652776
139.930699,1333572,5.2,965295
139.93128,1436961,5.7,546704
139.931859,962009,3.5,504446
139.932646,1375153,5.4,1360126
139.932896,1092403,4.1,1405256
139.933406,1016288,3.7,653162
139.933946,1180002,4.5,994783
139.934982,988360,3.6,627266
139.936446,1090760,4.1,546156
139.937128,937871,3.4,623045
139.937893,979997,3.6,553703
139.939552,955773,3.4,891306
139.941904,991981,3.6,1636698
139.948014,987581,3.6,1570284
139.95241,994844,3.6,1194755
139.955721,914972,3.3,1123172
139.95729,865204,3,999907
140.826913,996996,3.6,502659
140.83036,863710,3,1501240
140.833707,1092698,4.1,1035480
140.83887,871998,3,1613815
140.842786,874807,3.1,487488
140.843398,943178,3.4,1325210
140.845376,1052823,3.9,605729
140.846998,1033014,3.8,816317
140.847284,1148085,4.4,1438235
140.848048,1274716,5,373856
140.8488,1285548,5,1285500
140.848981,1513865,6.1,1462615
140.849198,1341545,5.3,873946
140.84954,863209,3,462818
140.850324,1115508,4.2,1006740
140.850586,1177007,4.5,517556
140.852048,1066901,4,508144
140.852303,1154859,4.4,1200603
140.852531,1161764,4.4,1245955
140.852839,1457455,5.8,1021842
140.853217,1064433,4,1342583
140.853523,1051874,3.9,1244863
140.853754,1252263,4.8,1013449
140.854,2179759,9.2,865458
140.85439,1566570,6.3,926637
140.855108,1712020,7,724662
140.855374,1718750,7.1,553938
140.855638,1278689,5,903827
140.856204,2186569,9.3,1192115
140.856774,1504050,6,1126176
140.857007,1419518,5.6,1220007
140.857326,1085106,4.1,1170754
140.85758,1652017,6.7,1644405
140.858091,2239684,9.5,224836
140.858305,2624007,11.3,338595
140.858616,2086654,8.8,1081809
140.858796,2056789,8.7,978776
140.859203,1696382,6.9,657060
140.859602,2173093,9.2,919893
140.859915,2970431,13,1402845
140.860191,3029369,13.3,1268227
140.860396,2680151,11.6,961961
140.860556,2236535,9.5,1019458
140.860951,3234468,14.2,570937
140.861188,2090150,8.8,868209
140.861396,2363840,10.1,437538
140.861518,2775781,12.1,1361970
140.861706,3177727,14,1519353
140.861837,2825224,12.3,585810
140.862143,3088354,13.5,1022699
140.86233,3115768,13.7,543816
140.862546,2958299,12.9,1158244
140.86279,2664681,11.5,738785
140.862912,2770834,12,1296168
140.863354,3444541,15.2,418438
140.863493,3119315,13.7,981922
140.86367,2087029,8.8,1398800
140.863847,1894923,7.9,1529627
140.864154,4854782,21.9,1110650
140.864376,3132653,13.7,1186586
140.86453,3123322,13.7,801450
140.864653,2809095,12.2,2031273
140.864804,2219567,9.4,931302
140.864929,2378435,10.2,1469486
140.865062,6829153,31.2,1323006
140.865188,5390394,24.4,837789
140.86549,3635341,16.1,1194568
140.865708,4313074,19.3,1317449
140.865887,4179190,18.7,792587
140.866025,3675287,16.3,1049211
140.866169,3127802,13.7,1063352
140.866304,1914707,8,1059655
140.866639,3503554,15.5,528627
140.866849,4507723,20.3,892536
140.867038,2855501,12.4,1306402
140.867213,5681115,25.8,1313092
140.867552,3941903,17.6,802276
140.867699,2480833,10.7,1021127
140.867925,3616912,16,1238531
140.868067,1951843,8.2,1040105
140.868448,3957236,17.6,882247
140.868879,4070131,18.2,868933
140.869112,3155067,13.9,1017981
140.86932,1488740,6,1237407
140.869542,4711303,21.2,1075747
140.869797,3419911,15.1,885524
140.869969,2724248,11.8,1191720
140.870119,1891663,7.9,1380820
140.870495,2883361,12.6,1046349
140.870641,2037819,8.6,1571634
140.870857,2486142,10.7,895733
140.87109,2754159,12,840351
140.871325,2978367,13,425336
140.871586,2879964,12.6,662862
140.871762,2303728,9.8,1409804
140.871909,1829620,7.6,980578
140.872155,1423448,5.7,983088
140.872415,2290949,9.8,1276774
140.872722,2478558,10.7,1380021
140.873287,1836927,7.6,572816
140.873595,2349762,10,1014536
140.873962,1485958,6,509145
140.874158,1986739,8.3,1479257
140.874557,1505620,6,1935216
140.874681,1250101,4.8,1734332
140.875145,2935332,12.8,923771
140.875668,1401859,5.6,1144344
140.875825,2255213,9.6,1256134
140.876137,1911846,8,1078875
140.876391,1722889,7.1,550295
140.876937,1304700,5.1,391191
140.877174,956102,3.4,1604566
140.877393,1067635,4,1321797
140.877849,1857869,7.7,549498
140.878004,1114113,4.2,913846
140.878314,1606888,6.5,620740
140.878811,1208211,4.6,1122568
140.879158,1320999,5.2,1311186
140.879425,1763407,7.3,1246941
140.880086,1593357,6.5,1184987
140.88057,1254203,4.9,1203681
140.881164,1420457,5.6,1179613
140.881388,1380282,5.5,848085
140.881626,997629,3.6,1640044
140.881956,1417689,5.6,1153268
140.883234,929838,3.3,1600499
140.884271,1117190,4.2,518046
140.884804,1116091,4.2,439468
140.887962,1100559,4.1,337731
140.888878,924576,3.3,366817
140.889634,979852,3.6,1343487
140.890244,1179678,4.5,1658306
140.891274,872645,3.1,1136871
140.893827,1271091,4.9,1317550
140.897321,1020023,3.7,974207
140.897743,907412,3.2,578430
141.593747,872350,3.1,1298190
141.771137,916220,3.3,992580
141.783134,1348054,5.3,1373575
142.768685,2322625,9.9,1362039
142.980082,2202447,9.3,1135985
144.119809,891950,3.1,1150584
144.675176,879628,3.1,1119153
144.678128,917057,3.3,1336367
144.678678,939690,3.4,1019210
144.679033,942154,3.4,1471535
144.682034,964381,3.5,1181181
144.682855,885606,3.1,1316035
144.683858,982083,3.6,845640
144.684554,879351,3.1,542103
144.685,1297273,5.1,1111685
144.685911,893884,3.2,892440
144.686429,877993,3.1,575964
144.687996,885438,3.1,630197
144.688414,872260,3,1382904
144.688881,1226032,4.7,1292159
144.689186,1127565,4.3,1115498
144.690926,1234207,4.8,1062872
144.691139,1120221,4.2,982321
144.691475,1333829,5.2,818062
144.691938,1161460,4.4,1290539
144.692217,887566,3.1,1719689
144.692374,1020391,3.8,1418137
144.69317,896327,3.2,1449908
144.69371,1479615,5.9,878156
144.69401,1858938,7.7,691157
144.694567,1145641,4.3,689367
144.694999,1631922,6.6,517973
144.695394,965795,3.5,1060822
144.696049,1138330,4.3,840880
144.696352,1189843,4.6,485671
144.69687,1419803,5.6,1053464
144.697124,1044898,3.9,1646231
144.697855,1341282,5.3,669881
144.698337,1331855,5.2,646273
144.698635,1843744,7.6,1225927
144.699412,1558414,6.3,1169882
144.699631,1264120,4.9,1594603
144.699916,1457815,5.8,979706
144.700362,1930534,8.1,528392
144.700689,2158814,9.1,855666
144.701016,1847352,7.7,1198818
144.701207,1649990,6.7,1511081
