m/z,Magnitude,S/N,Res.
138.186157,880878,3.1,964556
138.220251,894319,3.1,1158524
138.246183,1075948,4,1321284
138.247647,1144479,4.3,1171686
138.535213,932622,3.3,1204139
139.28245,1540667,6.1,1308860
139.286928,1128199,4.2,1498428
139.322168,912080,3.2,1295609
139.885208,922108,3.2,1476021
139.903955,877170,3,1390938
139.916562,1096588,4.1,1350250
139.917883,933275,3.3,1117193
139.919321,994696,3.6,757367
139.921099,919167,3.2,1055258
139.921316,886208,3.1,1222168
139.925866,1065529,3.9,1436576
139.927103,961242,3.4,1081495
139.927794,941277,3.3,747152
139.928921,1145326,4.3,554322
139.929816,1036166,3.8,519245
139.930919,1020775,3.7,1600800
139.931123,1004382,3.6,807725
139.931337,1017540,3.7,1374401
139.931973,1412284,5.5,1193892
139.93225,1121788,4.2,907980
139.932586,970546,3.5,1040166
139.93315,1027254,3.7,1247912
139.933481,996972,3.6,1423149
139.93387,1055898,3.9,1762335
139.934204,1081843,4,1429691
139.934412,1402414,5.5,1432060
139.934695,939416,3.3,844406
139.935138,1081660,4,1013593
139.935723,1805920,7.4,982435
139.936016,1138906,4.3,1531150
139.936314,1089817,4,803893
139.936523,1611892,6.5,428324
139.93685,1683611,6.8,418821
139.937477,1350482,5.2,501062
139.937891,1677936,6.8,1333299
139.938186,1722638,7,980852
139.938617,1389680,5.4,519296
139.938828,1187837,4.5,1089838
139.939058,1459538,5.8,894199
139.939256,1701535,6.9,1121423
139.939412,1706319,6.9,1203173
139.939692,2304673,9.7,737175
139.940111,1601506,6.4,570387
139.940592,1774661,7.2,487599
139.94114,1854939,7.6,1042051
139.94153,2033726,8.4,647653
139.941781,1563171,6.2,1734978
139.941996,1828308,7.5,1341776
139.942177,1573986,6.3,1470285
139.942708,2701902,11.6,653023
139.943202,2295737,9.7,727152
139.943518,3000253,13,1175779
139.943733,1927105,7.9,1070289
139.943972,2379572,10.1,1493046
139.944161,2095146,8.7,1092139
139.944296,1769268,7.2,1949701
139.944445,3568578,15.6,1199769
139.944674,4099900,18.1,933874
139.944805,1827604,7.5,1740217
139.944927,2672322,11.4,1248850
139.945065,3073515,13.3,1111630
139.945306,1951153,8.1,1468808
139.94566,2786662,12,1494950
139.945791,4280281,19,1416306
139.94601,5371317,24.1,1405961
139.946392,4380342,19.4,1449105
139.946713,4446887,19.7,1003452
139.946881,2273109,9.6,1597187
139.947081,2978013,12.9,1442924
139.947238,2320036,9.8,1038403
139.947854,3642106,16,495949
139.948134,5563277,25,1055620
139.948293,2076457,8.6,1656686
139.948457,3280485,14.3,1300139
139.948637,3546265,15.5,1124543
139.948905,4229903,18.7,1138972
139.949195,4502554,20,720652
139.949334,2939047,12.7,1308273
139.949501,3034957,13.1,1136499
139.949684,5243726,23.5,731730
139.949899,3681724,16.2,1702095
139.950025,6096265,27.5,1282608
139.950327,2843987,12.2,1479820
139.950556,3162616,13.7,676951
139.950806,2218646,9.3,969102
139.951041,2881138,12.4,1551518
139.951161,4797852,21.4,606738
139.951502,2891050,12.5,1315168
139.951745,2935039,12.7,1479458
139.952153,4440791,19.7,532131
139.952373,6856322,31,832278
139.952534,5590714,25.1,1115626
139.952736,2968364,12.8,1026578
139.952934,4852932,21.6,1441298
139.953059,2909865,12.6,1407718
139.953294,6222683,28.1,1124880
139.953492,2893522,12.5,879459
139.953741,1933160,8,709400
139.954019,4850878,21.6,1058360
139.954191,3478192,15.2,955583
139.954436,4267366,18.9,871640
139.954621,4115870,18.2,1182502
139.954891,4111500,18.2,1063253
139.955194,1970828,8.2,745174
139.955367,2275635,9.6,1423555
139.955578,2135916,8.9,1372229
139.95584,5153197,23.1,942478
139.956053,3747567,16.5,1116592
139.956194,3057801,13.2,1367458
139.956402,1398294,5.5,2147707
139.956583,1534152,6.1,1121546
139.95676,2639857,11.3,711985
139.957016,2610684,11.1,1038597
139.9572,2151312,9,715300
139.957429,1445503,5.7,1081066
139.957907,3075027,13.3,621303
139.958086,2199352,9.2,1433705
139.958292,3144634,13.6,1216487
139.958431,2155546,9,1456260
139.95864,1774345,7.2,790591
139.959015,2300721,9.7,780424
139.959502,1570079,6.3,574740
139.959929,1524709,6.1,1641694
139.960072,2072192,8.6,683730
139.960734,2066936,8.6,527246
139.961214,1031316,3.8,1688541
139.961683,2165204,9.1,531033
139.962063,2468072,10.5,267774
139.96256,1558092,6.2,1306318
139.96282,1540136,6.1,1277678
139.96304,1137478,4.3,874577
139.96328,1238217,4.7,978105
139.963704,2259714,9.5,580733
139.964026,1618923,6.5,603724
139.964672,1687058,6.8,621599
139.964923,1108464,4.1,1474223
139.965235,1520002,6,884990
139.965558,2008125,8.3,510758
139.96607,1249460,4.8,1472411
139.966344,915317,3.2,1601936
139.966695,1709524,6.9,622246
139.966982,1403947,5.5,831768
139.967357,1626110,6.5,552836
139.967708,1792128,7.3,1272236
139.968221,1464634,5.8,1170920
139.969093,938031,3.3,573268
139.970015,1506759,6,363532
139.970806,1251738,4.8,459799
139.972199,1379544,5.4,822128
139.973147,1016762,3.7,576200
139.973634,978386,3.5,658543
139.974011,1229877,4.7,1107535
139.974785,991456,3.6,649566
139.97491,1010078,3.7,1687935
139.975415,891155,3.1,1504601
139.978179,960062,3.4,999752
139.978384,1159900,4.4,1020567
139.978641,1142501,4.3,996821
139.980509,979128,3.5,904070
139.981981,892092,3.1,1545170
139.98465,881022,3.1,1282220
139.986051,871565,3,802329
139.988136,1052009,3.9,1180806
140.014954,1005813,3.6,1356874
140.771674,950187,3.4,1166015
140.775564,917665,3.2,1798022
140.792984,1015632,3.7,1381161
140.794223,937984,3.3,1520100
140.798929,1049036,3.8,520270
140.799602,1016634,3.7,1213019
140.800239,1036821,3.8,544929
140.804071,1342126,5.2,1060259
140.804875,994533,3.6,661491
140.805744,876741,3,1315612
140.806083,1003713,3.6,928655
140.806652,1122562,4.2,457067
140.808795,1192592,4.5,411195
140.809449,1236089,4.7,1371557
140.809868,1067736,3.9,711624
140.810214,1359576,5.3,879375
140.81055,1131260,4.2,561160
140.810799,948673,3.4,1565083
140.810992,1057445,3.9,1032322
140.811277,1599366,6.4,628128
140.811528,1161837,4.4,1440885
140.811782,1102907,4.1,463416
140.812289,1424840,5.6,355923
140.813026,1324429,5.1,809904
140.81327,1454643,5.7,1879899
140.813399,1388901,5.4,1729437
140.813993,1116774,4.2,523893
140.814706,1157939,4.3,1094440
140.815054,1759027,7.2,1295859
140.815342,1249432,4.8,1345630
140.816171,1310725,5.1,1024354
140.81637,1553972,6.2,1251381
140.816623,2184178,9.2,944116
140.816963,1160148,4.4,1100158
140.817317,1061225,3.9,1770431
140.817585,1468388,5.8,721414
