m/z,Magnitude,S/N,Res.
138.233757,2053092,8.8,1268678
138.945451,854543,3,1068200
139.755172,858598,3.1,1254419
139.771348,869545,3.1,1250164
140.015166,869217,3.1,1182047
140.575199,884526,3.2,1304358
140.761562,1010832,3.8,1103029
140.768988,938134,3.4,1206530
140.839718,886369,3.2,1491433
141.488373,864681,3.1,1324902
142.087493,855339,3,1218995
142.20207,861373,3.1,635513
142.631703,846128,3,1084199
143.882521,856705,3.1,1152171
145.628989,1155015,4.5,1172194
146.297683,871429,3.1,1306671
147.413892,854021,3,1286236
147.464508,853197,3,1309104
147.863995,861706,3.1,916076
150.956887,879518,3.2,1206724
151.564431,853879,3,1349795
151.920477,1076062,4.1,1113015
152.18082,890980,3.2,1207720
152.206672,1020500,3.8,1253728
153.36229,849127,3,1329579
153.563945,906086,3.3,1190097
153.611107,896570,3.2,1122947
153.739529,894117,3.2,1195849
154.450737,1039078,3.9,1199578
154.901477,853749,3,1140255
155.297859,877807,3.2,995238
158.29545,990646,3.7,1552918
159.90771,888906,3.2,828811
160.394576,1202930,4.7,1274749
162.166013,869545,3.1,1222707
164.663433,963877,3.6,1225522
166.002874,867866,3.1,490807
168.538571,897992,3.3,826143
171.307417,879825,3.2,1004053
172.033038,879546,3.2,1290622
172.351768,1172254,4.6,1270076
172.352019,1258558,5,698054
172.685554,2785474,12.4,792550
172.735137,907635,3.3,1121558
173.677585,862720,3.1,1083546
174.101225,863734,3.1,1182546
175.547012,923871,3.4,1055846
176.255474,859836,3.1,1185216
177.117801,1635500,6.8,1086374
178.854012,867090,3.1,1076900
180.488212,898825,3.3,935542
180.910784,863236,3.1,892429
181.691444,910249,3.3,659579
183.81915,912853,3.3,891378
184.329768,860836,3.1,1021228
184.554042,897931,3.2,878480
185.006392,863945,3.1,590464
185.157068,849278,3,890629
189.448684,1068753,4.1,823634
190.898808,868136,3.1,890053
191.119216,968177,3.6,985351
192.003435,862163,3.1,818576
194.152906,881883,3.2,699091
194.226218,2418126,10.6,920098
195.199666,862328,3.1,931321
195.626311,865642,3.1,851056
197.278003,1149971,4.4,1048768
197.625581,884419,3.2,830284
199.763674,857926,3,815812
199.90795,877549,3.1,769817
201.012153,970754,3.6,896913
201.569674,873885,3.1,860346
203.77865,883403,3.2,996087
210.081806,911959,3.3,979798
210.509446,876654,3.1,931513
210.769599,953661,3.5,565461
210.965617,898439,3.2,711413
211.965786,922175,3.3,906492
212.485206,864892,3.1,635641
212.521201,896190,3.2,813619
212.744258,900778,3.2,873594
215.26895,956089,3.5,736316
217.491846,857337,3,794416
219.560964,934897,3.4,659511
221.080236,922570,3.3,787311
228.470284,1044481,3.9,894260
229.195548,940301,3.4,601667
233.166305,883801,3.1,769072
234.238168,944153,3.4,590029
234.583291,859182,3,822372
235.187254,923985,3.3,726406
236.623308,891302,3.2,758080
237.218892,871561,3.1,566800
237.596468,864671,3,758792
239.571762,894930,3.2,807094
241.930208,898970,3.2,808484
243.323795,919081,3.3,603765
243.568491,929911,3.4,796619
243.657711,868668,3.1,639046
243.815538,872965,3.1,884384
247.618359,997464,3.7,821148
248.242839,915770,3.3,727955
248.706518,860500,3,287048
249.247798,860593,3,719606
253.120484,876771,3.1,462563
255.31099,1041913,3.9,710291
259.180443,1015179,3.7,562127
260.648193,961499,3.4,565254
263.572137,900222,3.2,647547
266.819657,892088,3.1,546553
267.169111,923021,3.3,659452
270.547392,882006,3,738003
270.897273,872043,3,627062
272.443243,873803,3,794681
276.000656,1377200,5.3,516080
276.186508,5497789,24.5,663534
276.894585,1022700,3.7,694376
278.967099,929786,3.2,321673
279.542435,884130,3,690852
282.167409,918624,3.2,641634
289.95108,915791,3.2,511772
290.235336,972135,3.4,514101
291.311882,971846,3.4,670121
293.175571,2124271,8.7,416904
293.176227,3404527,14.6,531698
294.179456,1087565,3.9,745259
295.082727,1132451,4.1,697526
295.821989,916459,3.1,325053
296.926155,891032,3,479360
297.09831,1506922,5.8,303662
297.134492,1117293,4.1,723042
297.153328,1265775,4.7,518111
298.352665,906218,3.1,514476
299.019358,899247,3.1,617264
299.077626,915765,3.1,288423
299.113934,968505,3.4,834579
301.000859,912835,3.1,441759
301.093297,1076493,3.9,569982
301.129651,1043473,3.7,782365
301.43319,896434,3,438165
304.120868,895716,3,545732
305.067033,1114451,4,594184
305.886919,942774,3.2,618539
306.907468,3712691,15.8,541162
307.046268,1045701,3.7,541978
307.0827,1845705,7.3,338213
307.119089,2235598,9.1,272075
307.155426,1386194,5.2,687383
307.978115,897466,3,659443
308.236552,3087707,13,495421
309.061946,2307525,9.4,590790
309.097246,1290697,4.8,768634
309.098364,4467146,19.3,517989
309.134683,2908622,12.2,533666
309.171143,1491923,5.7,682460
310.101586,938829,3.2,695327
310.233645,936031,3.2,598583
310.902301,896696,3,878111
311.041213,1613387,6.3,470789
311.056575,893901,3,577920
311.077643,3277520,13.8,492774
311.113973,5834965,25.5,481487
311.150355,2651354,11,549451
311.168981,9843932,43.7,464934
312.17237,2248038,9,572087
313.056837,2488290,10.1,622540
313.093259,4906471,20.9,517188
313.128451,1512684,5.7,584074
313.129699,4697068,19.9,396097
313.165993,1668593,6.4,559043
314.943531,1085425,3.8,676171
315.051304,1545473,5.9,637292
315.072552,2426628,9.8,520949
315.087781,1134598,4,586078
315.108939,2989322,12.3,491342
315.124088,1137676,4,585316
315.144602,1409295,5.2,801864
315.145258,2492175,10.1,627042
315.181674,1306388,4.8,552072
317.030678,1270954,4.6,529411
317.06699,2196016,8.8,529097
317.088225,1278131,4.7,519320
317.102309,1194549,4.3,773601
317.103391,1827125,7.1,440742
317.124698,1248953,4.5,464142
317.139848,1368379,5.1,437370
317.16092,953150,3.2,267305
317.692747,1083024,3.8,595217
317.776935,930333,3.1,540702
318.745964,2819382,11.3,557580
319.009986,1142112,4,565809
319.046343,2468966,9.8,469100
319.082775,2900587,11.7,396743
319.11909,3506033,14.3,287732
319.155518,2114423,8.2,618519
320.134784,921877,3,724150
320.743008,4468857,18.5,440222
320.923126,6290071,26.5,494977
321.025495,2096296,8.2,569966
321.061942,4138670,17.1,522895
321.098315,6537908,27.6,520412
321.13473,5841594,24.6,509180
321.171097,2184384,8.5,490193
321.92271,1235518,4.4,514249
322.101674,1285725,4.6,548729
322.138096,1078755,3.7,607490
322.740061,4429258,18.4,272865
322.919957,1145321,4,450635
323.041338,3152894,12.8,421093
323.07762,7010308,29.7,499725
323.114025,8728586,37.2,449644
323.149413,1392912,5.1,537737
323.150353,5983249,25.2,480064
323.186723,1245975,4.4,305752
324.080892,1179699,4.1,569671
324.109202,930104,3,604354
324.117407,1599930,6,521848
324.15382,1003200,3.4,623423
324.231451,1265102,4.5,612510
324.737085,2183464,8.5,553660
324.762941,4022572,16.6,495862
324.9181,5071176,21.2,477048
325.020482,1410395,5.1,584511
325.056908,4944737,20.6,446059
325.072109,1088868,3.7,702951
325.093239,11841896,49.9,486758
325.128855,2390382,9.3,496438
325.129654,10013038,42,486030
325.165996,3857781,15.6,527285
325.183827,3567480,14.3,287501
325.184664,16552312,70.1,452253
325.917565,1227773,4.3,274954
326.060309,1091352,3.7,501494
326.088428,970781,3.2,646049
326.096608,2267166,8.7,458602
326.133089,1736741,6.4,300663
326.169486,1027116,3.4,589663
326.187943,4633135,18.9,725769
326.188684,11278895,47.5,460406
326.759946,10255001,43.1,491131
326.914876,954678,3.1,481389
327.036178,2921676,11.5,526533
