m/z,I,S/N,Res.
123.793075,840201,3,617894
124.122219,865169,3.1,1264375
124.958738,852812,3.1,1382389
125.744523,839459,3,1280138
126.063934,905156,3.3,1177873
126.210465,861781,3.1,1089597
128.256577,895839,3.3,1443923
129.341217,1107911,4.3,1431375
129.593295,860930,3.1,1368833
130.274016,973186,3.7,962708
131.514921,847814,3,1328161
131.828373,941681,3.5,1438052
133.07631,886005,3.2,786200
133.431528,1605040,6.7,1298047
134.857119,840448,3,1397106
135.383931,859710,3.1,968619
136.347696,878913,3.2,1092414
136.657984,859027,3.1,621017
136.704179,928111,3.4,1102203
136.704578,850659,3.1,1399872
136.705883,919923,3.4,1296229
137.583626,914693,3.4,1167903
138.519179,867668,3.1,1386680
139.42302,943544,3.5,957099
141.792345,840178,3,968416
141.855668,874142,3.2,1021399
142.120078,855066,3.1,1229375
142.246475,1035602,4,946479
142.592339,904754,3.3,1034368
142.606429,916490,3.4,1074594
143.258906,859786,3.1,1003030
143.627065,860683,3.1,973474
143.807348,863276,3.1,807600
144.031292,854812,3.1,1147047
144.374077,841462,3,1152789
144.67345,844311,3,1025883
144.742463,838871,3,852372
144.940188,865520,3.1,1301751
145.157999,915394,3.4,852035
146.133307,1031720,3.9,746006
146.142114,926408,3.4,1051925
148.087779,900717,3.3,1043284
148.606098,886180,3.2,1182139
149.014149,853202,3.1,881092
150.641611,877127,3.2,1024087
150.970904,871326,3.2,786531
151.834416,858178,3.1,904131
153.427274,1095853,4.3,963146
153.454747,1110958,4.3,1105821
153.45628,1173758,4.6,1053750
153.484546,1010143,3.8,548939
153.868999,901867,3.3,1173684
153.869322,866315,3.1,1192483
155.486278,840018,3,655729
156.886695,909512,3.3,765354
157.701687,1019882,3.9,995800
159.860023,848702,3,764691
162.118636,859781,3.1,961515
162.372849,868547,3.1,911793
162.560062,857278,3.1,1122695
166.172137,871803,3.2,954363
167.238609,842722,3,1061311
168.055311,874202,3.2,1065931
168.48389,938264,3.5,1020730
169.213723,844876,3,877741
172.617704,883405,3.2,526059
174.371343,10585145,50.2,911680
174.667138,853490,3.1,1036580
176.33596,882493,3.2,925029
176.500455,873195,3.1,954438
177.305391,925263,3.4,845161
178.899206,912122,3.3,893764
179.101827,874188,3.1,962946
179.193078,912212,3.3,768355
179.881446,880689,3.2,778411
181.59089,849516,3,917461
182.873263,995714,3.7,799247
183.160238,879228,3.2,1012256
183.968895,882952,3.2,1068902
184.56571,881920,3.2,909271
185.873672,889339,3.2,897940
188.124734,858451,3.1,854192
190.111213,915604,3.3,780412
190.517693,853083,3,776698
191.10991,879605,3.2,701049
192.897978,899748,3.3,713277
192.945319,883273,3.2,707272
195.200233,854534,3,746568
195.988673,854484,3,704101
199.460602,966823,3.6,694471
199.610671,865398,3.1,656420
201.016154,851646,3,814258
201.074309,896196,3.2,845477
201.420332,855717,3,752545
