m/z,Magnitude,S/N,Res.
138.233813,1153564,4.3,1401891
138.28043,871662,3,1235715
139.159466,881660,3.1,1553005
139.17194,1075460,4,1513865
139.172116,1046470,3.8,1665911
139.846605,875987,3,1607953
139.859132,990535,3.6,1705612
139.884877,927910,3.3,1687575
139.904521,959437,3.4,1744430
139.910741,934990,3.3,1408402
139.91199,884628,3.1,1358576
139.917965,941188,3.3,553851
139.924329,931833,3.3,1536454
139.925544,903658,3.2,497888
139.92606,948228,3.4,1342432
139.926569,931464,3.3,1307204
139.927165,1102196,4.1,401969
139.928479,1436690,5.6,1587709
139.929553,1057638,3.9,974719
139.930098,1454792,5.7,473045
139.930433,1022913,3.7,1236684
139.930837,995793,3.6,560160
139.93131,1099843,4.1,1728966
139.931618,1000583,3.6,473213
139.932407,984987,3.5,1421672
139.932761,1016860,3.7,574240
139.933815,915634,3.2,1110058
139.934052,1777810,7.2,755235
139.934579,1140263,4.3,938518
139.934835,1116012,4.1,1488258
139.93498,1166429,4.4,1321084
139.935348,1104164,4.1,631548
139.935684,1679564,6.8,1332586
139.935963,1035420,3.8,1204798
139.936215,1057263,3.9,895521
139.936449,1667814,6.7,1006114
139.936664,1940139,8,777526
139.937265,1893793,7.8,981102
139.93777,1505972,6,985590
139.938019,982641,3.5,1992958
139.938254,1556960,6.2,1359089
139.93847,2159473,9,799374
139.939129,1822723,7.4,662110
139.939621,1412193,5.5,485200
139.940283,1347138,5.2,1041455
139.940838,1395435,5.5,1504073
139.941043,1342172,5.2,1017469
139.941273,2671007,11.4,1474386
139.941666,2731175,11.7,696808
139.942093,1445963,5.7,1561652
139.942429,2262538,9.5,537357
139.942769,1932648,8,1576866
139.943053,1127729,4.2,1074149
139.943258,2688844,11.5,1406521
139.943387,1516863,6,1119428
139.943595,1488364,5.9,1733293
139.943933,2378381,10,387985
139.944095,2486129,10.6,1015507
139.94434,2554129,10.9,579863
139.944581,2794603,12,1167276
139.944696,2911989,12.5,1270683
139.944846,2822650,12.1,1074385
139.945347,3473140,15.2,831704
139.945477,3243557,14.1,1395776
139.945614,1995843,8.3,800116
139.946093,2670223,11.4,888346
139.946238,2317447,9.8,1523629
139.94636,2522844,10.7,904489
139.946558,2496248,10.6,1159915
139.946794,2318594,9.8,1021920
139.947047,2473663,10.5,1484491
139.947177,2262215,9.5,820449
139.947473,3045917,13.2,1393817
139.947602,1938656,8,1457218
139.947742,2553908,10.9,1392713
139.947873,2383089,10.1,1355815
139.948101,3833639,16.8,611641
139.948228,2091575,8.7,1912259
139.948449,3387018,14.8,1285501
139.948578,2010318,8.3,1647842
139.948729,4928822,22,932798
139.948995,4738141,21.1,602087
139.94918,2650264,11.3,1027430
139.949358,2297693,9.7,1002798
139.949506,3790866,16.6,782766
139.949795,4018093,17.7,1051239
139.949964,5579016,25,882858
139.950129,1973467,8.2,1708124
139.950256,4320454,19.1,1334170
139.950418,6065695,27.3,1314704
139.950785,5114272,22.8,474804
139.951059,2592509,11,1529975
