m/z,Magnitude,S/N,Res.
139.858851,893593,3.2,1885778
140.220329,874633,3.1,912226
140.369094,857286,3.1,1234975
141.119667,858821,3.1,1202900
142.200685,909137,3.3,1554192
142.972239,898285,3.3,1152954
143.669869,884660,3.2,1289025
146.770591,907750,3.3,1004801
147.984994,860534,3.1,879428
149.590606,852776,3,937046
150.52407,903364,3.3,1124323
151.444837,847959,3,741237
152.044326,918500,3.4,1330059
153.826913,905738,3.3,1021286
154.222708,986171,3.7,963912
154.227319,930687,3.4,1288986
158.295239,1194439,4.7,1234578
158.90751,997133,3.7,1166357
160.591423,1854312,7.9,1165992
161.589552,855620,3,793106
163.732576,866891,3.1,955957
164.230904,918460,3.4,692690
164.33891,858861,3.1,1039657
165.55828,853567,3,832515
165.819776,867781,3.1,1276163
165.891021,935070,3.4,996224
166.138708,871127,3.1,1362366
167.148961,852624,3,1028444
167.806545,865343,3.1,1007812
168.461725,853694,3,962026
168.951667,848565,3,941078
169.166295,857840,3.1,681148
172.351684,1153921,4.5,1090550
172.685556,2277176,9.9,479534
174.342544,880242,3.2,1101825
176.038547,874084,3.1,908760
177.621545,863851,3.1,1015834
177.748518,861551,3.1,1001599
178.202855,876320,3.1,865178
179.832831,895985,3.2,1104181
180.637007,850979,3,1118807
181.215308,959469,3.5,1161726
182.463007,869063,3.1,1079248
184.004349,936084,3.4,943765
186.081634,933667,3.4,1033504
186.998186,873110,3.1,899855
189.324953,852513,3,774162
189.886379,896516,3.2,1094494
191.476978,951050,3.5,796442
194.218822,994179,3.7,1082185
196.323192,859208,3,585128
197.852047,890569,3.2,1023446
198.54237,880796,3.1,731570
199.35373,861914,3.1,733566
200.787013,879208,3.1,759327
202.390189,2035877,8.7,982012
205.516852,858881,3,761865
207.110858,895715,3.2,954373
207.813597,860126,3,969867
209.283276,881560,3.1,789256
210.080182,904155,3.2,964277
210.229818,897543,3.2,625890
212.484942,1217254,4.7,1012487
212.487915,899558,3.2,1059668
213.266299,929256,3.4,718860
213.387804,912178,3.3,817013
214.592536,880281,3.1,791907
216.220951,861795,3,512213
216.329365,991724,3.7,702498
221.956439,1020552,3.8,776423
222.537235,887864,3.2,739939
226.838873,942906,3.4,644739
230.948032,900318,3.2,670462
232.915171,930676,3.3,856926
234.901615,920262,3.3,696289
236.568512,955325,3.5,773141
237.272045,955694,3.5,682863
237.71846,900493,3.2,635553
241.219578,886067,3.1,771964
242.282159,928629,3.3,582222
243.878519,870484,3,876748
244.655179,866497,3,866139
245.648413,879608,3.1,739181
245.990156,868939,3,464463
246.391757,995872,3.6,611822
249.713484,897801,3.2,786360
249.758294,867787,3,689286
250.059272,989529,3.6,449253
253.796187,942274,3.4,773332
256.152027,867300,3,610154
260.598961,903890,3.2,582492
260.701329,888149,3.1,729021
261.840737,896256,3.1,655548
262.704623,874912,3,610000
265.079101,895926,3.1,536236
265.490812,909893,3.2,546331
266.762957,999219,3.6,710723
269.773018,874977,3,552735
274.315335,1043789,3.8,422617
274.971786,1056871,3.8,595649
276.18636,5463832,24.4,641606
276.527207,945957,3.3,579831
278.368465,880114,3,722940
279.05121,1004944,3.6,731525
279.087665,1307666,5,670774
279.12392,1196691,4.5,826974
279.917509,4416950,19.4,342250
279.918066,13117366,59.8,631806
280.25467,907589,3.1,646878
281.066802,1026026,3.7,911471
281.103292,1980140,8.1,684483
281.139622,1193454,4.5,796266
281.388805,936185,3.3,565317
281.913854,1278098,4.9,500287
283.046139,1495880,5.9,619756
283.082593,1337546,5.1,583282
283.118913,1233484,4.7,776552
285.061801,1057710,3.8,678834
285.098177,1498544,5.9,658929
288.987433,1937288,7.9,663574
289.071968,1077133,3.9,750045
289.45454,898788,3.1,522880
290.751246,1004148,3.6,686027
291.051216,1439239,5.6,682275
291.087646,1507082,5.9,563582
292.045198,1001352,3.5,425814
292.827655,942716,3.3,607226
292.891674,1167233,4.3,738105
293.030517,1347210,5.1,680528
293.066867,1609101,6.3,417300
293.103291,3005071,12.8,587595
293.139668,1055122,3.8,294461
293.175441,4291732,18.7,396545
293.17608,9829012,44.2,515754
294.178154,899674,3.1,707243
294.17938,2317018,9.6,619960
295.046248,1735193,6.9,672190
295.082589,3485467,14.9,589046
295.118927,4038430,17.5,564322
295.155308,987297,3.5,587109
295.583715,942016,3.3,656883
297.061848,2410674,10,593428
297.098182,4074933,17.7,535788
297.134565,3042231,12.9,519725
297.153193,2709433,11.4,294591
297.15678,920761,3.2,652794
299.041078,1100371,4,646068
299.077519,2655830,11.1,558915
299.1138,3260505,13.9,563154
301.035621,1241345,4.6,621707
301.056512,1045123,3.7,393718
301.071909,1253124,4.7,556504
301.093152,2280710,9.4,663669
301.129497,1215241,4.5,343988
301.165874,1267852,4.7,605125
302.345968,923962,3.2,340606
303.05131,1880509,7.5,681709
303.087693,1439936,5.5,491964
303.108634,910018,3.1,692916
303.124036,1052868,3.8,273458
305.030531,1826435,7.3,306362
305.066951,2413191,10,624766
305.1033,2251402,9.2,247555
305.139665,1469070,5.7,356972
306.907336,4740427,20.6,498676
307.044859,957530,3.3,677716
307.04613,3068762,12.9,592348
307.082541,4615006,20,571454
307.117957,1343330,5.1,767197
307.118999,3712354,15.9,482924
307.155329,1799014,7.1,651030
307.906916,1155514,4.2,696877
308.085936,987983,3.4,657146
308.595217,991625,3.5,578929
309.025435,1688636,6.6,670296
309.061849,3891776,16.7,544728
309.097082,1767748,7,546616
309.098229,6558788,28.8,531207
309.134583,4086345,17.6,499064
309.17093,1985101,8,507076
309.408361,893161,3,541795
310.064938,913080,3.1,693772
310.101684,1040189,3.7,627413
310.137997,1116353,4,654344
311.020084,923694,3.1,688978
311.041102,2698289,11.2,509148
311.056182,927027,3.2,377837
311.077546,5518646,24.1,465014
311.113861,8888634,39.5,504893
311.150276,2842943,11.9,605668
311.168863,13140289,58.8,509338
312.117341,1251514,4.6,504305
312.172301,2607042,10.7,559634
313.035635,1009715,3.5,626161
313.056735,3519542,14.7,521225
313.091903,1485371,5.6,681213
313.09316,6245947,27,289957
313.12955,6101568,26.3,549564
313.165931,1568837,6,490208
313.786768,919449,3.1,506688
314.132898,1200073,4.3,495334
315.014755,1180100,4.2,537195
315.036081,1137479,4.1,611237
315.051316,1677130,6.5,274935
315.071196,1081804,3.8,613741
315.072414,3905869,16.5,565988
315.087602,1546319,5.9,541878
315.108822,3955026,16.7,483574
315.145146,2938711,12.1,509256
315.181608,1563740,6,530393
317.030495,1962860,7.8,612838
317.066989,2675313,11,471336
317.088054,1954932,7.7,492539
317.103282,2440823,9.9,453611
317.124359,1081466,3.8,601258
317.139721,1873532,7.4,623865
319.009732,1186718,4.2,597449
319.046259,3564452,14.7,549902
319.082532,3797930,15.7,482407
319.119068,3238320,13.3,497669
319.155338,1972917,7.7,508244
320.742903,1886392,7.3,528232
320.923039,7412438,31.7,507618
321.025424,2475239,9.9,516726
321.061855,5198573,21.9,502689
321.09819,5970675,25.3,518068
321.134653,4443385,18.6,495760
321.170869,1549311,5.8,444754
321.922607,1502335,5.6,531091
322.065248,1020311,3.5,613423
322.101669,1478557,5.5,741898
322.137993,992163,3.3,314880
322.739941,982283,3.3,243536
323.041134,4248640,17.7,512407
323.076239,1861446,7.2,433769
323.077502,8708166,37.4,515174
323.113889,8882253,38.2,499525
323.150251,4854867,20.4,516390
323.186804,1204314,4.3,313298
323.756418,924990,3,585844
324.073182,933623,3.1,356876
324.080847,1655544,6.3,689157
324.11729,1687551,6.4,649507
324.762664,1211251,4.3,500239
324.917906,1725072,6.6,413835
325.020362,1274786,4.6,392206
325.035574,1003941,3.4,600019
325.056787,6396329,27.2,501213
325.072156,1062572,3.6,604512
325.093147,12884400,55,514664
325.129534,8205751,34.6,504272
325.165864,3604925,14.6,494811
325.184542,16267712,69.7,497798
326.0601,1091171,3.7,710316
326.096519,2030185,7.8,630134
326.13274,1854576,7,545270
326.187952,3167355,12.7,490578
326.759802,2362086,9.2,555377
327.01494,1214999,4.3,618992
327.036047,2603291,10.3,555308
327.051293,1446685,5.3,526589
327.062116,943263,3.1,453069
327.072453,7245602,30.5,458510
327.087629,1140260,3.9,567956
327.107656,2386472,9.3,501885
327.10877,11555624,49.2,489863
327.144083,1592111,5.9,753071
327.145202,5012272,20.7,476423
327.181581,1565238,5.8,517292
327.305687,1160782,4,599924
328.075708,1409890,5.1,446709
328.112188,1917674,7.3,472252
328.756838,2411112,9.4,476419
329.030508,1674142,6.2,510464
329.051622,3949730,16.1,510458
329.06614,967845,3.2,848171
329.066887,2396325,9.4,577781
329.088097,5867689,24.5,453513
329.103309,2118316,8.2,620031
329.124414,5996720,25,542768
329.139669,1261491,4.5,565005
329.152814,1188150,4.1,476361
329.160905,2686647,10.6,542153
329.19723,1135295,3.9,552459
330.127835,1005176,3.3,240149
331.009836,1030060,3.4,582764
331.046175,3542067,14.4,488603
331.06741,2569783,10.1,533425
331.082607,3729979,15.2,494253
331.095683,976445,3.2,705325
331.103743,3122751,12.5,505448
331.118967,2818114,11.2,437110
331.140136,2288198,8.9,509406
331.155429,2067273,8,450360
331.176514,1140558,3.9,488547
331.191728,1293649,4.6,521909
333.025552,3259855,12.9,494050
333.061814,5636055,23.1,481097
333.064017,945367,3,627316
333.098309,5057503,20.6,486500
333.111319,2057697,7.8,546743
333.119197,1031907,3.4,536841
333.134592,5325798,21.7,511672
333.155744,1061355,3.5,621878
333.171091,2304238,8.8,466683
334.093361,957107,3.1,500462
334.101485,950580,3,615091
334.137865,959932,3.1,572024
334.938675,4100970,16.5,495361
335.004715,1253240,4.3,667705
335.04112,5644672,23.1,503738
335.077583,7007624,28.9,482082
335.112766,1904016,7.1,389529
335.113891,8444304,35.1,481761
335.150353,6061464,24.9,498360
335.186665,2080928,7.9,497224
335.93823,1099333,3.7,584697
336.080888,1524069,5.5,494326
336.117329,1443437,5.1,504090
336.153607,1387765,4.9,462344
337.020422,2764086,10.8,482179
337.055572,2034494,7.7,494596
337.056753,8246079,34.2,500912
337.093225,11848518,49.6,503648
337.129514,11615055,48.6,505064
337.166011,5065559,20.6,484383
337.202349,1243999,4.3,442371
338.060206,1219745,4.2,459907
338.096494,2011178,7.6,572587
338.132984,1918002,7.2,528588
338.932433,2103529,8,559060
338.933571,9899241,41.3,506170
339.036046,5119233,20.8,503716
339.051302,998405,3.2,433196
339.072483,12930313,54.2,490683
339.108814,16045330,67.5,488255
339.145261,9710874,40.5,463181
339.181561,2873123,11.3,477913
339.200221,3922215,15.5,471290
339.933151,2268625,8.5,509253
340.039396,1052138,3.4,696109
340.075856,1926643,7.1,533667
340.10412,1092601,3.6,494885
340.112175,2382843,9,572799
340.148567,1689604,6.1,460470
340.885611,2022577,7.5,523659
340.93045,1244092,4.2,341965
341.015415,1406672,4.9,597684
341.030516,1380819,4.8,570386
341.051766,7193304,29.2,491670
341.067034,1754588,6.4,537152
341.087222,2624865,10,285159
341.08811,14900961,61.5,483979
341.103302,1701092,6.1,512752
341.124468,12568297,51.8,480231
341.139851,960877,3,251676
341.160891,5566194,22.4,482659
341.197224,1821179,6.6,499717
342.055078,1454279,5.1,599239
342.083403,1186510,4,626086
342.091441,2265040,8.5,489468
342.127795,2270169,8.5,535120
342.164255,1024097,3.3,485384
342.200646,1075690,3.5,597718
342.761322,2197617,8.2,525037
342.88352,1096591,3.6,615790
343.009912,1247661,4.2,603891
343.030976,2183859,8.2,528931
343.046243,3155638,12.2,461871
343.067382,8536251,34.8,470535
343.082664,3519679,13.8,493835
343.102531,2342084,8.8,377863
343.103778,11548868,47.5,486643
343.118047,1077960,3.5,760025
343.119017,2950344,11.4,499496
343.140123,6354125,25.7,480833
343.155355,1707473,6.2,530544
343.176541,2766550,10.6,488462
343.212908,2288863,8.6,499059
344.070648,1348272,4.7,449357
344.107167,1972409,7.3,512477
344.143425,1112258,3.7,696027
344.759341,6814298,27.6,478254
345.025509,3117212,12.1,509690
345.046616,2174113,8.1,514407
345.061907,4792997,19.1,460524
345.075017,1250216,4.2,574062
345.083084,4678314,18.6,480695
345.098291,4881070,19.5,491022
345.111236,983473,3.1,664115
345.119395,4039347,15.9,499905
345.134627,4554423,18.1,452633
345.155792,2908348,11.2,448976
345.170104,980159,3.1,740059
345.171049,3108032,12,467620
345.192187,1492677,5.3,532136
346.065305,1175455,3.9,533668
346.757317,7317581,29.2,470662
346.766688,986191,3.1,563924
346.805609,1534553,5.3,527061
346.959267,979968,3,507776
347.004705,1843340,6.6,533757
347.041226,5927061,23.4,503425
347.062202,1439130,4.9,539796
347.075114,1556125,5.4,550826
347.077533,7116958,28.4,463489
347.090719,1335713,4.5,512488
347.098575,1660323,5.9,532177
347.112712,1565607,5.5,376031
347.113979,7666856,30.6,458718
347.127072,1121067,3.6,442162
347.135127,1141677,3.7,493326
347.150296,6369457,25.3,458495
347.185375,1107641,3.6,772547
347.186679,3923130,15.2,477104
347.672141,1019189,3.2,460401
348.080949,1132446,3.7,579334
348.117292,1502375,5.2,556796
348.153725,1574832,5.5,507405
348.755249,2566219,9.6,497942
348.803658,1021655,3.2,421027
348.954284,1408894,4.8,393726
349.02044,3680911,14.2,493369
349.056834,9508505,38.2,484754
349.069857,1021724,3.2,478224
349.093237,10718882,43.2,463650
349.104939,1909413,6.9,532064
349.106252,7049894,28.1,474509
349.129575,11497132,46.4,481344
349.165989,6837941,27.2,458261
349.202331,2865854,10.8,486217
350.060238,1805469,6.4,462089
350.088587,1039781,3.3,618713
350.096613,2080679,7.6,505453
350.132978,2370480,8.8,543543
350.169352,1598906,5.6,516204
350.786366,2263132,8.3,485253
351.036089,7379101,29.4,482502
351.051409,1207969,4,501394
351.07247,13508775,54.7,474867
351.103402,2221743,8.2,512046
351.108871,16396464,66.6,462741
351.134701,1704119,6,565905
351.145207,13562042,54.9,457001
351.180348,1372099,4.7,480961
351.18164,5932228,23.5,463513
351.21799,1691853,6,610996
352.03945,1482919,5.1,477595
352.067834,1085486,3.5,463459
352.075841,2246576,8.3,455438
352.104185,1074616,3.4,516099
352.112246,3063738,11.6,497852
352.148554,2673092,10,503341
352.185035,1651661,5.8,445350
352.783436,3393645,13,495550
352.949333,14738073,59.8,462465
353.015364,2725035,10.2,461181
353.030759,1171119,3.8,483435
353.051766,11430581,46.1,472691
353.06698,1974969,7.1,551242
353.088071,18879166,76.8,452531
353.123697,3827400,14.8,284106
353.124572,19034824,77.5,471015
353.160865,10101458,40.7,439349
353.197257,3217116,12.3,468780
353.948886,2834342,10.7,449699
354.046986,1059137,3.4,510553
354.055087,2180035,8,485752
354.091488,2945997,11.1,457790
354.127871,3619798,13.9,497127
354.16432,1769184,6.3,261845
354.780398,1532551,5.2,596610
354.946102,1657524,5.7,556350
355.009828,1102406,3.5,456130
355.031014,4740300,18.2,464103
355.046254,2449616,8.9,491917
355.06736,15414485,61.4,476027
355.082679,2054874,7.3,433591
355.10263,3800287,14.4,410696
355.103834,19317984,77.2,440008
355.119133,1477348,5,541443
355.140126,14370025,57.2,458877
355.155345,1169901,3.8,563708
355.176559,5429491,21,461340
355.180515,1213940,3.9,529905
355.212958,1644029,5.7,470923
355.249395,1015303,3.1,667892
356.034353,1070302,3.3,587233
356.070872,2275816,8.2,505885
356.099028,1095408,3.4,577723
356.107147,3327986,12.5,459741
356.143523,2836988,10.5,460677
356.180008,1442566,4.9,544242
357.025657,2917103,10.8,483736
357.046635,6822645,26.6,451348
357.061905,3829497,14.5,470394
357.072567,1279228,4.2,559480
